"player","player_id","position","team_name","player_game_count","attempts","attempts_with_hangtime","average_hangtime","average_net_yards","average_yards_per_attempt","average_yards_per_return","blocks","declined_penalties","downeds","fair_catches","franchise_id","grades_punter","inside_twenties","long","out_of_bounds","penalties","percent_returned","return_yards","returns","snaps","total_hangtime","total_net_yards","touchbacks","yards","week","year"
"Chris Jones",6798,"P","DAL",1,2,2,4.82,38.5,39,1,0,0,0,0,9,59.4,0,45,0,0,50,1,1,2,9.64,77,0,78,3,2014
"Bryan Anger",7072,"P","JAX",1,5,5,4.88,42.4,46.4,,0,0,0,3,15,64.4,1,61,1,0,0,0,0,5,24.39,212,1,232,3,2014
"Brad Nortman",7192,"P","CAR",1,4,4,4.76,43.25,52.5,8.5,0,0,1,0,5,70.7,2,65,0,0,50,17,2,4,19.04,173,1,210,3,2014
"Johnny Hekker",7252,"P","SL",1,1,1,4.88,24,24,,0,0,0,1,26,60,1,24,0,0,0,0,0,1,4.88,24,0,24,3,2014
"Drew Butler",7302,"P","ARZ",1,1,1,4.4,35,49,14,0,0,0,0,1,60,0,49,0,0,100,14,1,1,4.4,35,0,49,3,2014
"Marquette King",7410,"P","OAK",1,5,5,4.81,40.4,41.8,7,0,0,2,2,23,67.5,3,52,0,0,20,7,1,5,24.07,202,0,209,3,2014
"Ryan Quigley",7573,"P","NYJ",1,3,3,4.72,38,48.33,11,0,0,0,1,22,64.3,1,54,0,0,33.3,11,1,3,14.16,114,1,145,3,2014
"Jeff Locke",7937,"P","MIN",1,4,4,4.37,46,45.25,-3,0,0,0,3,18,63.3,4,57,0,0,25,-3,1,4,17.49,184,0,181,3,2014
"Sam Martin",7947,"P","DET",1,2,2,4.87,40.5,52,11.5,0,0,0,0,11,61.2,1,55,0,0,100,23,2,2,9.74,81,0,104,3,2014
"Colton Schmidt",8104,"P","BUF",1,5,5,4.36,44,45.2,2,0,0,1,0,4,54.1,2,52,1,0,60,6,3,5,21.8,220,0,226,3,2014
"Ryan Allen",8242,"P","NE",1,5,5,4.19,40.8,48,9,0,0,0,1,19,60.9,2,58,0,0,80,36,4,5,20.95,204,0,240,3,2014
"Brad Wing",8256,"P","PIT",1,3,3,4.46,45.67,45.67,0,0,0,0,1,25,58.7,2,58,1,0,33.3,0,1,3,13.39,137,0,137,3,2014
"Tress Way",8358,"P","WAS",1,3,3,4.8,41,56.67,13.5,0,0,0,0,32,68.2,0,65,0,0,66.7,27,2,3,14.39,123,1,170,3,2014
"Pat O'Donnell",8826,"P","CHI",1,5,5,4.3,40.4,42.4,5,0,0,0,3,6,54.1,0,48,0,0,40,10,2,5,21.52,202,0,212,3,2014
"Shane Lechler",673,"P","HST",1,6,6,3.94,39.83,41.67,11,0,0,2,2,13,56.1,5,51,1,0,16.7,11,1,6,23.64,239,0,250,4,2014
"Mike Scifres",1458,"P","SD",1,3,3,4.65,42,42,,0,0,0,2,27,67.1,3,48,1,0,0,0,0,3,13.96,126,0,126,4,2014
"Andy Lee",1906,"P","SF",1,5,5,4.45,25.8,47,28.7,0,0,0,1,28,57.2,1,51,0,0,60,86,3,6,22.24,129,1,235,4,2014
"Donnie Jones",1939,"P","PHI",1,6,6,4.41,40.67,48.5,6.8,0,0,1,0,24,63.2,1,61,0,0,66.7,27,4,6,26.44,244,1,291,4,2014
"Dustin Colquitt",2316,"P","KC",1,4,4,4.82,42.5,45,5,0,0,1,1,16,70.9,4,54,0,0,50,10,2,4,19.29,170,0,180,4,2014
"Michael Koenen",2682,"P","TB",1,3,3,4.66,35.33,35.33,,0,0,1,2,30,56.5,1,40,0,0,0,0,0,3,13.99,106,0,106,4,2014
"Sam Koch",3148,"P","BLT",1,1,1,4.07,39,39,,0,0,1,0,3,60,1,39,0,0,0,0,0,1,4.07,39,0,39,4,2014
"Steve Weatherford",3552,"P","NYG",1,5,5,4.42,45,45,,0,0,3,1,21,67.7,3,52,1,0,0,0,0,5,22.09,225,0,225,4,2014
"Brandon Fields",3841,"P","MIA",1,2,2,4.25,32,40.5,17,0,0,0,1,17,60.1,1,41,0,0,50,17,1,2,8.49,64,0,81,4,2014
"Brett Kern",4580,"P","TEN",1,6,6,4.51,41.83,44.17,3.5,0,0,0,2,31,66.6,2,55,0,0,66.7,14,4,6,27.07,251,0,265,4,2014
"Thomas Morstead",5088,"P","NO",1,2,2,4.77,41.5,41.5,,0,0,1,1,20,61.6,1,49,0,0,0,0,0,2,9.53,83,0,83,4,2014
"Pat McAfee",5146,"P","IND",1,4,4,4.69,40.25,42,7,0,0,0,3,14,65.8,3,60,0,0,25,7,1,4,18.76,161,0,168,4,2014
"Matt Bosher",6344,"P","ATL",1,5,5,4.92,42.2,50,19.5,0,0,1,2,2,77.6,2,59,0,0,40,39,2,5,24.58,211,0,250,4,2014
"Chris Jones",6798,"P","DAL",1,4,4,4.76,37.75,41.5,7.5,0,0,0,2,9,62,2,53,0,0,50,15,2,4,19.02,151,0,166,4,2014
"Bryan Anger",7072,"P","JAX",1,2,2,5.07,44.5,55.5,2,0,0,0,0,15,60.4,0,63,0,0,50,2,1,2,10.14,89,1,111,4,2014
"Brad Nortman",7192,"P","CAR",1,4,4,4.67,39.5,49,18,0,0,0,2,5,62.8,1,58,0,0,25,18,1,4,18.69,158,1,196,4,2014
"Marquette King",7410,"P","OAK",1,6,6,4.64,47.17,48.67,9,0,0,2,3,23,65.4,4,57,0,0,16.7,9,1,6,27.85,283,0,292,4,2014
"Ryan Quigley",7573,"P","NYJ",1,6,6,4.92,50.33,52.67,14,0,0,0,4,22,78.1,1,61,1,0,16.7,14,1,6,29.51,302,0,316,4,2014
"Jeff Locke",7937,"P","MIN",1,2,2,4.6,35,43,16,0,0,1,0,18,60.4,0,62,0,0,50,16,1,2,9.2,70,0,86,4,2014
"Sam Martin",7947,"P","DET",1,6,6,4.9,44.5,50.67,4.3,0,0,0,1,11,70.5,2,55,0,0,66.7,17,4,6,29.37,267,1,304,4,2014
"Colton Schmidt",8104,"P","BUF",1,9,9,4.41,38.78,45.89,4.8,0,0,1,1,4,58.5,0,61,0,0,55.6,24,5,9,39.65,349,2,413,4,2014
"Ryan Allen",8242,"P","NE",1,6,6,4.45,45,48.83,1.5,0,0,2,1,19,68.5,2,59,0,0,33.3,3,2,6,26.7,270,1,293,4,2014
"Brad Wing",8256,"P","PIT",1,4,4,4.23,29.75,37,14.5,0,0,1,1,25,53.6,2,46,0,0,50,29,2,4,16.93,119,0,148,4,2014
"Tress Way",8358,"P","WAS",1,4,4,4.7,55.5,58.25,5.5,0,0,2,0,32,72.2,1,77,0,0,50,11,2,4,18.81,222,0,233,4,2014
"Shane Lechler",673,"P","HST",1,7,7,4.47,35.14,46.57,12,0,0,0,1,13,67.9,3,60,0,0,71.4,60,5,7,31.3,246,1,326,5,2014
"Dave Zastudil",1113,"P","ARZ",1,11,11,4.03,36.27,42.45,8,0,0,0,2,1,47.5,2,53,2,0,54.5,48,6,11,44.3,399,1,467,5,2014
"Mike Scifres",1458,"P","SD",1,5,5,4.52,35.8,40.8,2.5,0,0,1,0,27,62.6,2,60,1,0,40,5,2,5,22.62,179,1,204,5,2014
"Andy Lee",1906,"P","SF",1,2,2,4.38,34.5,53.5,19,0,0,0,0,28,60.9,0,56,0,0,100,38,2,2,8.75,69,0,107,5,2014
"Donnie Jones",1939,"P","PHI",1,4,4,4.32,39,40.75,3.5,0,0,1,0,24,56.9,1,52,1,0,50,7,2,4,17.29,156,0,163,5,2014
"Dustin Colquitt",2316,"P","KC",1,4,4,4.34,35.25,40.25,,0,0,1,2,16,65.8,2,51,0,0,0,0,0,4,17.34,141,1,161,5,2014
"Michael Koenen",2682,"P","TB",1,4,4,4.74,40.5,40.5,0,0,0,1,2,30,54.7,0,48,0,0,25,0,1,4,18.94,162,0,162,5,2014
"Sam Koch",3148,"P","BLT",1,5,5,4.37,47,48.4,2.3,0,0,0,2,3,58.5,4,69,0,0,60,7,3,5,21.83,235,0,242,5,2014
"Jon Ryan",3493,"P","SEA",1,6,6,4.64,40,43.33,,0,0,1,4,29,76,5,53,0,0,0,0,0,6,27.82,240,1,260,5,2014
"Steve Weatherford",3552,"P","NYG",1,3,3,4.4,43.33,57.67,11.5,0,0,0,0,21,60.3,0,67,0,0,66.7,23,2,3,13.19,130,1,173,5,2014
"Brett Kern",4580,"P","TEN",1,4,4,4.61,43.5,47,3.5,0,0,0,0,31,66.9,2,54,0,0,100,14,4,5,18.45,174,0,188,5,2014
"Kevin Huber",5066,"P","CIN",1,4,4,4.24,38.5,41.5,4,0,0,0,0,7,61.6,0,51,1,0,75,12,3,4,16.97,154,0,166,5,2014
"Thomas Morstead",5088,"P","NO",1,2,2,4.07,33,48.5,11,0,0,0,0,20,60.6,0,60,0,0,50,11,1,2,8.14,66,1,97,5,2014
"Pat McAfee",5146,"P","IND",1,3,3,4.55,47.67,47.67,,0,0,1,1,14,60.7,2,56,0,0,0,0,0,3,13.66,143,0,143,5,2014
"Britton Colquitt",5192,"P","DEN",1,4,4,4.59,48,49.75,7,0,0,0,2,10,61.3,2,60,1,0,25,7,1,4,18.36,192,0,199,5,2014
"Tim Masthay",5510,"P","GB",1,6,6,4.73,45.83,50.67,4.5,0,0,1,2,12,63.4,5,58,0,0,33.3,9,2,6,28.35,275,1,304,5,2014
"Matt Bosher",6344,"P","ATL",1,5,5,4.77,32.6,32.6,,0,0,0,4,2,57.6,3,43,1,0,0,0,0,5,23.85,163,0,163,5,2014
"Spencer Lanning",6566,"P","CLV",1,3,3,3.91,43.67,49,5.3,0,0,0,0,8,57.9,1,55,0,0,100,16,3,3,11.72,131,0,147,5,2014
"Chris Jones",6798,"P","DAL",1,4,4,4.47,38.75,46.25,10,0,0,0,1,9,62.8,1,50,0,0,75,30,3,4,17.88,155,0,185,5,2014
"Bryan Anger",7072,"P","JAX",1,5,5,4.74,41,45,5,0,0,0,1,15,54.8,2,47,0,0,80,20,4,5,23.68,205,0,225,5,2014
"Brad Nortman",7192,"P","CAR",1,5,5,4.43,38.2,48.2,15,0,0,1,1,5,61.8,2,62,0,0,40,30,2,5,22.15,191,1,241,5,2014
"Johnny Hekker",7252,"P","SL",1,4,4,4.23,35.75,41.5,23,0,0,2,0,26,72.8,2,56,1,0,25,23,1,5,16.91,143,0,166,5,2014
"Ryan Quigley",7573,"P","NYJ",1,8,8,4.37,49.63,51.13,6,0,0,2,2,22,69.6,4,64,2,0,25,12,2,8,34.93,397,0,409,5,2014
"Jeff Locke",7937,"P","MIN",1,7,7,4.64,40.86,43.43,4.5,0,0,1,1,18,56.6,1,56,1,0,57.1,18,4,7,32.46,286,0,304,5,2014
"Sam Martin",7947,"P","DET",1,7,7,4.64,44.29,47.14,6.7,0,0,1,3,11,71,4,60,0,0,42.9,20,3,7,32.47,310,0,330,5,2014
"Colton Schmidt",8104,"P","BUF",1,8,8,4.62,37.13,43.13,24,0,0,0,6,4,70.3,3,61,0,0,25,48,2,8,36.92,297,0,345,5,2014
"Ryan Allen",8242,"P","NE",1,3,3,4.42,22.67,40.33,26.5,0,0,0,1,19,55.9,0,46,0,0,66.7,53,2,3,13.26,68,0,121,5,2014
"Brad Wing",8256,"P","PIT",1,5,5,4.52,38,44.8,4.7,0,0,0,1,25,62.8,2,53,0,0,60,14,3,5,22.58,190,1,224,5,2014
"Tress Way",8358,"P","WAS",1,8,8,4.53,40.63,49.88,10.8,0,0,0,0,32,60,1,59,2,0,62.5,54,5,8,36.25,325,1,399,5,2014
"Pat O'Donnell",8826,"P","CHI",1,4,4,4.8,32,52.25,27,0,0,0,1,6,69.1,2,63,0,0,75,81,3,4,19.2,128,0,209,5,2014
"Shane Lechler",673,"P","HST",1,4,4,4.42,41.75,54.5,15.5,0,0,0,1,13,59.9,0,71,0,0,50,31,2,4,17.69,167,1,218,6,2014
"Mike Scifres",1458,"P","SD",1,3,3,4.72,37,47,10,0,0,0,0,27,61.7,1,50,0,0,100,30,3,3,14.15,111,0,141,6,2014
"Andy Lee",1906,"P","SF",1,5,5,4.63,40.6,43,6,0,0,0,3,28,67.2,4,55,0,0,40,12,2,5,23.13,203,0,215,6,2014
"Donnie Jones",1939,"P","PHI",1,6,6,4.09,42.33,45.5,-1,0,0,1,2,24,60.3,5,50,1,0,16.7,-1,1,6,24.56,254,1,273,6,2014
"Michael Koenen",2682,"P","TB",1,5,5,4.25,34.2,37.2,7.5,0,0,1,2,30,59.3,0,46,0,0,40,15,2,5,21.26,171,0,186,6,2014
"Sam Koch",3148,"P","BLT",1,2,2,4.78,46,59.5,7,0,0,0,0,3,61.7,1,63,0,0,50,7,1,2,9.55,92,1,119,6,2014
"Jon Ryan",3493,"P","SEA",1,4,4,4.42,39,41.5,5,0,0,0,2,29,63,3,50,0,0,50,10,2,4,17.68,156,0,166,6,2014
"Steve Weatherford",3552,"P","NYG",1,10,10,3.8,40,47.7,14.3,0,0,1,3,21,57.5,1,71,1,0,40,57,4,10,38.04,400,1,477,6,2014
"Brandon Fields",3841,"P","MIA",1,3,3,3.86,22,42.33,20.5,0,0,0,0,17,60.5,0,44,0,0,66.7,41,2,3,11.58,66,1,127,6,2014
"Brett Kern",4580,"P","TEN",1,5,5,4.63,39.8,49.8,5,0,0,0,1,31,60.7,3,69,0,0,40,10,2,5,23.16,199,2,249,6,2014
"Kevin Huber",5066,"P","CIN",1,1,1,3.88,37,42,5,0,0,0,0,7,60,0,42,0,0,100,5,1,1,3.88,37,0,42,6,2014
"Pat McAfee",5146,"P","IND",1,4,4,4.8,39.75,39.75,,0,0,0,4,14,70.9,3,44,0,0,0,0,0,4,19.18,159,0,159,6,2014
"Britton Colquitt",5192,"P","DEN",1,8,8,4.45,41.5,43.75,6,0,0,3,1,10,56.7,2,53,0,0,37.5,18,3,8,35.57,332,0,350,6,2014
"Tim Masthay",5510,"P","GB",1,4,4,4.01,38,43,,0,0,1,2,12,56.7,1,53,0,0,0,0,0,5,16.03,152,1,172,6,2014
"Matt Bosher",6344,"P","ATL",1,5,5,4.63,43.8,43.6,-0.5,0,0,0,3,2,59.7,1,57,0,0,40,-1,2,5,23.16,219,0,218,6,2014
"Spencer Lanning",6566,"P","CLV",1,6,6,4.02,38.83,40.67,2.8,0,0,1,1,8,53.5,2,53,0,0,66.7,11,4,6,24.13,233,0,244,6,2014
"Chris Jones",6798,"P","DAL",1,2,2,4.36,32.5,32.5,,0,0,0,2,9,58.7,1,35,0,0,0,0,0,3,8.72,65,0,65,6,2014
"Bryan Anger",7072,"P","JAX",1,6,6,4.68,41.83,47.83,4,0,0,0,1,15,68.2,1,65,0,0,66.7,16,4,6,28.05,251,1,287,6,2014
"Brad Nortman",7192,"P","CAR",1,1,1,4.02,38,38,,0,0,1,0,5,60,0,38,0,0,0,0,0,1,4.02,38,0,38,6,2014
"Johnny Hekker",7252,"P","SL",1,8,8,3.96,40.25,43.88,5.8,0,0,1,1,26,63.3,2,56,1,0,62.5,29,5,8,31.67,322,0,351,6,2014
"Drew Butler",7302,"P","ARZ",1,7,7,4.51,36.86,38.57,12,0,0,1,5,1,61.4,4,53,0,0,14.3,12,1,7,31.59,258,0,270,6,2014
"Marquette King",7410,"P","OAK",1,4,4,4.38,34,41.25,29,0,0,1,2,23,62.6,3,54,0,0,25,29,1,4,17.51,136,0,165,6,2014
"Ryan Quigley",7573,"P","NYJ",1,7,7,4.59,42.71,45.57,,0,0,1,4,22,64.7,3,60,1,0,0,0,0,7,32.15,299,1,319,6,2014
"Jeff Locke",7937,"P","MIN",1,7,7,4.02,37.86,42.29,7.8,0,0,0,3,18,50.7,0,48,0,0,57.1,31,4,7,28.11,265,0,296,6,2014
"Sam Martin",7947,"P","DET",1,7,7,4.55,40.57,48.71,9.3,0,0,0,2,11,63.1,2,63,1,0,57.1,37,4,7,31.84,284,1,341,6,2014
"Colton Schmidt",8104,"P","BUF",1,5,5,4.24,38.6,49,4,0,0,0,0,4,57.2,0,58,0,0,60,12,3,5,21.21,193,2,245,6,2014
"Ryan Allen",8242,"P","NE",1,4,4,4.54,38.5,46.5,6,0,0,0,0,19,62.6,0,54,1,0,50,12,2,4,18.15,154,1,186,6,2014
"Brad Wing",8256,"P","PIT",1,7,7,4.4,42.14,46,3.5,0,0,1,2,25,61.4,2,70,1,0,28.6,7,2,7,30.82,295,1,322,6,2014
"Tress Way",8358,"P","WAS",1,5,5,4.67,40,47.4,12.3,0,0,1,1,32,63.3,2,58,0,0,60,37,3,5,23.34,200,0,237,6,2014
"Pat O'Donnell",8826,"P","CHI",1,5,5,4.51,34.2,40.2,5,0,0,0,1,6,61.6,2,46,1,0,40,10,2,5,22.55,171,1,201,6,2014
"Shane Lechler",673,"P","HST",1,7,7,4.47,35.14,46.57,12,0,0,0,1,13,67.9,3,60,0,0,71.4,60,5,7,31.3,246,1,326,5,2014
"Dave Zastudil",1113,"P","ARZ",1,11,11,4.03,36.27,42.45,8,0,0,0,2,1,47.5,2,53,2,0,54.5,48,6,11,44.3,399,1,467,5,2014
"Mike Scifres",1458,"P","SD",1,5,5,4.52,35.8,40.8,2.5,0,0,1,0,27,62.6,2,60,1,0,40,5,2,5,22.62,179,1,204,5,2014
"Andy Lee",1906,"P","SF",1,2,2,4.38,34.5,53.5,19,0,0,0,0,28,60.9,0,56,0,0,100,38,2,2,8.75,69,0,107,5,2014
"Donnie Jones",1939,"P","PHI",1,4,4,4.32,39,40.75,3.5,0,0,1,0,24,56.9,1,52,1,0,50,7,2,4,17.29,156,0,163,5,2014
"Dustin Colquitt",2316,"P","KC",1,4,4,4.34,35.25,40.25,,0,0,1,2,16,65.8,2,51,0,0,0,0,0,4,17.34,141,1,161,5,2014
"Michael Koenen",2682,"P","TB",1,4,4,4.74,40.5,40.5,0,0,0,1,2,30,54.7,0,48,0,0,25,0,1,4,18.94,162,0,162,5,2014
"Sam Koch",3148,"P","BLT",1,5,5,4.37,47,48.4,2.3,0,0,0,2,3,58.5,4,69,0,0,60,7,3,5,21.83,235,0,242,5,2014
"Jon Ryan",3493,"P","SEA",1,6,6,4.64,40,43.33,,0,0,1,4,29,76,5,53,0,0,0,0,0,6,27.82,240,1,260,5,2014
"Steve Weatherford",3552,"P","NYG",1,3,3,4.4,43.33,57.67,11.5,0,0,0,0,21,60.3,0,67,0,0,66.7,23,2,3,13.19,130,1,173,5,2014
"Brett Kern",4580,"P","TEN",1,4,4,4.61,43.5,47,3.5,0,0,0,0,31,66.9,2,54,0,0,100,14,4,5,18.45,174,0,188,5,2014
"Kevin Huber",5066,"P","CIN",1,4,4,4.24,38.5,41.5,4,0,0,0,0,7,61.6,0,51,1,0,75,12,3,4,16.97,154,0,166,5,2014
"Thomas Morstead",5088,"P","NO",1,2,2,4.07,33,48.5,11,0,0,0,0,20,60.6,0,60,0,0,50,11,1,2,8.14,66,1,97,5,2014
"Pat McAfee",5146,"P","IND",1,3,3,4.55,47.67,47.67,,0,0,1,1,14,60.7,2,56,0,0,0,0,0,3,13.66,143,0,143,5,2014
"Britton Colquitt",5192,"P","DEN",1,4,4,4.59,48,49.75,7,0,0,0,2,10,61.3,2,60,1,0,25,7,1,4,18.36,192,0,199,5,2014
"Tim Masthay",5510,"P","GB",1,6,6,4.73,45.83,50.67,4.5,0,0,1,2,12,63.4,5,58,0,0,33.3,9,2,6,28.35,275,1,304,5,2014
"Matt Bosher",6344,"P","ATL",1,5,5,4.77,32.6,32.6,,0,0,0,4,2,57.6,3,43,1,0,0,0,0,5,23.85,163,0,163,5,2014
"Spencer Lanning",6566,"P","CLV",1,3,3,3.91,43.67,49,5.3,0,0,0,0,8,57.9,1,55,0,0,100,16,3,3,11.72,131,0,147,5,2014
"Chris Jones",6798,"P","DAL",1,4,4,4.47,38.75,46.25,10,0,0,0,1,9,62.8,1,50,0,0,75,30,3,4,17.88,155,0,185,5,2014
"Bryan Anger",7072,"P","JAX",1,5,5,4.74,41,45,5,0,0,0,1,15,54.8,2,47,0,0,80,20,4,5,23.68,205,0,225,5,2014
"Brad Nortman",7192,"P","CAR",1,5,5,4.43,38.2,48.2,15,0,0,1,1,5,61.8,2,62,0,0,40,30,2,5,22.15,191,1,241,5,2014
"Johnny Hekker",7252,"P","SL",1,4,4,4.23,35.75,41.5,23,0,0,2,0,26,72.8,2,56,1,0,25,23,1,5,16.91,143,0,166,5,2014
"Ryan Quigley",7573,"P","NYJ",1,8,8,4.37,49.63,51.13,6,0,0,2,2,22,69.6,4,64,2,0,25,12,2,8,34.93,397,0,409,5,2014
"Jeff Locke",7937,"P","MIN",1,7,7,4.64,40.86,43.43,4.5,0,0,1,1,18,56.6,1,56,1,0,57.1,18,4,7,32.46,286,0,304,5,2014
"Sam Martin",7947,"P","DET",1,7,7,4.64,44.29,47.14,6.7,0,0,1,3,11,71,4,60,0,0,42.9,20,3,7,32.47,310,0,330,5,2014
"Colton Schmidt",8104,"P","BUF",1,8,8,4.62,37.13,43.13,24,0,0,0,6,4,70.3,3,61,0,0,25,48,2,8,36.92,297,0,345,5,2014
"Ryan Allen",8242,"P","NE",1,3,3,4.42,22.67,40.33,26.5,0,0,0,1,19,55.9,0,46,0,0,66.7,53,2,3,13.26,68,0,121,5,2014
"Brad Wing",8256,"P","PIT",1,5,5,4.52,38,44.8,4.7,0,0,0,1,25,62.8,2,53,0,0,60,14,3,5,22.58,190,1,224,5,2014
"Tress Way",8358,"P","WAS",1,8,8,4.53,40.63,49.88,10.8,0,0,0,0,32,60,1,59,2,0,62.5,54,5,8,36.25,325,1,399,5,2014
"Pat O'Donnell",8826,"P","CHI",1,4,4,4.8,32,52.25,27,0,0,0,1,6,69.1,2,63,0,0,75,81,3,4,19.2,128,0,209,5,2014
"Shane Lechler",673,"P","HST",1,4,4,4.42,41.75,54.5,15.5,0,0,0,1,13,59.9,0,71,0,0,50,31,2,4,17.69,167,1,218,6,2014
"Mike Scifres",1458,"P","SD",1,3,3,4.72,37,47,10,0,0,0,0,27,61.7,1,50,0,0,100,30,3,3,14.15,111,0,141,6,2014
"Andy Lee",1906,"P","SF",1,5,5,4.63,40.6,43,6,0,0,0,3,28,67.2,4,55,0,0,40,12,2,5,23.13,203,0,215,6,2014
"Donnie Jones",1939,"P","PHI",1,6,6,4.09,42.33,45.5,-1,0,0,1,2,24,60.3,5,50,1,0,16.7,-1,1,6,24.56,254,1,273,6,2014
"Michael Koenen",2682,"P","TB",1,5,5,4.25,34.2,37.2,7.5,0,0,1,2,30,59.3,0,46,0,0,40,15,2,5,21.26,171,0,186,6,2014
"Sam Koch",3148,"P","BLT",1,2,2,4.78,46,59.5,7,0,0,0,0,3,61.7,1,63,0,0,50,7,1,2,9.55,92,1,119,6,2014
"Jon Ryan",3493,"P","SEA",1,4,4,4.42,39,41.5,5,0,0,0,2,29,63,3,50,0,0,50,10,2,4,17.68,156,0,166,6,2014
"Steve Weatherford",3552,"P","NYG",1,10,10,3.8,40,47.7,14.3,0,0,1,3,21,57.5,1,71,1,0,40,57,4,10,38.04,400,1,477,6,2014
"Brandon Fields",3841,"P","MIA",1,3,3,3.86,22,42.33,20.5,0,0,0,0,17,60.5,0,44,0,0,66.7,41,2,3,11.58,66,1,127,6,2014
"Brett Kern",4580,"P","TEN",1,5,5,4.63,39.8,49.8,5,0,0,0,1,31,60.7,3,69,0,0,40,10,2,5,23.16,199,2,249,6,2014
"Kevin Huber",5066,"P","CIN",1,1,1,3.88,37,42,5,0,0,0,0,7,60,0,42,0,0,100,5,1,1,3.88,37,0,42,6,2014
"Pat McAfee",5146,"P","IND",1,4,4,4.8,39.75,39.75,,0,0,0,4,14,70.9,3,44,0,0,0,0,0,4,19.18,159,0,159,6,2014
"Britton Colquitt",5192,"P","DEN",1,8,8,4.45,41.5,43.75,6,0,0,3,1,10,56.7,2,53,0,0,37.5,18,3,8,35.57,332,0,350,6,2014
"Tim Masthay",5510,"P","GB",1,4,4,4.01,38,43,,0,0,1,2,12,56.7,1,53,0,0,0,0,0,5,16.03,152,1,172,6,2014
"Matt Bosher",6344,"P","ATL",1,5,5,4.63,43.8,43.6,-0.5,0,0,0,3,2,59.7,1,57,0,0,40,-1,2,5,23.16,219,0,218,6,2014
"Spencer Lanning",6566,"P","CLV",1,6,6,4.02,38.83,40.67,2.8,0,0,1,1,8,53.5,2,53,0,0,66.7,11,4,6,24.13,233,0,244,6,2014
"Chris Jones",6798,"P","DAL",1,2,2,4.36,32.5,32.5,,0,0,0,2,9,58.7,1,35,0,0,0,0,0,3,8.72,65,0,65,6,2014
"Bryan Anger",7072,"P","JAX",1,6,6,4.68,41.83,47.83,4,0,0,0,1,15,68.2,1,65,0,0,66.7,16,4,6,28.05,251,1,287,6,2014
"Brad Nortman",7192,"P","CAR",1,1,1,4.02,38,38,,0,0,1,0,5,60,0,38,0,0,0,0,0,1,4.02,38,0,38,6,2014
"Johnny Hekker",7252,"P","SL",1,8,8,3.96,40.25,43.88,5.8,0,0,1,1,26,63.3,2,56,1,0,62.5,29,5,8,31.67,322,0,351,6,2014
"Drew Butler",7302,"P","ARZ",1,7,7,4.51,36.86,38.57,12,0,0,1,5,1,61.4,4,53,0,0,14.3,12,1,7,31.59,258,0,270,6,2014
"Marquette King",7410,"P","OAK",1,4,4,4.38,34,41.25,29,0,0,1,2,23,62.6,3,54,0,0,25,29,1,4,17.51,136,0,165,6,2014
"Ryan Quigley",7573,"P","NYJ",1,7,7,4.59,42.71,45.57,,0,0,1,4,22,64.7,3,60,1,0,0,0,0,7,32.15,299,1,319,6,2014
"Jeff Locke",7937,"P","MIN",1,7,7,4.02,37.86,42.29,7.8,0,0,0,3,18,50.7,0,48,0,0,57.1,31,4,7,28.11,265,0,296,6,2014
"Sam Martin",7947,"P","DET",1,7,7,4.55,40.57,48.71,9.3,0,0,0,2,11,63.1,2,63,1,0,57.1,37,4,7,31.84,284,1,341,6,2014
"Colton Schmidt",8104,"P","BUF",1,5,5,4.24,38.6,49,4,0,0,0,0,4,57.2,0,58,0,0,60,12,3,5,21.21,193,2,245,6,2014
"Ryan Allen",8242,"P","NE",1,4,4,4.54,38.5,46.5,6,0,0,0,0,19,62.6,0,54,1,0,50,12,2,4,18.15,154,1,186,6,2014
"Brad Wing",8256,"P","PIT",1,7,7,4.4,42.14,46,3.5,0,0,1,2,25,61.4,2,70,1,0,28.6,7,2,7,30.82,295,1,322,6,2014
"Tress Way",8358,"P","WAS",1,5,5,4.67,40,47.4,12.3,0,0,1,1,32,63.3,2,58,0,0,60,37,3,5,23.34,200,0,237,6,2014
"Pat O'Donnell",8826,"P","CHI",1,5,5,4.51,34.2,40.2,5,0,0,0,1,6,61.6,2,46,1,0,40,10,2,5,22.55,171,1,201,6,2014
"Shane Lechler",673,"P","HST",1,3,3,4.43,38,45,10.5,0,0,1,0,13,60.3,1,51,0,0,66.7,21,2,3,13.29,114,0,135,7,2014
"Mike Scifres",1458,"P","SD",1,5,5,4.89,47.6,57,15.7,0,0,2,0,27,73.5,1,64,0,0,60,47,3,5,24.44,238,0,285,7,2014
"Andy Lee",1906,"P","SF",1,5,5,4.53,50,54.4,7.3,0,0,0,2,28,64.1,1,71,0,0,60,22,3,5,22.63,250,0,272,7,2014
"Dustin Colquitt",2316,"P","KC",1,4,4,4.38,38.25,43.25,,0,0,1,1,16,56.9,2,51,1,0,0,0,0,4,17.51,153,1,173,7,2014
"Sam Koch",3148,"P","BLT",1,4,4,4.15,37.75,39.25,6,0,0,0,0,3,63.1,3,47,2,0,25,6,1,4,16.61,151,0,157,7,2014
"Jon Ryan",3493,"P","SEA",1,4,4,4.75,20,42.25,44.5,0,0,0,2,29,59.4,0,49,0,0,50,89,2,4,19,80,0,169,7,2014
"Steve Weatherford",3552,"P","NYG",1,5,5,4.56,39.6,44.8,3,0,0,2,0,21,70.6,2,59,0,0,40,6,2,5,22.79,198,1,224,7,2014
