"player","player_id","position","team_name","player_game_count","attempts","attempts_with_hangtime","average_hangtime","average_net_yards","average_yards_per_attempt","average_yards_per_return","blocks","declined_penalties","downeds","fair_catches","franchise_id","grades_punter","inside_twenties","long","out_of_bounds","penalties","percent_returned","return_yards","returns","snaps","total_hangtime","total_net_yards","touchbacks","yards","week","year"
"Kevin Huber",5066,"P","CIN",1,1,1,4.33,31,31,,1,0,0,1,7,60.2,1,31,0,0,0,0,0,2,4.33,31,0,31,4,2018
"Thomas Morstead",5088,"P","NO",1,2,2,4.92,47.5,47.5,,0,0,0,2,20,61.2,0,51,0,0,0,0,0,2,9.83,95,0,95,4,2018
"Britton Colquitt",5192,"P","CLV",1,7,7,4.4,36,50,19.6,0,0,0,2,8,58.2,2,59,0,0,71.4,98,5,7,30.79,252,0,350,4,2018
"Matt Bosher",6344,"P","ATL",1,1,1,3.78,28,41,13,0,0,0,0,2,60,0,41,0,0,100,13,1,1,3.78,28,0,41,4,2018
"Chris Jones",6798,"P","DAL",1,2,2,4.51,39,39,,0,0,1,1,9,60.5,1,42,0,0,0,0,0,2,9.01,78,0,78,4,2018
"Bryan Anger",7072,"P","TB",1,5,5,4.47,40,42.8,4.7,0,0,0,1,30,62.6,1,51,1,0,60,14,3,5,22.34,200,0,214,4,2018
"Johnny Hekker",7252,"P","LA",1,2,2,4.24,35.5,35.5,,0,0,1,0,26,59.8,0,39,1,0,0,0,0,2,8.47,71,0,71,4,2018
"Marquette King",7410,"P","DEN",1,3,3,4.01,28.67,41,37,0,0,0,0,10,61.7,1,51,2,0,33.3,37,1,3,12.03,86,0,123,4,2018
"Sam Martin",7947,"P","DET",1,4,4,4.55,37.75,42.75,,0,0,0,3,11,61.4,2,52,0,0,0,0,0,4,18.18,151,1,171,4,2018
"Ryan Allen",8242,"P","NE",1,2,2,3.65,28.5,40,11.5,0,0,0,0,19,58.8,0,44,0,0,100,23,2,2,7.29,57,0,80,4,2018
"Pat O'Donnell",8826,"P","CHI",1,2,2,4.54,47,48,2,0,0,0,1,6,59.8,0,51,0,0,50,2,1,2,9.08,94,0,96,4,2018
"Bradley Pinion",9598,"P","SF",1,5,5,4.58,30.6,47,20.5,0,0,0,1,28,65.6,0,55,0,0,80,82,4,5,22.91,153,0,235,4,2018
"Matt Wile",9972,"P","MIN",1,4,4,4.07,38.75,39.75,4,0,0,1,2,18,56.2,1,48,0,0,25,4,1,4,16.29,155,0,159,4,2018
"Jordan Berry",10236,"P","PIT",1,5,5,4.62,40.4,41.2,4,0,0,0,4,25,60.9,2,47,0,0,20,4,1,5,23.09,202,0,206,4,2018
"Drew Kaser",10813,"P","LAC",1,4,4,4,42.25,43.5,2.5,0,0,1,1,27,58.1,3,55,0,0,50,5,2,4,15.98,169,0,174,4,2018
"Riley Dixon",10862,"P","NYG",1,4,4,4.13,42.25,51,5,0,0,0,0,21,62.8,0,60,0,0,75,15,3,4,16.51,169,1,204,4,2018
"Lachlan Edwards",10869,"P","NYJ",1,7,7,4.15,44.86,49.29,2.8,0,0,1,0,22,49.7,1,61,1,0,57.1,11,4,7,29.07,314,1,345,4,2018
"Rigoberto Sanchez",12130,"P","IND",1,5,5,4.42,40,44,10,0,0,1,1,14,64.2,2,57,1,0,40,20,2,5,22.12,200,0,220,4,2018
"Matt Haack",12212,"P","MIA",1,7,7,4.22,35.43,41.86,9,0,0,0,0,17,53.8,0,52,2,0,71.4,45,5,7,29.55,248,0,293,4,2018
"Cameron Johnston",12255,"P","PHI",1,6,6,4.2,40,51.33,4,0,0,0,1,24,59.3,2,68,0,0,33.3,8,2,6,25.21,240,3,308,4,2018
"Johnny Townsend",22261,"P","OAK",1,6,6,4.3,39.5,44.5,5,0,0,1,2,23,58.1,1,50,0,0,33.3,10,2,6,25.78,237,1,267,4,2018
"Corey Bojorquez",27626,"P","BUF",1,8,8,4.41,41,43.5,4,0,0,0,2,4,54.6,4,50,1,0,62.5,20,5,8,35.26,328,0,348,4,2018
"Logan Cooke",29214,"P","JAX",1,4,4,4.76,44.5,46.25,7,0,0,2,1,15,63,4,54,0,0,25,7,1,4,19.03,178,0,185,4,2018
"Michael Dickson",35381,"P","SEA",1,4,4,4.66,42.5,47.5,0,0,0,0,1,29,72.3,2,56,1,0,25,0,1,4,18.65,170,1,190,4,2018
"J.K. Scott",38809,"P","GB",1,4,4,4.56,38,42.75,-1,0,0,0,2,12,58.1,2,51,0,0,25,-1,1,4,18.23,152,1,171,4,2018
"Trevor Daniel",38843,"P","HST",1,5,5,4.38,37.6,41.4,19,0,0,1,3,13,65.4,4,51,0,0,20,19,1,5,21.92,188,0,207,4,2018
"Andy Lee",1906,"P","ARZ",1,8,8,4.44,39.25,39.63,1,0,0,3,1,1,67.8,5,52,1,0,37.5,3,3,8,35.55,314,0,317,5,2018
"Donnie Jones",1939,,"LAC",1,3,3,4.26,42.33,43,2,0,0,0,2,27,60.1,3,59,0,0,33.3,2,1,3,12.78,127,0,129,5,2018
"Dustin Colquitt",2316,"P","KC",1,2,2,4.89,55,58,6,0,0,0,1,16,60.7,1,63,0,0,50,6,1,2,9.78,110,0,116,5,2018
"Sam Koch",3148,"P","BLT",1,8,8,4.36,40.38,45.75,7.7,0,0,1,3,3,73.2,6,56,0,0,37.5,23,3,8,34.84,323,1,366,5,2018
"Brett Kern",4580,"P","TEN",1,2,2,4.12,49,53,8,0,0,0,1,31,60.2,1,61,0,0,50,8,1,2,8.23,98,0,106,5,2018
"Kevin Huber",5066,"P","CIN",1,4,4,4.15,22,43.25,28.3,0,0,1,0,7,58.1,1,50,0,0,75,85,3,4,16.59,88,0,173,5,2018
"Britton Colquitt",5192,"P","CLV",1,9,9,4.22,41.44,50.22,11.8,0,0,0,2,8,70,3,64,1,0,55.6,59,5,9,38.02,373,1,452,5,2018
"Matt Bosher",6344,"P","ATL",1,3,3,4.72,39,39,,1,0,1,1,2,63.1,2,42,1,0,0,0,0,4,14.17,117,0,117,5,2018
"Chris Jones",6798,"P","DAL",1,5,5,4.7,34.2,44,14.5,0,0,0,2,9,66,2,55,0,0,40,29,2,5,23.51,171,1,220,5,2018
"Johnny Hekker",7252,"P","LA",1,1,1,3.29,41,38,-3,0,0,0,0,26,60,1,38,0,0,100,-3,1,1,3.29,41,0,38,5,2018
"Sam Martin",7947,"P","DET",1,5,5,4.56,45.2,45.6,1,0,0,1,2,11,66.1,4,53,0,0,40,2,2,5,22.79,226,0,228,5,2018
"Ryan Allen",8242,"P","NE",1,4,4,4.21,38.75,48.25,19,0,0,0,1,19,61.4,1,59,1,0,50,38,2,4,16.83,155,0,193,5,2018
"Tress Way",8358,"P","WAS",1,3,3,4.78,36.67,36.67,0,0,0,0,2,32,60.3,1,37,0,0,33.3,0,1,3,14.33,110,0,110,5,2018
"Michael Palardy",9277,"P","CAR",1,3,3,4.71,46,51,5,0,0,0,0,5,66.8,2,55,0,0,100,15,3,3,14.12,138,0,153,5,2018
"Bradley Pinion",9598,"P","SF",1,4,4,4.73,39.25,44.25,0,0,0,1,1,28,66.2,1,50,0,0,25,0,1,4,18.91,157,1,177,5,2018
"Matt Wile",9972,"P","MIN",1,2,2,3.73,39,39,,0,0,1,0,18,57.9,0,43,1,0,0,0,0,2,7.46,78,0,78,5,2018
"Jordan Berry",10236,"P","PIT",1,3,3,4.88,46.67,47.67,1.5,0,0,1,0,25,62.9,2,55,0,0,66.7,3,2,3,14.63,140,0,143,5,2018
"Riley Dixon",10862,"P","NYG",1,2,2,4.51,51,49.5,-3,0,0,0,1,21,60.2,2,51,0,0,50,-3,1,2,9.02,102,0,99,5,2018
"Lachlan Edwards",10869,"P","NYJ",1,3,3,4.29,37.67,44.67,1,0,0,0,1,22,57.4,2,46,0,0,33.3,1,1,3,12.87,113,1,134,5,2018
"Rigoberto Sanchez",12130,"P","IND",1,3,3,4.48,40.67,47.33,10,0,0,1,0,14,61.6,1,51,0,0,66.7,20,2,3,13.44,122,0,142,5,2018
"Matt Haack",12212,"P","MIA",1,5,5,4.59,38,41.8,9.5,0,0,0,3,17,62.8,4,58,0,0,40,19,2,5,22.94,190,0,209,5,2018
"Cameron Johnston",12255,"P","PHI",1,4,4,3.71,41.25,46.75,11,0,0,1,1,24,54.7,2,57,0,0,50,22,2,4,14.83,165,0,187,5,2018
"Johnny Townsend",22261,"P","OAK",1,4,4,4.43,40.5,49.25,8.8,0,0,0,0,23,63,0,51,0,0,100,35,4,4,17.72,162,0,197,5,2018
"Corey Bojorquez",27626,"P","BUF",1,4,4,4.15,29,43.75,19.5,0,0,0,0,4,59.9,1,48,1,0,50,39,2,4,16.6,116,1,175,5,2018
"Logan Cooke",29214,"P","JAX",1,3,3,3.74,35.33,36,2,0,0,0,0,15,58.7,2,43,2,0,33.3,2,1,3,11.22,106,0,108,5,2018
"Michael Dickson",35381,"P","SEA",1,4,4,2.99,26.75,34.5,11,0,0,1,1,29,51.8,1,55,0,0,25,11,1,4,11.97,107,1,138,5,2018
"Colby Wadman",38062,"P","DEN",1,8,8,4.34,32.25,41.13,17.8,0,0,0,2,10,53.8,3,57,2,0,50,71,4,8,34.68,258,0,329,5,2018
"Trevor Daniel",38843,"P","HST",1,3,3,4.15,39.33,53.33,11,0,0,0,0,13,57.9,1,61,0,0,66.7,22,2,3,12.45,118,1,160,5,2018
"Andy Lee",1906,"P","ARZ",1,6,6,4.57,43.67,48,8.7,0,0,1,2,1,65.2,1,61,0,0,50,26,3,6,27.39,262,0,288,6,2018
"Donnie Jones",1939,,"LAC",1,5,5,4.08,31.4,41.6,12.8,0,0,0,1,27,54.8,0,47,0,0,80,51,4,5,20.38,157,0,208,6,2018
"Dustin Colquitt",2316,"P","KC",1,1,1,4.77,51,51,,0,0,1,0,16,60,0,51,0,0,0,0,0,1,4.77,51,0,51,6,2018
"Sam Koch",3148,"P","BLT",1,4,4,4.53,43.75,43.75,0,0,0,1,0,3,64.7,2,48,2,0,25,0,1,4,18.1,175,0,175,6,2018
"Brett Kern",4580,"P","TEN",1,9,9,4.13,36.11,41.67,12.5,0,0,0,2,31,60.2,3,52,3,0,44.4,50,4,9,37.16,325,0,375,6,2018
"Kevin Huber",5066,"P","CIN",1,6,6,4.1,41.33,45,11,0,0,1,3,7,57.7,4,63,0,0,33.3,22,2,6,24.62,248,0,270,6,2018
"Britton Colquitt",5192,"P","CLV",1,6,6,4.61,34.33,40.33,12,0,0,2,1,8,67,5,54,0,0,50,36,3,6,27.68,206,0,242,6,2018
"Matt Bosher",6344,"P","ATL",1,4,4,4.34,41.25,45,7.5,0,0,1,0,2,62.6,1,54,1,0,50,15,2,4,17.36,165,0,180,6,2018
"Chris Jones",6798,"P","DAL",1,3,3,4.4,41.67,41,-1,0,0,1,0,9,58.6,1,49,0,0,66.7,-2,2,3,13.19,125,0,123,6,2018
"Bryan Anger",7072,"P","TB",1,2,2,4.09,33.5,40.5,7,0,0,0,0,30,59.2,1,44,0,0,100,14,2,2,8.18,67,0,81,6,2018
"Johnny Hekker",7252,"P","LA",1,3,3,4.72,40,40,,0,0,1,1,26,66.8,3,52,1,0,0,0,0,3,14.15,120,0,120,6,2018
"Tress Way",8358,"P","WAS",1,4,4,4.47,40.75,41,1,0,0,2,1,32,63.1,2,51,0,0,25,1,1,4,17.86,163,0,164,6,2018
"Pat O'Donnell",8826,"P","CHI",1,2,2,4.5,39.5,39.5,,0,0,0,1,6,60.2,1,42,1,0,0,0,0,2,8.99,79,0,79,6,2018
"Michael Palardy",9277,"P","CAR",1,3,3,4.45,34.33,44.33,10,0,0,0,1,5,59.3,0,53,0,0,33.3,10,1,3,13.34,103,1,133,6,2018
"Bradley Pinion",9598,"P","SF",1,3,3,4.55,40,42,6,0,0,0,2,28,58.6,0,47,0,0,33.3,6,1,3,13.65,120,0,126,6,2018
"Matt Wile",9972,"P","MIN",1,5,5,4.12,41.6,45,5.7,0,0,1,1,18,62.6,2,51,0,0,60,17,3,5,20.61,208,0,225,6,2018
"Jordan Berry",10236,"P","PIT",1,4,4,4.13,41.5,43,6,0,0,0,2,25,64.7,3,69,1,0,25,6,1,4,16.51,166,0,172,6,2018
"Riley Dixon",10862,"P","NYG",1,5,5,4.71,41.2,50.6,9.4,0,0,0,0,21,65.9,3,52,0,0,100,47,5,5,23.54,206,0,253,6,2018
"Lachlan Edwards",10869,"P","NYJ",1,1,1,3.08,43,43,,0,0,1,0,22,60,0,43,0,0,0,0,0,1,3.08,43,0,43,6,2018
"Rigoberto Sanchez",12130,"P","IND",1,2,2,4.65,43.5,46.5,6,0,0,0,1,14,60.9,0,48,0,0,50,6,1,2,9.29,87,0,93,6,2018
"Matt Haack",12212,"P","MIA",1,4,4,4.34,34.25,40.5,5,0,0,1,1,17,58.6,2,47,0,0,25,5,1,4,17.36,137,1,162,6,2018
"Cameron Johnston",12255,"P","PHI",1,5,5,4.39,48,48,0,0,0,1,1,24,62.6,2,53,0,0,60,0,3,5,21.93,240,0,240,6,2018
"Johnny Townsend",22261,"P","OAK",1,3,3,4.18,30.67,30.67,0,0,0,1,0,23,52.9,1,37,1,0,33.3,0,1,3,12.54,92,0,92,6,2018
"Corey Bojorquez",27626,"P","BUF",1,5,5,4.62,47.2,48.6,2.3,1,0,2,0,4,70.6,3,60,0,0,60,7,3,6,23.09,236,0,243,6,2018
"Logan Cooke",29214,"P","JAX",1,6,6,4.41,36.5,41.33,4.5,0,0,0,1,15,49.9,2,61,2,0,33.3,9,2,6,26.43,219,1,248,6,2018
"Michael Dickson",35381,"P","SEA",1,2,2,4.67,43,43,,0,0,0,1,29,61.6,2,50,1,0,0,0,0,2,9.33,86,0,86,6,2018
"Colby Wadman",38062,"P","DEN",1,4,4,4.18,35,42.25,14.5,0,0,0,2,10,55.4,2,48,0,0,50,29,2,4,16.73,140,0,169,6,2018
"J.K. Scott",38809,"P","GB",1,4,4,4.36,33.75,38.75,0,0,0,0,2,12,58.8,1,41,0,0,25,0,1,4,17.44,135,1,155,6,2018
"Trevor Daniel",38843,"P","HST",1,5,5,4.61,39,40.6,2.7,0,0,1,0,13,56,2,53,1,0,60,8,3,5,23.03,195,0,203,6,2018
"Andy Lee",1906,"P","ARZ",1,8,8,4.44,39.25,39.63,1,0,0,3,1,1,67.8,5,52,1,0,37.5,3,3,8,35.55,314,0,317,5,2018
"Donnie Jones",1939,,"LAC",1,3,3,4.26,42.33,43,2,0,0,0,2,27,60.1,3,59,0,0,33.3,2,1,3,12.78,127,0,129,5,2018
"Dustin Colquitt",2316,"P","KC",1,2,2,4.89,55,58,6,0,0,0,1,16,60.7,1,63,0,0,50,6,1,2,9.78,110,0,116,5,2018
"Sam Koch",3148,"P","BLT",1,8,8,4.36,40.38,45.75,7.7,0,0,1,3,3,73.2,6,56,0,0,37.5,23,3,8,34.84,323,1,366,5,2018
"Brett Kern",4580,"P","TEN",1,2,2,4.12,49,53,8,0,0,0,1,31,60.2,1,61,0,0,50,8,1,2,8.23,98,0,106,5,2018
"Kevin Huber",5066,"P","CIN",1,4,4,4.15,22,43.25,28.3,0,0,1,0,7,58.1,1,50,0,0,75,85,3,4,16.59,88,0,173,5,2018
"Britton Colquitt",5192,"P","CLV",1,9,9,4.22,41.44,50.22,11.8,0,0,0,2,8,70,3,64,1,0,55.6,59,5,9,38.02,373,1,452,5,2018
"Matt Bosher",6344,"P","ATL",1,3,3,4.72,39,39,,1,0,1,1,2,63.1,2,42,1,0,0,0,0,4,14.17,117,0,117,5,2018
"Chris Jones",6798,"P","DAL",1,5,5,4.7,34.2,44,14.5,0,0,0,2,9,66,2,55,0,0,40,29,2,5,23.51,171,1,220,5,2018
"Johnny Hekker",7252,"P","LA",1,1,1,3.29,41,38,-3,0,0,0,0,26,60,1,38,0,0,100,-3,1,1,3.29,41,0,38,5,2018
"Sam Martin",7947,"P","DET",1,5,5,4.56,45.2,45.6,1,0,0,1,2,11,66.1,4,53,0,0,40,2,2,5,22.79,226,0,228,5,2018
"Ryan Allen",8242,"P","NE",1,4,4,4.21,38.75,48.25,19,0,0,0,1,19,61.4,1,59,1,0,50,38,2,4,16.83,155,0,193,5,2018
"Tress Way",8358,"P","WAS",1,3,3,4.78,36.67,36.67,0,0,0,0,2,32,60.3,1,37,0,0,33.3,0,1,3,14.33,110,0,110,5,2018
"Michael Palardy",9277,"P","CAR",1,3,3,4.71,46,51,5,0,0,0,0,5,66.8,2,55,0,0,100,15,3,3,14.12,138,0,153,5,2018
"Bradley Pinion",9598,"P","SF",1,4,4,4.73,39.25,44.25,0,0,0,1,1,28,66.2,1,50,0,0,25,0,1,4,18.91,157,1,177,5,2018
"Matt Wile",9972,"P","MIN",1,2,2,3.73,39,39,,0,0,1,0,18,57.9,0,43,1,0,0,0,0,2,7.46,78,0,78,5,2018
"Jordan Berry",10236,"P","PIT",1,3,3,4.88,46.67,47.67,1.5,0,0,1,0,25,62.9,2,55,0,0,66.7,3,2,3,14.63,140,0,143,5,2018
"Riley Dixon",10862,"P","NYG",1,2,2,4.51,51,49.5,-3,0,0,0,1,21,60.2,2,51,0,0,50,-3,1,2,9.02,102,0,99,5,2018
"Lachlan Edwards",10869,"P","NYJ",1,3,3,4.29,37.67,44.67,1,0,0,0,1,22,57.4,2,46,0,0,33.3,1,1,3,12.87,113,1,134,5,2018
"Rigoberto Sanchez",12130,"P","IND",1,3,3,4.48,40.67,47.33,10,0,0,1,0,14,61.6,1,51,0,0,66.7,20,2,3,13.44,122,0,142,5,2018
"Matt Haack",12212,"P","MIA",1,5,5,4.59,38,41.8,9.5,0,0,0,3,17,62.8,4,58,0,0,40,19,2,5,22.94,190,0,209,5,2018
"Cameron Johnston",12255,"P","PHI",1,4,4,3.71,41.25,46.75,11,0,0,1,1,24,54.7,2,57,0,0,50,22,2,4,14.83,165,0,187,5,2018
"Johnny Townsend",22261,"P","OAK",1,4,4,4.43,40.5,49.25,8.8,0,0,0,0,23,63,0,51,0,0,100,35,4,4,17.72,162,0,197,5,2018
"Corey Bojorquez",27626,"P","BUF",1,4,4,4.15,29,43.75,19.5,0,0,0,0,4,59.9,1,48,1,0,50,39,2,4,16.6,116,1,175,5,2018
"Logan Cooke",29214,"P","JAX",1,3,3,3.74,35.33,36,2,0,0,0,0,15,58.7,2,43,2,0,33.3,2,1,3,11.22,106,0,108,5,2018
"Michael Dickson",35381,"P","SEA",1,4,4,2.99,26.75,34.5,11,0,0,1,1,29,51.8,1,55,0,0,25,11,1,4,11.97,107,1,138,5,2018
"Colby Wadman",38062,"P","DEN",1,8,8,4.34,32.25,41.13,17.8,0,0,0,2,10,53.8,3,57,2,0,50,71,4,8,34.68,258,0,329,5,2018
"Trevor Daniel",38843,"P","HST",1,3,3,4.15,39.33,53.33,11,0,0,0,0,13,57.9,1,61,0,0,66.7,22,2,3,12.45,118,1,160,5,2018
"Andy Lee",1906,"P","ARZ",1,6,6,4.57,43.67,48,8.7,0,0,1,2,1,65.2,1,61,0,0,50,26,3,6,27.39,262,0,288,6,2018
"Donnie Jones",1939,,"LAC",1,5,5,4.08,31.4,41.6,12.8,0,0,0,1,27,54.8,0,47,0,0,80,51,4,5,20.38,157,0,208,6,2018
"Dustin Colquitt",2316,"P","KC",1,1,1,4.77,51,51,,0,0,1,0,16,60,0,51,0,0,0,0,0,1,4.77,51,0,51,6,2018
"Sam Koch",3148,"P","BLT",1,4,4,4.53,43.75,43.75,0,0,0,1,0,3,64.7,2,48,2,0,25,0,1,4,18.1,175,0,175,6,2018
"Brett Kern",4580,"P","TEN",1,9,9,4.13,36.11,41.67,12.5,0,0,0,2,31,60.2,3,52,3,0,44.4,50,4,9,37.16,325,0,375,6,2018
"Kevin Huber",5066,"P","CIN",1,6,6,4.1,41.33,45,11,0,0,1,3,7,57.7,4,63,0,0,33.3,22,2,6,24.62,248,0,270,6,2018
"Britton Colquitt",5192,"P","CLV",1,6,6,4.61,34.33,40.33,12,0,0,2,1,8,67,5,54,0,0,50,36,3,6,27.68,206,0,242,6,2018
"Matt Bosher",6344,"P","ATL",1,4,4,4.34,41.25,45,7.5,0,0,1,0,2,62.6,1,54,1,0,50,15,2,4,17.36,165,0,180,6,2018
"Chris Jones",6798,"P","DAL",1,3,3,4.4,41.67,41,-1,0,0,1,0,9,58.6,1,49,0,0,66.7,-2,2,3,13.19,125,0,123,6,2018
"Bryan Anger",7072,"P","TB",1,2,2,4.09,33.5,40.5,7,0,0,0,0,30,59.2,1,44,0,0,100,14,2,2,8.18,67,0,81,6,2018
"Johnny Hekker",7252,"P","LA",1,3,3,4.72,40,40,,0,0,1,1,26,66.8,3,52,1,0,0,0,0,3,14.15,120,0,120,6,2018
"Tress Way",8358,"P","WAS",1,4,4,4.47,40.75,41,1,0,0,2,1,32,63.1,2,51,0,0,25,1,1,4,17.86,163,0,164,6,2018
"Pat O'Donnell",8826,"P","CHI",1,2,2,4.5,39.5,39.5,,0,0,0,1,6,60.2,1,42,1,0,0,0,0,2,8.99,79,0,79,6,2018
"Michael Palardy",9277,"P","CAR",1,3,3,4.45,34.33,44.33,10,0,0,0,1,5,59.3,0,53,0,0,33.3,10,1,3,13.34,103,1,133,6,2018
"Bradley Pinion",9598,"P","SF",1,3,3,4.55,40,42,6,0,0,0,2,28,58.6,0,47,0,0,33.3,6,1,3,13.65,120,0,126,6,2018
"Matt Wile",9972,"P","MIN",1,5,5,4.12,41.6,45,5.7,0,0,1,1,18,62.6,2,51,0,0,60,17,3,5,20.61,208,0,225,6,2018
"Jordan Berry",10236,"P","PIT",1,4,4,4.13,41.5,43,6,0,0,0,2,25,64.7,3,69,1,0,25,6,1,4,16.51,166,0,172,6,2018
"Riley Dixon",10862,"P","NYG",1,5,5,4.71,41.2,50.6,9.4,0,0,0,0,21,65.9,3,52,0,0,100,47,5,5,23.54,206,0,253,6,2018
"Lachlan Edwards",10869,"P","NYJ",1,1,1,3.08,43,43,,0,0,1,0,22,60,0,43,0,0,0,0,0,1,3.08,43,0,43,6,2018
"Rigoberto Sanchez",12130,"P","IND",1,2,2,4.65,43.5,46.5,6,0,0,0,1,14,60.9,0,48,0,0,50,6,1,2,9.29,87,0,93,6,2018
"Matt Haack",12212,"P","MIA",1,4,4,4.34,34.25,40.5,5,0,0,1,1,17,58.6,2,47,0,0,25,5,1,4,17.36,137,1,162,6,2018
"Cameron Johnston",12255,"P","PHI",1,5,5,4.39,48,48,0,0,0,1,1,24,62.6,2,53,0,0,60,0,3,5,21.93,240,0,240,6,2018
"Johnny Townsend",22261,"P","OAK",1,3,3,4.18,30.67,30.67,0,0,0,1,0,23,52.9,1,37,1,0,33.3,0,1,3,12.54,92,0,92,6,2018
"Corey Bojorquez",27626,"P","BUF",1,5,5,4.62,47.2,48.6,2.3,1,0,2,0,4,70.6,3,60,0,0,60,7,3,6,23.09,236,0,243,6,2018
"Logan Cooke",29214,"P","JAX",1,6,6,4.41,36.5,41.33,4.5,0,0,0,1,15,49.9,2,61,2,0,33.3,9,2,6,26.43,219,1,248,6,2018
"Michael Dickson",35381,"P","SEA",1,2,2,4.67,43,43,,0,0,0,1,29,61.6,2,50,1,0,0,0,0,2,9.33,86,0,86,6,2018
"Colby Wadman",38062,"P","DEN",1,4,4,4.18,35,42.25,14.5,0,0,0,2,10,55.4,2,48,0,0,50,29,2,4,16.73,140,0,169,6,2018
"J.K. Scott",38809,"P","GB",1,4,4,4.36,33.75,38.75,0,0,0,0,2,12,58.8,1,41,0,0,25,0,1,4,17.44,135,1,155,6,2018
"Trevor Daniel",38843,"P","HST",1,5,5,4.61,39,40.6,2.7,0,0,1,0,13,56,2,53,1,0,60,8,3,5,23.03,195,0,203,6,2018
"Andy Lee",1906,"P","ARZ",1,6,6,4.29,46.83,50.67,7.7,0,0,1,1,1,69.9,1,56,1,0,50,23,3,6,25.75,281,0,304,7,2018
"Donnie Jones",1939,,"LAC",1,3,3,4.36,38.33,38.33,0,0,0,1,1,27,63,3,43,0,0,33.3,0,1,3,13.08,115,0,115,7,2018
"Sam Koch",3148,"P","BLT",1,3,3,4.5,41.67,45.67,12,0,0,1,1,3,62.8,2,53,0,0,33.3,12,1,3,13.5,125,0,137,7,2018
"Brett Kern",4580,"P","TEN",1,2,2,4.36,44.5,51.5,7,0,0,0,0,31,58.3,0,54,0,0,100,14,2,2,8.72,89,0,103,7,2018
"Kevin Huber",5066,"P","CIN",1,5,5,4.47,43.4,51.6,5.3,0,0,0,0,7,65.1,3,60,0,0,80,21,4,5,22.35,217,1,258,7,2018
"Thomas Morstead",5088,"P","NO",1,2,2,4.19,40,44,8,0,0,1,0,20,59.2,0,52,0,0,50,8,1,2,8.38,80,0,88,7,2018
"Britton Colquitt",5192,"P","CLV",1,9,9,4.48,45,51.67,5,0,0,2,0,8,62.6,3,79,1,0,44.4,20,4,9,40.34,405,2,465,7,2018
"Matt Bosher",6344,"P","ATL",1,3,3,4.75,34.67,44.33,14.5,0,0,0,1,2,61.6,2,49,0,0,66.7,29,2,3,14.25,104,0,133,7,2018
"Chris Jones",6798,"P","DAL",1,5,5,4.07,37,41.6,3,0,0,1,2,9,54.7,0,53,0,0,20,3,1,5,20.37,185,1,208,7,2018
"Bryan Anger",7072,"P","TB",1,4,4,4.59,30.25,46.75,23,0,0,0,1,30,58.4,1,55,0,0,50,46,2,4,18.36,121,1,187,7,2018
"Johnny Hekker",7252,"P","LA",1,4,4,3.03,29,30.5,6,0,0,1,1,26,61.3,2,50,1,0,25,6,1,4,12.12,116,0,122,7,2018
"Sam Martin",7947,"P","DET",1,1,1,4.31,42,61,19,0,0,0,0,11,60,0,61,0,0,100,19,1,1,4.31,42,0,61,7,2018
"Ryan Allen",8242,"P","NE",1,4,4,3.87,33.5,42.75,17,0,0,0,0,19,58.4,0,53,2,0,25,17,1,4,15.49,134,1,171,7,2018
"Tress Way",8358,"P","WAS",1,6,6,4.38,36,37.83,3.7,0,0,1,2,32,59.3,5,41,0,0,50,11,3,6,26.29,216,0,227,7,2018
"Pat O'Donnell",8826,"P","CHI",1,4,4,4.02,42.5,43.25,1.5,1,0,1,1,6,52.2,1,53,0,0,50,3,2,5,16.07,170,0,173,7,2018
"Michael Palardy",9277,"P","CAR",1,5,5,4.41,35,41.8,7,0,0,2,0,5,59.9,3,54,0,0,40,14,2,5,22.07,175,1,209,7,2018
"Bradley Pinion",9598,"P","SF",1,4,4,4.25,31,40,18,1,0,0,0,28,58.1,3,54,2,0,50,36,2,5,17.01,124,0,160,7,2018
"Matt Wile",9972,"P","MIN",1,8,8,4.61,46.75,47.75,4,0,0,1,3,18,65.3,5,66,2,0,25,8,2,8,36.87,374,0,382,7,2018
"Riley Dixon",10862,"P","NYG",1,4,4,4.11,40.75,40.75,,0,0,2,2,21,57.2,2,52,0,0,0,0,0,4,16.42,163,0,163,7,2018
"Lachlan Edwards",10869,"P","NYJ",1,8,8,4.57,40,47.13,9.5,0,0,0,0,22,63.8,2,60,2,0,75,57,6,8,36.57,320,0,377,7,2018
"Rigoberto Sanchez",12130,"P","IND",1,4,4,4.5,47,47,,0,0,2,2,14,62.8,3,61,0,0,0,0,0,4,18,188,0,188,7,2018
"Matt Haack",12212,"P","MIA",1,4,4,4.65,41.75,45.5,7.5,0,0,2,0,17,62.8,3,51,0,0,50,15,2,4,18.61,167,0,182,7,2018
"Cameron Johnston",12255,"P","PHI",1,3,3,3.9,41,45,6,0,0,0,0,24,56.5,1,53,1,0,66.7,12,2,3,11.7,123,0,135,7,2018
"Corey Bojorquez",27626,"P","BUF",1,4,4,4.62,46.25,46.25,,0,0,0,4,4,62.6,3,51,0,0,0,0,0,4,18.47,185,0,185,7,2018
"Logan Cooke",29214,"P","JAX",1,6,6,4.4,39,45.67,0,0,0,0,0,15,58.1,2,55,2,0,33.3,0,2,6,26.39,234,2,274,7,2018
