"player","player_id","position","team_name","player_game_count","declined_penalties","fifty_attempts","fifty_made","fifty_percent","forty_attempts","forty_made","forty_percent","franchise_id","grades_fgep_kicker","one_attempts","one_made","one_percent","pat_attempts","pat_made","pat_percent","penalties","thirty_attempts","thirty_made","thirty_percent","total_attempts","total_made","total_percent","twenty_attempts","twenty_made","twenty_percent","week","year"
"Ka'imi Fairbairn",11161,"K","HST",1,0,0,0,,0,0,,13,64.1,0,0,,2,2,100,0,1,1,100,2,2,100,1,1,100,6,2018
"Aldrick Rosas",11331,"K","NYG",1,0,1,0,0,0,0,,21,51,0,0,,1,1,100,0,1,1,100,3,2,66.7,1,1,100,6,2018
"Jake Elliott",11908,"K","PHI",1,0,1,0,0,0,0,,24,56,0,0,,4,4,100,0,2,2,100,3,2,66.7,0,0,,6,2018
"Harrison Butker",11988,"K","KC",1,0,0,0,,2,2,100,16,69,0,0,,4,4,100,0,1,1,100,4,4,100,1,1,100,6,2018
"Greg Joseph",22842,"K","CLV",1,0,0,0,,0,0,,8,62,0,0,,0,0,,0,1,1,100,2,2,100,1,1,100,6,2018
"Matt McCrane",28749,"K","OAK",1,0,0,0,,2,1,50,23,49.7,0,0,,0,0,,0,0,0,,2,1,50,0,0,,6,2018
"Jason Sanders",29578,"K","MIA",1,0,1,1,100,1,1,100,17,79.6,0,0,,2,2,100,0,0,0,,3,3,100,1,1,100,6,2018
"Michael Badgley",39417,"K","LAC",1,0,0,0,,1,1,100,27,67.7,0,0,,5,5,100,0,0,0,,1,1,100,0,0,,6,2018
"Adam Vinatieri",226,"K","IND",1,0,1,1,100,0,0,,14,53.9,0,0,,3,3,100,0,1,0,0,2,1,50,0,0,,5,2018
"Phil Dawson",422,"K","ARZ",1,0,0,0,,0,0,,1,64.5,0,0,,4,4,100,0,0,0,,0,0,,0,0,,5,2018
"Sebastian Janikowski",595,"K","SEA",1,0,1,1,100,0,0,,29,69.5,0,0,,4,4,100,0,0,0,,1,1,100,0,0,,5,2018
"Matt Bryant",1223,"K","ATL",1,0,0,0,,1,1,100,2,66.6,0,0,,2,2,100,0,0,0,,1,1,100,0,0,,5,2018
"Robbie Gould",2607,"K","SF",1,0,0,0,,1,0,0,28,55.2,0,0,,0,0,,0,0,0,,1,0,0,0,0,,5,2018
"Stephen Gostkowski",3063,"K","NE",1,0,0,0,,1,1,100,19,68,0,0,,5,5,100,0,0,0,,1,1,100,0,0,,5,2018
"Matt Prater",3471,"K","DET",1,0,1,0,0,0,0,,11,50.2,0,0,,4,4,100,0,1,1,100,2,1,50,0,0,,5,2018
"Mason Crosby",3809,"K","GB",1,0,1,0,0,3,1,33.3,12,24.6,0,0,,1,0,0,0,1,0,0,5,1,20,0,0,,5,2018
"Stephen Hauschka",4655,"K","BUF",1,0,0,0,,2,2,100,4,76.4,0,0,,1,1,100,0,0,0,,2,2,100,0,0,,5,2018
"Ryan Succop",5180,"K","TEN",1,0,2,2,100,0,0,,31,82,0,0,,0,0,,0,1,1,100,4,4,100,1,1,100,5,2018
"Graham Gano",5443,"K","CAR",1,0,1,1,100,2,2,100,5,91.8,0,0,,3,3,100,0,1,1,100,4,4,100,0,0,,5,2018
"Dan Bailey",6796,"K","MIN",1,0,1,1,100,1,0,0,18,43,0,0,,2,2,100,0,1,1,100,5,3,60,2,1,50,5,2018
"Randy Bullock",7154,"K","CIN",1,0,1,1,100,0,0,,7,68.6,0,0,,3,3,100,0,1,0,0,3,2,66.7,1,1,100,5,2018
"Justin Tucker",7604,"K","BLT",1,0,0,0,,2,1,50,3,65.1,0,0,,0,0,,0,1,1,100,4,3,75,1,1,100,5,2018
"Caleb Sturgis",7948,"K","LAC",1,0,0,0,,2,1,50,27,41.3,0,0,,3,2,66.7,0,1,1,100,3,2,66.7,0,0,,5,2018
"Dustin Hopkins",7958,"K","WAS",1,0,1,1,100,0,0,,32,68.7,0,0,,1,1,100,0,1,1,100,2,2,100,0,0,,5,2018
"Brandon McManus",8437,"K","DEN",1,0,0,0,,0,0,,10,62.1,0,0,,1,1,100,0,1,1,100,1,1,100,0,0,,5,2018
"Brett Maher",8585,"K","DAL",1,0,0,0,,2,2,100,9,77.7,0,0,,1,1,100,0,0,0,,3,3,100,1,1,100,5,2018
"Cairo Santos",8932,"K","LA",1,0,0,0,,0,0,,26,50.4,1,1,100,4,3,75,0,1,1,100,2,2,100,0,0,,5,2018
"Chris Boswell",8990,"K","PIT",1,0,0,0,,0,0,,25,50.8,0,0,,6,5,83.3,0,0,0,,0,0,,0,0,,5,2018
"Josh Lambo",10133,"K","JAX",1,0,0,0,,0,0,,15,62.3,0,0,,2,2,100,0,0,0,,0,0,,0,0,,5,2018
"Jason Myers",10207,"K","NYJ",1,0,0,0,,1,1,100,22,54.8,0,0,,4,4,100,0,2,1,50,3,2,66.7,0,0,,5,2018
"Wil Lutz",11096,"K","NO",1,0,0,0,,1,1,100,20,52.6,0,0,,5,4,80,0,0,0,,1,1,100,0,0,,5,2018
"Ka'imi Fairbairn",11161,"K","HST",1,0,0,0,,1,0,0,13,59.2,1,1,100,1,1,100,0,1,1,100,5,4,80,2,2,100,5,2018
"Aldrick Rosas",11331,"K","NYG",1,0,1,1,100,1,1,100,21,71.2,0,0,,2,2,100,0,1,1,100,3,3,100,0,0,,5,2018
"Jake Elliott",11908,"K","PHI",1,0,0,0,,0,0,,24,63,0,0,,1,1,100,0,1,1,100,2,2,100,1,1,100,5,2018
"Harrison Butker",11988,"K","KC",1,0,0,0,,1,1,100,16,66.9,0,0,,3,3,100,0,1,1,100,3,3,100,1,1,100,5,2018
"Greg Joseph",22842,"K","CLV",1,0,1,0,0,0,0,,8,38,0,0,,1,0,0,0,2,2,100,3,2,66.7,0,0,,5,2018
"Matt McCrane",28749,"K","OAK",1,0,1,0,0,0,0,,23,48.5,0,0,,1,1,100,0,0,0,,2,1,50,1,1,100,5,2018
"Jason Sanders",29578,"K","MIA",1,0,0,0,,1,1,100,17,65.1,0,0,,2,2,100,0,0,0,,1,1,100,0,0,,5,2018
"Adam Vinatieri",226,"K","IND",1,0,0,0,,0,0,,14,65.1,0,0,,4,4,100,0,1,1,100,2,2,100,1,1,100,6,2018
"Phil Dawson",422,"K","ARZ",1,0,0,0,,0,0,,1,63.1,0,0,,2,2,100,0,0,0,,1,1,100,1,1,100,6,2018
"Sebastian Janikowski",595,"K","SEA",1,0,0,0,,1,1,100,29,66.8,0,0,,3,3,100,0,0,0,,2,2,100,1,1,100,6,2018
"Matt Bryant",1223,"K","ATL",1,0,1,1,100,1,1,100,2,78.7,0,0,,4,4,100,0,0,0,,2,2,100,0,0,,6,2018
"Robbie Gould",2607,"K","SF",1,0,0,0,,3,3,100,28,71.7,0,0,,3,3,100,0,0,0,,3,3,100,0,0,,6,2018
"Stephen Gostkowski",3063,"K","NE",1,0,1,1,100,1,1,100,19,79.1,0,0,,4,4,100,0,1,1,100,5,5,100,2,2,100,6,2018
"Mason Crosby",3809,"K","GB",1,0,1,1,100,0,0,,12,77.1,0,0,,3,3,100,0,1,1,100,4,4,100,2,2,100,6,2018
"Stephen Hauschka",4655,"K","BUF",1,0,1,1,100,0,0,,4,67.6,0,0,,1,1,100,0,0,0,,2,2,100,1,1,100,6,2018
"Graham Gano",5443,"K","CAR",1,0,0,0,,0,0,,5,44.4,0,0,,1,0,0,0,1,1,100,1,1,100,0,0,,6,2018
"Dan Bailey",6796,"K","MIN",1,0,0,0,,1,1,100,18,68.5,0,0,,3,3,100,0,1,1,100,2,2,100,0,0,,6,2018
"Randy Bullock",7154,"K","CIN",1,0,0,0,,0,0,,7,63.5,0,0,,3,3,100,0,0,0,,0,0,,0,0,,6,2018
"Justin Tucker",7604,"K","BLT",1,0,0,0,,0,0,,3,63.5,0,0,,3,3,100,0,0,0,,0,0,,0,0,,6,2018
"Dustin Hopkins",7958,"K","WAS",1,0,1,1,100,1,1,100,32,77.5,0,0,,2,2,100,0,0,0,,3,3,100,1,1,100,6,2018
"Brandon McManus",8437,"K","DEN",1,0,0,0,,0,0,,10,63.6,0,0,,2,2,100,0,0,0,,2,2,100,2,2,100,6,2018
"Brett Maher",8585,"K","DAL",1,0,2,2,100,1,1,100,9,77.7,0,0,,4,4,100,0,1,1,100,4,4,100,0,0,,6,2018
"Cairo Santos",8932,"K","LA",1,0,0,0,,1,0,0,26,52.6,0,0,,2,2,100,0,1,1,100,4,3,75,2,2,100,6,2018
"Chris Boswell",8990,"K","PIT",1,0,0,0,,0,0,,25,63.1,0,0,,2,2,100,0,0,0,,2,2,100,2,2,100,6,2018
"Cody Parkey",9030,"K","CHI",1,0,1,0,0,0,0,,6,45.4,0,0,,4,4,100,0,0,0,,1,0,0,0,0,,6,2018
"Chandler Catanzaro",9140,"K","TB",1,0,0,0,,0,0,,30,47.4,0,0,,3,2,66.7,0,1,1,100,1,1,100,0,0,,6,2018
"Josh Lambo",10133,"K","JAX",1,0,0,0,,0,0,,15,60.4,0,0,,1,1,100,0,0,0,,0,0,,0,0,,6,2018
"Jason Myers",10207,"K","NYJ",1,0,0,0,,3,3,100,22,73.8,0,0,,3,3,100,0,4,4,100,7,7,100,0,0,,6,2018
"Ka'imi Fairbairn",11161,"K","HST",1,0,0,0,,0,0,,13,64.1,0,0,,2,2,100,0,1,1,100,2,2,100,1,1,100,6,2018
"Aldrick Rosas",11331,"K","NYG",1,0,1,0,0,0,0,,21,51,0,0,,1,1,100,0,1,1,100,3,2,66.7,1,1,100,6,2018
"Jake Elliott",11908,"K","PHI",1,0,1,0,0,0,0,,24,56,0,0,,4,4,100,0,2,2,100,3,2,66.7,0,0,,6,2018
"Harrison Butker",11988,"K","KC",1,0,0,0,,2,2,100,16,69,0,0,,4,4,100,0,1,1,100,4,4,100,1,1,100,6,2018
"Greg Joseph",22842,"K","CLV",1,0,0,0,,0,0,,8,62,0,0,,0,0,,0,1,1,100,2,2,100,1,1,100,6,2018
"Matt McCrane",28749,"K","OAK",1,0,0,0,,2,1,50,23,49.7,0,0,,0,0,,0,0,0,,2,1,50,0,0,,6,2018
"Jason Sanders",29578,"K","MIA",1,0,1,1,100,1,1,100,17,79.6,0,0,,2,2,100,0,0,0,,3,3,100,1,1,100,6,2018
"Michael Badgley",39417,"K","LAC",1,0,0,0,,1,1,100,27,67.7,0,0,,5,5,100,0,0,0,,1,1,100,0,0,,6,2018
"Adam Vinatieri",226,"K","IND",1,0,0,0,,0,0,,14,35.8,0,0,,4,2,50,0,1,1,100,1,1,100,0,0,,7,2018
"Phil Dawson",422,"K","ARZ",1,0,0,0,,1,1,100,1,64.2,0,0,,1,1,100,0,0,0,,1,1,100,0,0,,7,2018
"Robbie Gould",2607,"K","SF",1,0,1,1,100,0,0,,28,66.9,0,0,,1,1,100,0,0,0,,1,1,100,0,0,,7,2018
"Stephen Gostkowski",3063,"K","NE",1,0,0,0,,0,0,,19,65.7,0,0,,5,5,100,0,0,0,,1,1,100,1,1,100,7,2018
"Matt Prater",3471,"K","DET",1,0,1,1,100,0,0,,11,69.3,0,0,,2,2,100,0,1,1,100,4,4,100,2,2,100,7,2018
"Stephen Hauschka",4655,"K","BUF",1,0,0,0,,0,0,,4,60.4,0,0,,0,0,,0,1,1,100,1,1,100,0,0,,7,2018
"Ryan Succop",5180,"K","TEN",1,0,1,0,0,0,0,,31,51.3,0,0,,1,1,100,0,1,1,100,3,2,66.7,1,1,100,7,2018
"Graham Gano",5443,"K","CAR",1,0,0,0,,0,0,,5,44.5,0,0,,2,1,50,0,0,0,,0,0,,0,0,,7,2018
"Dan Bailey",6796,"K","MIN",1,0,0,0,,2,1,50,18,55.2,0,0,,4,4,100,0,0,0,,4,3,75,2,2,100,7,2018
"Randy Bullock",7154,"K","CIN",1,0,0,0,,0,0,,7,62.3,0,0,,1,1,100,0,1,1,100,1,1,100,0,0,,7,2018
"Greg Zuerlein",7163,"K","LA",1,0,0,0,,0,0,,26,66.8,0,0,,4,4,100,0,3,3,100,3,3,100,0,0,,7,2018
"Giorgio Tavecchio",7278,"K","ATL",1,0,2,2,100,1,1,100,2,79.4,0,0,,2,2,100,0,0,0,,3,3,100,0,0,,7,2018
"Justin Tucker",7604,"K","BLT",1,0,0,0,,0,0,,3,38.5,0,0,,3,2,66.7,0,1,1,100,1,1,100,0,0,,7,2018
"Dustin Hopkins",7958,"K","WAS",1,0,0,0,,0,0,,32,63.2,0,0,,2,2,100,0,0,0,,2,2,100,2,2,100,7,2018
"Brandon McManus",8437,"K","DEN",1,0,0,0,,1,1,100,10,67.5,0,0,,6,6,100,0,0,0,,1,1,100,0,0,,7,2018
"Brett Maher",8585,"K","DAL",1,0,1,0,0,1,1,100,9,54.7,0,0,,2,2,100,0,0,0,,2,1,50,0,0,,7,2018
"Cody Parkey",9030,"K","CHI",1,0,0,0,,1,1,100,6,67.7,0,0,,4,4,100,0,0,0,,1,1,100,0,0,,7,2018
"Chandler Catanzaro",9140,"K","TB",1,0,1,1,100,1,0,0,30,51.5,0,0,,3,2,66.7,0,1,1,100,3,2,66.7,0,0,,7,2018
"Josh Lambo",10133,"K","JAX",1,0,0,0,,0,0,,15,60.4,0,0,,1,1,100,0,0,0,,0,0,,0,0,,7,2018
"Jason Myers",10207,"K","NYJ",1,0,1,1,100,0,0,,22,71.5,0,0,,2,2,100,0,0,0,,1,1,100,0,0,,7,2018
"Wil Lutz",11096,"K","NO",1,0,0,0,,0,0,,20,64.9,0,0,,3,3,100,0,1,1,100,1,1,100,0,0,,7,2018
"Ka'imi Fairbairn",11161,"K","HST",1,0,0,0,,2,2,100,13,69.8,0,0,,2,2,100,0,0,0,,2,2,100,0,0,,7,2018
"Aldrick Rosas",11331,"K","NYG",1,0,0,0,,0,0,,21,62.4,0,0,,0,0,,0,2,2,100,2,2,100,0,0,,7,2018
"Jake Elliott",11908,"K","PHI",1,0,0,0,,1,1,100,24,50.1,0,0,,2,2,100,0,1,0,0,2,1,50,0,0,,7,2018
"Harrison Butker",11988,"K","KC",1,0,1,0,0,0,0,,16,56.8,0,0,,6,6,100,0,0,0,,2,1,50,1,1,100,7,2018
"Greg Joseph",22842,"K","CLV",1,0,0,0,,0,0,,8,63.5,0,0,,3,3,100,0,0,0,,0,0,,0,0,,7,2018
"Jason Sanders",29578,"K","MIA",1,0,0,0,,1,0,0,17,49.9,0,0,,3,3,100,0,0,0,,1,0,0,0,0,,7,2018
"Michael Badgley",39417,"K","LAC",1,0,0,0,,0,0,,27,63.9,0,0,,2,2,100,0,0,0,,2,2,100,2,2,100,7,2018
"Adam Vinatieri",226,"K","IND",1,0,0,0,,0,0,,14,65.1,0,0,,4,4,100,0,0,0,,2,2,100,2,2,100,8,2018
"Phil Dawson",422,"K","ARZ",1,0,0,0,,0,0,,1,62.2,0,0,,1,1,100,0,1,1,100,1,1,100,0,0,,8,2018
"Sebastian Janikowski",595,"K","SEA",1,0,0,0,,0,0,,29,64.5,0,0,,4,4,100,0,0,0,,0,0,,0,0,,8,2018
"Robbie Gould",2607,"K","SF",1,0,0,0,,0,0,,28,62.3,0,0,,1,1,100,0,0,0,,2,2,100,2,2,100,8,2018
"Stephen Gostkowski",3063,"K","NE",1,0,1,0,0,1,1,100,19,54.8,0,0,,1,1,100,0,1,1,100,5,4,80,2,2,100,8,2018
"Matt Prater",3471,"K","DET",1,0,0,0,,0,0,,11,62.3,0,0,,2,2,100,0,0,0,,0,0,,0,0,,8,2018
"Mason Crosby",3809,"K","GB",1,0,1,1,100,1,1,100,12,70.8,0,0,,3,3,100,0,0,0,,2,2,100,0,0,,8,2018
"Stephen Hauschka",4655,"K","BUF",1,0,1,1,100,1,1,100,4,69.9,0,0,,0,0,,0,0,0,,2,2,100,0,0,,8,2018
"Graham Gano",5443,"K","CAR",1,0,1,1,100,1,1,100,5,71.8,0,0,,3,3,100,0,1,1,100,3,3,100,0,0,,8,2018
"Dan Bailey",6796,"K","MIN",1,0,0,0,,0,0,,18,45.4,0,0,,3,2,66.7,0,0,0,,0,0,,0,0,,8,2018
"Randy Bullock",7154,"K","CIN",1,0,0,0,,1,1,100,7,60.2,0,0,,5,4,80,0,0,0,,1,1,100,0,0,,8,2018
"Greg Zuerlein",7163,"K","LA",1,0,0,0,,1,1,100,26,74.6,0,0,,1,1,100,0,1,1,100,2,2,100,0,0,,8,2018
"Justin Tucker",7604,"K","BLT",1,0,0,0,,0,0,,3,63.5,0,0,,3,3,100,0,0,0,,0,0,,0,0,,8,2018
"Dustin Hopkins",7958,"K","WAS",1,0,1,1,100,1,0,0,32,55,0,0,,2,2,100,0,1,1,100,3,2,66.7,0,0,,8,2018
"Brandon McManus",8437,"K","DEN",1,0,1,0,0,0,0,,10,46.4,0,0,,2,2,100,0,1,1,100,2,1,50,0,0,,8,2018
"Chris Boswell",8990,"K","PIT",1,0,0,0,,1,1,100,25,66.7,0,0,,4,4,100,0,0,0,,1,1,100,0,0,,8,2018
"Cody Parkey",9030,"K","CHI",1,0,0,0,,1,0,0,6,49.9,0,0,,3,3,100,0,1,1,100,2,1,50,0,0,,8,2018
"Chandler Catanzaro",9140,"K","TB",1,0,0,0,,0,0,,30,40.8,0,0,,3,2,66.7,0,1,1,100,2,2,100,1,1,100,8,2018
"Josh Lambo",10133,"K","JAX",1,0,2,2,100,0,0,,15,80.4,0,0,,0,0,,0,1,1,100,4,4,100,1,1,100,8,2018
"Jason Myers",10207,"K","NYJ",1,0,0,0,,1,1,100,22,63.9,0,0,,1,1,100,0,0,0,,1,1,100,0,0,,8,2018
"Wil Lutz",11096,"K","NO",1,0,1,1,100,2,2,100,20,72.6,0,0,,3,3,100,0,0,0,,3,3,100,0,0,,8,2018
"Ka'imi Fairbairn",11161,"K","HST",1,0,0,0,,0,0,,13,65.9,0,0,,6,6,100,0,0,0,,0,0,,0,0,,8,2018
"Aldrick Rosas",11331,"K","NYG",1,0,0,0,,0,0,,21,63,0,0,,1,1,100,0,1,1,100,2,2,100,1,1,100,8,2018
"Jake Elliott",11908,"K","PHI",1,0,0,0,,0,0,,24,64.4,0,0,,3,3,100,0,1,1,100,1,1,100,0,0,,8,2018
"Harrison Butker",11988,"K","KC",1,0,0,0,,0,0,,16,48.5,0,0,,4,3,75,0,0,0,,1,1,100,1,1,100,8,2018
"Greg Joseph",22842,"K","CLV",1,0,0,0,,2,1,50,8,29,0,0,,1,0,0,0,1,1,100,3,2,66.7,0,0,,8,2018
"Daniel Carlson",28121,"K","OAK",1,0,0,0,,0,0,,23,64.5,0,0,,4,4,100,0,0,0,,0,0,,0,0,,8,2018
"Jason Sanders",29578,"K","MIA",1,0,0,0,,2,2,100,17,70.9,0,0,,2,2,100,0,1,1,100,3,3,100,0,0,,8,2018
"Sebastian Janikowski",595,"K","SEA",1,0,1,0,0,1,1,100,29,53.7,0,0,,2,2,100,0,0,0,,2,1,50,0,0,,9,2018
"Robbie Gould",2607,"K","SF",1,0,0,0,,0,0,,28,66.3,0,0,,4,4,100,0,1,1,100,2,2,100,1,1,100,9,2018
"Stephen Gostkowski",3063,"K","NE",1,0,0,0,,0,0,,19,64.9,0,0,,4,4,100,0,0,0,,1,1,100,1,1,100,9,2018
"Matt Prater",3471,"K","DET",1,0,0,0,,0,0,,11,64.1,0,0,,0,0,,0,3,3,100,3,3,100,0,0,,9,2018
"Mason Crosby",3809,"K","GB",1,0,0,0,,0,0,,12,63.3,0,0,,2,2,100,0,0,0,,1,1,100,1,1,100,9,2018
"Stephen Hauschka",4655,"K","BUF",1,0,0,0,,1,1,100,4,60.8,0,0,,0,0,,0,0,0,,1,1,100,0,0,,9,2018
"Ryan Succop",5180,"K","TEN",1,0,0,0,,0,0,,31,40.7,0,0,,4,4,100,0,0,0,,1,0,0,1,0,0,9,2018
"Graham Gano",5443,"K","CAR",1,0,0,0,,0,0,,5,65.9,0,0,,6,6,100,0,0,0,,0,0,,0,0,,9,2018
"Dan Bailey",6796,"K","MIN",1,0,0,0,,0,0,,18,64.9,0,0,,3,3,100,0,1,1,100,1,1,100,0,0,,9,2018
"Greg Zuerlein",7163,"K","LA",1,0,2,1,50,0,0,,26,63.4,0,0,,3,3,100,0,1,1,100,3,2,66.7,0,0,,9,2018
"Giorgio Tavecchio",7278,"K","ATL",1,0,0,0,,0,0,,2,65.6,0,0,,5,5,100,0,0,0,,1,1,100,1,1,100,9,2018
"Justin Tucker",7604,"K","BLT",1,0,0,0,,0,0,,3,63.4,0,0,,1,1,100,0,1,1,100,3,3,100,2,2,100,9,2018
"Caleb Sturgis",7948,"K","LAC",1,0,0,0,,1,0,0,27,27.2,0,0,,3,1,33.3,0,0,0,,1,0,0,0,0,,9,2018
"Dustin Hopkins",7958,"K","WAS",1,0,0,0,,0,0,,32,62.3,0,0,,2,2,100,0,0,0,,0,0,,0,0,,9,2018
"Brandon McManus",8437,"K","DEN",1,0,2,0,0,1,1,100,10,45.1,0,0,,2,2,100,0,0,0,,3,1,33.3,0,0,,9,2018
"Brett Maher",8585,"K","DAL",1,0,0,0,,0,0,,9,45.7,0,0,,2,2,100,0,1,0,0,1,0,0,0,0,,9,2018
"Chris Boswell",8990,"K","PIT",1,0,0,0,,0,0,,25,47,0,0,,3,2,66.7,0,0,0,,1,1,100,1,1,100,9,2018
"Cody Parkey",9030,"K","CHI",1,0,0,0,,1,1,100,6,67.9,0,0,,5,5,100,0,0,0,,2,2,100,1,1,100,9,2018
"Chandler Catanzaro",9140,"K","TB",1,0,0,0,,0,0,,30,64.5,0,0,,4,4,100,0,0,0,,0,0,,0,0,,9,2018
"Jason Myers",10207,"K","NYJ",1,0,2,1,50,1,1,100,22,63.7,0,0,,0,0,,0,0,0,,3,2,66.7,0,0,,9,2018
"Wil Lutz",11096,"K","NO",1,0,1,1,100,0,0,,20,70.4,0,0,,6,6,100,0,0,0,,1,1,100,0,0,,9,2018
"Ka'imi Fairbairn",11161,"K","HST",1,0,0,0,,1,1,100,13,50.1,0,0,,2,1,50,0,1,1,100,2,2,100,0,0,,9,2018
"Harrison Butker",11988,"K","KC",1,0,0,0,,0,0,,16,51.1,0,0,,5,4,80,0,1,1,100,1,1,100,0,0,,9,2018
"Greg Joseph",22842,"K","CLV",1,0,1,1,100,0,0,,8,61.9,0,0,,0,0,,0,0,0,,1,1,100,0,0,,9,2018
"Daniel Carlson",28121,"K","OAK",1,0,0,0,,1,0,0,23,47.2,0,0,,0,0,,0,1,1,100,2,1,50,0,0,,9,2018
"Jason Sanders",29578,"K","MIA",1,0,0,0,,1,1,100,17,65,0,0,,1,1,100,0,0,0,,2,2,100,1,1,100,9,2018
"Adam Vinatieri",226,"K","IND",1,0,1,0,0,0,0,,14,53.3,0,0,,3,3,100,0,0,0,,1,0,0,0,0,,10,2018
"Phil Dawson",422,"K","ARZ",1,0,0,0,,0,0,,1,62.3,0,0,,2,2,100,0,0,0,,0,0,,0,0,,10,2018
"Sebastian Janikowski",595,"K","SEA",1,0,0,0,,0,0,,29,65.3,0,0,,4,4,100,0,1,1,100,1,1,100,0,0,,10,2018
"Robbie Gould",2607,"K","SF",1,0,1,1,100,0,0,,28,69.6,0,0,,2,2,100,0,2,2,100,3,3,100,0,0,,10,2018
"Stephen Gostkowski",3063,"K","NE",1,0,2,1,50,0,0,,19,54.9,0,0,,1,1,100,0,0,0,,2,1,50,0,0,,10,2018
"Matt Prater",3471,"K","DET",1,0,1,1,100,0,0,,11,67,0,0,,1,1,100,0,0,0,,1,1,100,0,0,,10,2018
"Mason Crosby",3809,"K","GB",1,0,0,0,,0,0,,12,65.6,0,0,,4,4,100,0,1,1,100,1,1,100,0,0,,10,2018
"Stephen Hauschka",4655,"K","BUF",1,0,1,1,100,0,0,,4,70.3,0,0,,5,5,100,0,1,1,100,2,2,100,0,0,,10,2018
"Ryan Succop",5180,"K","TEN",1,0,0,0,,0,0,,31,65.8,0,0,,4,4,100,0,2,2,100,2,2,100,0,0,,10,2018
"Graham Gano",5443,"K","CAR",1,0,0,0,,0,0,,5,63.5,0,0,,3,3,100,0,0,0,,0,0,,0,0,,10,2018
"Randy Bullock",7154,"K","CIN",1,0,0,0,,0,0,,7,62.3,0,0,,2,2,100,0,0,0,,0,0,,0,0,,10,2018
"Greg Zuerlein",7163,"K","LA",1,0,0,0,,0,0,,26,65.5,0,0,,3,3,100,0,2,2,100,3,3,100,1,1,100,10,2018
"Giorgio Tavecchio",7278,"K","ATL",1,0,0,0,,1,1,100,2,63.3,0,0,,1,1,100,0,0,0,,1,1,100,0,0,,10,2018
"Dustin Hopkins",7958,"K","WAS",1,0,0,0,,2,2,100,32,67.7,0,0,,1,1,100,0,0,0,,3,3,100,1,1,100,10,2018
"Brett Maher",8585,"K","DAL",1,0,0,0,,1,0,0,9,51.5,0,0,,3,3,100,0,1,1,100,3,2,66.7,1,1,100,10,2018
"Chris Boswell",8990,"K","PIT",1,0,1,1,100,0,0,,25,70.4,0,0,,7,7,100,0,0,0,,1,1,100,0,0,,10,2018
"Cody Parkey",9030,"K","CHI",1,0,0,0,,1,0,0,6,26,0,0,,4,2,50,0,1,0,0,2,0,0,0,0,,10,2018
"Chandler Catanzaro",9140,"K","TB",1,0,0,0,,1,0,0,30,30.3,0,0,,0,0,,0,2,1,50,3,1,33.3,0,0,,10,2018
"Josh Lambo",10133,"K","JAX",1,0,2,1,50,0,0,,15,60.1,0,0,,3,2,66.7,0,0,0,,3,2,66.7,1,1,100,10,2018
"Jason Myers",10207,"K","NYJ",1,0,1,1,100,0,0,,22,61.2,0,0,,1,1,100,0,0,0,,1,1,100,0,0,,10,2018
"Wil Lutz",11096,"K","NO",1,0,0,0,,2,2,100,20,69.4,0,0,,6,6,100,0,0,0,,3,3,100,1,1,100,10,2018
"Aldrick Rosas",11331,"K","NYG",1,0,0,0,,0,0,,21,72.5,0,0,,3,3,100,0,1,1,100,2,2,100,1,1,100,10,2018
"Jake Elliott",11908,"K","PHI",1,0,1,1,100,0,0,,24,73.9,0,0,,2,2,100,0,0,0,,2,2,100,1,1,100,10,2018
"Harrison Butker",11988,"K","KC",1,0,0,0,,2,2,100,16,69.5,0,0,,2,2,100,0,0,0,,2,2,100,0,0,,10,2018
"Greg Joseph",22842,"K","CLV",1,0,0,0,,0,0,,8,64.5,0,0,,4,4,100,0,0,0,,0,0,,0,0,,10,2018
"Daniel Carlson",28121,"K","OAK",1,0,0,0,,1,1,100,23,64.8,0,0,,0,0,,0,1,1,100,2,2,100,0,0,,10,2018
"Jason Sanders",29578,"K","MIA",1,0,0,0,,2,2,100,17,68.1,0,0,,0,0,,0,1,1,100,4,4,100,1,1,100,10,2018
"Michael Badgley",39417,"K","LAC",1,0,0,0,,1,1,100,27,65.3,0,0,,2,2,100,0,0,0,,2,2,100,1,1,100,10,2018
"Adam Vinatieri",226,"K","IND",1,0,0,0,,0,0,,14,65.3,0,0,,5,5,100,0,0,0,,1,1,100,1,1,100,11,2018
"Sebastian Janikowski",595,"K","SEA",1,0,0,0,,1,1,100,29,67.3,0,0,,3,3,100,0,1,1,100,2,2,100,0,0,,11,2018
"Matt Bryant",1223,"K","ATL",1,0,1,1,100,2,2,100,2,72.2,0,0,,1,1,100,0,0,0,,4,4,100,1,1,100,11,2018
"Matt Prater",3471,"K","DET",1,0,1,1,100,0,0,,11,69.2,0,0,,2,2,100,0,1,1,100,2,2,100,0,0,,11,2018
"Mason Crosby",3809,"K","GB",1,0,0,0,,1,0,0,12,52,0,0,,3,3,100,0,1,1,100,2,1,50,0,0,,11,2018
"Ryan Succop",5180,"K","TEN",1,0,0,0,,1,1,100,31,63.9,0,0,,1,1,100,0,0,0,,1,1,100,0,0,,11,2018
"Graham Gano",5443,"K","CAR",1,0,0,0,,0,0,,5,29.5,0,0,,2,1,50,0,1,0,0,1,0,0,0,0,,11,2018
