p_id,unique_team_id,player_team_id,team_id_impute,player,numeric_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards,week,year,plyr_number
bradleypinion_atl_2022_9,atl_2022_9,bradleypinion_atl_2022,atl_2022,bradleypinion,9598,p,atl,1,4,4,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
rileydixon_lar_2022_9,lar_2022_9,rileydixon_lar_2022,lar_2022,rileydixon,10862,p,lar,1,5,5,4.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
matthaack_ind_2022_9,ind_2022_9,matthaack_ind_2022,ind_2022,matthaack,12212,p,ind,1,4,4,4.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
cameronjohnston_hou_2022_9,hou_2022_9,cameronjohnston_hou_2022,hou_2022,cameronjohnston,12255,p,hou,1,8,8,4.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
coreybojorquez_cle_2022_9,cle_2022_9,coreybojorquez_cle_2022,cle_2022,coreybojorquez,27626,p,cle,1,2,2,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
logancooke_jax_2022_9,jax_2022_9,logancooke_jax_2022,jax_2022,logancooke,29214,p,jax,1,6,6,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
jakebailey_ne_2022_9,ne_2022_9,jakebailey_ne_2022,ne_2022,jakebailey,33963,p,ne,1,4,4,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
jackfox_det_2022_9,det_2022_9,jackfox_det_2022,det_2022,jackfox,34735,p,det,1,2,2,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
michaeldickson_sea_2022_9,sea_2022_9,michaeldickson_sea_2022,sea_2022,michaeldickson,35381,p,sea,1,6,6,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
ajcoleiii_lv_2022_9,lv_2022_9,ajcoleiii_lv_2022,lv_2022,ajcoleiii,36038,p,lv,1,5,5,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
corlisswaitman_den_2022_9,den_2022_9,corlisswaitman_den_2022,den_2022,corlisswaitman,39620,p,den,1,6,6,4.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
mitchwishnowsky_sf_2022_9,sf_2022_9,mitchwishnowsky_sf_2022,sf_2022,mitchwishnowsky,44663,p,sf,1,3,3,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
bradenmann_nyj_2022_9,nyj_2022_9,bradenmann_nyj_2022,nyj_2022,bradenmann,44664,p,nyj,1,4,4,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
blakegillikin_no_2022_9,no_2022_9,blakegillikin_no_2022,no_2022,blakegillikin,45045,p,no,1,2,2,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
ryanstonehouse_ten_2022_9,ten_2022_9,ryanstonehouse_ten_2022,ten_2022,ryanstonehouse,52045,p,ten,1,5,5,4.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
jordanstout_bal_2022_9,bal_2022_9,jordanstout_bal_2022,bal_2022,jordanstout,57649,p,bal,1,4,4,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
trentongill_chi_2022_9,chi_2022_9,trentongill_chi_2022,chi_2022,trentongill,60295,p,chi,1,4,4,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
pressleyharviniii_pit_2022_9,pit_2022_9,pressleyharviniii_pit_2022,pit_2022,pressleyharviniii,62973,p,pit,1,4,4,4.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
jamiegillan_nyg_2022_9,nyg_2022_9,jamiegillan_nyg_2022,nyg_2022,jamiegillan,63303,p,nyg,1,6,6,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
ryanwright_min_2022_9,min_2022_9,ryanwright_min_2022,min_2022,ryanwright,77591,p,min,1,5,5,4.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
arrynsiposs_phi_2022_9,phi_2022_9,arrynsiposs_phi_2022,phi_2022,arrynsiposs,82019,p,phi,1,4,4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
jakecamarda_tb_2022_9,tb_2022_9,jakecamarda_tb_2022,tb_2022,jakecamarda,82636,p,tb,1,5,5,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2022,9
