p_id,player,player_team_id,unique_team_id,team_id_impute,numeric_id,position,team_name,year,week,pass_summary_player_game_count,pass_summary_accuracy_percent,pass_summary_aimed_passes,pass_summary_attempts,pass_summary_avg_depth_of_target,pass_summary_avg_time_to_throw,pass_summary_bats,pass_summary_big_time_throws,pass_summary_btt_rate,pass_summary_completion_percent,pass_summary_completions,pass_summary_declined_penalties,pass_summary_def_gen_pressures,pass_summary_drop_rate,pass_summary_dropbacks,pass_summary_drops,pass_summary_first_downs,pass_summary_franchise_id,pass_summary_grades_hands_fumble,pass_summary_grades_offense,pass_summary_grades_pass,pass_summary_grades_run,pass_summary_hit_as_threw,pass_summary_interceptions,pass_summary_passing_snaps,pass_summary_penalties,pass_summary_pressure_to_sack_rate,pass_summary_qb_rating,pass_summary_sack_percent,pass_summary_sacks,pass_summary_scrambles,pass_summary_spikes,pass_summary_thrown_aways,pass_summary_touchdowns,pass_summary_turnover_worthy_plays,pass_summary_twp_rate,pass_summary_yards,pass_summary_ypa
mattmoore_mia_2017_11,mattmoore,mattmoore_mia_2017,mia_2017_11,mia_2017,4018,qb,mia,2017,11,1,69.2,26,28,11.1,2.53,0,3,10.0,60.7,17,0,8,5.6,30,1,9,17,77.7,72.3,73.6,54.9,1,0,32,0,12.5,106.5,3.3,1,1,0,1,1,0,0.0,282,10.1
joeflacco_bal_2017_11,joeflacco,joeflacco_bal_2017,bal_2017_11,bal_2017,4332,qb,bal,2017,11,1,84.6,26,28,5.7,2.62,0,0,0.0,78.6,22,0,11,0.0,31,0,7,3,78.2,58.4,57.5,60.0,2,1,32,0,27.3,90.9,9.7,3,0,0,0,1,2,6.3,183,6.5
mattryan_atl_2017_11,mattryan,mattryan_atl_2017,atl_2017_11,atl_2017,4317,qb,atl,2017,11,1,77.8,27,27,9.1,2.5,0,3,10.0,70.4,19,1,10,9.5,29,2,13,2,78.2,92.3,91.3,66.1,0,0,32,1,10.0,115.5,3.4,1,1,0,0,2,0,0.0,195,7.2
carsonwentz_phi_2017_11,carsonwentz,carsonwentz_phi_2017,phi_2017_11,phi_2017,10636,qb,phi,2017,11,1,64.0,25,27,9.5,2.76,1,2,6.7,51.9,14,0,13,12.5,28,2,9,24,78.9,72.5,73.6,56.2,0,0,32,1,0.0,95.9,0.0,0,1,0,1,2,0,0.0,168,6.2
tyrodtaylor_buf_2017_11,tyrodtaylor,tyrodtaylor_buf_2017,buf_2017_11,buf_2017,6332,qb,buf,2017,11,1,64.0,25,25,12.5,2.87,0,2,7.4,60.0,15,0,7,6.3,27,1,7,4,35.0,74.5,68.6,76.7,0,0,30,0,14.3,91.8,3.7,1,0,0,0,1,0,0.0,158,6.3
andydalton_cin_2017_11,andydalton,andydalton_cin_2017,cin_2017_11,cin_2017,6187,qb,cin,2017,11,1,76.2,21,25,7.7,2.44,2,2,7.4,60.0,15,0,10,6.3,27,1,9,7,78.0,75.1,73.4,63.0,1,0,29,0,20.0,117.3,7.4,2,0,0,1,3,2,6.9,154,6.2
nathanpeterman_buf_2017_11,nathanpeterman,nathanpeterman_buf_2017,buf_2017_11,buf_2017,11926,qb,buf,2017,11,1,50.0,14,14,10.1,2.4,0,0,0.0,42.9,6,0,5,14.3,15,1,4,4,73.5,24.1,26.6,50.1,0,5,15,0,0.0,17.9,0.0,0,1,0,0,0,3,20.0,66,4.7
jaycutler_mia_2017_11,jaycutler,jaycutler_mia_2017,mia_2017_11,mia_2017,2956,qb,mia,2017,11,1,70.0,10,12,7.9,2.89,0,0,0.0,50.0,6,0,5,14.3,13,1,6,17,73.5,38.7,39.8,58.3,0,3,15,0,0.0,60.8,0.0,0,1,0,2,1,2,13.3,83,6.9
kellenclemens_lac_2017_11,kellenclemens,kellenclemens_lac_2017,lac_2017_11,lac_2017,2994,qb,lac,2017,11,1,100.0,5,5,4.0,2.06,0,0,0.0,100.0,5,0,2,0.0,5,0,3,27,71.0,64.8,63.6,60.5,0,0,5,0,0.0,94.2,0.0,0,0,0,0,0,0,0.0,33,6.6
cooperrush_dal_2017_11,cooperrush,cooperrush_dal_2017,dal_2017_11,dal_2017,12324,qb,dal,2017,11,1,73.24955882352941,0,1,8.631525735294117,1.7,1,0,0.0,0.0,0,0,0,7.426829268292683,1,0,0,9,60.4,59.2,60.0,61.09127155172414,0,0,1,0,17.889788997739263,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
benroethlisberger_pit_2017_12,benroethlisberger,benroethlisberger_pit_2017,pit_2017_12,pit_2017,1732,qb,pit,2017,12,1,82.2,45,45,7.0,2.5,0,4,8.3,73.3,33,0,11,10.8,49,4,23,25,80.6,90.8,89.7,66.3,0,2,52,0,9.1,106.8,2.0,1,3,0,0,4,1,1.9,351,7.8
ryanfitzpatrick_tb_2017_12,ryanfitzpatrick,ryanfitzpatrick_tb_2017,tb_2017_12,tb_2017,2467,qb,tb,2017,12,1,70.5,44,44,8.0,2.44,0,0,0.0,61.4,27,0,15,12.9,47,4,19,30,80.4,74.2,71.8,66.4,0,0,50,0,6.7,80.0,2.1,1,2,0,0,0,0,0.0,283,6.4
jaredgoff_lar_2017_12,jaredgoff,jaredgoff_lar_2017,lar_2017_12,lar_2017,10635,qb,lar,2017,12,1,70.0,40,43,8.9,2.68,2,1,2.1,65.1,28,0,15,0.0,47,0,14,26,81.0,70.0,69.0,60.5,0,1,51,1,26.7,96.5,8.5,4,0,0,1,2,0,0.0,354,8.2
blainegabbert_ari_2017_12,blainegabbert,blainegabbert_ari_2017,ari_2017_12,ari_2017,6162,qb,ari,2017,12,1,68.6,35,38,9.9,2.66,2,3,7.5,57.9,22,0,9,8.3,43,2,14,1,29.5,54.1,52.9,61.0,0,1,46,0,11.1,83.3,2.3,1,4,0,1,2,5,10.9,241,6.3
cjbeathard_sf_2017_12,cjbeathard,cjbeathard_sf_2017,sf_2017_12,sf_2017,11859,qb,sf,2017,12,1,75.0,32,38,8.4,2.65,1,1,2.5,57.9,22,0,19,8.3,43,2,10,28,31.7,56.6,59.4,49.5,1,1,46,1,15.8,61.4,7.0,3,2,1,3,0,1,2.2,201,5.3
tomsavage_hou_2017_12,tomsavage,tomsavage_hou_2017,hou_2017_12,hou_2017,8770,qb,hou,2017,12,1,76.7,30,37,8.9,2.73,4,2,5.0,59.5,22,0,17,4.3,39,1,11,13,79.2,54.1,55.4,61.09127155172414,1,2,42,1,11.8,57.5,5.1,2,0,0,2,0,2,4.8,252,6.8
joshmccown_nyj_2017_12,joshmccown,joshmccown_nyj_2017,nyj_2017_12,nyj_2017,1085,qb,nyj,2017,12,1,62.5,32,36,11.3,2.4,1,2,5.1,52.8,19,0,17,5.0,41,1,16,22,29.2,66.7,64.5,65.6,0,0,45,0,17.6,109.4,7.3,3,2,2,1,3,2,4.4,307,8.5
alexsmith_kc_2017_12,alexsmith,alexsmith_kc_2017,kc_2017_12,kc_2017,2218,qb,kc,2017,12,1,73.5,34,36,4.7,2.58,0,1,2.7,63.9,23,0,10,8.0,41,2,10,16,79.7,44.4,45.6,53.7,0,1,42,0,20.0,76.0,4.9,2,3,0,2,1,2,4.8,199,5.5
carsonwentz_phi_2017_12,carsonwentz,carsonwentz_phi_2017,phi_2017_12,phi_2017,10636,qb,phi,2017,12,1,71.4,35,36,7.7,2.57,0,2,5.1,63.9,23,0,11,8.0,40,2,14,24,80.0,73.9,72.5,64.1,0,0,44,0,9.1,109.4,2.5,1,3,0,1,3,1,2.3,227,6.3
mattryan_atl_2017_12,mattryan,mattryan_atl_2017,atl_2017_12,atl_2017,4317,qb,atl,2017,12,1,84.4,32,35,8.4,2.3,1,1,2.9,74.3,26,0,7,3.7,35,1,15,2,78.5,91.2,91.1,58.2,0,0,35,0,0.0,111.3,0.0,0,0,1,1,1,0,0.0,317,9.1
matthewstafford_det_2017_12,matthewstafford,matthewstafford_det_2017,det_2017_12,det_2017,4924,qb,det,2017,12,1,57.1,35,35,9.0,2.33,0,1,2.5,57.1,20,0,13,0.0,38,0,12,11,29.1,51.1,52.4,59.2,0,1,43,0,23.1,86.6,7.9,3,0,0,0,2,1,2.3,250,7.1
mattmoore_mia_2017_12,mattmoore,mattmoore_mia_2017,mia_2017_12,mia_2017,4018,qb,mia,2017,12,1,75.0,32,34,6.2,2.67,0,1,2.9,67.6,23,0,16,4.2,43,1,9,17,79.6,40.4,39.3,62.9,0,2,44,0,43.8,70.1,16.3,7,2,1,1,1,3,6.8,215,6.3
russellwilson_sea_2017_12,russellwilson,russellwilson_sea_2017,sea_2017_12,sea_2017,7077,qb,sea,2017,12,1,80.6,31,34,10.6,3.11,0,1,2.6,58.8,20,0,10,20.0,39,5,13,29,29.6,58.9,58.8,58.4,0,1,43,0,0.0,86.4,0.0,0,4,0,3,2,4,9.3,228,6.7
blakebortles_jax_2017_12,blakebortles,blakebortles_jax_2017,jax_2017_12,jax_2017,8638,qb,jax,2017,12,1,70.0,30,33,7.2,2.47,0,2,5.3,57.6,19,0,11,9.5,38,2,12,15,29.9,55.6,52.9,65.0,1,1,43,0,27.3,57.6,7.9,3,2,1,1,0,3,7.0,160,4.8
philiprivers_lac_2017_12,philiprivers,philiprivers_lac_2017,lac_2017_12,lac_2017,1725,qb,lac,2017,12,1,84.8,33,33,10.1,2.32,0,3,8.6,81.8,27,0,14,3.6,33,1,17,27,79.4,78.6,77.1,61.3,0,0,35,1,0.0,149.1,0.0,0,0,0,0,3,2,5.7,434,13.2
mitchelltrubisky_chi_2017_12,mitchelltrubisky,mitchelltrubisky_chi_2017,chi_2017_12,chi_2017,11757,qb,chi,2017,12,1,64.5,31,33,9.0,2.66,0,0,0.0,51.5,17,0,9,15.0,37,3,7,6,28.6,49.9,60.1,29.7,0,2,40,1,22.2,38.3,5.4,2,2,0,2,0,0,0.0,147,4.5
drewbrees_no_2017_12,drewbrees,drewbrees_no_2017,no_2017_12,no_2017,802,qb,no,2017,12,1,74.2,31,32,8.8,2.77,0,0,0.0,68.8,22,0,8,4.3,36,1,10,20,79.0,51.8,52.9,56.8,0,0,41,0,37.5,101.8,8.3,3,1,0,1,1,3,7.3,246,7.7
joeflacco_bal_2017_12,joeflacco,joeflacco_bal_2017,bal_2017_12,bal_2017,4332,qb,bal,2017,12,1,66.7,30,32,8.6,2.65,0,0,0.0,62.5,20,0,6,0.0,36,0,7,3,79.4,65.1,62.8,65.4,1,0,38,0,16.7,72.5,2.8,1,3,0,1,0,0,0.0,141,4.4
deshonekizer_cle_2017_12,deshonekizer,deshonekizer_cle_2017,cle_2017_12,cle_2017,11807,qb,cle,2017,12,1,76.9,26,31,12.8,2.99,1,4,12.5,58.1,18,0,20,10.0,40,2,9,8,43.6,81.3,87.5,50.8,0,0,42,0,15.0,86.5,7.5,3,6,1,3,0,0,0.0,268,8.6
kirkcousins_was_2017_12,kirkcousins,kirkcousins_was_2017,was_2017_12,was_2017,7102,qb,was,2017,12,1,75.9,29,31,8.9,3.12,1,2,6.3,61.3,19,0,14,13.6,38,3,10,32,79.5,55.7,59.5,57.9,0,1,40,2,42.9,93.8,15.8,6,1,0,1,2,1,2.5,242,7.8
casekeenum_min_2017_12,casekeenum,casekeenum_min_2017,min_2017_12,min_2017,7323,qb,min,2017,12,1,75.9,29,30,10.7,2.89,0,1,3.2,70.0,21,0,18,4.5,35,1,16,18,79.3,75.2,70.1,74.1,1,0,36,1,11.1,121.8,5.7,2,3,0,0,2,0,0.0,282,9.4
jacobybrissett_ind_2017_12,jacobybrissett,jacobybrissett_ind_2017,ind_2017_12,ind_2017,10725,qb,ind,2017,12,1,65.4,26,29,6.5,2.9,0,1,3.4,58.6,17,0,24,0.0,38,0,11,14,21.4,52.1,54.9,47.8,0,0,40,0,33.3,79.1,21.1,8,1,0,3,0,1,2.5,196,6.8
tyrodtaylor_buf_2017_12,tyrodtaylor,tyrodtaylor_buf_2017,buf_2017_12,buf_2017,6332,qb,buf,2017,12,1,74.1,27,29,7.7,3.02,1,0,0.0,65.5,19,0,14,5.0,35,1,9,4,79.6,68.5,66.8,64.2,0,0,35,0,14.3,94.5,5.7,2,3,0,1,1,0,0.0,183,6.3
tombrady_ne_2017_12,tombrady,tombrady_ne_2017,ne_2017_12,ne_2017,698,qb,ne,2017,12,1,76.0,25,28,8.3,2.63,1,0,0.0,64.3,18,0,12,5.3,29,1,11,19,78.9,69.5,68.2,61.3,1,1,33,0,8.3,114.1,3.4,1,0,0,1,4,2,6.1,227,8.1
camnewton_car_2017_12,camnewton,camnewton_car_2017,car_2017_12,car_2017,6153,qb,car,2017,12,1,50.0,26,28,13.7,2.98,1,1,3.0,39.3,11,0,11,15.4,31,2,9,5,80.4,47.7,46.9,57.3,0,0,37,0,27.3,59.8,9.7,3,0,0,1,0,1,2.7,168,6.0
andydalton_cin_2017_12,andydalton,andydalton_cin_2017,cin_2017_12,cin_2017,6187,qb,cin,2017,12,1,73.1,26,28,7.5,2.4,0,1,3.3,64.3,18,0,7,5.3,31,1,13,7,78.4,56.0,54.4,62.6,0,0,33,0,14.3,111.3,3.2,1,2,0,2,2,3,9.1,214,7.6
dakprescott_dal_2017_12,dakprescott,dakprescott_dal_2017,dal_2017_12,dal_2017,10769,qb,dal,2017,12,1,80.0,25,27,8.5,2.76,0,0,0.0,74.1,20,0,12,0.0,29,0,8,9,78.2,54.5,54.7,57.5,0,2,34,0,16.7,60.6,6.9,2,0,0,2,0,2,5.9,179,6.6
elimanning_nyg_2017_12,elimanning,elimanning_nyg_2017,nyg_2017_12,nyg_2017,1722,qb,nyg,2017,12,1,65.4,26,27,7.2,2.48,0,0,0.0,48.1,13,0,14,23.5,31,4,6,21,33.7,63.4,62.5,60.0,0,1,33,0,28.6,44.2,12.9,4,0,0,1,0,1,3.0,113,4.2
bretthundley_gb_2017_12,bretthundley,bretthundley_gb_2017,gb_2017_12,gb_2017,9580,qb,gb,2017,12,1,72.0,25,26,5.5,2.6,0,1,3.8,65.4,17,0,12,5.6,31,1,9,12,26.5,69.9,67.0,63.9,0,0,32,0,33.3,134.3,12.9,4,1,0,1,3,1,3.1,245,9.4
marcusmariota_ten_2017_12,marcusmariota,marcusmariota_ten_2017,ten_2017_12,ten_2017,9435,qb,ten,2017,12,1,73.9,23,25,8.1,2.74,1,1,3.8,68.0,17,0,6,0.0,26,0,9,31,77.8,65.9,65.7,58.1,0,2,28,0,0.0,69.4,0.0,0,1,0,1,1,1,3.6,184,7.4
derekcarr_lv_2017_12,derekcarr,derekcarr_lv_2017,lv_2017_12,lv_2017,8671,qb,lv,2017,12,1,79.2,24,24,7.5,2.22,0,2,7.4,75.0,18,0,8,5.3,26,1,10,23,27.0,77.7,76.2,60.5,0,0,29,0,25.0,136.3,7.7,2,0,0,0,2,1,3.4,253,10.5
trevorsiemian_den_2017_12,trevorsiemian,trevorsiemian_den_2017,den_2017_12,den_2017,9683,qb,den,2017,12,1,57.1,21,21,11.8,2.85,0,2,9.1,52.4,11,0,7,8.3,24,1,8,10,76.3,50.2,52.1,54.6,0,0,25,0,14.3,107.0,4.2,1,2,0,0,2,1,4.0,149,7.1
paxtonlynch_den_2017_12,paxtonlynch,paxtonlynch_den_2017,den_2017_12,den_2017,10660,qb,den,2017,12,1,69.2,13,14,7.4,2.67,1,1,6.7,64.3,9,0,7,0.0,20,0,3,10,75.1,50.1,47.6,63.7,0,1,21,1,57.1,38.4,20.0,4,2,0,0,0,1,4.8,41,2.9
nickfoles_phi_2017_12,nickfoles,nickfoles_phi_2017,phi_2017_12,phi_2017,7089,qb,phi,2017,12,1,100.0,3,3,3.3,1.73,0,0,0.0,100.0,3,0,0,0.0,3,0,2,24,69.8,54.3,56.4,58.4,0,0,3,0,17.889788997739263,95.8,0.0,0,0,0,0,0,0,0.0,21,7.0
jimmygaroppolo_sf_2017_12,jimmygaroppolo,jimmygaroppolo_sf_2017,sf_2017_12,sf_2017,8697,qb,sf,2017,12,1,100.0,2,2,11.5,3.97,0,0,0.0,100.0,2,0,1,0.0,3,0,2,28,65.5,41.9,49.5,55.3,0,0,3,0,0.0,143.8,0.0,0,1,0,0,1,0,0.0,18,9.0
codykessler_cle_2017_12,codykessler,codykessler_cle_2017,cle_2017_12,cle_2017,10727,qb,cle,2017,12,1,73.24955882352941,0,1,8.631525735294117,3.3,0,0,0.0,0.0,0,0,1,7.426829268292683,2,0,0,8,63.6,55.4,56.0,61.09127155172414,0,0,2,0,100.0,39.6,50.0,1,0,0,1,0,0,0.0,0,0.0
tomsavage_hou_2017_13,tomsavage,tomsavage_hou_2017,hou_2017_13,hou_2017,8770,qb,hou,2017,13,1,72.9,48,49,8.4,2.43,0,2,3.7,63.3,31,0,19,11.4,53,4,17,13,81.5,68.4,67.3,60.0,0,1,58,0,21.1,84.1,7.5,4,0,1,0,1,1,1.7,365,7.4
carsonwentz_phi_2017_13,carsonwentz,carsonwentz_phi_2017,phi_2017_13,phi_2017,10636,qb,phi,2017,13,1,71.4,42,45,11.3,2.92,0,2,4.3,64.4,29,0,28,3.3,50,1,17,24,24.0,67.6,72.8,41.6,1,1,51,0,10.7,86.2,6.0,3,2,0,2,1,2,3.9,348,7.7
philiprivers_lac_2017_13,philiprivers,philiprivers_lac_2017,lac_2017_13,lac_2017,1725,qb,lac,2017,13,1,78.6,42,43,9.0,2.31,0,1,2.3,72.1,31,0,13,6.1,44,2,19,27,30.0,79.8,78.1,60.0,0,0,45,0,7.7,103.2,2.3,1,0,0,1,1,1,2.2,344,8.0
trevorsiemian_den_2017_13,trevorsiemian,trevorsiemian_den_2017,den_2017_13,den_2017,9683,qb,den,2017,13,1,61.8,34,41,7.3,2.7,1,0,0.0,46.3,19,0,22,9.5,46,2,11,10,80.6,40.1,38.7,64.4,1,3,50,0,13.6,30.5,6.5,3,2,0,5,0,2,4.0,200,4.9
benroethlisberger_pit_2017_13,benroethlisberger,benroethlisberger_pit_2017,pit_2017_13,pit_2017,1732,qb,pit,2017,13,1,68.4,38,40,10.4,2.41,2,4,9.3,60.0,24,0,11,7.7,41,2,15,25,79.8,68.6,67.1,61.5,0,1,44,0,9.1,88.5,2.4,1,0,0,0,2,2,4.5,290,7.3
jimmygaroppolo_sf_2017_13,jimmygaroppolo,jimmygaroppolo_sf_2017,sf_2017_13,sf_2017,8697,qb,sf,2017,13,1,73.0,37,37,8.2,2.87,0,0,0.0,70.3,26,0,10,3.7,40,1,17,28,29.1,79.6,83.4,40.2,0,1,40,0,20.0,82.4,5.0,2,1,0,0,0,0,0.0,293,7.9
kirkcousins_was_2017_13,kirkcousins,kirkcousins_was_2017,was_2017_13,was_2017,7102,qb,was,2017,13,1,80.0,35,37,5.2,2.83,1,1,2.7,70.3,26,0,20,7.1,43,2,12,32,21.9,66.7,67.0,57.4,0,2,43,0,20.0,84.4,9.3,4,2,0,1,2,2,4.7,251,6.8
derekcarr_lv_2017_13,derekcarr,derekcarr_lv_2017,lv_2017_13,lv_2017,8671,qb,lv,2017,13,1,74.3,35,36,8.4,2.56,0,1,2.8,61.1,22,0,8,15.4,37,4,13,23,78.8,75.2,73.8,60.0,0,0,37,0,12.5,95.5,2.7,1,0,0,1,1,2,5.4,287,8.0
joshmccown_nyj_2017_13,joshmccown,joshmccown_nyj_2017,nyj_2017_13,nyj_2017,1085,qb,nyj,2017,13,1,81.3,32,36,8.4,2.35,0,2,5.1,72.2,26,0,14,0.0,40,0,18,22,80.6,71.1,65.7,80.0,0,0,43,1,0.0,109.8,0.0,0,2,0,4,1,0,0.0,331,9.2
joeflacco_bal_2017_13,joeflacco,joeflacco_bal_2017,bal_2017_13,bal_2017,4332,qb,bal,2017,13,1,86.7,30,36,8.5,2.56,0,2,5.4,63.9,23,0,7,11.5,36,3,13,3,78.8,90.9,90.1,60.0,1,0,37,0,0.0,105.0,0.0,0,0,0,5,2,0,0.0,269,7.5
jacobybrissett_ind_2017_13,jacobybrissett,jacobybrissett_ind_2017,ind_2017_13,ind_2017,10725,qb,ind,2017,13,1,73.3,30,36,6.0,3.0,2,1,2.7,58.3,21,0,17,4.5,45,1,9,14,80.2,60.5,57.7,66.0,0,2,47,0,23.5,56.9,8.9,4,5,2,2,1,1,2.1,174,4.8
andydalton_cin_2017_13,andydalton,andydalton_cin_2017,cin_2017_13,cin_2017,6187,qb,cin,2017,13,1,70.6,34,36,10.7,2.2,1,1,2.6,58.3,21,0,11,12.5,39,3,13,7,79.4,75.1,73.9,60.9,0,0,41,0,18.2,96.3,5.1,2,1,0,1,2,0,0.0,234,6.5
blakebortles_jax_2017_13,blakebortles,blakebortles_jax_2017,jax_2017_13,jax_2017,8638,qb,jax,2017,13,1,81.8,33,35,8.1,2.75,0,3,8.1,74.3,26,0,14,3.7,38,1,16,15,40.1,88.3,86.3,64.8,1,0,40,1,7.1,119.8,2.6,1,2,0,1,2,0,0.0,309,8.8
genosmith_nyg_2017_13,genosmith,genosmith_nyg_2017,nyg_2017_13,nyg_2017,7820,qb,nyg,2017,13,1,76.7,30,34,5.9,3.01,1,1,2.9,61.8,21,0,18,8.7,40,2,10,21,28.5,72.7,74.5,58.5,0,0,41,1,16.7,89.3,7.5,3,3,0,3,1,1,2.4,212,6.2
drewbrees_no_2017_13,drewbrees,drewbrees_no_2017,no_2017_13,no_2017,802,qb,no,2017,13,1,80.6,31,34,6.3,2.51,0,2,5.9,73.5,25,0,12,0.0,37,0,12,20,79.2,67.0,66.9,58.1,0,0,37,1,16.7,106.1,5.4,2,1,0,3,1,1,2.7,269,7.9
alexsmith_kc_2017_13,alexsmith,alexsmith_kc_2017,kc_2017_13,kc_2017,2218,qb,kc,2017,13,1,72.4,29,33,12.6,2.83,0,3,9.1,57.6,19,0,14,9.5,36,2,15,16,78.4,72.1,68.1,71.4,2,0,36,1,14.3,135.9,5.6,2,1,0,2,4,1,2.8,366,11.1
blainegabbert_ari_2017_13,blainegabbert,blainegabbert_ari_2017,ari_2017_13,ari_2017,6162,qb,ari,2017,13,1,56.3,32,32,12.2,2.71,0,1,2.9,56.3,18,0,18,0.0,42,0,12,1,29.3,48.9,51.2,49.0,0,2,44,0,38.9,62.1,16.7,7,3,0,0,1,4,9.1,221,6.9
deshonekizer_cle_2017_13,deshonekizer,deshonekizer_cle_2017,cle_2017_13,cle_2017,11807,qb,cle,2017,13,1,46.9,32,32,14.2,2.68,0,3,7.9,46.9,15,0,12,0.0,37,0,8,8,27.6,47.5,43.2,72.2,0,1,43,0,25.0,66.5,8.1,3,2,0,0,1,3,7.0,215,6.7
jameiswinston_tb_2017_13,jameiswinston,jameiswinston_tb_2017,tb_2017_13,tb_2017,9434,qb,tb,2017,13,1,70.0,30,32,8.7,2.88,0,1,3.0,65.6,21,1,21,0.0,42,0,17,30,29.1,61.5,61.9,62.3,2,0,43,2,33.3,112.8,16.7,7,3,0,0,2,3,7.0,270,8.4
jaycutler_mia_2017_13,jaycutler,jaycutler_mia_2017,mia_2017_13,mia_2017,2956,qb,mia,2017,13,1,62.1,29,31,11.3,2.71,1,1,3.2,58.1,18,0,18,0.0,34,0,10,17,78.1,70.7,70.4,58.3,0,2,34,0,11.1,76.7,5.9,2,1,0,1,2,1,2.9,235,7.6
russellwilson_sea_2017_13,russellwilson,russellwilson_sea_2017,sea_2017_13,sea_2017,7077,qb,sea,2017,13,1,81.5,27,31,7.3,2.96,0,2,5.7,64.5,20,0,16,9.1,36,2,13,29,79.7,83.7,83.4,62.2,0,0,40,1,12.5,118.6,5.6,2,3,0,4,3,0,0.0,227,7.3
jaredgoff_lar_2017_13,jaredgoff,jaredgoff_lar_2017,lar_2017_13,lar_2017,10635,qb,lar,2017,13,1,75.9,29,31,6.2,2.81,1,1,3.1,67.7,21,0,10,4.5,32,1,13,26,78.0,72.3,75.4,56.5,0,1,33,2,10.0,96.2,3.1,1,0,0,1,2,1,3.0,220,7.1
tombrady_ne_2017_13,tombrady,tombrady_ne_2017,ne_2017_13,ne_2017,698,qb,ne,2017,13,1,75.0,28,30,8.5,2.74,0,1,3.2,70.0,21,0,8,0.0,33,0,15,19,78.1,80.5,78.8,61.09127155172414,0,1,34,0,37.5,82.4,9.1,3,0,0,2,0,1,2.9,258,8.6
casekeenum_min_2017_13,casekeenum,casekeenum_min_2017,min_2017_13,min_2017,7323,qb,min,2017,13,1,86.2,29,30,5.2,2.85,0,0,0.0,83.3,25,0,10,0.0,33,0,15,18,78.8,79.4,81.4,58.1,1,0,34,1,20.0,120.4,6.1,2,1,0,0,2,0,0.0,227,7.6
mattryan_atl_2017_13,mattryan,mattryan_atl_2017,atl_2017_13,atl_2017,4317,qb,atl,2017,13,1,70.4,27,29,10.1,2.61,0,0,0.0,55.2,16,0,11,15.8,30,3,8,2,77.7,69.3,70.3,55.7,1,0,32,0,0.0,72.9,0.0,0,1,0,1,0,0,0.0,173,6.0
matthewstafford_det_2017_13,matthewstafford,matthewstafford_det_2017,det_2017_13,det_2017,4924,qb,det,2017,13,1,89.7,29,29,10.4,2.74,0,1,3.3,82.8,24,0,13,7.7,34,2,13,11,20.7,71.1,76.2,40.8,0,1,35,0,23.1,105.7,8.8,3,2,0,0,1,3,8.6,292,10.1
camnewton_car_2017_13,camnewton,camnewton_car_2017,car_2017_13,car_2017,6153,qb,car,2017,13,1,83.3,24,27,7.4,2.85,2,1,3.2,63.0,17,0,8,15.0,31,3,8,5,79.3,81.9,77.7,72.6,0,0,36,0,25.0,107.5,6.5,2,2,0,1,2,0,0.0,183,6.8
marcusmariota_ten_2017_13,marcusmariota,marcusmariota_ten_2017,ten_2017_13,ten_2017,9435,qb,ten,2017,13,1,76.2,21,23,8.9,2.89,0,2,7.4,65.2,15,0,8,6.3,27,1,9,31,77.8,75.8,72.2,70.0,0,0,31,0,25.0,98.1,7.4,2,2,0,2,1,1,3.2,150,6.5
dakprescott_dal_2017_13,dakprescott,dakprescott_dal_2017,dal_2017_13,dal_2017,10769,qb,dal,2017,13,1,57.1,21,22,10.4,2.93,0,0,0.0,50.0,11,0,9,8.3,27,1,8,9,77.4,46.6,44.1,60.6,0,0,29,0,11.1,93.4,3.7,1,4,0,1,2,1,3.4,102,4.6
bretthundley_gb_2017_13,bretthundley,bretthundley_gb_2017,gb_2017_13,gb_2017,9580,qb,gb,2017,13,1,68.4,19,22,8.5,3.14,1,0,0.0,59.1,13,0,9,0.0,28,0,8,12,78.0,56.4,44.2,79.6,0,1,29,0,22.2,48.3,7.1,2,4,0,2,0,1,3.4,84,3.8
tyrodtaylor_buf_2017_13,tyrodtaylor,tyrodtaylor_buf_2017,buf_2017_13,buf_2017,6332,qb,buf,2017,13,1,73.3,15,18,6.7,3.63,2,0,0.0,50.0,9,0,10,18.2,24,2,4,4,76.6,52.0,43.7,76.5,1,1,26,0,30.0,35.6,12.5,3,3,0,0,0,1,3.8,65,3.6
nathanpeterman_buf_2017_13,nathanpeterman,nathanpeterman_buf_2017,buf_2017_13,buf_2017,11926,qb,buf,2017,13,1,53.3,15,15,10.0,2.55,0,0,0.0,40.0,6,0,2,25.0,17,2,2,4,74.5,40.0,41.7,58.3,0,0,18,0,50.0,49.3,5.9,1,1,0,0,0,1,5.6,50,3.3
mitchelltrubisky_chi_2017_13,mitchelltrubisky,mitchelltrubisky_chi_2017,chi_2017_13,chi_2017,11757,qb,chi,2017,13,1,100.0,14,15,4.1,3.01,0,1,6.3,80.0,12,0,8,14.3,20,2,6,6,23.5,62.1,75.4,35.7,0,0,21,0,25.0,117.2,10.0,2,3,0,1,1,1,4.8,102,6.8
jakerudock_det_2017_13,jakerudock,jakerudock_det_2017,det_2017_13,det_2017,10825,qb,det,2017,13,1,60.0,5,5,5.6,1.98,0,0,0.0,60.0,3,0,1,0.0,5,0,1,11,68.9,42.1,43.1,61.09127155172414,0,1,6,0,0.0,32.5,0.0,0,0,0,0,0,1,16.7,24,4.8
