player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception,week,year
Damar Hamlin,43291,S,BUF,1,0,,,100.0,,,0,0,0,,4,60.8,62.7,70.9,,60.0,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,,2,2022
Myles Bryant,43336,CB,NE,1,1,5.3,83.3,94.4,6.6,5.5,0,0,1,16.7,19,73.2,76.7,76.0,58.0,82.0,81.5,0,12.0,0.0,0,1,0,90.3,5,34,36,2,4,6,0,34,8,1.0,6.8,2,2022
Josh Metellus,43395,S,MIN,1,0,,,100.0,,,0,0,0,,18,60.9,65.0,69.7,,62.8,39.9,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,,2,2022
Alex Highsmith,43507,ED,PIT,1,0,,,2.9,,,0,0,0,,25,74.3,73.8,79.4,60.4,71.0,74.0,0,,0.0,0,0,0,0.0,0,1,34,2,2,0,0,0,0,0.0,,2,2022
Timmy Horne,43918,DI,ATL,1,0,,,8.3,,,0,0,0,,2,59.8,42.5,74.9,52.8,46.3,,0,,,0,0,0,0.0,0,1,12,0,0,0,0,0,0,0.0,,2,2022
Patrick Jones II,43974,ED,MIN,1,0,,,20.0,,,0,0,0,,18,61.2,62.5,74.8,52.5,66.5,69.9,0,,,0,0,0,0.0,0,2,10,0,0,0,0,0,0,0.0,,2,2022
Byron Murphy Jr.,44027,CB,ARZ,1,0,9.4,57.1,97.7,9.8,5.6,0,0,1,14.3,1,73.0,72.3,79.3,60.0,63.7,72.5,0,11.0,0.0,0,0,0,103.0,4,42,43,1,1,7,1,23,12,0.6,5.8,2,2022
Adetokunbo Ogundeji,44047,ED,ATL,1,0,2.5,100.0,33.3,2.5,2.5,0,0,0,0.0,2,47.9,42.5,0.0,67.9,50.0,75.8,0,8.0,0.0,0,0,1,97.9,2,5,15,1,2,2,0,15,10,3.0,7.5,2,2022
Julian Okwara,44152,ED,DET,1,0,1.0,50.0,25.0,7.0,3.5,0,0,0,0.0,11,46.9,62.3,78.6,62.1,71.3,27.1,0,9.0,66.7,2,0,0,62.5,1,7,28,0,1,2,0,9,5,1.3,9.0,2,2022
Justin Madubuike,44304,DI,BLT,1,0,,,7.7,,,0,0,0,,3,53.1,76.6,77.2,79.5,71.0,28.2,0,,100.0,1,0,0,0.0,0,2,26,0,0,0,0,0,0,0.0,,2,2022
Boogie Basham,44320,ED,BUF,1,0,,,7.7,,,0,0,0,,4,60.0,89.4,76.7,84.9,71.9,70.2,0,,,0,0,0,0.0,0,1,13,0,0,0,0,0,0,0.0,,2,2022
Kyzir White,44485,LB,PHI,1,2,1.7,50.0,84.6,10.3,5.2,0,0,1,16.7,24,60.6,56.5,74.4,51.8,54.6,58.3,0,15.0,25.0,1,1,0,59.0,3,33,39,0,1,6,0,22,14,0.7,7.3,2,2022
Brian Burns,44522,ED,CAR,1,0,5.5,100.0,38.5,7.5,7.5,0,0,0,0.0,5,65.0,66.8,81.9,57.5,71.4,48.6,0,15.0,33.3,1,0,0,93.8,2,15,39,2,2,2,0,13,2,0.9,6.5,2,2022
D.J. Wonnum,44550,ED,MIN,1,0,4.0,100.0,4.5,1.0,1.0,0,0,0,0.0,18,60.0,48.7,75.9,65.3,47.1,72.8,0,19.0,,0,0,0,118.8,1,1,22,1,0,1,0,19,15,19.0,19.0,2,2022
Raekwon Davis,44582,DI,MIA,1,0,,,6.7,,,0,0,0,,17,60.0,60.8,75.3,61.0,61.3,71.3,0,,,0,0,0,0.0,0,1,15,0,0,0,0,0,0,0.0,,2,2022
Jordan Fuller,45326,S,LA,1,0,2.0,100.0,100.0,7.7,7.7,0,0,0,0.0,26,62.7,66.9,73.2,,69.3,63.4,0,7.0,16.7,1,0,0,93.1,3,24,24,1,5,3,0,19,13,0.8,6.3,2,2022
Zech McPhearson,45464,CB,PHI,1,0,8.0,0.0,100.0,,11.0,0,0,1,100.0,24,82.3,81.7,72.1,,60.0,,0,,,0,1,0,39.6,0,11,11,0,0,1,0,0,0,0.0,,2,2022
Anthony Nelson,48405,ED,TB,1,1,,,7.7,,,0,0,0,,30,59.3,46.7,77.0,55.2,49.2,28.3,0,,0.0,0,0,0,0.0,0,1,13,0,0,0,0,0,0,0.0,,2,2022
Michael Danna,48415,ED,KC,1,0,,,8.7,,,0,0,0,,16,59.3,68.8,78.5,71.9,59.6,,0,,,0,0,0,0.0,0,2,23,0,0,0,0,0,0,0.0,,2,2022
James Smith-Williams,48455,ED,WAS,1,0,,,3.7,,,0,0,0,,32,60.0,51.5,79.5,59.7,41.6,69.9,0,,,0,0,0,0.0,0,1,27,1,0,0,0,0,0,0.0,,2,2022
Sam Hubbard,48457,ED,CIN,1,0,,,8.6,,,0,0,1,,7,82.6,75.1,80.5,55.1,61.1,73.1,0,,0.0,0,1,0,0.0,0,3,35,2,1,0,0,0,0,0.0,,2,2022
Justin Hollins,48498,ED,LA,1,0,,,5.9,,,0,0,0,,26,60.0,65.1,75.5,61.4,63.1,50.1,0,,100.0,1,0,0,0.0,0,1,17,1,0,0,0,0,0,0.0,,2,2022
Chase Winovich,48523,ED,CLV,1,0,9.0,100.0,4.8,1.0,1.0,0,0,0,0.0,8,60.0,42.4,78.8,47.6,65.6,69.6,0,12.0,,0,0,0,116.7,1,1,21,0,0,1,0,12,3,12.0,12.0,2,2022
Bradley Chubb,48526,ED,DEN,1,0,,,2.9,,,0,0,0,,10,60.0,61.9,77.1,63.7,53.7,,0,,,0,0,0,0.0,0,1,35,0,0,0,0,0,0,0.0,,2,2022
Oshane Ximines,48538,ED,NYG,1,1,-2.0,100.0,20.7,6.0,6.0,0,0,0,0.0,21,78.2,66.1,77.1,55.4,60.6,73.6,0,2.0,0.0,0,0,0,79.2,1,6,29,2,1,1,0,2,4,0.3,2.0,2,2022
Dorance Armstrong,48557,ED,DAL,1,0,,,14.8,,,0,0,0,,9,62.0,63.1,75.6,71.1,46.6,71.5,0,,,0,0,0,0.0,0,4,27,2,0,0,0,0,0,0.0,,2,2022
Malik Reed,48567,ED,PIT,1,0,,,11.5,,,0,0,0,,25,61.3,67.7,79.0,65.4,62.3,75.5,0,,,0,0,0,0.0,0,3,26,0,0,0,0,0,0,0.0,,2,2022
Vita Vea,48956,DI,TB,1,0,,,3.7,,,0,0,0,,30,60.0,59.0,76.9,65.8,53.4,68.9,0,,,0,0,0,0.0,0,1,27,0,0,0,0,0,0,0.0,,2,2022
Kendal Vickers,48993,DI,LV,1,1,,,4.7,,,0,0,0,,23,59.1,64.4,78.0,62.5,63.8,70.7,0,,0.0,0,0,0,0.0,0,2,43,0,0,0,0,0,0,0.0,,2,2022
Nick Scott,49012,S,LA,1,0,9.0,50.0,100.0,27.0,13.5,0,0,0,0.0,26,59.5,66.0,76.8,,74.8,77.4,0,10.0,0.0,0,0,0,64.6,1,30,30,0,1,2,0,10,2,0.4,10.0,2,2022
Justin Reid,49048,S,KC,1,1,9.8,50.0,98.1,25.0,12.5,0,0,1,25.0,16,62.0,65.6,78.0,59.1,70.1,47.9,0,7.0,25.0,1,1,0,96.9,2,51,52,0,2,4,1,13,7,0.3,6.5,2,2022
Tre Flowers,49059,CB,CIN,1,0,1.0,50.0,100.0,10.0,5.0,1,0,0,0.0,7,34.6,34.7,69.4,,,71.7,0,3.0,0.0,0,0,1,56.3,1,10,10,1,1,2,0,3,1,0.3,3.0,2,2022
Jalen Thompson,49116,S,ARZ,1,1,13.0,0.0,100.0,,13.3,0,1,1,33.3,1,60.3,65.4,75.1,,72.0,84.5,0,,0.0,0,1,1,39.6,0,43,43,0,3,3,0,0,0,0.0,,2,2022
Myles Hartsfield,49159,S,CAR,1,1,-1.3,33.3,97.3,33.0,11.0,0,0,0,0.0,5,64.8,66.7,76.6,60.0,67.4,77.3,0,9.0,0.0,0,0,0,42.4,1,36,37,0,0,3,0,9,12,0.3,9.0,2,2022
Jessie Bates III,49162,S,CIN,1,0,10.3,100.0,100.0,11.3,11.3,0,0,0,0.0,7,49.4,48.2,76.1,,58.2,79.3,0,17.0,0.0,0,0,0,152.1,3,36,36,0,2,3,1,33,9,1.0,11.0,2,2022
Ezekiel Turner,49167,LB,ARZ,1,0,8.0,100.0,100.0,1.0,1.0,0,0,0,0.0,1,54.1,44.2,64.5,,,,0,3.0,,0,0,0,118.8,1,1,1,0,0,1,1,3,0,3.0,3.0,2,2022
Jordan Whitehead,49196,S,NYJ,1,1,10.5,100.0,100.0,16.0,16.0,0,0,0,0.0,22,53.9,35.5,75.4,,29.1,27.8,0,30.0,25.0,1,0,0,118.8,2,33,33,0,2,2,0,37,16,1.2,18.5,2,2022
Ronnie Harrison,49206,S,CLV,1,0,8.0,0.0,76.9,,9.0,0,0,0,0.0,8,45.6,47.2,71.8,57.3,60.2,73.0,0,,,0,0,0,39.6,0,10,13,0,0,1,0,0,0,0.0,,2,2022
Rashad Fenton,49329,CB,KC,1,1,16.3,75.0,98.0,16.3,12.3,2,0,0,0.0,16,50.7,53.6,77.9,58.8,67.0,64.4,0,39.0,14.3,1,0,3,116.7,3,50,51,0,5,4,0,68,5,1.4,22.7,2,2022
Carlton Davis,49335,CB,TB,1,0,14.6,71.4,95.9,4.5,3.2,0,0,1,7.1,30,46.0,44.5,77.0,54.6,46.6,61.6,0,51.0,0.0,0,1,1,127.7,10,47,49,1,7,14,1,142,26,3.2,14.2,2,2022
Kindle Vildor,49346,CB,CHI,1,0,-0.5,50.0,100.0,24.0,12.0,0,0,0,0.0,6,50.7,49.2,0.0,,68.8,75.1,0,7.0,,0,0,2,58.3,1,25,25,0,0,2,0,7,9,0.3,7.0,2,2022
Chandon Sullivan,49349,CB,MIN,1,0,3.7,100.0,95.3,6.0,6.0,0,0,0,0.0,18,60.2,63.0,75.9,58.0,69.5,84.7,0,19.0,0.0,0,0,0,111.1,6,41,43,2,2,6,0,64,42,1.8,10.7,2,2022
Jaire Alexander,49350,CB,GB,1,0,18.5,50.0,100.0,17.0,8.5,0,0,0,0.0,12,86.2,78.9,76.1,,58.6,37.9,1,30.0,,0,0,0,56.3,1,17,17,0,0,2,0,30,14,1.8,30.0,2,2022
Ugo Amadi,49352,CB,TEN,1,0,-1.5,50.0,91.7,10.0,5.0,0,0,0,0.0,31,62.2,56.2,71.4,60.0,50.0,22.8,0,6.0,100.0,1,0,0,56.3,1,11,12,0,0,2,0,6,6,0.6,6.0,2,2022
Chauncey Gardner-Johnson,49371,S,PHI,1,1,16.3,66.7,96.2,24.0,16.0,0,0,0,0.0,24,44.4,44.2,80.2,57.1,66.5,56.0,0,15.0,25.0,1,0,0,120.8,2,50,52,0,2,3,1,17,2,0.4,8.5,2,2022
Donte Jackson,49377,CB,CAR,1,0,15.7,33.3,100.0,27.0,9.0,0,0,0,0.0,5,73.9,73.5,76.5,,62.1,75.4,0,2.0,0.0,0,0,0,42.4,1,28,28,2,2,3,0,2,4,0.1,2.0,2,2022
Donovan Wilson,49408,S,DAL,1,1,5.8,75.0,93.5,14.0,10.5,0,0,1,25.0,9,69.4,58.8,0.0,57.4,44.9,47.1,0,6.0,0.0,0,1,1,77.1,3,43,46,2,3,4,0,11,9,0.3,3.7,2,2022
Julian Blackmon,49434,S,IND,1,1,,,100.0,,,0,1,1,,14,75.1,74.6,79.3,,56.2,77.5,0,,0.0,0,1,0,0.0,0,27,27,0,0,0,0,0,0,0.0,,2,2022
Keion Crossen,49454,CB,MIA,1,0,19.0,66.7,100.0,7.0,4.7,0,0,0,0.0,17,39.5,41.6,74.2,,60.0,72.5,0,34.0,0.0,0,0,0,109.7,2,15,15,0,1,3,0,59,21,4.2,29.5,2,2022
Taron Johnson,49511,CB,BUF,1,0,9.8,75.0,96.0,7.3,5.5,0,0,0,0.0,4,74.5,67.4,74.8,59.1,45.3,79.5,0,12.0,0.0,0,0,0,87.5,3,24,25,1,2,4,0,22,8,1.0,7.3,2,2022
Denzel Ward,49558,CB,CLV,1,0,20.7,100.0,97.8,14.3,14.3,0,0,0,0.0,8,43.7,40.4,77.4,58.5,33.5,25.9,0,66.0,50.0,1,0,0,158.3,3,45,46,0,1,3,1,96,34,2.2,32.0,2,2022
Ashtyn Davis,49560,S,NYJ,1,0,,,100.0,,,0,0,0,,22,60.0,60.0,62.9,,,,1,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,,2,2022
Rock Ya-Sin,49564,CB,LV,1,0,10.6,20.0,100.0,52.0,10.4,0,0,2,40.0,23,63.2,64.1,78.4,,64.9,72.5,0,10.0,0.0,0,2,1,39.6,1,60,60,0,1,5,0,10,6,0.2,10.0,2,2022
Cole Holcomb,49753,LB,WAS,1,1,4.6,60.0,94.6,11.7,7.0,0,0,0,0.0,32,54.8,56.9,75.2,55.0,62.5,81.0,0,13.0,0.0,0,0,0,78.8,3,35,37,0,2,5,0,32,18,0.9,10.7,2,2022
Quincy Williams,49779,LB,NYJ,1,1,2.6,100.0,100.0,6.2,6.2,0,0,0,0.0,22,29.7,29.2,74.1,,41.5,62.5,0,16.0,25.0,1,0,1,107.5,5,32,32,0,2,5,0,49,36,1.6,9.8,2,2022
Azeez Al-Shaair,49792,LB,SF,1,1,,,100.0,,,0,0,0,,28,66.7,68.2,67.8,,63.7,76.6,0,,0.0,0,0,0,0.0,0,11,11,0,0,0,0,0,0,0.0,,2,2022
Zaire Franklin,49834,LB,IND,1,0,4.5,100.0,90.9,7.0,7.0,1,0,0,0.0,14,60.8,55.7,0.0,53.3,61.2,62.1,0,13.0,0.0,0,0,1,97.9,4,30,33,2,3,4,0,30,12,1.1,7.5,2,2022
Sebastian Joseph-Day,49935,DI,LAC,1,0,,,3.8,,,0,0,0,,27,63.6,49.0,76.7,50.1,44.1,71.3,0,,0.0,0,0,0,0.0,0,1,26,1,1,0,0,0,0,0.0,,2,2022
Broderick Washington Jr.,50049,DI,BLT,1,0,,,3.7,,,0,0,0,,3,59.5,64.4,76.7,68.8,57.8,25.4,0,,,0,0,0,0.0,0,1,27,0,0,0,0,0,0,0.0,,2,2022
Uchenna Nwosu,50084,ED,SEA,1,0,,,8.7,,,0,0,0,,29,63.2,67.6,1.3,72.0,65.2,40.9,0,,50.0,1,0,1,0.0,0,2,23,0,1,0,0,0,0,0.0,,2,2022
Josh Sweat,50120,ED,PHI,1,0,,,6.7,,,0,0,0,,24,70.4,78.1,0.0,70.5,75.3,72.6,0,,50.0,1,0,1,0.0,0,2,30,2,1,0,0,0,0,0.0,,2,2022
Lorenzo Carter,50126,ED,ATL,1,0,8.3,100.0,15.6,1.7,1.7,0,0,0,0.0,2,27.2,56.4,80.1,67.1,74.1,72.8,0,17.0,,0,0,0,111.1,3,5,32,0,0,3,0,32,7,6.4,10.7,2,2022
Jacob Martin,50152,ED,NYJ,1,1,,,13.3,,,0,0,0,,22,62.5,43.6,77.7,34.5,61.3,26.9,0,,66.7,2,0,0,0.0,0,2,15,0,0,0,0,0,0,0.0,,2,2022
Olasunkanmi Adeniyi,50154,ED,TEN,1,0,,,9.1,,,0,0,0,,31,61.0,48.2,0.0,48.4,68.4,28.6,0,,,0,0,1,0.0,0,2,22,0,0,0,0,0,0,0.0,,2,2022
Rashaan Evans,50213,LB,ATL,1,2,7.0,100.0,90.9,30.0,30.0,0,0,0,0.0,2,60.2,70.7,75.3,71.0,72.1,51.8,0,19.0,25.0,1,0,0,118.8,1,30,33,0,1,1,0,19,12,0.6,19.0,2,2022
Josh Allen,50235,ED,JAX,1,0,,,18.2,,,0,0,0,,15,64.8,91.4,77.9,90.4,78.7,73.9,0,,,0,0,0,0.0,0,6,33,2,0,0,0,0,0,0.0,,2,2022
Marquis Haynes,50244,ED,CAR,1,0,,,22.2,,,0,0,0,,5,68.1,76.5,78.0,65.2,71.4,78.9,0,,0.0,0,0,0,0.0,0,4,18,1,3,0,0,0,0,0.0,,2,2022
Christian Wilkins,50293,DI,MIA,1,0,,,9.1,,,0,0,0,,17,58.6,67.6,77.5,50.8,76.4,73.9,0,,0.0,0,0,0,0.0,0,2,22,0,1,0,0,0,0,0.0,,2,2022
Nik Needham,50356,CB,MIA,1,0,16.0,100.0,100.0,14.0,14.0,1,0,0,0.0,17,38.2,42.4,72.6,,65.8,74.4,0,12.0,0.0,0,0,1,156.3,1,15,15,0,1,1,1,12,0,0.9,12.0,2,2022
Tre Herndon,50380,CB,JAX,1,0,,,100.0,,,0,0,0,,15,60.0,60.2,63.3,,,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,,2,2022
A.J. Green,50394,CB,CLV,1,0,6.0,100.0,100.0,2.0,2.0,0,0,0,0.0,8,26.8,34.6,88.0,,,68.9,0,17.0,0.0,0,0,0,118.8,1,2,2,0,1,1,0,17,11,8.5,17.0,2,2022
Jeremy Reaves,50406,S,WAS,1,0,,,100.0,,,0,0,0,,32,60.0,62.2,68.0,,60.0,,0,,,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0.0,,2,2022
Juan Thornhill,50426,S,KC,1,0,,,100.0,,,0,0,0,,16,62.7,66.8,79.4,,70.3,84.4,0,,0.0,0,0,0,0.0,0,50,50,0,3,0,0,0,0,0.0,,2,2022
Emmanuel Moseley,50430,CB,SF,1,0,7.3,75.0,100.0,11.0,8.3,0,0,1,25.0,28,65.7,66.1,78.0,,62.8,76.9,0,12.0,0.0,0,1,1,90.6,3,35,35,2,3,4,0,25,3,0.8,8.3,2,2022
Michael Jackson,50437,CB,SEA,1,0,4.0,100.0,100.0,25.0,25.0,0,0,0,0.0,29,45.2,54.4,78.3,,78.9,53.8,0,8.0,33.3,1,0,2,100.0,1,29,29,0,2,1,0,8,4,0.3,8.0,2,2022
Jace Whittaker,50465,CB,ARZ,1,2,0.9,85.7,97.1,5.2,4.4,0,0,1,14.3,1,57.7,53.9,76.4,60.0,41.2,31.4,0,9.0,25.0,1,1,0,88.7,6,33,34,1,1,7,0,37,34,1.2,6.2,2,2022
Mike Ford,50535,CB,ATL,1,0,20.5,0.0,83.3,,2.5,0,0,0,0.0,2,78.1,71.9,69.2,56.3,60.1,,0,,,0,0,0,39.6,0,5,6,0,0,2,0,0,0,0.0,,2,2022
Avonte Maddox,50543,CB,PHI,1,0,5.5,83.3,97.7,8.2,6.8,0,0,0,0.0,24,85.7,81.8,75.8,56.8,54.0,82.4,1,11.0,0.0,0,0,0,57.6,5,43,44,1,5,6,0,44,18,1.1,8.8,2,2022
Brandon Facyson,50564,CB,IND,1,0,11.0,75.0,100.0,9.3,7.0,0,0,1,25.0,14,72.5,72.2,77.0,,63.5,77.9,0,26.0,0.0,0,1,0,106.3,3,29,29,1,4,4,0,40,6,1.4,13.3,2,2022
Austin Calitro,50640,LB,NYG,1,0,13.0,100.0,100.0,1.0,1.0,0,0,0,0.0,21,45.2,47.4,68.3,,66.1,76.0,0,13.0,0.0,0,0,0,118.8,1,2,2,0,1,1,0,13,0,13.0,13.0,2,2022
Cody Barton,50727,LB,SEA,1,1,8.3,100.0,89.7,7.3,7.3,0,0,0,0.0,29,58.1,60.7,75.8,53.6,63.4,82.1,0,38.0,0.0,0,0,0,158.3,3,26,29,2,3,3,1,57,32,2.6,19.0,2,2022
Jordyn Brooks,50851,LB,SEA,1,1,3.5,50.0,93.1,24.0,12.0,0,0,0,0.0,29,33.9,51.3,73.9,56.3,70.3,68.0,0,15.0,25.0,1,0,0,75.0,1,27,29,0,2,2,0,15,12,0.6,15.0,2,2022
Roquan Smith,50892,LB,CHI,1,0,5.0,100.0,100.0,29.0,29.0,0,0,0,0.0,6,29.5,36.0,78.3,,57.1,57.9,0,9.0,0.0,0,0,1,104.2,1,30,30,0,1,1,0,9,4,0.3,9.0,2,2022
Tremaine Edmunds,50905,LB,BUF,1,0,4.5,50.0,88.9,22.0,11.0,0,0,1,50.0,4,68.8,66.4,75.2,68.9,53.4,76.1,0,5.0,,0,1,0,56.3,1,24,27,1,0,2,0,5,7,0.2,5.0,2,2022
Robert Spillane,50918,LB,PIT,1,0,11.3,75.0,82.4,4.3,3.3,0,0,0,0.0,25,48.1,45.3,71.6,66.6,48.6,78.1,0,11.0,0.0,0,0,0,91.7,3,14,17,1,3,4,0,26,13,2.0,8.7,2,2022
Leighton Vander Esch,50950,LB,DAL,1,1,-1.0,100.0,92.3,11.7,11.7,0,0,0,0.0,9,62.2,75.0,77.4,66.6,79.9,79.2,0,11.0,0.0,0,0,0,91.7,3,36,39,2,2,3,0,18,21,0.5,6.0,2,2022
Bobby Okereke,50954,LB,IND,1,0,8.2,80.0,90.3,6.8,5.4,0,0,0,0.0,14,65.2,79.1,75.5,53.8,82.9,83.0,0,12.0,0.0,0,0,0,89.2,4,28,31,2,4,5,0,27,27,1.0,6.8,2,2022
Ja'Whaun Bentley,50966,LB,NE,1,1,-2.0,100.0,90.5,19.0,19.0,0,0,0,0.0,19,75.6,79.8,73.7,55.5,73.1,78.8,0,4.0,0.0,0,0,0,83.3,1,19,21,0,1,1,0,4,6,0.2,4.0,2,2022
Frankie Luvu,51028,LB,CAR,1,0,4.2,80.0,88.9,9.3,7.4,0,1,1,20.0,5,69.9,80.0,78.2,85.2,71.4,69.9,0,16.0,0.0,0,1,0,136.3,4,40,45,4,4,5,1,36,26,1.0,9.0,2,2022
Tyrel Dodson,51045,LB,BUF,1,0,,,100.0,,,0,0,0,,4,63.2,66.1,70.0,,62.1,29.9,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,,2,2022
Jahlani Tavai,51055,LB,NE,1,0,-1.0,100.0,77.8,3.5,3.5,0,0,0,0.0,19,62.1,77.1,69.3,72.1,71.0,79.0,0,14.0,0.0,0,0,0,102.1,2,7,9,2,1,2,0,17,19,2.4,8.5,2,2022
Julian Love,51081,S,NYG,1,0,12.5,100.0,82.5,14.5,14.5,0,0,0,0.0,21,45.0,50.9,75.3,72.9,58.5,79.4,0,19.0,0.0,0,0,1,118.8,2,33,40,3,4,2,0,35,10,1.2,17.5,2,2022
Ben Niemann,51099,LB,ARZ,1,0,3.0,0.0,100.0,,5.0,0,0,0,0.0,1,63.9,53.7,70.0,,51.2,74.9,0,,,0,0,0,39.6,0,5,5,0,0,1,0,0,0,0.0,,2,2022
Taylor Rapp,51172,S,LA,1,0,-3.0,100.0,96.6,25.0,25.0,0,0,0,0.0,26,57.1,60.0,77.8,60.0,65.3,79.2,0,7.0,0.0,0,0,0,95.8,1,28,29,0,1,1,0,7,10,0.3,7.0,2,2022
P.J. Locke,51189,S,DEN,1,0,9.0,50.0,92.3,11.0,5.5,0,0,0,0.0,10,72.5,67.2,0.0,65.3,60.0,71.4,0,4.0,0.0,0,0,1,56.3,1,12,13,1,1,2,0,4,5,0.4,4.0,2,2022
Joshua Kalu,51203,S,TEN,1,0,2.0,100.0,92.3,12.0,12.0,0,0,0,0.0,31,54.7,65.4,71.3,60.0,75.5,76.0,0,9.0,,0,0,0,104.2,1,12,13,0,0,1,0,9,7,0.8,9.0,2,2022
Minkah Fitzpatrick,51206,S,PIT,1,1,2.0,0.0,100.0,,38.0,0,0,0,0.0,25,75.9,79.7,76.0,,66.2,82.9,1,,0.0,0,0,0,0.0,0,40,40,0,1,1,0,0,0,0.0,,2,2022
Fred Warner,51222,LB,SF,1,3,7.8,100.0,97.1,8.0,8.0,0,0,0,0.0,28,69.4,66.6,75.0,58.9,54.3,81.0,0,27.0,0.0,0,0,0,118.8,4,34,35,0,1,4,0,53,22,1.7,13.3,2,2022
Tracy Walker,51266,S,DET,1,2,10.0,50.0,94.5,50.0,25.0,0,1,0,0.0,11,72.7,71.2,77.1,55.8,50.3,54.7,0,13.0,0.0,0,0,0,70.8,1,52,55,1,2,2,0,13,11,0.3,13.0,2,2022
Drue Tranquill,51276,LB,LAC,1,0,2.3,100.0,90.9,7.0,7.0,0,0,0,0.0,27,29.9,40.4,74.5,38.2,80.6,28.1,0,13.0,66.7,4,0,0,141.7,4,30,33,1,2,4,1,34,25,1.2,8.5,2,2022
Mike Edwards,51282,S,TB,1,1,17.2,20.0,91.8,43.0,8.6,0,0,0,0.0,30,91.8,93.2,77.2,65.9,69.8,78.3,1,10.0,0.0,0,0,0,0.0,1,45,49,1,1,5,0,10,4,0.2,10.0,2,2022
Terrell Edmunds,51334,S,PIT,1,0,11.0,0.0,95.0,,18.0,0,0,1,50.0,25,82.0,86.5,78.3,58.0,68.8,79.2,0,,0.0,0,1,0,39.6,0,38,40,0,2,2,0,0,0,0.0,,2,2022
Will Harris,51336,CB,DET,1,1,20.5,50.0,100.0,17.7,8.8,0,0,0,0.0,11,73.2,76.5,79.0,,78.5,81.7,1,40.0,0.0,0,0,0,75.0,3,55,55,2,6,6,1,45,3,0.8,15.0,2,2022
Derwin James,51368,S,LAC,1,1,6.2,66.7,97.4,8.8,5.8,0,0,0,0.0,27,66.3,69.9,0.0,66.0,77.2,64.6,0,18.0,14.3,1,0,1,71.5,4,38,39,2,5,6,0,20,10,0.6,5.0,2,2022
Amani Hooker,51378,S,TEN,1,0,13.3,25.0,93.3,39.0,9.8,0,0,1,25.0,31,66.5,70.6,77.0,57.1,69.2,78.0,0,28.0,,0,1,0,56.3,1,42,45,0,0,4,0,28,-1,0.7,28.0,2,2022
Marcus Epps,51391,S,PHI,1,0,8.0,60.0,100.0,16.7,10.0,0,0,0,0.0,24,62.9,64.9,74.9,,63.3,47.4,0,19.0,28.6,2,0,0,88.8,3,52,52,0,5,5,0,44,16,0.9,14.7,2,2022
Roderic Teamer,51405,S,LV,1,1,1.0,33.3,100.0,12.0,4.0,0,0,0,0.0,23,48.8,45.7,76.9,,57.4,77.2,0,10.0,0.0,0,0,1,43.8,1,15,15,0,0,3,0,10,12,0.8,10.0,2,2022
Jaylinn Hawkins,51423,S,ATL,1,0,2.0,100.0,100.0,23.0,23.0,0,0,0,0.0,2,52.1,50.0,73.6,,56.3,23.9,0,15.0,100.0,2,0,0,118.8,1,23,23,0,0,1,0,15,13,0.7,15.0,2,2022
Jaquan Johnson,51433,S,BUF,1,0,,,100.0,,,0,0,0,,4,63.2,68.1,73.3,,66.3,78.1,0,,,0,0,0,0.0,0,8,8,0,0,0,0,0,0,0.0,,2,2022
Kaden Elliss,51485,LB,NO,1,0,14.0,0.0,64.3,,4.0,0,0,1,50.0,20,90.5,77.1,76.3,51.4,54.2,28.0,0,,0.0,0,1,0,39.6,0,9,14,1,1,2,0,0,0,0.0,,2,2022
J.T. Gray,51495,S,NO,1,0,,,100.0,,,0,0,0,,20,61.1,61.6,68.1,,,,0,,,0,0,0,0.0,0,2,2,0,0,0,0,0,0,0.0,,2,2022
Dre Greenlaw,51503,LB,SF,1,0,1.3,100.0,94.3,4.4,4.4,0,0,0,0.0,28,77.8,70.3,74.9,56.7,49.5,59.3,0,12.0,0.0,0,0,0,88.1,7,33,35,4,7,7,0,36,27,1.2,5.1,2,2022
Kenny Moore II,51596,CB,IND,1,0,2.5,100.0,93.9,7.3,7.3,0,0,0,0.0,14,54.7,62.9,76.8,55.7,78.6,82.6,0,14.0,0.0,0,0,0,150.0,4,31,33,0,3,4,1,42,32,1.4,10.5,2,2022
Nicholas Morrow,51674,LB,CHI,1,0,7.5,100.0,100.0,14.5,14.5,1,0,0,0.0,6,51.0,61.7,76.4,,70.7,62.6,0,15.0,0.0,0,0,1,110.4,2,30,30,1,4,2,0,21,6,0.7,10.5,2,2022
