player,player_id,position,team_name,player_game_count,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,week,year
Daniel Bellinger,84041,TE,NYG,1,1.2,0,80.0,,0,0,0,0.0,0,2,21,0,72.1,67.0,76.5,70.0,78.6,77.8,21,0,20,7.4,2,27,0,4,85.2,23,14.8,4,100.0,5,0,7.4,2,40,37,9.3,10.0,1.74,3,2022
James Cook,83666,HB,BUF,1,0.6,1,80.0,,0,0,0,0.0,0,0,4,0,72.1,68.3,85.1,73.4,91.8,0.0,0,0,11,12.5,1,8,0,4,87.5,7,0.0,0,97.5,5,0,25.0,2,37,29,7.3,9.3,5.29,3,2022
Rex Burkhead,7971,HB,HST,1,0.2,0,80.0,,0,0,0,0.0,0,0,13,0,73.4,71.6,56.9,81.8,59.4,0.0,0,1,8,20.0,4,20,0,4,75.0,15,20.0,4,44.6,5,0,5.0,1,21,25,6.3,5.3,1.4,3,2022
Alec Pierce,78038,WR,IND,1,14.0,1,60.0,50.0,1,2,0,0.0,0,3,14,0,70.5,65.8,78.0,,76.7,0.0,0,0,30,0.0,0,21,0,3,95.2,20,0.0,0,102.9,5,0,100.0,21,61,8,2.7,20.3,3.05,3,2022
Richie James Jr.,28991,WR,NYG,1,8.2,0,80.0,50.0,1,2,0,20.0,1,2,21,0,42.1,72.5,62.8,65.7,60.9,2.2,1,0,16,2.2,1,45,0,4,88.9,40,86.7,39,96.7,5,0,11.1,5,36,9,2.3,9.0,0.9,3,2022
Javonte Williams,77803,HB,DEN,1,-2.4,0,60.0,0.0,0,1,0,25.0,1,0,10,0,36.8,76.1,52.0,,38.6,0.0,0,0,2,0.0,0,15,0,3,86.7,13,13.3,2,64.6,5,0,0.0,0,2,16,5.3,0.7,0.15,3,2022
Darnell Mooney,48236,WR,CHI,1,11.4,0,40.0,,0,0,0,33.3,1,1,6,0,29.9,64.0,54.6,,53.6,0.0,0,1,18,0.0,0,25,0,2,96.0,24,56.0,14,15.0,5,0,40.0,10,23,1,0.5,11.5,0.96,3,2022
Allen Robinson II,8696,WR,LA,1,7.2,0,40.0,,0,0,0,33.3,1,1,26,0,29.9,64.0,58.1,,52.1,0.0,0,0,15,0.0,0,25,0,2,100.0,25,44.0,11,54.6,5,0,56.0,14,23,9,4.5,11.5,0.92,3,2022
Irv Smith Jr.,42060,TE,MIN,1,5.8,0,40.0,0.0,0,1,0,0.0,0,2,18,0,68.3,64.0,69.7,71.6,72.7,65.5,19,0,17,10.3,3,29,0,2,86.2,25,13.8,4,62.1,5,0,20.7,6,32,18,9.0,16.0,1.28,3,2022
Chase Claypool,42312,WR,PIT,1,12.6,0,60.0,50.0,1,2,1,0.0,0,2,25,0,70.5,67.4,56.0,,60.6,0.0,0,0,20,0.0,0,36,1,3,91.7,33,83.3,30,81.3,5,0,16.7,6,35,-2,-0.7,11.7,1.06,3,2022
Scotty Miller,47481,WR,TB,1,8.8,0,20.0,0.0,0,3,0,0.0,0,0,30,0,64.7,61.2,47.3,,50.1,0.0,0,0,4,0.0,0,41,1,1,92.7,38,19.5,8,39.6,5,0,80.5,33,4,1,1.0,4.0,0.11,3,2022
Josh Jacobs,45953,HB,LV,1,1.2,1,100.0,,0,0,0,0.0,0,1,23,0,73.4,24.4,59.0,7.5,67.8,0.0,0,0,13,3.2,1,31,0,5,87.1,27,0.0,0,92.5,5,0,6.5,2,31,25,5.0,6.2,1.15,3,2022
Keelan Cole,51593,WR,LV,1,18.6,0,20.0,0.0,0,1,0,50.0,1,1,23,0,28.8,68.4,50.2,66.1,50.3,0.0,0,0,12,2.9,1,34,0,1,85.3,29,79.4,27,39.6,5,0,20.6,7,12,0,0.0,12.0,0.41,3,2022
Clyde Edwards-Helaire,57279,HB,KC,1,0.0,1,100.0,,0,0,0,0.0,0,1,16,0,73.4,72.8,72.0,74.6,85.8,0.0,0,0,16,10.5,2,19,0,5,89.5,17,0.0,0,99.2,5,0,15.8,3,39,39,7.8,7.8,2.29,3,2022
Tre'Quan Smith,48228,WR,NO,1,24.2,1,80.0,100.0,1,1,0,0.0,0,4,20,0,72.1,67.0,80.9,,80.7,0.0,0,0,48,0.0,0,26,0,4,92.3,24,80.8,21,118.8,5,0,19.2,5,105,27,6.8,26.3,4.38,3,2022
Andre Baccellia,47901,WR,ARZ,1,11.8,0,50.0,100.0,1,1,0,0.0,0,1,1,0,68.3,64.0,59.3,,59.0,0.0,0,0,10,0.0,0,22,0,2,100.0,22,4.5,1,57.3,4,0,95.5,21,13,4,2.0,6.5,0.59,3,2022
Jonathan Taylor,57488,HB,IND,1,0.5,1,75.0,,0,0,0,0.0,0,1,14,0,70.5,77.8,63.9,80.6,65.3,0.0,0,0,9,16.1,5,31,0,3,80.6,25,0.0,0,85.4,4,0,6.5,2,20,18,6.0,6.7,0.8,3,2022
Tyreek Hill,10799,WR,MIA,1,9.0,0,50.0,,0,0,1,0.0,0,2,17,0,70.5,65.8,67.9,,66.4,0.0,0,0,22,0.0,0,23,1,2,87.0,20,21.7,5,78.1,4,0,73.9,17,33,1,0.5,16.5,1.65,3,2022
Tyler Higbee,10744,TE,LA,1,-0.3,1,100.0,,0,0,0,0.0,0,2,26,0,72.1,68.7,63.8,74.1,67.9,64.0,16,0,26,8.0,2,25,0,4,92.0,23,4.0,1,118.8,4,0,32.0,8,61,62,15.5,15.3,2.65,3,2022
Dawson Knox,35883,TE,BUF,1,0.8,2,100.0,,0,0,0,0.0,0,1,4,0,72.1,67.0,51.3,53.1,53.0,33.3,17,0,8,13.7,7,51,0,4,84.3,43,39.2,20,92.7,4,0,15.7,8,25,22,5.5,6.3,0.58,3,2022
Christian McCaffrey,11763,HB,CAR,1,0.5,0,50.0,0.0,0,1,0,0.0,0,0,5,0,68.3,79.1,79.6,46.5,64.3,0.0,0,0,8,9.5,2,21,0,2,90.5,19,0.0,0,56.3,4,0,0.0,0,7,18,9.0,3.5,0.37,3,2022
Noah Fant,42388,TE,SEA,1,4.8,1,100.0,,0,0,0,0.0,0,1,29,0,72.1,67.0,65.2,72.5,58.9,34.6,9,0,16,11.5,3,26,0,4,88.5,23,42.3,11,94.8,4,0,19.2,5,27,8,2.0,6.8,1.17,3,2022
Corey Davis,11760,WR,NYJ,1,13.8,0,50.0,0.0,0,1,0,0.0,0,1,22,0,68.3,64.0,54.7,,56.9,0.0,0,0,22,0.0,0,50,1,2,98.0,49,14.0,7,71.9,4,0,86.0,43,27,1,0.5,13.5,0.55,3,2022
Bennett Skowronek,27948,WR,LA,1,7.5,0,100.0,,0,0,0,0.0,0,2,26,0,72.1,67.0,71.5,,68.4,0.0,0,0,32,0.0,0,21,0,4,100.0,21,47.6,10,118.8,4,0,42.9,9,66,36,9.0,16.5,3.14,3,2022
Breshad Perriman,9459,WR,TB,1,14.8,1,75.0,,0,0,0,0.0,0,1,30,1,70.5,13.9,54.3,,56.9,0.0,0,0,24,0.0,0,33,0,3,90.9,30,33.3,11,110.4,4,0,66.7,22,44,17,5.7,14.7,1.47,3,2022
Cole Beasley,7330,WR,TB,1,3.8,0,75.0,,0,0,0,25.0,1,1,30,0,36.2,65.8,58.4,,58.5,0.0,0,0,5,0.0,0,8,0,3,75.0,6,75.0,6,77.1,4,0,25.0,2,12,2,0.7,4.0,2.0,3,2022
Dallas Goedert,47272,TE,PHI,1,0.0,1,75.0,0.0,0,1,0,0.0,0,1,24,0,70.5,67.9,58.0,69.8,62.5,44.4,12,0,23,3.7,1,27,0,3,92.6,25,48.1,13,131.3,4,1,7.4,2,26,31,10.3,8.7,1.04,3,2022
Aaron Jones,11937,HB,GB,1,0.0,0,75.0,,0,0,0,0.0,0,0,12,1,70.5,23.2,55.5,80.6,40.0,8.0,2,0,8,12.0,3,25,0,3,88.0,22,8.0,2,77.1,4,0,8.0,2,11,10,3.3,3.7,0.5,3,2022
George Kittle,11901,TE,SF,1,4.0,0,100.0,,0,0,0,0.0,0,0,28,0,72.1,67.0,57.0,53.8,56.9,60.6,20,0,11,9.1,3,33,0,4,84.8,28,24.2,8,95.8,4,0,12.1,4,28,12,3.0,7.0,1.0,3,2022
Eno Benjamin,57136,HB,ARZ,1,-2.5,0,50.0,,0,0,0,33.3,1,0,1,0,29.9,70.9,52.0,77.9,39.8,0.0,0,0,6,18.8,3,16,0,2,81.3,13,18.8,3,56.3,4,0,6.3,1,7,18,9.0,3.5,0.54,3,2022
Nico Collins,61441,WR,HST,1,13.0,0,50.0,50.0,1,2,0,0.0,0,2,13,0,68.3,64.0,63.3,,62.6,0.0,0,0,22,0.0,0,27,0,2,92.6,25,3.7,1,86.5,4,0,96.3,26,41,17,8.5,20.5,1.64,3,2022
Jonnu Smith,11855,TE,NE,1,0.5,0,100.0,,0,0,0,0.0,0,1,19,0,72.1,67.0,71.2,72.4,76.7,66.7,12,0,8,11.1,2,18,0,4,83.3,15,16.7,3,92.7,4,0,11.1,2,25,23,5.8,6.3,1.67,3,2022
Robbie Anderson,11254,WR,CAR,1,17.0,0,25.0,0.0,0,1,0,0.0,0,1,5,0,64.7,61.2,51.4,,54.1,0.0,0,0,14,0.0,0,25,0,1,100.0,25,20.0,5,41.7,4,0,80.0,20,14,0,0.0,14.0,0.56,3,2022
Pharaoh Brown,12247,TE,HST,1,6.0,1,75.0,,0,0,0,0.0,0,1,13,0,70.5,65.8,59.0,75.2,61.1,64.0,16,0,30,24.0,6,25,0,3,72.0,18,28.0,7,96.9,4,0,0.0,0,31,25,8.3,10.3,1.72,3,2022
T.J. Hockenson,40912,TE,DET,1,3.3,0,75.0,50.0,1,2,0,0.0,0,1,11,0,70.5,65.8,50.7,18.0,55.7,40.5,15,0,7,13.5,5,37,0,3,83.8,31,43.2,16,122.9,4,1,16.2,6,18,4,1.3,6.0,0.58,3,2022
Foster Moreau,47043,TE,LV,1,9.3,1,75.0,100.0,1,1,0,0.0,0,3,23,0,70.5,65.8,78.3,75.8,83.6,38.1,8,0,22,19.0,4,21,0,3,76.2,16,42.9,9,110.4,4,0,19.0,4,44,9,3.0,14.7,2.75,3,2022
Saquon Barkley,45791,HB,NYG,1,-3.0,2,100.0,,0,0,0,0.0,0,0,21,0,45.8,76.1,61.2,45.7,54.8,8.3,4,0,21,18.8,9,48,0,4,72.9,35,4.2,2,113.5,4,0,0.0,0,45,57,14.3,11.3,1.29,3,2022
Pat Freiermuth,84085,TE,PIT,1,13.0,0,50.0,66.7,2,3,0,0.0,0,2,25,0,68.3,64.0,78.4,62.9,74.7,78.1,25,0,26,21.9,7,32,0,2,65.6,21,21.9,7,86.5,4,0,0.0,0,41,4,2.0,20.5,1.95,3,2022
Kareem Hunt,11841,HB,CLV,1,-1.0,2,75.0,,0,0,0,25.0,1,1,8,0,36.2,75.0,56.3,,56.1,17.6,3,0,11,0.0,0,17,0,3,100.0,17,23.5,4,79.2,4,0,11.8,2,14,24,8.0,4.7,0.82,3,2022
Marquise Goodwin,7859,WR,SEA,1,14.5,0,50.0,0.0,0,1,0,0.0,0,1,29,0,68.3,64.0,65.0,,64.4,0.0,0,0,23,0.0,0,22,0,2,100.0,22,63.6,14,76.0,4,0,36.4,8,31,6,3.0,15.5,1.41,3,2022
DeAndre Carter,9859,WR,LAC,1,7.8,0,75.0,,0,0,0,0.0,0,2,27,0,70.5,71.7,57.5,,58.1,0.0,0,0,17,0.0,0,37,0,3,91.9,34,94.6,35,96.9,4,0,5.4,2,31,15,5.0,10.3,0.91,3,2022
D'Andre Swift,57212,HB,DET,1,-1.3,0,75.0,0.0,0,1,0,25.0,1,1,11,0,36.2,72.7,52.1,78.1,46.3,0.0,0,0,11,8.3,2,24,0,3,91.7,22,8.3,2,80.2,4,0,12.5,3,15,22,7.3,5.0,0.68,3,2022
Rashod Bateman,84296,WR,BLT,1,22.3,0,50.0,,0,0,0,0.0,0,1,3,1,68.3,13.3,62.6,,62.1,0.0,0,1,35,0.0,0,27,0,2,100.0,27,14.8,4,56.3,4,0,85.2,23,59,23,11.5,29.5,2.19,3,2022
Jarvis Landry,8698,WR,NO,1,12.3,0,50.0,,0,0,0,0.0,0,1,20,0,68.3,70.9,60.9,,60.7,0.0,0,0,13,0.0,0,16,0,2,87.5,14,81.3,13,66.7,4,0,18.8,3,22,5,2.5,11.0,1.57,3,2022
Jordan Akins,47050,TE,HST,1,6.5,0,75.0,50.0,1,2,0,0.0,0,2,13,0,70.5,65.8,75.3,69.0,73.8,33.3,5,0,25,6.7,1,15,0,3,86.7,13,53.3,8,136.5,4,1,13.3,2,31,18,6.0,10.3,2.38,3,2022
David Sills,34579,WR,NYG,1,12.0,0,50.0,100.0,1,1,0,0.0,0,2,21,0,68.3,64.0,59.4,,60.6,0.0,0,1,14,0.0,0,31,1,2,90.3,28,6.5,2,25.0,4,0,93.5,29,20,0,0.0,10.0,0.71,3,2022
Jelani Woods,60509,TE,IND,1,11.3,0,66.7,100.0,1,1,0,0.0,0,2,14,0,68.3,64.0,75.6,,74.9,41.7,5,0,12,0.0,0,12,0,2,91.7,11,33.3,4,115.3,3,2,25.0,3,13,0,0.0,6.5,1.18,3,2022
Nick Westbrook-Ikhine,47861,WR,TEN,1,12.0,1,100.0,,0,0,0,0.0,0,3,31,0,70.5,65.8,78.7,38.3,75.0,0.0,0,0,15,5.0,1,20,0,3,90.0,18,50.0,10,118.8,3,0,50.0,10,40,4,1.3,13.3,2.22,3,2022
Kenneth Walker III,97199,HB,SEA,1,-2.3,1,100.0,,0,0,0,0.0,0,0,29,0,70.5,69.7,66.8,,63.1,0.0,0,0,6,0.0,0,4,0,3,100.0,4,25.0,1,86.1,3,0,25.0,1,14,21,7.0,4.7,3.5,3,2022
Jeff Wilson Jr.,29413,HB,SF,1,2.3,0,100.0,,0,0,0,0.0,0,0,28,1,70.5,24.1,49.3,26.1,29.7,0.0,0,0,16,13.0,3,23,0,3,82.6,19,17.4,4,109.7,3,0,13.0,3,31,24,8.0,10.3,1.63,3,2022
Will Dissly,30762,TE,SEA,1,9.3,0,100.0,,0,0,0,0.0,0,2,29,0,70.5,65.8,69.9,75.2,69.0,62.5,15,0,18,16.7,4,24,0,3,79.2,19,29.2,7,153.5,3,1,8.3,2,34,6,2.0,11.3,1.79,3,2022
Evan Engram,11778,TE,JAX,1,8.0,1,33.3,0.0,0,1,0,0.0,0,1,15,0,68.3,66.2,58.5,62.3,56.0,17.6,6,0,9,2.9,1,34,0,1,94.1,32,55.9,19,42.4,3,0,20.6,7,9,6,6.0,9.0,0.28,3,2022
Jalen Guyton,34164,WR,LAC,1,29.0,0,66.7,50.0,1,2,0,0.0,0,2,27,0,68.3,64.0,72.9,,72.3,0.0,0,0,54,0.0,0,13,0,2,100.0,13,15.4,2,109.7,3,0,84.6,11,64,8,4.0,32.0,4.92,3,2022
Nelson Agholor,9453,WR,NE,1,22.7,0,66.7,,0,0,0,0.0,0,1,19,1,68.3,13.3,56.8,,56.5,0.0,0,0,28,0.0,0,31,0,2,93.5,29,35.5,11,109.7,3,0,64.5,20,41,14,7.0,20.5,1.41,3,2022
Damien Harris,35134,HB,NE,1,-1.0,1,66.7,0.0,0,1,0,0.0,0,0,19,0,68.3,74.4,66.0,77.3,65.0,0.0,0,0,9,14.3,2,14,0,2,78.6,11,7.1,1,70.1,3,0,0.0,0,5,9,4.5,2.5,0.45,3,2022
C.J. Ham,11347,FB,MIN,1,3.3,2,66.7,,0,0,0,0.0,0,1,18,0,68.3,64.0,65.9,65.8,79.7,12.5,1,0,12,12.5,1,8,0,2,62.5,5,0.0,0,78.5,3,0,0.0,0,15,15,7.5,7.5,3.0,3,2022
Travis Etienne,57185,HB,JAX,1,-4.0,1,100.0,,0,0,0,0.0,0,2,15,0,70.5,75.4,77.8,23.8,85.0,0.0,0,0,16,17.6,3,17,0,3,82.4,14,5.9,1,108.3,3,0,5.9,1,30,42,14.0,10.0,2.14,3,2022
Reggie Gilliam,40951,FB,BUF,1,11.0,0,66.7,,0,0,0,0.0,0,1,4,0,68.3,64.0,77.8,72.0,82.2,35.7,5,0,14,14.3,2,14,0,2,85.7,12,28.6,4,88.2,3,0,7.1,1,22,7,3.5,11.0,1.83,3,2022
Jamison Crowder,9538,WR,BUF,1,16.0,0,33.3,0.0,0,1,0,0.0,0,0,4,0,64.7,71.5,46.9,,49.9,0.0,0,0,9,0.0,0,36,0,1,97.2,35,86.1,31,42.4,3,0,13.9,5,9,5,5.0,9.0,0.26,3,2022
Logan Thomas,8755,TE,WAS,1,3.3,0,66.7,0.0,0,1,0,0.0,0,1,32,0,68.3,64.0,51.6,70.5,55.0,15.8,6,0,5,5.3,2,38,0,2,94.7,36,73.7,28,70.1,3,0,10.5,4,5,3,1.5,2.5,0.14,3,2022
Jauan Jennings,48027,WR,SF,1,8.0,0,33.3,50.0,1,2,0,0.0,0,1,28,0,64.7,61.2,46.4,,55.2,0.0,0,0,5,0.0,0,19,1,1,89.5,17,52.6,10,42.4,3,0,47.4,9,5,-1,-1.0,5.0,0.29,3,2022
Ian Thomas,42130,TE,CAR,1,0.7,1,66.7,0.0,0,1,0,0.0,0,0,5,0,68.3,64.0,50.6,76.1,56.0,100.0,16,0,9,31.3,5,16,0,2,68.8,11,0.0,0,75.7,3,0,0.0,0,13,15,7.5,6.5,1.18,3,2022
A.J. Dillon,57165,HB,GB,1,-1.3,0,66.7,,0,0,0,33.3,1,0,12,0,30.0,74.8,54.1,76.5,37.5,6.3,1,0,7,12.5,2,16,0,2,87.5,14,6.3,1,70.1,3,0,0.0,0,6,7,3.5,3.0,0.43,3,2022
Brandon Powell,48036,WR,LA,1,-3.0,0,100.0,,0,0,0,0.0,0,1,26,0,70.5,72.4,87.1,,82.1,0.0,0,0,16,0.0,0,5,0,3,100.0,5,20.0,1,104.2,3,0,80.0,4,27,36,12.0,9.0,5.4,3,2022
Chris Moore,10741,WR,HST,1,8.7,1,100.0,,0,0,0,0.0,0,1,13,0,70.5,65.8,63.7,,63.7,4.8,1,0,52,0.0,0,21,0,3,90.5,19,90.5,19,118.8,3,0,4.8,1,63,37,12.3,21.0,3.32,3,2022
Jake Ferguson,61081,TE,DAL,1,2.3,0,66.7,,0,0,0,0.0,0,0,9,0,68.3,64.0,57.6,78.4,51.4,77.3,17,0,8,36.4,8,22,0,2,63.6,14,18.2,4,75.7,3,0,4.5,1,13,8,4.0,6.5,0.93,3,2022
Geoff Swaim,9679,TE,TEN,1,4.3,0,100.0,,0,0,0,0.0,0,2,31,0,70.5,65.8,72.4,62.2,82.3,82.4,14,0,13,29.4,5,17,0,3,70.6,12,11.8,2,132.6,3,1,0.0,0,19,6,2.0,6.3,1.58,3,2022
Cole Kmet,60995,TE,CHI,1,15.3,0,66.7,,0,0,0,0.0,0,2,6,0,68.3,64.0,60.7,51.0,68.5,45.8,11,1,24,12.5,3,24,1,2,83.3,20,41.7,10,70.1,3,0,12.5,3,40,14,7.0,20.0,2.0,3,2022
Durham Smythe,47257,TE,MIA,1,2.3,0,100.0,,0,0,0,0.0,0,1,17,0,70.5,65.8,61.7,73.1,68.3,62.5,10,0,13,25.0,4,16,0,3,62.5,10,31.3,5,98.6,3,0,0.0,0,23,16,5.3,7.7,2.3,3,2022
Kenny Golladay,11851,WR,NYG,1,8.7,0,0.0,0.0,0,2,0,100.0,1,0,21,0,28.8,61.2,53.8,,54.0,0.0,0,0,0,0.0,0,21,0,0,90.5,19,0.0,0,39.6,3,0,100.0,21,0,0,,,0.0,3,2022
Peyton Hendershot,60915,TE,DAL,1,5.7,0,100.0,,0,0,0,0.0,0,2,9,0,70.5,65.8,54.9,35.5,72.0,65.0,13,0,29,25.0,5,20,2,3,75.0,15,30.0,6,118.8,3,0,5.0,1,43,26,8.7,14.3,2.87,3,2022
Zach Pascal,12303,WR,PHI,1,1.0,1,100.0,,0,0,0,0.0,0,2,24,0,70.5,67.4,64.8,48.8,71.2,25.0,4,0,13,6.3,1,16,0,3,93.8,15,50.0,8,91.7,3,0,25.0,4,18,15,5.0,6.0,1.2,3,2022
James Robinson,22425,HB,JAX,1,-3.3,0,100.0,,0,0,0,0.0,0,1,15,0,70.5,76.7,66.1,77.1,58.7,0.0,0,0,7,8.3,2,24,0,3,87.5,21,16.7,4,88.9,3,0,8.3,2,16,26,8.7,5.3,0.76,3,2022
Najee Harris,57121,HB,PIT,1,-1.3,0,100.0,,0,0,0,0.0,0,1,25,1,70.5,76.1,66.1,47.2,63.7,20.7,6,0,9,44.8,13,29,0,3,51.7,15,0.0,0,79.2,3,0,0.0,0,5,9,3.0,1.7,0.33,3,2022
Ben Ellefson,27766,TE,MIN,1,7.0,0,100.0,,0,0,0,0.0,0,2,18,0,68.3,64.0,93.1,72.6,92.1,100.0,8,0,12,50.0,4,8,0,2,37.5,3,0.0,0,116.7,2,0,0.0,0,24,10,5.0,12.0,8.0,3,2022
Randall Cobb,6216,WR,GB,1,6.0,1,100.0,,0,0,0,0.0,0,2,12,0,68.3,64.0,81.8,,79.4,0.0,0,0,40,0.0,0,19,0,2,94.7,18,63.2,12,118.8,2,0,36.8,7,57,45,22.5,28.5,3.17,3,2022
Brandon Bolden,7469,HB,LV,1,0.0,0,100.0,,0,0,0,0.0,0,0,23,0,68.3,69.0,53.5,33.6,54.3,0.0,0,0,6,4.5,1,22,0,2,86.4,19,4.5,1,79.2,2,0,13.6,3,4,4,2.0,2.0,0.21,3,2022
Jake Kumerow,9883,WR,BUF,1,2.5,0,100.0,,0,0,0,0.0,0,2,4,0,68.3,64.0,76.5,,78.3,33.3,1,0,10,0.0,0,3,0,2,100.0,3,0.0,0,95.8,2,0,66.7,2,14,9,4.5,7.0,4.67,3,2022
Austin Hooper,10715,TE,TEN,1,5.0,0,100.0,,0,0,0,0.0,0,1,31,0,68.3,66.8,62.1,72.2,65.8,53.8,7,0,11,7.7,1,13,0,2,92.3,12,38.5,5,106.3,2,0,7.7,1,19,9,4.5,9.5,1.58,3,2022
Samaje Perine,11869,HB,CIN,1,6.5,0,100.0,,0,0,0,0.0,0,1,7,0,68.3,73.4,84.5,76.9,74.2,10.0,1,0,12,30.0,3,10,0,2,60.0,6,0.0,0,135.4,2,1,0.0,0,14,1,0.5,7.0,2.33,3,2022
Jamaal Williams,11889,HB,DET,1,1.5,1,100.0,,0,0,0,0.0,0,1,11,0,68.3,77.4,86.7,81.3,68.5,0.0,0,0,17,33.3,5,15,1,2,53.3,8,0.0,0,108.3,2,0,6.7,1,20,17,8.5,10.0,2.5,3,2022
Mo Alie-Cox,12078,TE,IND,1,1.5,0,50.0,,0,0,0,50.0,1,0,14,0,28.8,61.2,54.8,70.9,53.8,52.0,13,0,9,8.0,2,25,0,1,92.0,23,40.0,10,62.5,2,0,8.0,2,9,3,3.0,9.0,0.39,3,2022
Johnny Mundt,12206,TE,MIN,1,-0.5,1,100.0,,0,0,0,0.0,0,2,18,0,68.3,64.0,81.4,76.1,88.8,92.3,12,0,12,38.5,5,13,0,2,53.8,7,7.7,1,114.6,2,0,0.0,0,23,24,12.0,11.5,3.29,3,2022
Joshua Kelley,13750,HB,LAC,1,-6.0,0,100.0,,0,0,0,0.0,0,0,27,0,68.3,66.2,48.7,13.8,62.2,0.0,0,0,8,33.3,4,12,0,2,58.3,7,0.0,0,79.2,2,0,8.3,1,6,18,9.0,3.0,0.86,3,2022
Giovanni Ricci,13756,TE,CAR,1,2.0,1,50.0,,0,0,0,0.0,0,1,5,0,64.7,61.2,64.0,59.1,60.3,90.9,10,0,15,36.4,4,11,0,1,63.6,7,0.0,0,75.0,2,0,0.0,0,15,17,17.0,15.0,2.14,3,2022
Sony Michel,27589,HB,LAC,1,2.0,0,50.0,,0,0,0,50.0,1,0,27,0,28.8,70.3,55.1,76.7,30.3,0.0,0,1,9,22.2,2,9,0,1,66.7,6,22.2,2,22.9,2,0,0.0,0,9,7,7.0,9.0,1.5,3,2022
A.J. Green,6156,WR,ARZ,1,12.5,0,0.0,0.0,0,1,0,100.0,1,0,1,0,27.9,,43.7,,44.8,0.0,0,0,0,0.0,0,22,0,0,100.0,22,13.6,3,39.6,2,0,86.4,19,0,0,,,0.0,3,2022
Juwann Winfree,38275,WR,GB,1,20.5,0,0.0,,0,0,0,,0,0,12,0,,,54.5,,54.8,0.0,0,0,0,0.0,0,7,0,0,100.0,7,0.0,0,39.6,2,0,100.0,7,0,0,,,0.0,3,2022
Devin Duvernay,40006,WR,BLT,1,12.0,0,100.0,100.0,1,1,0,0.0,0,2,3,0,68.3,72.2,67.1,,70.7,0.0,0,0,21,0.0,0,22,0,2,100.0,22,27.3,6,158.3,2,1,72.7,16,25,10,5.0,12.5,1.14,3,2022
Kylen Granson,40630,TE,IND,1,3.5,0,100.0,100.0,1,1,0,0.0,0,0,14,0,68.3,64.0,63.6,69.6,53.6,35.7,5,0,5,7.1,1,14,0,2,85.7,12,50.0,7,81.3,2,0,14.3,2,7,0,0.0,3.5,0.58,3,2022
Khalil Herbert,41668,HB,CHI,1,-3.0,0,100.0,,0,0,0,0.0,0,0,6,0,68.3,77.4,79.4,,57.6,0.0,0,0,7,0.0,0,14,0,2,100.0,14,21.4,3,91.7,2,0,14.3,2,12,18,9.0,6.0,0.86,3,2022
Albert Okwuegbunam,41933,TE,DEN,1,4.0,1,50.0,,0,0,0,0.0,0,0,10,0,64.7,61.2,48.9,0.0,51.8,16.7,4,0,12,4.2,1,24,0,1,87.5,21,70.8,17,68.8,2,0,12.5,3,12,10,10.0,12.0,0.57,3,2022
Jack Stoll,42058,TE,PHI,1,0.5,0,50.0,,0,0,0,0.0,0,0,24,0,64.7,61.2,50.7,71.7,47.7,66.7,12,0,4,11.1,2,18,0,1,83.3,15,22.2,4,56.3,2,0,5.6,1,4,2,2.0,4.0,0.27,3,2022
Olamide Zaccheaus,44920,WR,ATL,1,24.5,0,100.0,,0,0,0,0.0,0,2,2,0,68.3,64.0,78.0,,78.1,0.0,0,0,26,0.0,0,19,0,2,89.5,17,68.4,13,118.8,2,0,31.6,6,49,0,0.0,24.5,2.88,3,2022
Josh Oliver,47083,TE,BLT,1,-1.5,0,100.0,100.0,1,1,0,0.0,0,1,3,0,68.3,64.0,71.3,71.6,67.6,54.5,6,0,7,9.1,1,11,0,2,90.9,10,27.3,3,122.9,2,1,18.2,2,8,12,6.0,4.0,0.8,3,2022
Hayden Hurst,47294,TE,CIN,1,3.5,0,50.0,,0,0,0,50.0,1,1,7,0,28.9,61.2,43.0,4.2,48.9,45.5,10,0,7,4.5,1,22,0,1,95.5,21,22.7,5,58.3,2,0,27.3,6,7,3,3.0,7.0,0.33,3,2022
Andy Isabella,47448,WR,ARZ,1,20.0,0,50.0,,0,0,0,0.0,0,1,1,0,64.7,61.2,50.3,,54.2,0.0,0,0,11,0.0,0,23,1,1,95.7,22,4.3,1,66.7,2,0,95.7,22,11,1,1.0,11.0,0.5,3,2022
Tyler Davis,47743,TE,GB,1,1.5,0,100.0,100.0,1,1,0,0.0,0,1,12,0,68.3,64.0,66.8,27.9,71.3,75.0,6,0,23,12.5,1,8,0,2,87.5,7,0.0,0,118.8,2,0,25.0,2,26,23,11.5,13.0,3.71,3,2022
Parris Campbell,47940,WR,IND,1,2.5,0,100.0,,0,0,0,0.0,0,0,14,0,68.3,64.0,47.4,,50.1,0.0,0,0,8,0.0,0,40,0,2,95.0,38,62.5,25,87.5,2,0,37.5,15,10,5,2.5,5.0,0.26,3,2022
