player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play,week,year
Jonnu Smith,11855,TE,NE,1,0,19,47.0,100.0,8,42.1,8,44.9,0,100.0,19,19,50.7,100.0,10,52.6,10,1,2022
Sean Harlow,11891,C,ARZ,1,0,1,48.3,100.0,6,31.6,6,42.9,0,100.0,19,19,59.3,100.0,8,42.1,8,1,2022
Dalton Risner,47008,G,DEN,1,0,10,68.5,100.0,5,26.3,5,48.0,0,100.0,19,19,40.8,100.0,14,73.7,14,1,2022
Zack Martin,8651,G,DAL,1,0,9,55.4,100.0,6,31.6,6,57.0,0,100.0,19,19,59.6,100.0,11,57.9,11,1,2022
Ryan Griffin,7982,TE,CHI,1,0,6,56.2,100.0,6,31.6,6,69.3,0,100.0,19,19,78.0,100.0,13,68.4,13,1,2022
Tyler Biadasz,41178,C,DAL,1,0,9,56.1,100.0,6,31.6,6,66.6,0,100.0,19,19,81.7,100.0,11,57.9,11,1,2022
Terence Steele,39461,T,DAL,1,0,9,50.6,100.0,6,31.6,6,68.7,1,100.0,19,19,79.5,100.0,11,57.9,11,1,2022
Cole Strange,22976,G,NE,1,0,19,63.2,100.0,7,36.8,7,57.0,0,100.0,19,19,53.3,100.0,10,52.6,10,1,2022
Russell Wilson,7077,QB,DEN,1,0,10,60.0,100.0,5,26.3,5,60.0,0,100.0,19,19,60.0,100.0,14,73.7,14,1,2022
Tyler Smith,98385,T,DAL,1,0,9,59.4,100.0,6,31.6,6,67.2,0,100.0,19,19,69.3,100.0,11,57.9,11,1,2022
Lloyd Cushenberry III,41924,C,DEN,1,0,10,66.6,100.0,5,26.3,5,66.2,0,100.0,19,19,55.4,100.0,14,73.7,14,1,2022
Erik McCoy,37347,C,NO,1,0,20,79.3,100.0,7,36.8,7,69.7,0,100.0,19,19,57.4,100.0,12,63.2,12,1,2022
Teven Jenkins,41534,G,CHI,1,0,6,68.6,100.0,3,16.7,3,74.4,0,100.0,18,18,70.2,100.0,15,83.3,15,1,2022
Robbie Anderson,11254,WR,CAR,1,0,5,60.0,100.0,7,38.9,7,61.5,0,100.0,18,18,60.6,100.0,8,44.4,8,1,2022
Brady Christensen,51985,G,CAR,1,0,5,61.7,100.0,7,38.9,7,65.0,0,100.0,18,18,66.7,100.0,8,44.4,8,1,2022
Laken Tomlinson,9461,G,NYJ,1,0,22,55.6,100.0,5,27.8,5,36.8,0,100.0,18,18,34.8,100.0,12,66.7,12,1,2022
Mike Thomas,10840,WR,CIN,1,0,7,54.9,100.0,8,44.4,8,56.0,0,100.0,18,18,60.3,100.0,7,38.9,7,1,2022
CeeDee Lamb,61570,WR,DAL,1,0,9,59.7,100.0,6,33.3,6,60.5,0,100.0,18,18,61.2,100.0,11,61.1,11,1,2022
Royce Newman,41746,G,GB,1,0,12,71.2,100.0,6,33.3,6,69.1,0,100.0,18,18,62.5,100.0,9,50.0,9,1,2022
Rodger Saffold,5558,G,BUF,1,0,4,54.6,100.0,8,44.4,8,53.8,0,100.0,18,18,69.8,100.0,9,50.0,9,1,2022
Yosh Nijman,60822,T,GB,1,0,12,66.6,100.0,6,33.3,6,63.6,0,100.0,18,18,51.4,100.0,9,50.0,9,1,2022
Noah Brown,11993,WR,DAL,1,0,9,60.8,100.0,5,27.8,5,59.5,0,100.0,18,18,58.8,100.0,11,61.1,11,1,2022
Will Dissly,30762,TE,SEA,1,0,29,72.9,100.0,3,16.7,3,71.1,0,100.0,18,18,66.5,100.0,10,55.6,10,1,2022
Dawson Knox,35883,TE,BUF,1,0,4,53.2,100.0,7,38.9,7,64.5,0,100.0,18,18,72.6,100.0,9,50.0,9,1,2022
Tyler Conklin,47124,TE,NYJ,1,0,22,44.5,100.0,5,27.8,5,55.3,0,100.0,18,18,62.8,100.0,12,66.7,12,1,2022
Austin Corbett,46290,G,CAR,1,0,5,67.1,100.0,7,38.9,7,59.2,0,100.0,18,18,51.9,100.0,8,44.4,8,1,2022
Max Mitchell,81707,T,NYJ,1,0,22,59.6,100.0,5,27.8,5,42.7,0,100.0,18,18,39.9,100.0,12,66.7,12,1,2022
Pat Elflein,11825,C,CAR,1,0,5,43.7,100.0,7,38.9,7,63.6,0,100.0,18,18,62.6,100.0,8,44.4,8,1,2022
Taylor Moton,11819,T,CAR,1,0,5,46.0,100.0,7,38.9,7,55.1,0,100.0,18,18,66.3,100.0,8,44.4,8,1,2022
Alijah Vera-Tucker,57107,G,NYJ,1,0,22,68.7,100.0,5,27.8,5,91.1,0,100.0,18,18,91.8,100.0,12,66.7,12,1,2022
Will Hernandez,46180,G,ARZ,1,0,1,63.3,100.0,6,33.3,6,61.8,0,100.0,18,18,59.6,100.0,8,44.4,8,1,2022
Josh Myers,59992,C,GB,1,0,12,64.5,100.0,6,33.3,6,52.8,0,100.0,18,18,46.6,100.0,9,50.0,9,1,2022
Connor McGovern,10778,C,NYJ,1,0,22,60.2,100.0,5,27.8,5,54.6,0,100.0,18,18,54.0,100.0,12,66.7,12,1,2022
Kelvin Beachum,7229,T,ARZ,1,0,1,55.5,100.0,6,33.3,6,71.3,0,100.0,18,18,79.9,100.0,8,44.4,8,1,2022
Christian Kirk,47546,WR,JAX,1,0,15,58.6,100.0,4,22.2,4,58.4,0,100.0,18,18,59.7,100.0,12,66.7,12,1,2022
Gerald Everett,11799,TE,LAC,1,0,27,55.5,100.0,3,16.7,3,51.3,0,100.0,18,18,52.6,100.0,9,50.0,9,1,2022
Harrison Bryant,26394,TE,CLV,1,0,8,57.6,100.0,10,55.6,10,57.5,0,100.0,18,18,59.7,100.0,7,38.9,7,1,2022
Joshua Ezeudu,77355,G,NYG,1,0,21,69.1,100.0,13,72.2,13,65.6,0,100.0,18,18,44.1,100.0,4,22.2,4,1,2022
Jack Stoll,42058,TE,PHI,1,0,24,57.8,100.0,6,33.3,6,69.9,0,100.0,18,18,76.4,100.0,9,50.0,9,1,2022
George Fant,11282,T,NYJ,1,0,22,67.6,100.0,5,27.8,5,60.7,1,100.0,18,18,68.4,100.0,12,66.7,12,1,2022
Rodney Hudson,6207,C,ARZ,1,0,1,38.2,100.0,6,33.3,6,41.1,0,100.0,18,18,55.1,100.0,8,44.4,8,1,2022
Ikem Ekwonu,98286,T,CAR,1,0,5,58.0,100.0,7,38.9,7,64.4,0,100.0,18,18,69.0,100.0,8,44.4,8,1,2022
Jake Hanson,28148,G,GB,1,0,12,56.7,100.0,6,33.3,6,60.8,0,100.0,18,18,63.3,100.0,9,50.0,9,1,2022
Marquise Brown,61568,WR,ARZ,1,0,1,60.9,100.0,6,33.3,6,79.8,0,100.0,18,18,60.4,100.0,7,38.9,7,1,2022
Greg Little,46254,T,MIA,1,0,17,59.0,100.0,3,17.6,3,39.7,0,100.0,17,17,37.1,100.0,10,58.8,10,1,2022
Ashton Dulin,91479,WR,IND,1,0,14,55.2,100.0,4,23.5,4,89.9,0,100.0,17,17,92.6,100.0,11,64.7,11,1,2022
Hayden Hurst,47294,TE,CIN,1,0,7,74.6,100.0,7,41.2,7,67.5,0,100.0,17,17,58.0,100.0,7,41.2,7,1,2022
Joe Flacco,4332,QB,NYJ,1,0,22,60.0,100.0,5,29.4,5,60.0,0,94.4,17,18,60.0,100.0,12,70.6,12,1,2022
Kenyon Green,99052,G,HST,1,0,13,65.5,100.0,8,47.1,8,63.2,0,100.0,17,17,61.6,100.0,8,47.1,8,1,2022
Bryan Edwards,28486,WR,ATL,1,0,2,53.7,100.0,8,47.1,8,50.7,0,100.0,17,17,53.8,100.0,8,47.1,8,1,2022
Courtland Sutton,48164,WR,DEN,1,0,10,60.0,100.0,3,17.6,3,88.5,0,100.0,17,17,77.7,100.0,14,82.4,14,1,2022
Trai Turner,8727,G,WAS,1,0,32,54.5,100.0,3,17.6,3,66.9,0,100.0,17,17,62.4,100.0,11,64.7,11,1,2022
Aaron Rodgers,2241,QB,GB,1,0,12,60.0,100.0,6,35.3,6,60.0,0,94.4,17,18,60.0,100.0,9,52.9,9,1,2022
D.J. Moore,48267,WR,CAR,1,0,5,59.2,100.0,7,41.2,7,74.1,0,94.4,17,18,60.0,100.0,8,47.1,8,1,2022
Pat Freiermuth,84085,TE,PIT,1,0,25,59.8,100.0,4,23.5,4,56.5,0,100.0,17,17,60.8,100.0,7,41.2,7,1,2022
Dak Prescott,10769,QB,DAL,1,0,9,60.0,83.3,5,29.4,6,60.2,0,89.5,17,19,60.2,100.0,11,64.7,11,1,2022
Durham Smythe,47257,TE,MIA,1,0,17,54.2,100.0,4,23.5,4,65.8,0,100.0,17,17,73.7,100.0,10,58.8,10,1,2022
Keith Smith,9302,FB,ATL,1,0,2,56.9,100.0,10,62.5,10,49.5,0,100.0,16,16,45.5,100.0,5,31.3,5,1,2022
Matthew Stafford,4924,QB,LA,1,0,26,60.0,100.0,3,18.8,3,60.0,0,100.0,16,16,60.0,100.0,13,81.3,13,1,2022
Robert Woods,7822,WR,TEN,1,0,31,60.4,100.0,8,50.0,8,60.0,0,100.0,16,16,59.6,100.0,8,50.0,8,1,2022
Allen Robinson II,8696,WR,LA,1,0,26,60.0,100.0,3,18.8,3,60.9,0,100.0,16,16,60.2,100.0,13,81.3,13,1,2022
Rob Havenstein,9490,T,LA,1,0,26,56.5,100.0,3,18.8,3,77.0,0,100.0,16,16,81.4,100.0,13,81.3,13,1,2022
Tyler Higbee,10744,TE,LA,1,0,26,50.9,100.0,3,18.8,3,53.0,0,100.0,16,16,58.4,100.0,13,81.3,13,1,2022
Lucas Patrick,11435,G,CHI,1,0,6,58.2,100.0,7,43.8,7,62.7,0,100.0,16,16,64.6,100.0,6,37.5,6,1,2022
Cooper Kupp,11824,WR,LA,1,0,26,60.7,100.0,3,18.8,3,39.8,0,100.0,16,16,60.3,100.0,13,81.3,13,1,2022
David Edwards,35941,G,LA,1,0,26,57.9,100.0,3,18.8,3,73.1,0,100.0,16,16,76.3,100.0,13,81.3,13,1,2022
Nick Allegretti,39268,G,KC,1,0,16,55.4,100.0,3,18.8,3,70.3,0,100.0,16,16,66.9,100.0,13,81.3,13,1,2022
Coleman Shelton,39316,C,LA,1,0,26,57.9,100.0,3,18.8,3,63.5,0,100.0,16,16,56.7,100.0,13,81.3,13,1,2022
Ko Kieft,41372,TE,TB,1,0,30,64.2,100.0,6,37.5,6,62.2,0,100.0,16,16,60.1,100.0,7,43.8,7,1,2022
John Bates,42275,TE,WAS,1,0,32,58.8,100.0,2,12.5,2,72.5,0,100.0,16,16,58.1,100.0,10,62.5,10,1,2022
Isaiah Wynn,46048,T,NE,1,0,19,48.5,100.0,6,37.5,6,60.5,0,100.0,16,16,70.6,100.0,9,56.3,9,1,2022
Brian Allen,46104,C,LA,1,0,26,54.0,100.0,3,18.8,3,75.8,0,100.0,16,16,82.9,100.0,13,81.3,13,1,2022
Joseph Noteboom,46249,T,LA,1,0,26,60.1,100.0,3,18.8,3,73.3,0,100.0,16,16,73.5,100.0,13,81.3,13,1,2022
Lamar Jackson,46416,QB,BLT,1,0,3,60.0,80.0,12,75.0,15,60.0,0,76.2,16,21,60.0,100.0,3,18.8,3,1,2022
Patrick Ricard,48862,FB,BLT,1,0,3,79.4,100.0,12,75.0,12,76.4,0,100.0,16,16,58.8,100.0,2,12.5,2,1,2022
Jerry Jeudy,61103,WR,DEN,1,0,10,60.3,100.0,3,18.8,3,60.8,0,100.0,16,16,60.4,100.0,13,81.3,13,1,2022
Elijah Moore,84302,WR,NYJ,1,0,22,59.3,100.0,5,31.3,5,74.3,0,100.0,16,16,77.8,100.0,11,68.8,11,1,2022
Deebo Samuel,48274,WR,SF,1,0,28,58.6,72.7,8,53.3,11,58.7,0,68.2,15,22,60.0,40.0,2,13.3,5,1,2022
A.J. Green,6156,WR,ARZ,1,0,1,60.0,100.0,5,33.3,5,61.9,0,100.0,15,15,60.8,100.0,6,40.0,6,1,2022
Matt Farniok,41585,G,DAL,1,0,9,57.2,100.0,5,33.3,5,60.5,0,100.0,15,15,62.7,100.0,9,60.0,9,1,2022
Breshad Perriman,9459,WR,TB,1,0,30,59.2,100.0,10,66.7,10,59.7,0,93.8,15,16,60.0,100.0,4,26.7,4,1,2022
Jakobi Meyers,47468,WR,NE,1,0,19,84.4,100.0,6,40.0,6,89.5,0,93.8,15,16,61.6,100.0,8,53.3,8,1,2022
Greg Dortch,42237,WR,ARZ,1,1,1,60.5,100.0,5,33.3,5,38.3,1,100.0,15,15,60.7,100.0,6,40.0,6,1,2022
Adam Trautman,109795,TE,NO,1,1,20,44.7,100.0,7,46.7,7,48.7,1,100.0,15,15,57.9,100.0,8,53.3,8,1,2022
Marquez Valdes-Scantling,47809,WR,KC,1,0,16,60.0,100.0,1,6.7,1,61.7,0,93.8,15,16,62.2,100.0,14,93.3,14,1,2022
Josh Allen,46601,QB,BUF,1,0,4,60.0,66.7,6,40.0,9,60.0,0,75.0,15,20,60.0,88.9,8,53.3,9,1,2022
Chris Manhertz,10211,TE,JAX,1,0,15,60.4,100.0,5,33.3,5,59.4,0,100.0,15,15,58.7,100.0,10,66.7,10,1,2022
Brock Wright,60994,TE,DET,1,0,11,62.8,100.0,10,66.7,10,62.5,0,100.0,15,15,60.1,100.0,4,26.7,4,1,2022
Patrick Mekari,46219,T,BLT,1,0,3,56.4,100.0,9,60.0,9,56.6,0,100.0,15,15,58.8,100.0,3,20.0,3,1,2022
Baker Mayfield,46518,QB,CAR,1,0,5,60.0,85.7,6,42.9,7,60.0,0,77.8,14,18,60.0,75.0,6,42.9,8,1,2022
Kyle Juszczyk,7912,FB,SF,1,0,28,63.3,100.0,6,42.9,6,56.6,0,100.0,14,14,51.3,100.0,5,35.7,5,1,2022
Drew Sample,47259,TE,CIN,1,0,7,60.3,100.0,5,35.7,5,55.3,0,100.0,14,14,53.6,100.0,9,64.3,9,1,2022
Logan Thomas,8755,TE,WAS,1,0,32,56.9,100.0,3,21.4,3,86.8,0,100.0,14,14,77.5,100.0,10,71.4,10,1,2022
Mark Andrews,47436,TE,BLT,1,0,3,56.6,100.0,13,92.9,13,65.9,0,100.0,14,14,60.0,100.0,1,7.1,1,1,2022
Bennett Skowronek,27948,WR,LA,1,0,26,58.8,100.0,3,21.4,3,59.8,0,100.0,14,14,60.8,100.0,11,78.6,11,1,2022
Hunter Henry,10669,TE,NE,1,0,19,56.1,100.0,6,42.9,6,54.8,0,100.0,14,14,44.9,100.0,6,42.9,6,1,2022
Marquez Callaway,42295,WR,NO,1,0,20,60.2,100.0,4,28.6,4,59.2,0,100.0,14,14,58.8,100.0,10,71.4,10,1,2022
Geno Smith,7820,QB,SEA,1,0,29,60.0,66.7,2,14.3,3,60.0,0,70.0,14,20,60.0,100.0,11,78.6,11,1,2022
Kyler Murray,38334,QB,ARZ,1,0,1,60.0,66.7,4,28.6,6,60.0,0,77.8,14,18,60.0,100.0,8,57.1,8,1,2022
John Simpson,41715,G,LV,1,0,23,62.2,100.0,9,69.2,9,58.5,0,100.0,13,13,55.2,100.0,3,23.1,3,1,2022
Charlie Woerner,42257,TE,SF,1,0,28,66.3,100.0,5,38.5,5,63.4,0,100.0,13,13,58.9,100.0,6,46.2,6,1,2022
Marcedes Lewis,2973,TE,GB,1,0,12,55.4,100.0,5,38.5,5,62.5,0,100.0,13,13,68.9,100.0,6,46.2,6,1,2022
Zay Jones,11792,WR,JAX,1,0,15,60.3,100.0,4,30.8,4,59.6,0,100.0,13,13,58.9,100.0,8,61.5,8,1,2022
Ben Bredeson,27305,G,NYG,1,0,21,56.2,100.0,5,38.5,5,51.2,0,100.0,13,13,52.3,100.0,5,38.5,5,1,2022
Quez Watkins,61664,WR,PHI,1,0,24,60.0,100.0,1,7.7,1,61.2,0,100.0,13,13,61.5,100.0,10,76.9,10,1,2022
Jauan Jennings,48027,WR,SF,1,0,28,48.5,100.0,6,46.2,6,68.2,0,100.0,13,13,83.2,100.0,2,15.4,2,1,2022
Kolton Miller,47013,T,LV,1,0,23,53.7,100.0,9,69.2,9,54.8,0,100.0,13,13,60.1,100.0,3,23.1,3,1,2022
Donovan Smith,9467,T,TB,1,0,30,74.0,100.0,9,69.2,9,83.3,0,100.0,13,13,70.4,100.0,3,23.1,3,1,2022
Brevin Jordan,77887,TE,HST,1,0,13,58.4,100.0,9,69.2,9,58.4,0,100.0,13,13,59.8,100.0,2,15.4,2,1,2022
Nico Collins,61441,WR,HST,1,0,13,60.8,100.0,8,61.5,8,60.2,0,100.0,13,13,60.1,100.0,4,30.8,4,1,2022
David Bell,97989,WR,CLV,1,0,8,57.2,100.0,6,46.2,6,34.1,0,100.0,13,13,54.3,100.0,5,38.5,5,1,2022
Derek Carr,8671,QB,LV,1,0,23,60.0,100.0,9,69.2,9,60.0,0,100.0,13,13,60.0,100.0,3,23.1,3,1,2022
Tyler Lockett,9502,WR,SEA,1,0,29,60.0,100.0,1,7.7,1,54.2,0,100.0,13,13,53.8,100.0,9,69.2,9,1,2022
Ben Ellefson,27766,TE,MIN,1,0,18,44.5,100.0,5,38.5,5,47.3,0,100.0,13,13,57.8,100.0,7,53.8,7,1,2022
Andre James,47058,C,LV,1,0,23,66.6,100.0,9,69.2,9,63.6,0,100.0,13,13,58.3,100.0,3,23.1,3,1,2022
Marvin Jones Jr.,7158,WR,JAX,1,0,15,60.0,100.0,2,15.4,2,60.2,0,100.0,13,13,60.1,100.0,9,69.2,9,1,2022
K.J. Osborn,23503,WR,MIN,1,0,18,60.0,100.0,6,46.2,6,59.3,0,100.0,13,13,57.6,100.0,7,53.8,7,1,2022
Sammy Watkins,8639,WR,GB,1,0,12,60.6,100.0,5,38.5,5,52.3,0,100.0,13,13,86.3,100.0,7,53.8,7,1,2022
KhaDarel Hodge,26104,WR,ATL,1,0,2,60.1,100.0,9,69.2,9,60.1,0,100.0,13,13,60.0,100.0,4,30.8,4,1,2022
Josh Oliver,47083,TE,BLT,1,0,3,53.3,100.0,7,58.3,7,47.0,0,100.0,12,12,48.6,100.0,3,25.0,3,1,2022
Rashod Bateman,84296,WR,BLT,1,0,3,60.7,100.0,9,75.0,9,61.5,0,100.0,12,12,,,0,0.0,0,1,2022
C.J. Ham,11347,FB,MIN,1,0,18,56.8,100.0,5,41.7,5,52.9,0,100.0,12,12,56.9,100.0,6,50.0,6,1,2022
Shi Smith,61643,WR,CAR,1,0,5,60.0,100.0,6,50.0,6,55.3,0,100.0,12,12,59.5,100.0,4,33.3,4,1,2022
Joe Fortson,94384,TE,KC,1,0,16,88.4,100.0,4,33.3,4,75.6,0,100.0,12,12,60.6,100.0,8,66.7,8,1,2022
Zach Gentry,36049,TE,PIT,1,0,25,69.6,100.0,4,33.3,4,60.6,0,100.0,12,12,58.4,100.0,3,25.0,3,1,2022
Nelson Agholor,9453,WR,NE,1,0,19,59.8,100.0,3,25.0,3,60.9,0,100.0,12,12,61.9,100.0,8,66.7,8,1,2022
Reggie Gilliam,40951,FB,BUF,1,0,4,67.5,100.0,4,33.3,4,49.5,0,100.0,12,12,29.3,100.0,7,58.3,7,1,2022
D.K. Metcalf,47864,WR,SEA,1,0,29,60.0,100.0,1,8.3,1,60.2,0,100.0,12,12,60.2,100.0,9,75.0,9,1,2022
Graham Glasgow,10729,G,DEN,1,0,10,59.5,100.0,2,16.7,2,41.2,0,100.0,12,12,59.8,100.0,10,83.3,10,1,2022
Jon Runyan,36661,G,GB,1,0,12,57.1,100.0,3,25.0,3,39.0,0,100.0,12,12,47.8,100.0,7,58.3,7,1,2022
Mecole Hardman,42683,WR,KC,1,0,16,60.1,100.0,2,16.7,2,60.3,0,100.0,12,12,60.0,100.0,10,83.3,10,1,2022
Devin Duvernay,40006,WR,BLT,1,0,3,59.1,100.0,9,81.8,9,59.7,0,100.0,11,11,60.0,100.0,1,9.1,1,1,2022
David Sills,34579,WR,NYG,1,0,21,79.0,100.0,5,45.5,5,48.3,0,100.0,11,11,60.2,100.0,5,45.5,5,1,2022
JuJu Smith-Schuster,11817,WR,KC,1,0,16,60.0,100.0,1,9.1,1,53.4,0,100.0,11,11,54.4,100.0,9,81.8,9,1,2022
Austin Hooper,10715,TE,TEN,1,0,31,48.3,100.0,5,45.5,5,40.9,0,100.0,11,11,45.3,100.0,4,36.4,4,1,2022
Chris Moore,10741,WR,HST,1,0,13,59.9,100.0,9,81.8,9,60.3,0,100.0,11,11,60.0,100.0,2,18.2,2,1,2022
Diontae Johnson,33441,WR,PIT,1,0,25,60.0,100.0,2,18.2,2,54.2,0,100.0,11,11,60.0,100.0,5,45.5,5,1,2022
Juwan Johnson,28305,TE,NO,1,0,20,88.8,100.0,5,45.5,5,85.7,0,100.0,11,11,66.8,100.0,6,54.5,6,1,2022
Ian Thomas,42130,TE,CAR,1,0,5,48.2,100.0,5,45.5,5,44.9,0,100.0,11,11,51.2,100.0,5,45.5,5,1,2022
Corey Davis,11760,WR,NYJ,1,0,22,60.1,100.0,3,27.3,3,61.7,0,100.0,11,11,61.6,100.0,7,63.6,7,1,2022
Chase Claypool,42312,WR,PIT,1,0,25,59.6,100.0,3,27.3,3,57.6,0,64.7,11,17,57.5,100.0,8,72.7,8,1,2022
Cedrick Wilson,48170,WR,MIA,1,0,17,54.5,100.0,3,27.3,3,54.1,0,100.0,11,11,59.7,100.0,6,54.5,6,1,2022
Darren Waller,9637,TE,LV,1,0,23,51.0,100.0,8,72.7,8,48.3,0,100.0,11,11,60.0,100.0,2,18.2,2,1,2022
Travis Kelce,7844,TE,KC,1,0,16,73.4,100.0,3,27.3,3,86.7,0,100.0,11,11,74.0,100.0,8,72.7,8,1,2022
DeAndre Carter,9859,WR,LAC,1,0,27,60.0,100.0,2,18.2,2,54.1,0,100.0,11,11,60.3,100.0,6,54.5,6,1,2022
Jaylen Waddle,84088,WR,MIA,1,0,17,60.0,100.0,1,9.1,1,60.5,0,91.7,11,12,60.3,100.0,9,81.8,9,1,2022
Davante Adams,8688,WR,LV,1,0,23,60.3,100.0,8,72.7,8,60.6,0,100.0,11,11,60.0,100.0,2,18.2,2,1,2022
Mack Hollins,11873,WR,LV,1,0,23,83.1,100.0,8,72.7,8,82.3,0,100.0,11,11,60.0,100.0,2,18.2,2,1,2022
Alec Pierce,78038,WR,IND,1,0,14,60.0,100.0,3,30.0,3,61.1,0,100.0,10,10,61.5,100.0,7,70.0,7,1,2022
Trent Sherfield,48021,WR,MIA,1,0,17,60.0,100.0,3,30.0,3,78.4,0,100.0,10,10,60.3,100.0,6,60.0,6,1,2022
Alec Ingold,34934,FB,MIA,1,0,17,60.0,100.0,1,10.0,1,48.9,0,90.9,10,11,47.1,100.0,6,60.0,6,1,2022
Justin McCray,9234,G,HST,1,0,13,52.8,100.0,9,90.0,9,63.9,0,100.0,10,10,,,0,0.0,0,1,2022
Treylon Burks,99218,WR,TEN,1,0,31,82.0,100.0,5,50.0,5,76.8,0,100.0,10,10,59.3,100.0,5,50.0,5,1,2022
Christian Watson,66581,WR,GB,1,0,12,60.0,100.0,3,30.0,3,59.0,0,90.9,10,11,59.3,100.0,6,60.0,6,1,2022
Troy Hairston II,65088,FB,HST,1,0,13,57.9,100.0,4,40.0,4,57.0,0,100.0,10,10,58.1,100.0,5,50.0,5,1,2022
Jermaine Eluemunor,11914,T,LV,1,0,23,76.8,100.0,7,70.0,7,72.8,0,100.0,10,10,58.6,100.0,2,20.0,2,1,2022
Chris Olave,84355,WR,NO,1,0,20,59.8,100.0,2,20.0,2,57.2,0,100.0,10,10,57.2,100.0,8,80.0,8,1,2022
Noah Fant,42388,TE,SEA,1,0,29,60.0,100.0,1,10.0,1,58.0,0,100.0,10,10,57.8,100.0,7,70.0,7,1,2022
Zach Ertz,7816,TE,ARZ,1,0,1,59.9,100.0,3,30.0,3,51.6,0,100.0,10,10,82.0,100.0,5,50.0,5,1,2022
Randall Cobb,6216,WR,GB,1,0,12,59.3,100.0,1,10.0,1,36.5,0,100.0,10,10,59.5,100.0,6,60.0,6,1,2022
Trey Smith,62960,G,KC,1,0,16,66.4,100.0,2,20.0,2,74.2,0,100.0,10,10,66.6,100.0,7,70.0,7,1,2022
Jarvis Landry,8698,WR,NO,1,0,20,77.3,100.0,3,30.0,3,69.9,0,100.0,10,10,53.7,100.0,7,70.0,7,1,2022
Dante Pettis,48113,WR,CHI,1,0,6,60.0,100.0,2,22.2,2,60.2,0,100.0,9,9,60.4,100.0,7,77.8,7,1,2022
Jeff Wilson Jr.,29413,HB,SF,1,0,28,59.3,37.5,3,33.3,8,41.3,0,50.0,9,18,59.7,33.3,2,22.2,6,1,2022
Bernhard Raimann,77948,T,IND,1,0,14,67.6,100.0,2,22.2,2,68.6,0,100.0,9,9,57.2,100.0,5,55.6,5,1,2022
Demetric Felton,40568,WR,CLV,1,0,8,59.7,100.0,2,22.2,2,61.6,0,100.0,9,9,61.4,100.0,7,77.8,7,1,2022
Ray-Ray McCloud III,47895,WR,SF,1,0,28,60.9,100.0,6,66.7,6,59.9,0,100.0,9,9,60.0,100.0,2,22.2,2,1,2022
Michael Burton,9601,FB,KC,1,0,16,60.0,100.0,2,22.2,2,55.0,0,100.0,9,9,56.0,100.0,7,77.8,7,1,2022
K.J. Hamler,61590,WR,DEN,1,0,10,60.2,100.0,4,44.4,4,55.4,0,100.0,9,9,56.8,100.0,5,55.6,5,1,2022
Marquise Goodwin,7859,WR,SEA,1,0,29,60.0,100.0,2,22.2,2,60.8,0,100.0,9,9,59.7,100.0,3,33.3,3,1,2022
Tee Higgins,61211,WR,CIN,1,0,7,60.0,100.0,2,22.2,2,58.9,0,100.0,9,9,58.7,100.0,7,77.8,7,1,2022
Jake Kumerow,9883,WR,BUF,1,0,4,60.0,100.0,3,33.3,3,60.7,0,100.0,9,9,59.8,100.0,5,55.6,5,1,2022
Dylan Parham,60953,G,LV,1,0,23,74.2,100.0,6,66.7,6,82.6,0,100.0,9,9,71.9,100.0,3,33.3,3,1,2022
Hunter Renfrow,47509,WR,LV,1,0,23,85.0,100.0,6,66.7,6,82.1,0,100.0,9,9,59.9,100.0,2,22.2,2,1,2022
Eric Tomlinson,9786,TE,DEN,1,0,10,65.1,100.0,3,33.3,3,65.1,0,100.0,9,9,61.6,100.0,6,66.7,6,1,2022
Chris Godwin,11839,WR,TB,1,0,30,51.2,100.0,5,55.6,5,47.9,0,100.0,9,9,57.1,100.0,3,33.3,3,1,2022
Romeo Doubs,84329,WR,GB,1,0,12,78.4,100.0,4,44.4,4,78.1,0,90.0,9,10,60.2,100.0,5,55.6,5,1,2022
Tory Carter,57063,FB,TEN,1,0,31,49.2,100.0,4,50.0,4,70.1,0,100.0,8,8,77.4,100.0,4,50.0,4,1,2022
Julio Jones,6158,WR,TB,1,0,30,77.5,100.0,6,75.0,6,77.3,0,80.0,8,10,60.0,100.0,2,25.0,2,1,2022
Russell Gage,44771,WR,TB,1,0,30,60.3,100.0,6,75.0,6,60.2,0,100.0,8,8,59.9,100.0,2,25.0,2,1,2022
Keenan Allen,7857,WR,LAC,1,0,27,60.0,100.0,1,12.5,1,61.5,0,100.0,8,8,61.2,100.0,7,87.5,7,1,2022
Anthony Schwartz,84135,WR,CLV,1,0,8,53.1,100.0,4,50.0,4,54.1,0,80.0,8,10,60.2,100.0,4,50.0,4,1,2022
Taysom Hill,12112,TE,NO,1,0,20,59.9,33.3,2,25.0,6,48.6,0,66.7,8,12,59.6,100.0,6,75.0,6,1,2022
Eric Saubert,11929,TE,DEN,1,0,10,57.4,100.0,3,37.5,3,50.1,0,100.0,8,8,49.6,100.0,5,62.5,5,1,2022
