player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr,week,year
Marquise Brown,61568,WR,ARZ,1,10,0,1,0,-2.5,0,100.0,,0,0,0.0,0,0,0,84.5,53.1,0,3,0.0,0,9,2,100.0,9,79.2,2,20.0,0,-1,4,2.0,-0.5,-0.11,12.0,0,0.0,,0,0,100.0,1,0,0,49.6,83.9,0,0,0.0,0,8,0,100.0,8,39.6,1,10.0,0,0,0,,,0.0,5,2022
Ja'Marr Chase,84270,WR,CIN,1,10,0,7,0,-2.3,0,100.0,,0,0,0.0,0,2,0,90.2,95.5,0,11,0.0,0,7,3,85.7,6,93.1,3,30.0,0,19,26,8.7,6.3,3.17,5.0,0,75.0,,0,0,0.0,0,2,0,81.1,83.8,1,12,0.0,0,14,3,92.9,13,58.3,4,40.0,0,32,28,9.3,10.7,2.46,5,2022
Cooper Kupp,11824,WR,LA,1,10,0,26,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,53.4,0,-1,0.0,0,6,1,100.0,6,79.2,1,10.0,0,-1,2,2.0,-1.0,-0.17,4.0,0,100.0,,0,0,0.0,0,1,0,79.4,74.9,0,75,0.0,0,23,3,100.0,23,158.3,3,30.0,1,88,76,25.3,29.3,3.83,5,2022
Chase Claypool,42312,WR,PIT,1,9,0,25,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,7.9,0,50.0,0.0,0,3,20.0,1,2,0,46.3,55.0,0,20,0.0,0,45,4,95.6,43,65.1,8,88.9,0,41,22,5.5,10.3,0.95,5,2022
Mark Andrews,47436,TE,BLT,1,9,0,3,0,0.0,0,100.0,,0,0,0.0,0,0,0,78.7,57.4,0,7,0.0,0,3,1,100.0,3,95.8,1,11.1,0,7,7,7.0,7.0,2.33,7.5,0,87.5,100.0,2,2,0.0,0,5,0,81.1,76.1,0,20,0.0,0,22,7,90.9,20,149.0,8,88.9,1,82,33,4.7,11.7,4.1,5,2022
Dallas Goedert,47272,TE,PHI,1,9,0,24,0,-4.0,0,100.0,,0,0,0.0,0,1,0,84.5,70.7,0,14,0.0,0,12,2,100.0,12,91.7,2,22.2,0,12,20,10.0,6.0,1.0,-0.7,1,100.0,,0,0,0.0,0,2,0,79.4,76.6,0,16,0.0,0,15,3,100.0,15,100.0,3,33.3,0,24,26,8.7,8.0,1.6,5,2022
Josh Reynolds,11872,WR,DET,1,9,0,11,0,,0,,,0,0,,0,0,0,,48.8,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,14.0,0,25.0,0.0,0,1,50.0,1,0,0,28.7,63.5,0,8,0.0,0,12,1,100.0,12,39.6,4,44.4,0,8,5,5.0,8.0,0.67,5,2022
Alec Pierce,78038,WR,IND,1,9,0,14,0,,0,,,0,0,,0,0,0,,54.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,51.2,66.2,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,5,2022
D.K. Metcalf,47864,WR,SEA,1,8,0,29,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,14.0,0,33.3,100.0,1,1,50.0,1,0,1,43.5,74.5,0,7,0.0,0,3,1,100.0,3,42.4,3,37.5,0,7,0,0.0,7.0,2.33,5,2022
Marquez Valdes-Scantling,47809,WR,KC,1,8,0,16,0,,0,,,0,0,,0,0,0,,47.9,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,12.2,0,80.0,,0,0,0.0,0,4,0,29.1,59.7,0,23,0.0,0,20,4,95.0,19,118.8,5,62.5,0,66,23,5.8,16.5,3.47,5,2022
Bennett Skowronek,27948,WR,LA,1,8,0,26,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,55.9,0,3,0.0,0,4,1,100.0,4,79.2,1,12.5,0,3,5,5.0,3.0,0.75,3.5,1,100.0,,0,0,0.0,0,0,0,80.6,59.6,0,12,0.0,0,22,4,100.0,22,94.8,4,50.0,0,27,13,3.3,6.8,1.23,5,2022
Jakobi Meyers,47468,WR,NE,1,8,0,19,0,,0,,,0,0,,0,0,0,,50.1,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,8.0,0,100.0,,0,0,0.0,0,2,0,78.7,92.4,0,15,0.0,0,17,2,82.4,14,118.8,2,25.0,0,25,9,4.5,12.5,1.79,5,2022
Rondale Moore,62890,WR,ARZ,1,8,0,1,0,-4.3,0,100.0,,0,0,0.0,0,1,0,88.7,92.1,0,17,0.0,0,9,3,100.0,9,100.0,3,37.5,0,24,37,12.3,8.0,2.67,-1.0,0,100.0,,0,0,0.0,0,1,0,80.6,68.0,0,17,0.0,0,34,5,100.0,34,97.5,5,62.5,0,37,42,8.4,7.4,1.09,5,2022
D.J. Moore,48267,WR,CAR,1,8,0,5,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,81.7,0,6,0.0,0,6,1,100.0,6,91.7,1,12.5,0,6,8,8.0,6.0,1.0,16.0,0,100.0,,0,0,0.0,0,1,0,56.7,69.6,0,18,0.0,0,8,1,100.0,8,118.8,1,12.5,0,18,2,2.0,18.0,2.25,5,2022
Mike Evans,8642,WR,TB,1,8,0,30,0,,0,,,0,0,,0,0,0,,48.1,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,20.0,0,0.0,0.0,0,1,,0,0,0,73.4,63.0,0,0,0.0,0,14,0,85.7,12,39.6,1,12.5,0,0,0,,,0.0,5,2022
Michael Pittman Jr.,29049,WR,IND,1,8,0,14,0,,0,,,0,0,,0,0,0,,54.0,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,8.3,0,50.0,0.0,0,1,0.0,0,2,0,74.6,66.3,1,19,0.0,0,11,2,100.0,11,39.6,4,50.0,0,34,18,9.0,17.0,3.09,5,2022
Curtis Samuel,11795,WR,WAS,1,8,0,32,0,-5.0,1,100.0,,0,0,0.0,0,0,0,78.7,57.7,0,2,0.0,0,3,1,100.0,3,79.2,1,12.5,0,2,7,7.0,2.0,0.67,8.8,0,66.7,50.0,1,2,20.0,1,3,0,31.9,62.5,0,32,0.0,0,30,4,90.0,27,93.8,6,75.0,0,52,7,1.8,13.0,1.93,5,2022
Zay Jones,11792,WR,JAX,1,8,0,15,0,-3.0,0,100.0,,0,0,0.0,0,1,0,84.5,91.4,0,7,0.0,0,3,2,100.0,3,87.5,2,25.0,0,10,16,8.0,5.0,3.33,6.3,0,66.7,,0,0,0.0,0,0,0,54.9,53.5,0,3,0.0,0,10,2,100.0,10,70.1,3,37.5,0,5,7,3.5,2.5,0.5,5,2022
Deebo Samuel,48274,WR,SF,1,8,0,28,0,,0,,,0,0,,0,0,0,,50.5,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,7.7,0,66.7,100.0,1,1,0.0,0,2,0,70.5,64.0,0,16,0.0,0,7,2,100.0,7,125.0,3,37.5,1,20,9,4.5,10.0,2.86,5,2022
George Pickens,99229,WR,PIT,1,8,0,25,0,,0,,,0,0,,0,0,0,,52.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,9.0,0,0.0,0.0,0,1,,0,0,0,76.5,76.3,0,0,0.0,0,3,0,100.0,3,39.6,1,12.5,0,0,0,,,0.0,5,2022
Travis Kelce,7844,TE,KC,1,8,0,16,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,51.6,0,1,0.0,0,4,1,100.0,4,79.2,1,12.5,0,1,3,3.0,1.0,0.25,4.3,1,100.0,,0,0,0.0,0,2,0,79.4,68.5,0,6,0.0,0,19,3,94.7,18,125.7,3,37.5,1,14,1,0.3,4.7,0.78,5,2022
Jerry Jeudy,61103,WR,DEN,1,7,0,10,0,-3.0,0,100.0,,0,0,0.0,0,1,0,78.7,54.6,0,5,0.0,0,4,1,100.0,4,87.5,1,14.3,0,5,8,8.0,5.0,1.25,19.2,0,33.3,0.0,0,2,33.3,1,2,0,27.0,46.9,0,37,0.0,0,32,2,96.9,31,59.0,6,85.7,0,42,24,12.0,21.0,1.35,5,2022
Devin Duvernay,40006,WR,BLT,1,7,0,3,0,-1.0,0,100.0,,0,0,0.0,0,0,0,78.7,91.2,0,9,0.0,0,3,1,100.0,3,104.2,1,14.3,0,9,10,10.0,9.0,3.0,18.0,0,75.0,100.0,1,1,0.0,0,1,0,76.5,79.6,0,21,0.0,0,9,3,100.0,9,101.0,4,57.1,0,35,15,5.0,11.7,3.89,5,2022
Robert Woods,7822,WR,TEN,1,7,0,31,0,,0,,,0,0,,0,0,0,,48.5,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,2.7,0,66.7,,0,0,0.0,0,1,0,70.5,58.9,0,12,0.0,0,12,2,100.0,12,78.5,3,42.9,0,15,10,5.0,7.5,1.25,5,2022
Drake London,86519,WR,ATL,1,7,0,2,0,-2.0,0,50.0,0.0,0,1,0.0,0,0,0,78.7,55.2,0,0,0.0,0,3,1,100.0,3,56.3,2,28.6,0,0,3,3.0,0.0,0.0,16.0,0,50.0,,0,0,0.0,0,1,0,74.6,71.6,0,7,0.0,0,2,1,100.0,2,58.3,2,28.6,0,7,1,1.0,7.0,3.5,5,2022
Davante Adams,8688,WR,LV,1,7,0,23,0,,0,,,0,0,,0,0,0,,53.0,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,72.1,62.3,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,5,2022
CeeDee Lamb,61570,WR,DAL,1,7,0,9,0,2.0,0,100.0,,0,0,0.0,0,0,0,78.7,56.3,0,13,0.0,0,3,1,100.0,3,118.8,1,14.3,0,13,11,11.0,13.0,4.33,4.7,0,100.0,,0,0,0.0,0,2,0,78.0,75.7,0,16,0.0,0,10,3,100.0,10,106.9,3,42.9,0,29,15,5.0,9.7,2.9,5,2022
Donovan Peoples-Jones,61439,WR,CLV,1,7,0,8,0,,0,,,0,0,,0,0,0,,51.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,5.7,1,66.7,,0,0,0.0,0,1,0,73.4,72.1,0,19,0.0,0,8,2,100.0,8,85.4,3,42.9,0,20,7,3.5,10.0,2.5,5,2022
Cade Otton,61071,TE,TB,1,7,0,30,0,-3.0,0,0.0,,0,0,,0,0,0,,40.6,0,0,0.0,0,5,0,100.0,5,39.6,1,14.3,0,0,0,,,0.0,2.0,0,100.0,,0,0,0.0,0,0,0,78.0,56.6,0,7,0.0,0,16,3,100.0,16,83.3,3,42.9,0,12,6,2.0,4.0,0.75,5,2022
Tyreek Hill,10799,WR,MIA,1,7,0,17,0,-2.5,1,100.0,,0,0,0.0,0,0,0,84.5,61.5,0,5,0.0,0,4,2,100.0,4,79.2,2,28.6,0,4,9,4.5,2.0,1.0,-1.5,0,100.0,,0,0,0.0,0,0,0,79.4,81.7,0,6,0.0,0,11,2,90.9,10,89.6,2,28.6,0,11,14,7.0,5.5,1.1,5,2022
Kalif Raymond,11028,WR,DET,1,7,0,11,0,-3.5,0,100.0,,0,0,0.0,0,0,0,84.5,60.3,0,3,0.0,0,3,2,100.0,3,79.2,2,28.6,0,3,10,5.0,1.5,1.0,1.3,0,66.7,,0,0,0.0,0,1,0,77.3,68.8,0,12,0.0,0,18,2,94.4,17,78.5,3,42.9,0,15,15,7.5,7.5,0.88,5,2022
J.D. McKissic,11047,HB,WAS,1,7,0,32,0,-6.0,0,100.0,,0,0,0.0,0,0,0,78.7,94.5,0,14,0.0,0,2,1,100.0,2,118.8,1,14.3,0,14,20,20.0,14.0,7.0,-1.0,0,100.0,,0,0,0.0,0,0,0,80.0,61.7,0,6,0.0,0,1,1,100.0,1,91.7,1,14.3,0,6,7,7.0,6.0,6.0,5,2022
JuJu Smith-Schuster,11817,WR,KC,1,7,0,16,0,,0,,,0,0,,0,0,0,,47.4,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,5.5,0,50.0,100.0,1,1,33.3,1,1,0,31.8,54.5,0,13,0.0,0,19,2,94.7,18,64.6,4,57.1,0,20,3,1.5,10.0,1.11,5,2022
Allen Lazard,48135,WR,GB,1,7,0,12,0,0.0,0,100.0,,0,0,0.0,0,1,0,78.7,74.1,0,4,0.0,0,8,1,100.0,8,122.9,1,14.3,1,4,4,4.0,4.0,0.5,7.0,0,50.0,0.0,0,1,0.0,0,1,0,70.5,51.9,0,5,0.0,0,19,2,100.0,19,95.8,4,57.1,1,9,6,3.0,4.5,0.47,5,2022
Scotty Miller,47481,WR,TB,1,7,0,30,0,,0,,,0,0,,0,0,0,,51.2,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,12.0,0,100.0,100.0,1,1,0.0,0,0,0,75.6,65.0,0,12,0.0,0,5,1,100.0,5,116.7,1,14.3,0,12,0,0.0,12.0,2.4,5,2022
Hayden Hurst,47294,TE,CIN,1,7,0,7,0,,0,,,0,0,,0,0,0,,44.5,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,6.0,0,100.0,,0,0,0.0,0,0,0,78.0,64.7,0,6,0.0,0,9,1,77.8,7,91.7,1,14.3,0,6,0,0.0,6.0,0.86,5,2022
Darius Slayton,25578,WR,NYG,1,7,0,21,0,,0,,,0,0,,0,0,0,,47.7,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,12.0,0,50.0,,0,0,0.0,0,0,0,74.6,75.5,0,6,0.0,0,7,1,85.7,6,56.3,2,28.6,0,6,0,0.0,6.0,1.0,5,2022
Chris Olave,84355,WR,NO,1,6,0,20,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,13.5,0,50.0,100.0,1,1,0.0,0,1,0,73.4,91.0,0,16,0.0,0,4,1,100.0,4,116.7,2,33.3,1,16,0,0.0,16.0,4.0,5,2022
Chris Godwin,11839,WR,TB,1,6,0,30,0,-2.0,0,100.0,,0,0,0.0,0,1,0,84.5,90.0,0,9,0.0,0,4,2,100.0,4,95.8,2,33.3,0,14,18,9.0,7.0,3.5,4.8,0,100.0,,0,0,0.0,0,3,0,78.0,71.9,0,18,0.0,0,23,4,87.0,20,104.2,4,66.7,0,36,17,4.3,9.0,1.8,5,2022
Amon-Ra St. Brown,84470,WR,DET,1,6,0,11,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,3.0,0,50.0,0.0,0,1,0.0,0,0,0,75.6,74.4,0,2,0.0,0,12,1,91.7,11,56.3,2,33.3,0,2,0,0.0,2.0,0.18,5,2022
Zach Gentry,36049,TE,PIT,1,6,0,25,0,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,73.4,68.2,0,0,14.3,1,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,5,2022
Terry McLaurin,48229,WR,WAS,1,6,0,32,0,-1.0,1,100.0,,0,0,0.0,0,0,0,78.7,90.7,0,5,0.0,0,4,1,100.0,4,87.5,1,16.7,0,5,6,6.0,5.0,1.25,18.5,3,100.0,100.0,1,1,0.0,0,2,0,76.5,77.6,0,34,0.0,0,11,2,100.0,11,118.8,2,33.3,0,59,22,11.0,29.5,5.36,5,2022
Alvin Kamara,11822,HB,NO,1,6,0,20,0,-4.0,1,100.0,,0,0,0.0,0,1,0,78.7,99.9,0,54,0.0,0,1,1,100.0,1,118.8,1,16.7,0,54,58,58.0,54.0,54.0,,0,,,0,0,,0,0,0,75.6,41.3,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,5,2022
Eric Saubert,11929,TE,DEN,1,6,0,10,0,,0,,,0,0,,0,0,0,,38.8,0,0,33.3,1,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,49.2,52.5,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,5,2022
Saquon Barkley,45791,HB,NYG,1,6,0,21,0,-4.3,0,50.0,,0,0,33.3,1,0,0,25.7,25.7,0,-1,0.0,0,7,2,100.0,7,56.3,4,66.7,0,-5,2,1.0,-2.5,-0.71,-2.0,0,100.0,,0,0,0.0,0,0,0,27.9,47.5,0,-1,0.0,0,1,1,100.0,1,79.2,1,16.7,0,-1,1,1.0,-1.0,-1.0,5,2022
Josh Palmer,62979,WR,LAC,1,6,0,27,0,,0,,,0,0,,0,0,0,,51.3,0,0,25.0,1,4,0,50.0,2,0.0,0,0.0,0,0,0,,,0.0,4.0,0,100.0,,0,0,0.0,0,1,0,25.5,43.7,0,9,7.7,1,13,2,92.3,12,102.1,2,33.3,0,17,9,4.5,8.5,1.42,5,2022
Russell Gage,44771,WR,TB,1,6,0,30,0,,0,,,0,0,,0,0,0,,48.9,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,6.6,0,40.0,,0,0,33.3,1,1,0,29.7,57.5,0,14,0.0,0,22,2,100.0,22,52.1,5,83.3,0,20,12,6.0,10.0,0.91,5,2022
Tyler Lockett,9502,WR,SEA,1,6,0,29,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,73.4,74.6,0,0,0.0,0,11,0,81.8,9,0.0,0,0.0,0,0,0,,,0.0,5,2022
Brandin Cooks,8655,WR,HST,1,6,0,13,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,55.6,0,6,0.0,0,4,1,100.0,4,91.7,1,16.7,0,6,10,10.0,6.0,1.5,4.0,0,66.7,0.0,0,1,0.0,0,0,0,74.6,61.6,0,6,0.0,0,9,2,100.0,9,70.1,3,50.0,0,9,11,5.5,4.5,1.0,5,2022
A.J. Brown,48327,WR,PHI,1,6,0,24,0,-3.0,0,0.0,,0,0,100.0,1,0,0,21.6,28.9,0,0,0.0,0,11,0,100.0,11,39.6,1,16.7,0,0,0,,,0.0,-3.0,0,0.0,,0,0,100.0,1,0,0,29.2,54.9,0,0,0.0,0,6,0,100.0,6,39.6,1,16.7,0,0,0,,,0.0,5,2022
Adam Thielen,8288,WR,MIN,1,6,0,18,0,,0,,,0,0,,0,0,0,,45.0,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,1.5,0,100.0,,0,0,0.0,0,1,0,73.4,57.3,0,7,0.0,0,15,2,86.7,13,87.5,2,33.3,0,10,7,3.5,5.0,0.77,5,2022
Isaiah Hodgins,52130,WR,BUF,1,6,0,4,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,-2.0,1,100.0,,0,0,0.0,0,1,0,73.4,74.5,0,7,0.0,0,4,1,75.0,3,95.8,1,16.7,0,7,9,9.0,7.0,2.33,5,2022
Gabriel Davis,55410,WR,BUF,1,6,0,4,0,,0,,,0,0,,0,0,0,,48.6,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,61.3,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,5,2022
David Njoku,11784,TE,CLV,1,6,0,8,0,-3.0,0,100.0,,0,0,0.0,0,1,0,78.7,96.5,0,11,0.0,0,2,1,100.0,2,112.5,1,16.7,0,11,14,14.0,11.0,5.5,8.7,0,100.0,100.0,2,2,0.0,0,2,0,76.5,84.8,0,17,0.0,0,10,3,90.0,9,109.7,3,50.0,0,31,5,1.7,10.3,3.44,5,2022
Jaylen Warren,98692,HB,PIT,1,5,0,25,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,,0,,,0,0,,0,0,0,46.3,61.5,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,5,2022
Dontrell Hilliard,45691,HB,TEN,1,5,0,31,0,-4.0,0,100.0,,0,0,0.0,0,1,0,84.5,95.1,0,13,0.0,0,2,2,100.0,2,129.2,2,40.0,1,11,19,9.5,5.5,5.5,,0,,,0,0,,0,0,0,74.6,62.5,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,5,2022
Mecole Hardman,42683,WR,KC,1,5,0,16,0,-5.5,0,100.0,,0,0,0.0,0,0,0,84.5,62.6,0,7,0.0,0,4,2,100.0,4,85.4,2,40.0,0,9,20,10.0,4.5,2.25,12.0,1,80.0,,0,0,0.0,0,2,0,54.5,77.2,0,36,0.0,0,17,4,94.1,16,118.8,5,100.0,0,73,34,8.5,18.3,4.56,5,2022
K.J. Osborn,23503,WR,MIN,1,5,0,18,0,,0,,,0,0,,0,0,0,,45.9,0,0,20.0,1,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,6.3,0,100.0,,0,0,0.0,0,0,0,75.6,58.6,0,10,7.7,2,26,4,88.5,23,103.1,4,80.0,0,35,10,2.5,8.8,1.52,5,2022
Robbie Anderson,11254,WR,CAR,1,5,0,5,0,,0,,,0,0,,0,0,0,,48.2,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,,49.1,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,5,2022
Travis Etienne,57185,HB,JAX,1,5,0,15,0,,0,,,0,0,,0,0,0,,56.8,0,0,50.0,1,2,0,50.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,49.2,47.5,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,5,2022
Hunter Henry,10669,TE,NE,1,5,0,19,0,,0,,,0,0,,0,0,0,,45.8,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,6.0,0,100.0,,0,0,0.0,0,2,0,74.6,81.2,0,8,0.0,0,8,2,62.5,5,95.8,2,40.0,0,14,2,1.0,7.0,2.8,5,2022
Nico Collins,61441,WR,HST,1,5,0,13,0,,0,,,0,0,,0,0,0,,48.8,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0,0,68.3,58.6,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,5,2022
Shi Smith,61643,WR,CAR,1,5,0,5,0,-2.0,0,100.0,,0,0,0.0,0,0,0,78.7,54.1,0,8,0.0,0,5,1,100.0,5,100.0,1,20.0,0,8,10,10.0,8.0,1.6,17.8,0,75.0,50.0,1,2,0.0,0,2,0,73.4,66.1,0,31,0.0,0,33,3,93.9,31,116.7,4,80.0,0,61,6,2.0,20.3,1.97,5,2022
Darnell Mooney,48236,WR,CHI,1,5,0,6,0,,0,,,0,0,,0,0,0,,47.5,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,25.3,0,25.0,50.0,1,2,0.0,0,1,0,74.6,87.1,0,39,0.0,0,23,1,95.7,22,67.7,4,80.0,0,39,1,1.0,39.0,1.77,5,2022
Darrell Henderson,41193,HB,LA,1,5,0,26,0,-4.0,0,100.0,,0,0,0.0,0,0,0,78.7,56.6,0,5,20.0,1,5,1,80.0,4,87.5,1,20.0,0,5,9,9.0,5.0,1.25,-4.0,0,100.0,,0,0,0.0,0,0,0,75.6,54.4,0,5,0.0,0,3,1,100.0,3,87.5,1,20.0,0,5,9,9.0,5.0,1.67,5,2022
Dameon Pierce,83659,HB,HST,1,5,0,13,0,-3.0,0,100.0,,0,0,0.0,0,1,0,78.7,96.8,0,11,0.0,0,1,1,100.0,1,112.5,1,20.0,0,11,14,14.0,11.0,11.0,,0,,,0,0,,0,0,0,36.2,43.8,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,5,2022
Michael Gallup,26075,WR,DAL,1,5,0,9,0,-2.0,0,100.0,,0,0,0.0,0,0,0,84.5,61.0,0,5,0.0,0,3,2,100.0,3,79.2,2,40.0,0,6,10,5.0,3.0,2.0,,0,,,0,0,,0,0,0,31.8,63.5,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,5,2022
A.J. Green,6156,WR,ARZ,1,5,0,1,0,,0,,,0,0,,0,0,0,,48.6,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,5.0,0,100.0,,0,0,0.0,0,1,0,74.6,69.0,0,5,0.0,0,3,1,100.0,3,87.5,1,20.0,0,5,0,0.0,5.0,1.67,5,2022
Khalil Shakir,84140,WR,BUF,1,5,0,4,0,,0,,,0,0,,0,0,0,,47.4,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,16.4,0,60.0,100.0,2,2,25.0,1,3,0,29.7,80.5,0,31,0.0,0,25,3,100.0,25,143.8,5,100.0,1,75,26,8.7,25.0,3.0,5,2022
George Kittle,11901,TE,SF,1,5,0,28,0,,0,,,0,0,,0,0,0,,43.9,0,0,0.0,0,5,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,8.0,0,100.0,100.0,2,2,0.0,0,1,0,75.6,67.3,0,10,6.7,1,15,2,80.0,12,97.9,2,40.0,0,15,-1,-0.5,7.5,1.25,5,2022
Romeo Doubs,84329,WR,GB,1,5,0,12,0,-3.0,0,100.0,,0,0,0.0,0,0,0,78.7,48.9,0,-1,0.0,0,8,1,100.0,8,79.2,1,20.0,0,-1,2,2.0,-1.0,-0.13,19.0,0,100.0,,0,0,0.0,0,1,0,70.5,53.7,0,22,0.0,0,6,1,100.0,6,118.8,1,20.0,0,22,3,3.0,22.0,3.67,5,2022
Allen Robinson II,8696,WR,LA,1,5,0,26,0,-2.0,1,100.0,,0,0,0.0,0,0,0,78.7,53.0,0,5,0.0,0,6,1,100.0,6,87.5,1,20.0,0,5,7,7.0,5.0,0.83,1.0,1,100.0,,0,0,0.0,0,0,0,74.6,48.7,0,6,4.8,1,21,3,90.5,19,83.3,3,60.0,0,12,9,3.0,4.0,0.63,5,2022
KhaDarel Hodge,26104,WR,ATL,1,5,0,2,0,-3.5,0,50.0,,0,0,50.0,1,0,0,24.1,53.0,0,9,0.0,0,4,1,75.0,3,62.5,2,40.0,0,9,14,14.0,9.0,3.0,-5.0,0,100.0,,0,0,0.0,0,0,0,29.7,67.3,0,9,0.0,0,2,1,100.0,2,104.2,1,20.0,0,9,14,14.0,9.0,4.5,5,2022
