player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,week,year
Cooper Rush,12324,QB,DAL,1,44.3,0,9,56.0,,60.0,0,0,0,0.0,0.0,,0,0,0,27,0,0,0,61,0,33,0,0,27,0,4,2022
Carson Wentz,10636,QB,WAS,1,36.5,0,32,49.5,,60.0,0,0,0,0.0,0.0,,2,0,0,27,0,0,0,74,0,47,0,0,27,0,4,2022
Cody Whitehair,10690,G,CHI,1,100.0,0,6,83.3,83.9,77.7,0,0,14,100.0,100.0,100.0,0,0,0,27,0,27,0,27,15,15,0,0,12,0,4,2022
Amari Cooper,9437,WR,CLV,1,41.9,0,8,55.1,,54.1,0,0,0,0.0,0.0,,0,0,0,26,0,0,0,62,0,36,0,0,26,0,4,2022
Kyler Murray,38334,QB,ARZ,1,34.2,0,1,59.9,,60.0,0,0,0,0.0,0.0,,0,0,0,26,0,0,0,76,0,40,0,0,26,0,4,2022
Justin Fields,82118,QB,CHI,1,41.9,0,6,67.0,,60.0,0,0,0,0.0,0.0,,0,0,0,26,0,0,0,62,0,36,0,0,26,0,4,2022
Harrison Bryant,26394,TE,CLV,1,53.1,0,8,57.9,71.1,65.9,0,0,2,8.3,8.0,100.0,0,0,0,26,0,0,0,49,2,25,0,0,24,33,4,2022
Rondale Moore,62890,WR,ARZ,1,40.0,0,1,53.1,,79.5,0,0,0,0.0,0.0,,0,0,0,26,0,0,0,65,0,38,0,0,26,0,4,2022
Zach Wilson,82096,QB,NYJ,1,37.1,0,22,69.1,,60.0,0,0,0,0.0,0.0,,0,0,0,26,0,0,0,70,0,44,0,0,26,0,4,2022
Travis Kelce,7844,TE,KC,1,40.0,0,16,91.4,,73.0,0,0,0,0.0,0.0,,0,0,0,26,0,0,0,65,0,39,0,0,26,22,4,2022
Zach Gentry,36049,TE,PIT,1,66.7,0,25,48.7,75.6,52.1,0,0,4,26.7,27.8,100.0,0,0,0,26,0,0,0,39,5,18,0,1,21,37,4,2022
Terry McLaurin,48229,WR,WAS,1,37.1,0,32,55.8,,60.3,0,0,0,0.0,0.0,,0,0,0,26,0,0,0,70,0,44,0,0,26,0,4,2022
Marcus Cannon,6290,T,NE,1,100.0,0,19,77.5,78.3,71.2,0,0,6,100.0,100.0,100.0,0,0,0,25,0,0,0,25,6,6,0,10,19,15,4,2022
Kirk Cousins,7102,QB,MIN,1,34.7,0,18,67.5,,60.0,0,0,0,0.0,0.0,,2,0,0,25,0,0,0,72,0,46,0,0,25,0,4,2022
Tre' McKitty,60896,TE,LAC,1,67.6,0,27,54.8,80.9,56.6,0,0,5,31.3,29.4,100.0,0,0,0,25,0,0,0,37,5,17,0,0,20,29,4,2022
Adam Thielen,8288,WR,MIN,1,35.7,0,18,68.6,,55.6,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,70,0,45,0,0,25,0,4,2022
Bailey Zappe,60396,QB,NE,1,58.1,0,19,51.0,,60.0,0,0,0,0.0,0.0,,1,0,0,25,0,0,0,43,0,18,0,0,25,0,4,2022
CeeDee Lamb,61570,WR,DAL,1,43.1,0,9,75.4,,60.3,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,58,0,33,0,0,25,0,4,2022
Mitchell Wilcox,47234,TE,CIN,1,78.1,0,7,73.5,71.2,54.4,0,0,3,30.0,30.0,100.0,0,0,0,25,0,0,0,32,3,10,0,0,22,28,4,2022
Drake London,86519,WR,ATL,1,56.8,0,2,61.1,,71.9,0,0,0,0.0,0.0,,1,0,0,25,0,0,0,44,0,19,0,0,25,0,4,2022
Justin Herbert,28237,QB,LAC,1,35.7,1,27,72.9,,60.0,0,0,0,0.0,0.0,,1,0,0,25,0,0,0,70,0,41,0,0,25,0,4,2022
Mike Williams,11762,WR,LAC,1,38.5,0,27,72.2,,55.8,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,65,0,40,0,0,25,0,4,2022
Jared Goff,10635,QB,DET,1,33.8,0,11,74.6,,60.0,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,74,0,48,0,0,25,0,4,2022
Equanimeous St. Brown,47967,WR,CHI,1,42.4,0,6,57.4,,89.3,0,0,0,0.0,0.0,,0,0,0,25,0,0,0,59,0,34,0,0,25,4,4,2022
Darren Waller,9637,TE,LV,1,41.7,0,23,51.3,61.4,58.5,0,0,1,2.9,2.8,100.0,0,0,0,25,0,0,0,60,1,36,0,0,24,23,4,2022
T.J. Hockenson,40912,TE,DET,1,36.9,0,11,90.6,72.3,41.3,0,0,3,7.9,8.9,100.0,0,0,0,24,0,0,0,65,4,45,0,0,20,33,4,2022
Joe Burrow,28022,QB,CIN,1,37.5,0,7,67.4,,60.0,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,64,0,37,0,0,24,0,4,2022
Mark Andrews,47436,TE,BLT,1,36.4,0,3,50.9,,58.3,0,0,0,0.0,0.0,,1,0,0,24,0,0,1,66,0,42,0,0,24,13,4,2022
Darius Slayton,25578,WR,NYG,1,61.5,0,21,60.7,,57.6,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,39,0,15,0,0,24,1,4,2022
Tyler Conklin,47124,TE,NYJ,1,42.1,0,22,58.7,73.2,51.4,0,0,3,9.1,8.3,100.0,0,0,0,24,0,0,0,57,3,36,0,0,21,37,4,2022
Andy Dalton,6187,QB,NO,1,42.1,0,20,79.8,,60.6,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,57,0,32,0,0,24,0,4,2022
Ja'Marr Chase,84270,WR,CIN,1,40.0,0,7,70.0,,61.0,0,0,0,0.0,0.0,,0,0,0,24,0,0,0,60,0,36,0,0,24,1,4,2022
Durham Smythe,47257,TE,MIA,1,60.0,0,17,44.1,51.7,46.5,0,0,3,16.7,15.8,100.0,0,0,0,24,0,0,0,40,3,19,0,0,21,30,4,2022
Zach Ertz,7816,TE,ARZ,1,38.7,0,1,73.5,,89.5,0,0,0,0.0,0.0,,1,0,0,24,0,0,0,62,0,38,0,0,24,27,4,2022
Marcedes Lewis,2973,TE,GB,1,74.2,0,12,54.9,34.0,63.6,0,1,4,33.3,33.3,87.5,0,1,0,23,0,0,0,31,4,12,0,0,19,30,4,2022
Noah Brown,11993,WR,DAL,1,47.9,0,9,69.9,65.3,56.4,0,0,1,4.3,3.8,100.0,0,0,0,23,0,0,0,48,1,26,0,0,22,0,4,2022
Elijah Moore,84302,WR,NYJ,1,36.5,0,22,61.3,,61.6,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,63,0,40,0,0,23,0,4,2022
Jack Stoll,42058,TE,PHI,1,69.7,0,24,48.9,,54.3,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,33,0,10,0,1,23,23,4,2022
Justin Jefferson,61398,WR,MIN,1,33.8,0,18,69.0,,59.4,0,0,0,0.0,0.0,,1,0,0,23,0,0,0,68,0,44,0,0,23,0,4,2022
Lil'Jordan Humphrey,42247,WR,NE,1,74.2,0,19,67.4,,62.5,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,31,0,8,0,0,23,3,4,2022
Noah Fant,42388,TE,SEA,1,57.5,0,29,73.7,72.8,51.1,0,0,2,11.8,15.0,100.0,0,0,0,23,0,0,0,40,3,20,0,0,20,27,4,2022
Olamide Zaccheaus,44920,WR,ATL,1,74.2,0,2,74.1,,56.1,0,0,0,0.0,0.0,,0,0,0,23,0,0,0,31,0,8,0,0,23,0,4,2022
Devery Hamilton,40636,T,NYG,1,100.0,1,21,48.5,37.7,49.0,0,0,5,100.0,100.0,100.0,1,0,0,23,0,0,0,23,5,5,0,23,18,0,4,2022
Lamar Jackson,46416,QB,BLT,1,31.4,0,3,58.0,,60.0,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,70,0,43,0,0,22,0,4,2022
Trey McBride,75916,TE,ARZ,1,68.8,0,1,61.5,69.6,57.9,0,0,1,12.5,9.1,100.0,1,0,0,22,0,0,1,32,1,11,0,0,21,22,4,2022
Matt Ryan,4317,QB,IND,1,33.8,0,14,69.8,,60.3,0,0,0,0.0,0.0,,1,0,0,22,0,0,0,65,0,42,0,0,22,0,4,2022
Jimmy Garoppolo,8697,QB,SF,1,44.0,0,28,87.5,,60.0,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,50,0,28,0,0,22,0,4,2022
Marquez Valdes-Scantling,47809,WR,KC,1,40.0,0,16,57.8,,62.4,0,0,0,0.0,0.0,,1,0,0,22,0,0,0,55,0,33,0,0,22,1,4,2022
Darnell Mooney,48236,WR,CHI,1,41.5,0,6,74.4,,76.2,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,53,0,31,0,0,22,0,4,2022
Ryan Tannehill,7014,QB,TEN,1,40.7,0,31,69.7,,60.0,0,0,0,0.0,0.0,,0,0,0,22,0,0,0,54,0,29,0,0,22,0,4,2022
Kyle Pitts,83964,TE,ATL,1,64.7,0,2,76.8,62.4,62.2,0,0,1,7.7,7.7,100.0,0,0,0,22,0,0,0,34,1,13,0,0,21,16,4,2022
Tyler Lockett,9502,WR,SEA,1,40.4,0,29,78.7,,77.8,0,0,0,0.0,0.0,,0,0,0,21,0,0,0,52,0,31,0,0,21,0,4,2022
Jason Peters,2148,G,DAL,1,100.0,0,9,57.6,59.6,56.6,0,1,11,100.0,100.0,95.5,0,1,0,21,0,21,0,21,13,13,0,0,8,0,4,2022
Jakob Johnson,32565,FB,LV,1,80.8,0,23,51.2,76.5,52.3,0,0,3,37.5,37.5,100.0,0,0,0,21,0,0,0,26,3,8,0,0,18,6,4,2022
Daniel Brunskill,34807,G,SF,1,100.0,0,28,50.3,70.9,45.5,0,1,13,100.0,100.0,96.2,0,1,0,21,0,0,0,21,13,13,21,0,8,0,4,2022
Tom Kennedy,94379,WR,DET,1,35.0,0,11,64.7,65.7,58.2,0,0,1,2.9,2.5,100.0,0,0,0,21,0,0,0,60,1,40,0,0,20,0,4,2022
Gerald Everett,11799,TE,LAC,1,45.7,0,27,72.4,75.0,58.5,0,0,4,13.8,13.8,100.0,0,0,0,21,0,0,0,46,4,29,0,0,17,27,4,2022
George Kittle,11901,TE,SF,1,44.7,0,28,55.4,27.7,58.7,0,0,1,3.7,3.7,100.0,0,0,0,21,0,0,0,47,1,27,0,0,20,31,4,2022
Tyler Higbee,10744,TE,LA,1,30.4,0,26,66.9,14.0,60.1,0,1,4,7.8,7.7,87.5,0,1,0,21,0,0,0,69,4,52,0,0,17,47,4,2022
Logan Thomas,8755,TE,WAS,1,38.2,0,32,62.4,9.3,61.2,0,1,1,2.9,2.9,50.0,0,1,0,21,0,0,0,55,1,35,0,0,20,25,4,2022
Iosua Opeta,45110,G,PHI,1,100.0,0,24,52.3,51.9,53.0,0,0,3,100.0,100.0,100.0,0,0,0,20,0,0,0,20,4,4,20,0,16,0,4,2022
Corey Davis,11760,WR,NYJ,1,38.5,0,22,80.2,,70.3,0,0,0,0.0,0.0,,1,0,0,20,0,0,0,52,0,32,0,0,20,1,4,2022
Gabriel Davis,55410,WR,BUF,1,32.3,0,4,46.0,,48.1,0,0,0,0.0,0.0,,0,0,0,20,0,0,0,62,0,42,0,0,20,3,4,2022
K.J. Osborn,23503,WR,MIN,1,32.8,0,18,55.5,,39.9,0,0,0,0.0,0.0,,0,0,0,20,0,0,0,61,0,40,0,0,20,0,4,2022
Josh Reynolds,11872,WR,DET,1,30.6,0,11,84.8,,59.2,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,62,0,43,0,0,19,0,4,2022
Tanner Hudson,66924,TE,NYG,1,51.4,0,21,70.0,,80.3,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,37,0,18,0,0,19,28,4,2022
Michael Pittman Jr.,29049,WR,IND,1,32.8,0,14,62.3,,61.9,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,58,0,39,0,0,19,0,4,2022
Tyreek Hill,10799,WR,MIA,1,31.7,0,17,79.8,,42.5,0,0,0,0.0,0.0,,1,0,0,19,0,0,0,60,0,40,0,0,19,3,4,2022
Diontae Johnson,33441,WR,PIT,1,33.3,0,25,56.8,,61.3,0,0,0,0.0,0.0,,1,0,0,19,0,0,0,57,0,36,0,0,19,0,4,2022
Eric Tomlinson,9786,TE,DEN,1,79.2,0,10,48.7,70.8,51.9,0,0,2,28.6,37.5,100.0,0,0,0,19,0,0,0,24,3,8,0,0,16,23,4,2022
Jaylen Waddle,84088,WR,MIA,1,34.5,0,17,56.9,,61.1,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,55,0,36,0,0,19,0,4,2022
Brandon Aiyuk,84109,WR,SF,1,41.3,0,28,66.2,,75.2,0,0,0,0.0,0.0,,0,0,0,19,0,0,0,46,0,27,0,0,19,0,4,2022
D.K. Metcalf,47864,WR,SEA,1,38.0,0,29,80.7,,54.9,0,0,0,0.0,0.0,,1,0,0,19,0,0,0,50,0,31,0,0,19,0,4,2022
Maxx Williams,9488,TE,ARZ,1,82.6,0,1,61.0,69.6,62.8,0,0,1,25.0,20.0,100.0,0,0,0,19,0,0,0,23,1,5,0,0,18,21,4,2022
John Bates,42275,TE,WAS,1,60.0,0,32,66.3,36.6,77.5,1,0,3,23.1,20.0,83.3,0,1,0,18,0,0,0,30,3,15,0,0,15,19,4,2022
Curtis Samuel,11795,WR,WAS,1,31.0,0,32,65.1,,59.6,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,58,0,40,0,0,18,2,4,2022
Dawson Knox,35883,TE,BUF,1,38.3,0,4,81.5,65.9,91.6,0,0,1,3.3,3.3,100.0,0,0,0,18,0,0,0,47,1,30,0,1,17,14,4,2022
Stefon Diggs,9579,WR,BUF,1,30.0,0,4,62.9,,61.9,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,60,0,42,0,0,18,0,4,2022
JuJu Smith-Schuster,11817,WR,KC,1,36.0,0,16,73.4,,77.8,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,50,0,32,0,0,18,0,4,2022
Tee Higgins,61211,WR,CIN,1,36.7,0,7,85.0,,52.7,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,49,0,31,0,0,18,3,4,2022
Mo Alie-Cox,12078,TE,IND,1,40.0,0,14,83.7,69.4,58.2,0,0,1,3.6,6.9,100.0,0,0,0,18,0,0,0,45,2,29,0,0,16,39,4,2022
Mecole Hardman,42683,WR,KC,1,48.6,0,16,53.1,,63.2,0,0,0,0.0,0.0,,0,0,0,18,0,0,0,37,0,19,0,0,18,0,4,2022
Sean Harlow,11891,C,ARZ,1,100.0,0,1,57.2,79.2,54.1,0,0,4,100.0,100.0,100.0,0,0,0,18,0,18,0,18,6,6,0,0,12,0,4,2022
Jaylon Moore,43678,T,SF,1,100.0,0,28,64.1,79.5,59.7,0,0,7,100.0,100.0,100.0,0,0,0,18,0,0,18,18,7,7,0,0,11,0,4,2022
Pat Freiermuth,84085,TE,PIT,1,38.3,0,25,82.8,66.3,62.3,0,0,1,3.6,3.3,100.0,0,0,0,18,0,0,0,47,1,30,0,0,17,36,4,2022
Jahan Dotson,84375,WR,WAS,1,38.6,0,32,72.1,,77.8,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,44,0,27,0,0,17,0,4,2022
Christian Kirk,47546,WR,JAX,1,38.6,0,15,51.5,62.3,54.7,0,0,1,3.7,3.7,100.0,0,0,0,17,0,0,0,44,1,27,0,0,16,0,4,2022
Trevor Lawrence,77632,QB,JAX,1,36.2,0,15,27.6,,60.0,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,47,0,28,0,0,17,0,4,2022
Keelan Cole,51593,WR,LV,1,34.7,0,23,49.7,,56.4,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,49,0,32,0,0,17,0,4,2022
Cooper Kupp,11824,WR,LA,1,23.0,0,26,78.3,,55.4,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,74,0,57,0,0,17,0,4,2022
Justin Herron,46271,T,LV,1,100.0,1,23,55.4,73.5,54.3,0,0,4,100.0,100.0,100.0,1,0,0,17,0,0,0,17,4,4,0,0,13,17,4,2022
Brock Wright,60994,TE,DET,1,70.8,0,11,47.6,73.0,58.3,0,0,4,44.4,36.4,100.0,1,0,0,17,0,0,0,24,4,11,0,0,13,14,4,2022
Marvin Jones Jr.,7158,WR,JAX,1,39.5,0,15,48.8,,78.6,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,43,0,26,0,0,17,0,4,2022
Allen Robinson II,8696,WR,LA,1,23.3,0,26,50.2,,61.3,0,0,0,0.0,0.0,,0,0,0,17,0,0,0,73,0,56,0,0,17,0,4,2022
George Pickens,99229,WR,PIT,1,35.6,0,25,87.5,,61.6,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,45,0,29,0,0,16,0,4,2022
DeAndre Carter,9859,WR,LAC,1,32.7,0,27,55.1,38.3,52.2,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,49,0,33,0,0,16,0,4,2022
Devin Duvernay,40006,WR,BLT,1,35.6,0,3,69.3,,59.6,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,45,0,29,0,0,16,0,4,2022
Coleman Shelton,39316,C,LA,1,100.0,0,26,49.5,44.6,49.2,0,0,11,100.0,100.0,90.9,0,1,1,16,16,0,0,16,11,11,0,0,5,0,4,2022
C.J. Uzomah,9590,TE,NYJ,1,51.6,0,22,58.0,74.8,65.2,0,0,3,16.7,16.7,100.0,0,0,0,16,0,0,0,31,3,18,0,0,13,25,4,2022
Nick Westbrook-Ikhine,47861,WR,TEN,1,45.7,0,31,62.2,,89.1,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,35,0,19,0,0,16,0,4,2022
Tyler Boyd,10689,WR,CIN,1,34.8,0,7,66.3,65.9,55.4,0,0,1,3.3,3.2,100.0,0,0,0,16,0,0,0,46,1,31,0,0,15,1,4,2022
Colby Parkinson,52266,TE,SEA,1,69.6,0,29,73.9,28.7,51.9,0,1,1,14.3,12.5,50.0,0,1,0,16,0,0,0,23,1,8,0,0,15,22,4,2022
Nelson Agholor,9453,WR,NE,1,42.1,0,19,70.4,66.2,54.3,0,0,1,4.3,4.3,100.0,0,0,0,16,0,0,0,38,1,23,0,0,15,0,4,2022
Chris Olave,84355,WR,NO,1,39.0,0,20,77.0,,39.4,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,41,0,25,0,0,16,0,4,2022
Irv Smith Jr.,42060,TE,MIN,1,34.8,0,18,56.8,33.8,58.7,0,0,3,10.3,9.1,100.0,0,0,0,16,0,0,0,46,3,33,0,0,13,29,4,2022
Bennett Skowronek,27948,WR,LA,1,24.6,0,26,54.7,82.6,64.5,0,0,2,4.0,3.9,100.0,0,0,0,16,0,0,0,65,2,51,0,0,14,6,4,2022
Tim Jones,61669,WR,JAX,1,61.5,0,15,48.8,,75.0,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,26,0,10,0,0,16,1,4,2022
Matthew Stafford,4924,QB,LA,1,21.6,0,26,48.7,,60.0,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,74,0,57,0,0,16,0,4,2022
Garrett Wilson,97405,WR,NYJ,1,29.6,1,22,54.2,,60.5,0,0,0,0.0,0.0,,1,0,0,16,0,0,0,54,0,38,0,0,16,1,4,2022
Robert Woods,7822,WR,TEN,1,39.0,0,31,75.9,,75.3,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,41,0,25,0,0,16,0,4,2022
Russell Wilson,7077,QB,DEN,1,30.2,0,10,80.3,,60.0,0,0,0,0.0,0.0,,0,0,0,16,0,0,0,53,0,36,0,0,16,0,4,2022
Kyle Juszczyk,7912,FB,SF,1,46.9,0,28,67.2,77.4,56.2,0,0,5,23.8,23.8,100.0,0,0,0,15,0,0,0,32,5,21,0,0,10,7,4,2022
Kenny Golladay,11851,WR,NYG,1,55.6,0,21,58.7,,82.8,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,27,0,12,0,0,15,0,4,2022
Charlie Woerner,42257,TE,SF,1,78.9,0,28,41.3,66.9,36.8,0,0,2,33.3,33.3,100.0,0,0,0,15,0,0,0,19,2,6,0,0,13,10,4,2022
Josh Oliver,47083,TE,BLT,1,71.4,0,3,58.3,72.5,62.3,0,0,1,16.7,25.0,100.0,0,0,0,15,0,0,0,21,2,8,0,0,13,17,4,2022
Josh Palmer,62979,WR,LAC,1,38.5,0,27,57.5,,59.1,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,39,0,24,0,0,15,0,4,2022
O.J. Howard,11774,TE,HST,1,34.9,0,13,58.7,68.5,60.3,0,0,1,3.7,3.4,100.0,0,0,0,15,0,0,0,43,1,29,0,0,14,37,4,2022
Jarvis Landry,8698,WR,NO,1,39.5,0,20,58.7,,55.7,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,38,0,23,0,0,15,0,4,2022
Teddy Bridgewater,8667,QB,MIA,1,38.5,0,17,54.2,,60.0,0,0,0,0.0,0.0,,1,0,0,15,0,0,0,39,0,24,0,0,15,0,4,2022
Demarcus Robinson,10760,WR,BLT,1,38.5,0,3,53.5,,60.1,0,0,0,0.0,0.0,,0,0,0,15,0,0,0,39,0,24,0,0,15,0,4,2022
Jake Ferguson,61081,TE,DAL,1,82.4,0,9,59.5,74.9,56.3,0,0,4,57.1,62.5,100.0,0,0,0,14,0,0,0,17,5,8,0,0,9,15,4,2022
Johnny Mundt,12206,TE,MIN,1,70.0,0,18,28.3,0.0,62.4,1,0,2,25.0,33.3,75.0,0,1,0,14,0,0,0,20,3,9,0,0,11,20,4,2022
Josh Allen,46601,QB,BUF,1,22.2,0,4,86.8,,60.0,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,63,0,43,0,0,14,0,4,2022
Chase Claypool,42312,WR,PIT,1,29.8,0,25,49.8,,60.3,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,47,0,33,0,0,14,2,4,2022
Quintez Cephus,29614,WR,DET,1,41.2,0,11,69.2,,78.9,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,34,0,20,0,0,14,0,4,2022
Courtland Sutton,48164,WR,DEN,1,28.0,0,10,63.3,,31.5,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,50,0,36,0,0,14,0,4,2022
Zach Pascal,12303,WR,PHI,1,70.0,0,24,33.0,,60.1,0,0,0,0.0,0.0,,1,0,0,14,0,0,0,20,0,6,0,0,14,1,4,2022
Parris Campbell,47940,WR,IND,1,32.6,0,14,68.8,,56.3,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,43,0,29,0,0,14,0,4,2022
Davis Mills,52269,QB,HST,1,24.6,0,13,74.1,,60.0,0,0,0,0.0,0.0,,1,0,0,14,0,0,0,57,0,43,0,0,14,0,4,2022
Tyler Davis,47743,TE,GB,1,66.7,0,12,56.7,,62.6,0,0,0,0.0,0.0,,0,0,0,14,0,0,0,21,0,7,0,0,14,16,4,2022
Josh Jacobs,45953,HB,LV,1,20.9,0,23,88.8,83.1,59.8,0,0,9,27.3,26.5,100.0,0,0,0,14,0,0,0,67,9,34,0,0,5,0,4,2022
Mitchell Trubisky,11757,QB,PIT,1,39.4,0,25,60.7,,60.0,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,33,0,20,0,0,13,0,4,2022
James Conner,11860,HB,ARZ,1,26.0,0,1,66.6,80.0,86.9,0,0,1,4.8,8.7,100.0,1,0,0,13,0,0,0,50,2,23,0,0,11,0,4,2022
Devin Asiasi,40294,TE,CIN,1,81.3,0,7,49.0,24.1,58.0,0,1,3,50.0,50.0,83.3,0,1,0,13,0,0,0,16,3,6,0,0,10,15,4,2022
Marquise Goodwin,7859,WR,SEA,1,44.8,0,29,37.2,,59.1,0,0,0,0.0,0.0,,1,0,0,13,0,0,0,29,0,16,0,0,13,1,4,2022
Alec Ingold,34934,FB,MIA,1,61.9,0,17,47.0,,45.0,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,21,0,8,0,0,13,3,4,2022
Aaron Jones,11937,HB,GB,1,28.9,0,12,72.4,46.2,60.0,1,0,7,31.8,31.8,92.9,0,1,0,13,0,0,0,45,7,22,0,0,6,0,4,2022
Justin Pugh,7800,G,ARZ,1,100.0,0,1,47.5,16.2,55.4,0,2,5,100.0,100.0,80.0,0,2,0,13,0,13,0,13,6,6,0,0,7,0,4,2022
Treylon Burks,99218,WR,TEN,1,37.1,1,31,51.6,,60.8,0,0,0,0.0,0.0,,2,0,0,13,0,0,0,35,0,21,0,0,13,0,4,2022
Evan Engram,11778,TE,JAX,1,37.1,0,15,57.4,,56.3,0,0,0,0.0,0.0,,0,0,0,13,0,0,0,35,0,22,0,0,13,17,4,2022
Kylen Granson,40630,TE,IND,1,41.4,0,14,83.8,,33.4,0,0,0,0.0,0.0,,0,0,0,12,0,0,1,29,0,17,0,0,12,19,4,2022
Alec Pierce,78038,WR,IND,1,41.4,0,14,78.1,,37.7,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,29,0,17,0,0,12,0,4,2022
D.J. Moore,48267,WR,CAR,1,24.0,0,5,73.1,,59.2,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,50,0,38,0,0,12,1,4,2022
Jerry Jeudy,61103,WR,DEN,1,25.5,0,10,69.4,,60.2,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,47,0,35,0,0,12,0,4,2022
Jonnu Smith,11855,TE,NE,1,70.6,0,19,44.4,70.4,46.3,0,0,2,28.6,28.6,100.0,0,0,0,12,0,0,0,17,2,7,0,0,10,14,4,2022
Keith Smith,9302,FB,ATL,1,80.0,0,2,67.4,53.5,70.9,0,1,3,50.0,50.0,83.3,0,1,0,12,0,0,0,15,3,6,0,0,9,4,4,2022
Nico Collins,61441,WR,HST,1,27.3,0,13,68.0,,61.7,0,0,0,0.0,0.0,,0,0,0,12,0,0,0,44,0,32,0,0,12,0,4,2022
Giovanni Ricci,13756,TE,CAR,1,48.0,0,5,56.2,82.5,66.4,0,0,3,18.8,23.5,100.0,0,0,0,12,0,0,0,25,4,17,0,0,8,21,4,2022
Rashaad Penny,27414,HB,SEA,1,24.4,0,29,76.5,82.5,60.3,0,0,6,28.6,26.1,100.0,0,0,0,11,0,0,0,45,6,23,0,0,5,0,4,2022
Trai Turner,8727,G,WAS,1,100.0,0,32,24.6,27.2,37.4,0,0,5,100.0,100.0,80.0,1,1,1,11,0,0,0,11,5,5,11,0,6,0,4,2022
Michael Gallup,26075,WR,DAL,1,28.2,0,9,63.9,,60.1,0,0,0,0.0,0.0,,0,0,0,11,0,0,0,39,0,28,0,0,11,0,4,2022
KhaDarel Hodge,26104,WR,ATL,1,61.1,0,2,61.9,,83.6,0,0,0,0.0,0.0,,0,0,0,11,0,0,0,18,0,7,0,0,11,0,4,2022
Trevon Wesco,42018,TE,CHI,1,68.8,0,6,48.0,69.6,51.7,0,0,1,16.7,16.7,100.0,0,0,0,11,0,0,0,16,1,6,0,0,10,14,4,2022
Khari Blasingame,44889,FB,CHI,1,68.8,0,6,56.7,65.8,60.2,0,0,1,20.0,16.7,100.0,0,0,0,11,0,0,0,16,1,6,0,0,10,5,4,2022
Saquon Barkley,45791,HB,NYG,1,18.0,0,21,70.5,80.2,60.0,0,0,3,15.8,17.4,100.0,0,0,0,11,0,0,0,61,4,23,0,0,7,0,4,2022
Deebo Samuel,48274,WR,SF,1,27.5,0,28,81.5,,30.8,0,0,0,0.0,0.0,,0,0,0,11,0,0,0,40,0,26,0,0,11,0,4,2022
