player,player_id,position,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,week,year
Daniel Faalele,81734,T,BLT,1,100.0,0,3,56.4,60.6,49.7,0,3,38,100.0,100.0,96.1,1,3,0,70,0,0,69,70,43,43,0,0,27,1,4,2022
Connor McGovern,10778,C,NYJ,1,100.0,0,22,53.3,84.4,41.9,0,0,41,100.0,100.0,100.0,0,0,0,70,70,0,0,70,44,44,0,0,26,0,4,2022
Trey Pipkins,91462,T,LAC,1,100.0,0,27,70.0,74.4,64.1,0,0,40,100.0,100.0,100.0,1,0,0,70,0,0,0,70,41,41,0,70,29,0,4,2022
Nate Herbig,28844,G,NYJ,1,100.0,0,22,64.9,67.9,61.2,1,2,41,100.0,100.0,96.3,0,3,0,70,0,0,0,70,44,44,70,0,26,0,4,2022
Zion Johnson,99681,G,LAC,1,100.0,0,27,69.8,72.6,65.6,0,2,40,100.0,100.0,97.5,0,2,0,70,0,0,0,70,41,41,70,0,29,0,4,2022
Morgan Moses,8701,T,BLT,1,100.0,0,3,55.4,51.1,55.8,0,3,38,100.0,100.0,90.8,0,5,2,70,0,0,0,70,43,43,0,70,27,0,4,2022
Alijah Vera-Tucker,57107,G,NYJ,1,100.0,0,22,56.5,65.8,47.0,0,3,41,100.0,100.0,96.3,0,3,0,70,0,0,70,70,44,44,0,0,26,0,4,2022
Kevin Zeitler,7032,G,BLT,1,100.0,0,3,56.7,68.4,58.1,0,1,38,100.0,100.0,96.1,1,2,1,70,0,0,0,70,43,43,70,0,27,0,4,2022
Tyler Linderbaum,82291,C,BLT,1,100.0,0,3,46.1,79.5,54.6,0,0,38,100.0,100.0,100.0,3,0,0,70,70,0,0,70,43,43,0,0,27,0,4,2022
Corey Linsley,8796,C,LAC,1,100.0,0,27,63.3,84.5,56.1,0,0,40,100.0,100.0,100.0,0,0,0,70,70,0,0,70,41,41,0,0,29,0,4,2022
Laken Tomlinson,9461,G,NYJ,1,100.0,0,22,44.7,57.6,41.0,0,2,41,100.0,100.0,97.6,0,2,0,70,0,70,0,70,44,44,0,0,26,0,4,2022
Matt Feiler,9289,G,LAC,1,100.0,0,27,44.0,39.0,46.7,0,1,40,100.0,100.0,98.7,0,1,0,70,0,70,0,70,41,41,0,0,29,0,4,2022
Ben Powers,41482,G,BLT,1,100.0,0,3,69.5,84.8,60.9,0,0,38,100.0,100.0,100.0,0,0,0,70,0,70,0,70,43,43,0,0,27,0,4,2022
Jamaree Salyer,81656,T,LAC,1,100.0,0,27,78.6,90.4,66.7,0,0,40,100.0,100.0,100.0,0,0,0,70,0,0,70,70,41,41,0,0,29,0,4,2022
David Bakhtiari,7891,T,GB,1,100.0,0,12,55.4,61.6,49.6,0,1,35,100.0,100.0,98.6,1,1,0,70,0,0,70,70,36,36,0,0,34,0,4,2022
Damien Lewis,81532,G,SEA,1,100.0,0,29,53.2,66.5,50.1,0,1,32,100.0,100.0,98.4,0,1,0,67,0,67,0,67,35,35,0,0,32,0,4,2022
Abraham Lucas,60218,T,SEA,1,100.0,0,29,63.9,63.1,61.8,0,2,32,100.0,100.0,96.9,0,2,0,67,0,0,0,67,35,35,0,67,32,0,4,2022
Austin Blythe,10882,C,SEA,1,100.0,0,29,70.7,63.9,70.8,0,0,32,100.0,100.0,100.0,0,0,0,67,67,0,0,67,35,35,0,0,32,0,4,2022
Gabe Jackson,8716,G,SEA,1,100.0,0,29,64.4,81.4,57.8,1,0,32,100.0,100.0,98.4,0,1,0,67,0,0,0,67,35,35,67,0,32,0,4,2022
Charles Cross,98401,T,SEA,1,100.0,0,29,51.8,65.8,49.2,0,1,32,100.0,100.0,98.4,2,1,0,67,0,0,67,67,35,35,0,0,32,0,4,2022
Evan Brown,38709,G,DET,1,100.0,1,11,57.9,37.7,63.5,0,1,34,100.0,100.0,98.5,1,1,0,67,0,0,0,67,41,41,67,0,26,0,4,2022
Jon Feliciano,9561,C,NYG,1,100.0,0,21,60.1,73.5,57.7,0,0,22,100.0,100.0,100.0,0,0,0,65,65,0,0,65,26,26,0,0,39,0,4,2022
Andrew Thomas,59701,T,NYG,1,100.0,0,21,87.0,88.5,84.3,0,0,22,100.0,100.0,100.0,0,0,0,65,0,0,64,65,26,26,0,0,39,1,4,2022
Ben Bredeson,27305,G,NYG,1,100.0,0,21,58.7,64.1,57.0,0,1,22,100.0,100.0,97.7,0,1,0,65,0,57,0,65,26,26,8,0,39,0,4,2022
Quenton Nelson,12954,G,IND,1,100.0,0,14,48.7,52.7,47.5,0,1,41,100.0,100.0,96.3,0,2,1,65,0,65,0,65,42,42,0,0,23,0,4,2022
Matt Pryor,46647,T,IND,1,100.0,0,14,45.4,57.3,32.5,1,2,41,100.0,100.0,93.9,1,4,1,65,0,0,64,65,42,42,0,0,23,1,4,2022
Braden Smith,46794,T,IND,1,100.0,0,14,65.7,73.8,55.7,1,0,41,100.0,100.0,96.3,0,2,1,65,0,0,0,65,42,42,0,65,23,0,4,2022
Ryan Kelly,10652,C,IND,1,100.0,0,14,42.4,67.5,40.0,0,1,41,100.0,100.0,98.8,1,1,0,65,65,0,0,65,42,42,0,0,23,0,4,2022
Will Fries,41530,G,IND,1,100.0,0,14,38.7,44.4,36.6,0,2,41,100.0,100.0,97.6,0,2,0,65,0,0,0,65,42,42,65,0,23,0,4,2022
Liam Eichenberg,41851,G,MIA,1,100.0,0,17,48.1,54.3,45.7,1,2,39,100.0,100.0,96.2,0,3,0,64,0,64,0,64,42,42,0,0,22,0,4,2022
Greg Little,46254,T,MIA,1,100.0,0,17,38.6,36.3,37.7,2,3,39,100.0,100.0,93.6,0,5,0,64,0,0,0,64,42,42,0,64,22,0,4,2022
Connor Williams,46216,C,MIA,1,100.0,0,17,67.3,83.4,61.0,0,0,39,100.0,100.0,100.0,0,0,0,64,64,0,0,64,42,42,0,0,22,0,4,2022
Robert Hunt,46139,G,MIA,1,100.0,0,17,54.6,66.4,57.2,1,0,39,100.0,100.0,98.7,1,1,0,64,0,0,0,64,42,42,64,0,22,0,4,2022
Terron Armstead,7856,T,MIA,1,100.0,0,17,71.3,65.9,82.2,1,2,39,100.0,100.0,96.2,1,3,0,64,0,0,64,64,42,42,0,0,22,0,4,2022
Chukwuma Okorafor,46302,T,PIT,1,100.0,1,25,52.4,74.0,45.2,0,2,33,100.0,100.0,97.0,1,2,0,64,0,0,0,64,37,37,0,63,27,1,4,2022
James Daniels,45576,G,PIT,1,100.0,0,25,62.9,78.5,56.0,0,1,33,100.0,100.0,98.5,1,1,0,64,0,0,0,64,37,37,64,0,27,0,4,2022
Mason Cole,45547,C,PIT,1,100.0,0,25,56.1,84.0,47.9,0,0,33,100.0,100.0,100.0,0,0,0,64,64,0,0,64,37,37,0,0,27,0,4,2022
Donovan Smith,9467,T,TB,1,100.0,0,30,67.8,60.3,76.1,0,1,53,100.0,100.0,99.1,0,1,0,64,0,0,64,64,57,57,0,0,7,0,4,2022
Jonah Williams,41651,T,CIN,1,100.0,0,7,60.2,70.8,49.5,0,2,36,100.0,100.0,97.2,0,2,0,64,0,0,64,64,37,37,0,0,27,0,4,2022
Shaq Mason,9564,G,TB,1,100.0,0,30,74.2,61.9,83.3,1,0,53,100.0,100.0,99.1,0,1,0,64,0,0,0,64,57,57,64,0,7,0,4,2022
La'el Collins,9719,T,CIN,1,100.0,0,7,45.0,35.5,48.5,0,2,36,100.0,100.0,97.2,1,2,0,64,0,0,0,64,37,37,0,64,27,0,4,2022
Cordell Volson,30614,G,CIN,1,100.0,1,7,38.2,24.2,44.8,0,2,36,100.0,100.0,94.4,1,3,1,64,0,64,0,64,37,37,0,0,27,0,4,2022
Ted Karras,10855,C,CIN,1,100.0,0,7,47.5,55.3,51.5,0,3,36,100.0,100.0,95.8,1,3,0,64,64,0,0,64,37,37,0,0,27,0,4,2022
Luke Goedeke,77548,G,TB,1,100.0,0,30,45.5,23.1,64.2,2,0,53,100.0,100.0,98.1,1,2,0,64,0,64,0,64,57,57,0,0,7,0,4,2022
Alex Cappa,66578,G,CIN,1,100.0,0,7,47.0,43.5,48.0,2,0,36,100.0,100.0,97.2,0,2,0,64,0,0,0,64,37,37,64,0,27,0,4,2022
Robert Hainsey,59980,C,TB,1,100.0,0,30,68.9,76.1,64.9,0,1,53,100.0,100.0,99.1,0,1,0,64,64,0,0,64,57,57,0,0,7,0,4,2022
Tristan Wirfs,64818,T,TB,1,100.0,0,30,79.6,86.0,66.3,0,0,53,100.0,100.0,100.0,0,0,0,64,0,0,0,64,57,57,0,64,7,0,4,2022
Kevin Dotson,46735,G,PIT,1,100.0,0,25,50.9,71.1,45.2,1,0,33,100.0,100.0,95.5,2,2,1,64,0,64,0,64,37,37,0,0,27,0,4,2022
Dan Moore Jr.,60120,T,PIT,1,100.0,0,25,55.6,70.4,51.7,1,0,33,100.0,100.0,95.5,1,2,1,64,0,0,64,64,37,37,0,0,27,0,4,2022
Spencer Brown,42296,T,BUF,1,100.0,0,4,74.2,72.0,74.5,1,1,42,100.0,100.0,97.6,0,2,0,63,0,0,0,63,43,43,0,62,20,1,4,2022
Mitch Morse,9482,C,BUF,1,100.0,0,4,53.6,42.4,56.4,1,1,42,100.0,100.0,97.6,0,2,0,63,63,0,0,63,43,43,0,0,20,0,4,2022
Dion Dawkins,11818,T,BUF,1,100.0,0,4,55.4,75.3,54.2,0,1,42,100.0,100.0,98.8,2,1,0,63,0,0,63,63,43,43,0,0,20,0,4,2022
Ryan Bates,28300,G,BUF,1,100.0,0,4,61.5,61.2,59.5,0,2,42,100.0,100.0,97.6,0,2,0,63,0,0,0,63,43,43,63,0,20,0,4,2022
Rodger Saffold,5558,G,BUF,1,100.0,0,4,62.8,83.4,50.9,0,0,42,100.0,100.0,100.0,0,0,0,63,0,63,0,63,43,43,0,0,20,0,4,2022
Max Garcia,9566,G,ARZ,1,100.0,0,1,50.9,45.0,52.5,1,2,30,100.0,100.0,95.0,0,3,0,63,0,45,0,63,34,34,18,0,29,0,4,2022
Saahdiq Charles,59820,G,WAS,1,100.0,0,32,61.9,33.6,76.8,1,4,40,100.0,100.0,93.7,2,5,0,63,0,0,0,63,42,42,63,0,21,0,4,2022
Larry Borom,59879,T,CHI,1,100.0,0,6,77.0,76.1,74.8,0,1,35,100.0,100.0,98.6,0,1,0,62,0,0,0,62,36,36,0,62,26,0,4,2022
Braxton Jones,60092,T,CHI,1,100.0,0,6,61.5,63.8,65.7,0,1,35,100.0,100.0,95.7,1,2,1,62,0,0,62,62,36,36,0,0,26,0,4,2022
Isaac Seumalo,10713,G,PHI,1,100.0,1,24,63.7,81.8,63.7,1,0,27,100.0,100.0,98.1,2,1,0,62,0,0,0,62,29,29,62,0,33,0,4,2022
Sam Mustipher,13026,C,CHI,1,100.0,0,6,39.3,1.5,58.2,1,4,35,100.0,100.0,90.0,0,6,1,62,62,0,0,62,36,36,0,0,26,0,4,2022
Tyler Smith,98385,T,DAL,1,100.0,0,9,53.4,55.6,49.3,1,2,29,100.0,100.0,94.8,0,3,0,61,0,0,61,61,33,33,0,0,28,0,4,2022
Terence Steele,39461,T,DAL,1,100.0,0,9,69.2,67.3,67.7,0,1,29,100.0,100.0,98.3,0,1,0,61,0,0,0,61,33,33,0,61,28,0,4,2022
Tyler Biadasz,41178,C,DAL,1,100.0,0,9,43.3,70.4,43.4,0,0,29,100.0,100.0,100.0,1,0,0,61,61,0,0,61,33,33,0,0,28,0,4,2022
Ryan Ramczyk,11787,T,NO,1,100.0,0,20,78.3,72.7,78.5,0,1,30,100.0,100.0,98.3,0,1,0,60,0,0,0,60,32,32,0,60,28,0,4,2022
Cesar Ruiz,59857,G,NO,1,100.0,0,20,75.8,87.9,68.2,0,0,30,100.0,100.0,100.0,1,0,0,60,0,0,0,60,32,32,60,0,28,0,4,2022
Erik McCoy,37347,C,NO,1,100.0,0,20,57.6,62.7,55.5,0,2,30,100.0,100.0,96.7,0,2,0,60,60,0,0,60,32,32,0,0,28,0,4,2022
James Hurst,9001,T,NO,1,100.0,0,20,48.9,60.3,39.6,0,1,30,100.0,100.0,95.0,0,2,1,60,0,0,60,60,32,32,0,0,28,0,4,2022
Calvin Throckmorton,28238,G,NO,1,100.0,0,20,32.4,47.3,45.5,0,1,30,100.0,100.0,98.3,2,1,0,60,0,60,0,60,32,32,0,0,28,0,4,2022
Zack Martin,8651,G,DAL,1,100.0,0,9,67.9,75.5,63.0,0,1,27,100.0,100.0,98.1,0,1,0,59,0,0,0,59,31,31,59,0,28,0,4,2022
Trent Brown,9677,T,NE,1,100.0,0,19,79.2,84.6,73.7,0,0,25,100.0,100.0,96.0,0,1,1,58,0,0,58,58,25,25,0,0,33,0,4,2022
David Andrews,9948,C,NE,1,100.0,0,19,69.2,83.6,65.0,0,0,25,100.0,100.0,100.0,0,0,0,58,58,0,0,58,25,25,0,0,33,0,4,2022
Michael Onwenu,27357,G,NE,1,100.0,0,19,76.6,87.0,70.0,0,0,25,100.0,100.0,100.0,0,0,0,58,0,0,0,58,25,25,58,0,33,0,4,2022
Will Hernandez,46180,G,ARZ,1,100.0,0,1,68.1,86.9,72.0,0,0,31,100.0,100.0,100.0,1,0,0,58,0,0,0,58,34,34,58,0,24,0,4,2022
Cole Strange,22976,G,NE,1,100.0,0,19,51.0,80.6,45.3,0,0,25,100.0,100.0,96.0,0,1,1,58,0,58,0,58,25,25,0,0,33,0,4,2022
Jeremiah Kolone,46167,C,LA,1,100.0,0,26,38.6,21.8,46.3,1,3,45,100.0,100.0,95.6,0,4,0,58,58,0,0,58,46,46,0,0,12,0,4,2022
Laremy Tunsil,10647,T,HST,1,100.0,0,13,54.7,69.0,47.1,1,0,39,100.0,100.0,98.7,2,1,0,57,0,0,57,57,43,43,0,0,14,0,4,2022
Scott Quessenberry,23918,C,HST,1,100.0,0,13,49.5,44.9,49.5,0,3,39,100.0,100.0,93.6,0,4,1,57,57,0,0,57,43,43,0,0,14,0,4,2022
Mark Glowinski,9567,G,NYG,1,100.0,0,21,61.7,75.1,64.4,0,1,18,100.0,100.0,97.2,1,1,0,57,0,0,0,57,21,21,57,0,36,0,4,2022
Kenyon Green,99052,G,HST,1,100.0,1,13,37.4,4.7,68.3,1,5,39,100.0,100.0,89.7,3,7,1,57,0,57,0,57,43,43,0,0,14,0,4,2022
A.J. Cann,9500,G,HST,1,100.0,0,13,52.8,67.9,42.7,0,1,39,100.0,100.0,98.7,0,1,0,57,0,0,0,57,43,43,57,0,14,0,4,2022
Tytus Howard,25472,T,HST,1,100.0,0,13,66.5,64.1,66.3,1,1,38,100.0,100.0,97.4,0,2,0,56,0,0,0,56,42,42,0,56,14,0,4,2022
Drew Dalman,52270,C,ATL,1,100.0,0,2,71.4,48.5,72.6,1,1,20,100.0,100.0,95.0,0,2,0,55,55,0,0,55,20,20,0,0,35,0,4,2022
Jake Matthews,8641,T,ATL,1,100.0,0,2,67.3,70.9,63.8,0,1,20,100.0,100.0,97.5,0,1,0,55,0,0,55,55,20,20,0,0,35,0,4,2022
Kaleb McGary,46912,T,ATL,1,100.0,0,2,89.5,80.2,90.0,0,0,20,100.0,100.0,100.0,0,0,0,55,0,0,0,55,20,20,0,55,35,0,4,2022
Chris Lindstrom,46692,G,ATL,1,100.0,0,2,97.1,76.0,94.0,0,1,20,100.0,100.0,97.5,0,1,0,55,0,0,0,55,20,20,55,0,35,0,4,2022
Elijah Wilkinson,46238,G,ATL,1,100.0,0,2,72.6,54.9,71.9,0,1,20,100.0,100.0,92.5,0,2,1,55,0,55,0,55,20,20,0,0,35,0,4,2022
Aaron Brewer,46014,G,TEN,1,100.0,0,31,75.7,69.9,73.4,0,3,27,100.0,100.0,94.4,0,3,0,54,0,54,0,54,29,29,0,0,25,0,4,2022
Ben Jones,7099,C,TEN,1,100.0,0,31,75.5,77.5,73.8,0,0,27,100.0,100.0,100.0,0,0,0,54,54,0,0,54,29,29,0,0,25,0,4,2022
Nate Davis,46808,G,TEN,1,100.0,0,31,62.3,72.8,57.3,0,0,27,100.0,100.0,96.3,0,1,1,54,0,0,0,54,29,29,54,0,25,0,4,2022
Dennis Daley,60063,T,TEN,1,100.0,0,31,54.3,47.6,55.2,2,2,27,100.0,100.0,88.9,0,5,1,54,0,0,54,54,29,29,0,0,25,0,4,2022
Nicholas Petit-Frere,82003,T,TEN,1,100.0,0,31,44.3,54.3,54.3,1,1,27,100.0,100.0,96.3,2,2,0,54,0,0,0,54,29,29,0,54,25,0,4,2022
Dalton Risner,47008,G,DEN,1,100.0,0,10,45.1,69.3,45.3,0,2,31,100.0,100.0,96.8,1,2,0,53,0,53,0,53,36,36,0,0,17,0,4,2022
Graham Glasgow,10729,G,DEN,1,100.0,0,10,75.3,71.7,82.6,0,1,31,100.0,100.0,98.4,1,1,0,53,0,0,0,53,36,36,53,0,17,0,4,2022
Garett Bolles,11775,T,DEN,1,100.0,0,10,57.3,75.0,61.4,0,0,31,100.0,100.0,100.0,2,0,0,53,0,0,53,53,36,36,0,0,17,0,4,2022
Cameron Fleming,8775,T,DEN,1,100.0,0,10,62.2,65.5,57.5,0,0,31,100.0,100.0,96.8,0,1,1,53,0,0,0,53,36,36,0,53,17,0,4,2022
Lloyd Cushenberry III,41924,C,DEN,1,100.0,1,10,55.7,77.6,45.8,1,0,31,100.0,100.0,98.4,1,1,0,53,53,0,0,53,36,36,0,0,17,0,4,2022
Taylor Moton,11819,T,CAR,1,100.0,1,5,47.3,63.9,28.9,0,3,39,100.0,100.0,93.6,1,4,1,52,0,0,0,52,40,40,0,52,12,0,4,2022
Austin Corbett,46290,G,CAR,1,100.0,0,5,77.6,65.2,80.2,0,0,39,100.0,100.0,100.0,0,0,0,52,0,0,0,52,40,40,52,0,12,0,4,2022
Ikem Ekwonu,98286,T,CAR,1,100.0,0,5,74.9,81.2,64.7,0,1,39,100.0,100.0,98.7,0,1,0,52,0,0,52,52,40,40,0,0,12,0,4,2022
Brady Christensen,51985,G,CAR,1,100.0,1,5,58.4,84.8,43.9,0,0,39,100.0,100.0,100.0,1,0,0,52,0,52,0,52,40,40,0,0,12,0,4,2022
Pat Elflein,11825,C,CAR,1,100.0,0,5,64.6,55.4,68.3,1,0,39,100.0,100.0,96.2,0,2,1,52,52,0,0,52,40,40,0,0,12,0,4,2022
Aaron Banks,59983,G,SF,1,100.0,0,28,45.8,52.3,45.7,0,2,28,100.0,100.0,96.4,0,2,0,50,0,50,0,50,28,28,0,0,22,0,4,2022
Mike McGlinchey,46275,T,SF,1,100.0,0,28,69.4,68.6,67.7,0,0,28,100.0,100.0,100.0,0,0,0,50,0,0,0,50,28,28,0,50,22,0,4,2022
Lucas Patrick,11435,G,CHI,1,100.0,0,6,70.7,48.4,73.5,1,1,27,100.0,100.0,92.6,0,3,1,50,0,35,0,50,28,28,15,0,22,0,4,2022
Jake Brendel,11117,C,SF,1,100.0,0,28,50.9,29.8,55.7,0,1,28,100.0,100.0,98.2,1,1,0,50,50,0,0,50,28,28,0,0,22,0,4,2022
Isaiah Wynn,46048,T,NE,1,100.0,1,19,61.4,21.5,86.3,1,0,21,100.0,100.0,88.1,2,3,2,48,0,0,0,48,21,21,0,48,27,0,4,2022
Luke Fortner,42028,C,JAX,1,100.0,0,15,61.0,75.2,56.7,0,0,27,100.0,100.0,100.0,0,0,0,47,47,0,0,47,28,28,0,0,19,0,4,2022
Brandon Scherff,9438,G,JAX,1,100.0,0,15,75.2,63.9,74.9,0,1,27,100.0,100.0,98.1,0,1,0,47,0,0,0,47,28,28,47,0,19,0,4,2022
Teven Jenkins,41534,G,CHI,1,100.0,0,6,60.5,55.8,60.3,0,0,29,100.0,100.0,100.0,0,0,0,47,0,0,0,47,29,29,47,0,18,0,4,2022
Jawaan Taylor,41665,T,JAX,1,100.0,0,15,62.2,55.4,64.3,0,1,27,100.0,100.0,90.7,0,3,2,47,0,0,0,47,28,28,0,47,19,0,4,2022
Cam Robinson,11789,T,JAX,1,100.0,0,15,71.5,84.1,61.7,0,0,27,100.0,100.0,100.0,0,0,0,47,0,0,45,47,28,28,0,0,19,2,4,2022
Ben Bartch,84236,G,JAX,1,100.0,0,15,69.3,79.6,63.6,0,1,27,100.0,100.0,98.1,0,1,0,47,0,47,0,47,28,28,0,0,19,0,4,2022
Thayer Munford,59994,T,LV,1,100.0,0,23,56.2,61.7,50.4,1,2,23,100.0,100.0,93.5,0,3,0,44,0,0,0,44,23,23,0,44,21,0,4,2022
Evan Neal,99063,T,NYG,1,100.0,0,21,52.0,64.5,55.2,0,0,17,100.0,100.0,100.0,1,0,0,42,0,0,0,42,21,21,0,42,21,0,4,2022
Dallas Goedert,47272,TE,PHI,1,55.4,0,24,65.6,,79.8,0,0,0,0.0,0.0,,1,0,0,41,0,0,0,74,0,33,0,0,41,35,4,2022
Conor McDermott,11966,T,NYJ,1,100.0,0,22,61.8,69.4,66.2,1,1,24,100.0,100.0,95.8,2,2,0,41,0,0,0,41,26,26,0,41,15,0,4,2022
Parker Hesse,48369,TE,ATL,1,85.4,0,2,74.4,41.8,70.6,0,1,8,53.3,53.3,93.7,0,1,0,41,0,0,0,48,8,15,0,0,33,40,4,2022
Connor McGovern,41714,G,DAL,1,100.0,0,9,44.0,30.5,48.9,0,2,18,100.0,100.0,88.9,0,3,1,40,0,40,0,40,20,20,0,0,20,0,4,2022
A.J. Brown,48327,WR,PHI,1,57.1,0,24,82.0,,62.8,0,0,0,0.0,0.0,,0,0,0,40,0,0,0,70,0,30,0,0,40,0,4,2022
DeVonta Smith,61100,WR,PHI,1,54.9,0,24,57.5,,56.5,0,0,0,0.0,0.0,,0,0,0,39,0,0,0,71,0,32,0,0,39,0,4,2022
Jalen Hurts,40291,QB,PHI,1,43.9,0,24,71.9,,60.0,0,0,0,0.0,0.0,,0,0,0,36,0,0,0,82,0,33,0,0,36,0,4,2022
Chris Myarick,47358,TE,NYG,1,87.8,0,21,72.7,65.0,71.9,0,0,6,60.0,64.3,100.0,0,0,0,36,0,0,1,41,9,14,0,0,27,35,4,2022
Aaron Rodgers,2241,QB,GB,1,47.9,0,12,74.0,,60.0,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,73,0,38,0,0,35,0,4,2022
Patrick Mahomes,11765,QB,KC,1,43.8,0,16,88.0,,60.3,0,0,0,0.0,0.0,,0,0,0,35,0,0,0,80,0,44,0,0,35,0,4,2022
Hunter Henry,10669,TE,NE,1,71.4,0,19,55.4,76.1,56.2,0,0,5,26.3,26.3,100.0,0,0,0,35,0,0,0,49,5,19,0,0,30,36,4,2022
Marquise Brown,61568,WR,ARZ,1,47.9,0,1,80.3,,60.4,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,71,0,37,0,0,34,0,4,2022
Romeo Doubs,84329,WR,GB,1,48.6,0,12,52.6,,43.3,0,0,0,0.0,0.0,,0,0,0,34,0,0,0,70,0,36,0,0,34,0,4,2022
Allen Lazard,48135,WR,GB,1,47.1,0,12,75.5,,44.4,0,0,0,0.0,0.0,,0,0,0,33,0,0,0,70,0,37,0,0,33,9,4,2022
Colton McKivitz,29314,T,SF,1,100.0,0,28,73.0,87.3,61.7,0,0,21,100.0,100.0,100.0,0,0,0,32,0,0,32,32,21,21,0,0,11,0,4,2022
Mack Hollins,11873,WR,LV,1,44.4,0,23,61.1,,57.1,0,0,0,0.0,0.0,,0,0,0,32,0,0,0,72,0,40,0,0,32,0,4,2022
Patrick Ricard,48862,FB,BLT,1,63.3,0,3,60.0,22.2,72.5,1,1,4,20.0,26.1,75.0,0,2,0,31,0,0,0,49,6,23,0,0,25,21,4,2022
Derek Carr,8671,QB,LV,1,41.3,0,23,65.1,,60.0,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,75,0,40,0,0,31,0,4,2022
Davante Adams,8688,WR,LV,1,43.7,0,23,82.3,,52.7,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,71,0,39,0,0,31,1,4,2022
DeVante Parker,9447,WR,NE,1,55.4,0,19,63.9,,58.6,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,56,0,25,0,0,31,0,4,2022
David Njoku,11784,TE,CLV,1,46.3,0,8,70.2,81.8,67.3,0,0,4,10.8,10.3,100.0,0,0,0,31,0,0,0,67,4,39,0,2,27,45,4,2022
Quez Watkins,61664,WR,PHI,1,63.3,0,24,52.4,,60.5,0,0,0,0.0,0.0,,0,0,0,31,0,0,0,49,0,18,0,0,31,0,4,2022
Jermaine Eluemunor,11914,T,LV,1,100.0,0,23,61.6,61.4,72.2,0,0,16,100.0,100.0,100.0,1,0,0,31,0,0,0,31,17,17,0,31,14,0,4,2022
Geoff Swaim,9679,TE,TEN,1,75.0,0,31,68.1,76.6,70.8,0,0,5,33.3,37.5,100.0,0,0,0,30,0,0,0,40,6,16,0,0,24,36,4,2022
Marcus Mariota,9435,QB,ATL,1,54.5,0,2,51.3,,60.0,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,55,0,20,0,0,30,0,4,2022
Dalton Schultz,47304,TE,DAL,1,54.5,1,9,36.5,74.8,57.0,0,0,3,11.5,16.7,100.0,2,0,0,30,0,0,0,55,5,30,0,0,25,31,4,2022
Jacoby Brissett,10725,QB,CLV,1,41.1,0,8,67.3,,60.0,0,0,0,0.0,0.0,,0,0,0,30,0,0,0,73,0,40,0,0,30,0,4,2022
Daniel Jones,39395,QB,NYG,1,54.7,0,21,85.8,,60.8,0,0,0,0.0,0.0,,0,0,0,29,0,0,0,53,0,21,0,0,29,0,4,2022
Adam Trautman,109795,TE,NO,1,74.4,0,20,77.5,77.7,60.5,0,0,4,28.6,33.3,100.0,0,0,0,29,0,0,0,39,5,15,0,0,24,33,4,2022
Cole Kmet,60995,TE,CHI,1,47.5,0,6,54.4,72.2,49.8,0,0,4,11.4,11.1,100.0,1,0,0,29,0,0,0,61,4,36,0,0,25,38,4,2022
David Sills,34579,WR,NYG,1,61.7,0,21,50.5,,56.9,0,0,0,0.0,0.0,,1,0,0,29,0,0,0,47,0,18,0,0,29,0,4,2022
Max Mitchell,81707,T,NYJ,1,100.0,0,22,41.4,18.5,58.3,1,3,17,100.0,100.0,88.2,0,4,0,29,0,0,0,29,18,18,0,29,11,0,4,2022
Spencer Burford,81920,G,SF,1,100.0,0,28,33.9,24.6,39.9,1,0,15,100.0,100.0,96.7,0,1,0,29,0,0,0,29,15,15,29,0,14,0,4,2022
Daniel Bellinger,84041,TE,NYG,1,74.4,0,21,73.0,73.3,65.1,0,0,3,27.3,28.6,100.0,0,0,0,29,0,0,0,39,4,14,0,0,25,35,4,2022
Donovan Peoples-Jones,61439,WR,CLV,1,45.9,0,8,65.3,66.2,52.8,0,0,1,3.0,2.9,100.0,0,0,0,28,0,0,0,61,1,34,0,0,27,1,4,2022
Will Dissly,30762,TE,SEA,1,57.1,0,29,71.2,27.9,55.1,1,0,3,13.0,12.5,83.3,0,1,0,28,0,0,0,49,3,24,0,0,25,40,4,2022
Noah Gray,60878,TE,KC,1,58.7,0,16,44.2,16.8,61.1,0,0,1,5.6,5.3,100.0,0,0,0,27,0,0,0,46,1,19,0,2,26,37,4,2022
Marquez Callaway,42295,WR,NO,1,46.6,0,20,71.6,,62.8,0,0,0,0.0,0.0,,0,0,0,27,0,0,0,58,0,31,0,0,27,0,4,2022
Geno Smith,7820,QB,SEA,1,40.3,0,29,92.4,,60.0,0,0,0,0.0,0.0,,2,0,0,27,0,0,0,67,0,35,0,0,27,0,4,2022
