player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr,week,year
Courtland Sutton,48164,WR,DEN,1,9,0,10,25.8,0,25.0,0.0,0,3,0.0,0,0,0,64.7,53.5,0,5,0.0,0,14,1,92.9,13,39.6,4,44.4,0,5,1,1.0,5.0,0.38,0,7.8,0,50.0,33.3,1,3,0.0,0,1,0,68.3,59.4,0,11,0.0,0,25,2,96.0,24,62.5,4,44.4,0,18,7,3.5,9.0,0.75,7,2022
Zay Jones,11792,WR,JAX,1,9,0,15,12.0,0,50.0,,0,0,0.0,0,2,0,68.3,64.7,0,18,0.0,0,24,2,91.7,22,64.6,4,44.4,0,20,1,0.5,10.0,0.91,0,9.3,0,66.7,,0,0,0.0,0,2,0,68.3,69.4,0,20,0.0,0,16,2,93.8,15,104.9,3,33.3,0,34,11,5.5,17.0,2.27,7,2022
George Kittle,11901,TE,SF,1,9,0,28,14.0,0,50.0,100.0,1,1,0.0,0,1,0,64.7,68.6,1,15,5.3,1,19,1,84.2,16,75.0,2,22.2,1,15,0,0.0,15.0,0.94,0,11.2,0,60.0,0.0,0,1,0.0,0,2,0,72.1,76.2,0,34,0.0,0,21,3,95.2,20,98.8,5,55.6,0,56,27,9.0,18.7,2.8,7,2022
Mike Williams,11762,WR,LAC,1,9,0,27,6.5,0,100.0,100.0,1,1,0.0,0,1,0,68.3,72.9,0,13,0.0,0,4,2,100.0,4,158.3,2,22.2,1,25,12,6.0,12.5,6.25,0,16.8,0,75.0,100.0,1,1,0.0,0,3,0,70.5,71.8,0,21,0.0,0,22,3,100.0,22,111.5,4,44.4,0,45,21,7.0,15.0,2.05,7,2022
Greg Dulcich,84068,TE,DEN,1,9,0,10,7.7,0,66.7,,0,0,0.0,0,1,0,68.3,65.1,0,7,0.0,0,11,2,90.9,10,72.9,3,33.3,0,11,6,3.0,5.5,1.1,0,7.4,0,60.0,,0,0,25.0,1,0,0,36.2,60.4,1,9,5.0,1,20,3,90.0,18,32.5,5,55.6,0,24,14,4.7,8.0,1.33,7,2022
Michael Pittman Jr.,29049,WR,IND,1,9,0,14,8.5,0,50.0,100.0,1,1,25.0,1,1,1,36.8,49.4,1,14,0.0,0,19,3,100.0,19,25.7,6,66.7,0,31,3,1.0,10.3,1.63,0,5.7,0,100.0,,0,0,0.0,0,1,0,70.5,58.4,0,14,0.0,0,28,3,100.0,28,104.2,3,33.3,0,27,10,3.3,9.0,0.96,7,2022
Tyler Boyd,10689,WR,CIN,1,9,0,7,18.0,0,50.0,100.0,1,1,0.0,0,1,0,64.7,71.3,0,24,0.0,0,11,1,90.9,10,93.8,2,22.2,0,24,3,3.0,24.0,2.4,0,13.9,1,100.0,,0,0,0.0,0,5,0,75.6,90.2,0,60,0.0,0,29,7,96.6,28,158.3,7,77.8,1,131,34,4.9,18.7,4.68,7,2022
Terry McLaurin,48229,WR,WAS,1,8,0,32,13.3,0,100.0,100.0,2,2,0.0,0,3,0,72.1,89.4,0,37,0.0,0,15,4,100.0,15,158.3,4,50.0,1,67,14,3.5,16.8,4.47,0,13.3,0,25.0,0.0,0,1,0.0,0,1,0,64.7,61.8,0,6,0.0,0,16,1,93.8,15,39.6,4,50.0,0,6,5,5.0,6.0,0.4,7,2022
Alvin Kamara,11822,HB,NO,1,8,0,20,,0,,,0,0,,0,0,0,,55.6,0,0,44.4,4,9,0,55.6,5,0.0,0,0.0,0,0,0,,,0.0,0,1.6,0,80.0,,0,0,0.0,0,2,0,72.1,80.1,0,12,20.0,4,20,4,75.0,15,93.3,5,62.5,0,32,29,7.3,8.0,2.13,7,2022
Curtis Samuel,11795,WR,WAS,1,8,0,32,6.0,0,66.7,0.0,0,1,0.0,0,1,0,68.3,58.4,0,11,0.0,0,11,2,100.0,11,79.9,3,37.5,0,16,0,0.0,8.0,1.45,0,3.0,1,66.7,0.0,0,1,0.0,0,1,0,68.3,68.3,0,26,0.0,0,15,2,93.3,14,89.6,3,37.5,0,23,22,11.0,11.5,1.64,7,2022
Rhamondre Stevenson,98689,HB,NE,1,8,0,19,3.0,0,100.0,,0,0,0.0,0,1,0,64.7,76.3,0,20,25.0,1,4,1,75.0,3,118.8,1,12.5,0,20,17,17.0,20.0,6.67,0,-0.3,3,100.0,,0,0,0.0,0,0,0,70.5,72.8,0,10,11.8,2,17,3,76.5,13,80.6,3,37.5,0,10,11,3.7,3.3,0.77,7,2022
Chase Claypool,42312,WR,PIT,1,8,0,25,11.3,0,66.7,,0,0,0.0,0,1,0,68.3,63.4,1,12,0.0,0,12,2,100.0,12,40.3,3,37.5,0,16,8,4.0,8.0,1.33,0,9.0,0,60.0,,0,0,0.0,0,1,0,70.5,56.7,0,11,0.0,0,32,3,90.6,29,72.9,5,62.5,0,25,14,4.7,8.3,0.86,7,2022
Davante Adams,8688,WR,LV,1,8,0,23,10.0,0,100.0,,0,0,0.0,0,1,0,64.7,79.3,0,14,0.0,0,1,1,100.0,1,118.8,1,12.5,0,14,4,4.0,14.0,14.0,0,7.8,1,100.0,,0,0,0.0,0,3,0,74.6,75.9,0,16,0.0,0,25,6,96.0,24,112.5,6,75.0,0,66,19,3.2,11.0,2.75,7,2022
Marvin Jones Jr.,7158,WR,JAX,1,8,0,15,16.2,0,60.0,0.0,0,1,0.0,0,2,0,70.5,74.5,0,28,0.0,0,18,3,88.9,16,91.3,5,62.5,0,47,8,2.7,15.7,2.94,0,13.5,0,50.0,,0,0,0.0,0,0,0,64.7,55.7,0,10,0.0,0,9,1,88.9,8,64.6,2,25.0,0,10,0,0.0,10.0,1.25,7,2022
Gerald Everett,11799,TE,LAC,1,8,0,27,-4.0,0,100.0,,0,0,0.0,0,0,0,64.7,58.7,0,7,0.0,0,3,1,100.0,3,95.8,1,12.5,0,7,11,11.0,7.0,2.33,0,14.0,3,100.0,100.0,1,1,0.0,0,2,0,68.3,87.9,0,24,8.3,1,12,2,91.7,11,118.8,2,25.0,0,43,15,7.5,21.5,3.91,7,2022
Tyler Lockett,9502,WR,SEA,1,8,0,29,,0,,,0,0,,0,0,0,,53.8,0,0,0.0,0,11,0,63.6,7,0.0,0,0.0,0,0,0,,,0.0,0,3.4,1,80.0,50.0,1,2,0.0,0,1,0,72.1,64.8,1,14,0.0,0,14,4,100.0,14,44.6,5,62.5,0,21,9,2.3,5.3,1.5,7,2022
Equanimeous St. Brown,47967,WR,CHI,1,7,0,6,3.0,0,0.0,,0,0,,0,0,0,,55.2,1,0,0.0,0,6,0,100.0,6,0.0,1,14.3,0,0,0,,,0.0,0,10.2,0,66.7,,0,0,0.0,0,4,0,72.1,85.0,0,19,0.0,0,15,4,93.3,14,91.0,6,85.7,0,48,11,2.8,12.0,3.43,7,2022
Wan'Dale Robinson,101735,WR,NYG,1,7,0,21,2.0,0,100.0,100.0,2,2,0.0,0,1,0,70.5,61.6,0,10,0.0,0,17,3,76.5,13,87.5,3,42.9,0,15,9,3.0,5.0,1.15,0,1.8,2,75.0,0.0,0,1,0.0,0,1,0,36.2,61.5,0,17,0.0,0,18,3,88.9,16,101.0,4,57.1,0,35,32,10.7,11.7,2.19,7,2022
Travis Kelce,7844,TE,KC,1,7,0,16,4.7,2,66.7,,0,0,33.3,1,2,0,36.8,90.8,0,27,16.7,2,12,2,66.7,8,109.7,3,42.9,0,44,30,15.0,22.0,5.5,0,9.7,2,100.0,100.0,1,1,0.0,0,2,0,70.5,85.2,0,22,4.8,1,21,3,90.5,19,118.8,3,42.9,0,49,20,6.7,16.3,2.58,7,2022
David Njoku,11784,TE,CLV,1,7,0,8,3.5,0,100.0,,0,0,0.0,0,3,0,72.1,91.7,0,22,0.0,0,7,4,85.7,6,118.8,4,57.1,0,50,36,9.0,12.5,8.33,0,2.7,0,100.0,,0,0,0.0,0,0,0,70.5,56.7,0,10,7.7,1,13,3,76.9,10,95.8,3,42.9,0,21,13,4.3,7.0,2.1,7,2022
Mike Gesicki,47153,TE,MIA,1,7,0,17,6.6,1,40.0,33.3,1,3,33.3,1,0,0,29.9,42.8,0,5,0.0,0,10,2,100.0,10,47.9,5,71.4,0,9,4,2.0,4.5,0.9,0,10.0,0,100.0,,0,0,0.0,0,1,0,64.7,62.0,0,18,18.8,3,16,1,81.3,13,118.8,1,14.3,0,18,8,8.0,18.0,1.38,7,2022
Noah Brown,11993,WR,DAL,1,7,0,9,30.0,0,0.0,0.0,0,1,,0,0,0,,55.9,0,0,0.0,0,5,0,80.0,4,39.6,1,14.3,0,0,0,,,0.0,0,9.2,0,83.3,100.0,2,2,0.0,0,1,1,73.4,63.1,0,15,0.0,0,18,5,88.9,16,101.4,6,85.7,0,50,11,2.2,10.0,3.13,7,2022
Dare Ogunbowale,12329,HB,HST,1,7,0,13,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,0.2,0,66.7,,0,0,0.0,0,2,0,72.1,90.2,0,23,0.0,0,6,4,100.0,6,91.0,6,85.7,0,48,56,14.0,12.0,8.0,7,2022
Tee Higgins,61211,WR,CIN,1,7,0,7,11.5,0,50.0,0.0,0,1,0.0,0,1,0,64.7,62.5,0,12,0.0,0,11,1,90.9,10,68.8,2,28.6,0,12,1,1.0,12.0,1.2,0,10.8,0,80.0,,0,0,0.0,0,4,0,72.1,67.0,0,25,0.0,0,33,4,97.0,32,118.8,5,71.4,0,81,33,8.3,20.3,2.53,7,2022
Hayden Hurst,47294,TE,CIN,1,7,0,7,-4.0,0,100.0,,0,0,0.0,0,1,0,64.7,67.9,0,4,22.2,2,9,1,66.7,6,83.3,1,14.3,0,4,8,8.0,4.0,0.67,0,9.3,0,83.3,,0,0,0.0,0,3,0,73.4,65.0,0,14,0.0,0,27,5,96.3,26,97.2,6,85.7,0,44,7,1.4,8.8,1.69,7,2022
JuJu Smith-Schuster,11817,WR,KC,1,7,0,16,6.3,0,100.0,100.0,2,2,0.0,0,3,0,72.1,85.8,0,19,7.7,1,13,3,76.9,10,108.3,3,42.9,0,30,11,3.7,10.0,3.0,0,10.3,1,100.0,,0,0,0.0,0,3,0,72.1,86.1,0,45,0.0,0,13,4,100.0,13,158.3,4,57.1,1,94,53,13.3,23.5,7.23,7,2022
Allen Lazard,48135,WR,GB,1,7,0,12,2.7,0,100.0,100.0,1,1,0.0,0,2,0,70.5,78.8,0,12,0.0,0,7,3,85.7,6,100.0,3,42.9,0,24,16,5.3,8.0,4.0,0,4.8,0,75.0,,0,0,25.0,1,2,0,36.2,62.9,0,17,0.0,0,13,3,92.3,12,96.9,4,57.1,0,31,16,5.3,10.3,2.58,7,2022
Jonathan Taylor,57488,HB,IND,1,7,0,14,-3.0,1,100.0,,0,0,0.0,0,0,0,64.7,71.9,0,9,14.3,1,7,1,85.7,6,104.2,1,14.3,0,9,12,12.0,9.0,1.5,0,-1.2,1,100.0,,0,0,0.0,0,0,0,74.6,68.5,0,7,11.1,2,18,6,88.9,16,79.2,6,85.7,0,18,25,4.2,3.0,1.13,7,2022
Evan Engram,11778,TE,JAX,1,7,0,15,11.0,0,50.0,0.0,0,1,0.0,0,2,0,68.3,69.9,0,28,19.0,4,21,2,76.2,16,85.4,4,57.1,0,40,17,8.5,20.0,2.5,0,7.0,2,66.7,,0,0,0.0,0,1,0,68.3,75.3,0,14,14.3,2,14,2,78.6,11,95.1,3,42.9,0,27,18,9.0,13.5,2.45,7,2022
Tre'Quan Smith,48228,WR,NO,1,6,0,20,13.0,0,50.0,50.0,1,2,0.0,0,1,0,64.7,70.9,0,20,0.0,0,11,1,100.0,11,85.4,2,33.3,0,20,4,4.0,20.0,1.82,0,5.0,1,100.0,,0,0,0.0,0,1,0,70.5,67.3,0,9,0.0,0,17,3,94.1,16,97.2,3,50.0,0,22,7,2.3,7.3,1.38,7,2022
Darius Slayton,25578,WR,NYG,1,6,0,21,10.0,0,100.0,,0,0,0.0,0,1,0,64.7,63.7,0,14,0.0,0,13,1,84.6,11,118.8,1,16.7,0,14,4,4.0,14.0,1.27,0,17.2,0,40.0,33.3,1,3,33.3,1,2,0,29.9,67.7,0,32,0.0,0,17,2,88.2,15,111.7,5,83.3,1,44,4,2.0,22.0,2.93,7,2022
Rex Burkhead,7971,HB,HST,1,6,0,13,,0,,,0,0,,0,0,0,,57.6,0,0,50.0,2,4,0,50.0,2,0.0,0,0.0,0,0,0,,,0.0,0,0.0,1,83.3,,0,0,0.0,0,0,0,73.4,62.2,0,5,0.0,0,16,5,100.0,16,79.2,6,100.0,0,11,21,4.2,2.2,0.69,7,2022
George Pickens,99229,WR,PIT,1,6,0,25,11.0,0,100.0,100.0,1,1,0.0,0,1,0,64.7,68.2,0,7,0.0,0,15,1,100.0,15,135.4,1,16.7,1,7,0,0.0,7.0,0.47,0,9.2,0,100.0,,0,0,0.0,0,3,0,73.4,66.1,0,30,0.0,0,31,5,93.5,29,111.7,5,83.3,0,54,8,1.6,10.8,1.86,7,2022
CeeDee Lamb,61570,WR,DAL,1,6,0,9,19.0,0,100.0,100.0,1,1,0.0,0,2,0,68.3,91.4,0,24,0.0,0,5,2,100.0,5,118.8,2,33.3,0,45,7,3.5,22.5,9.0,0,20.3,1,33.3,0.0,0,1,0.0,0,1,0,64.7,54.8,0,15,0.0,0,19,1,89.5,17,50.7,3,50.0,0,15,3,3.0,15.0,0.88,7,2022
Donovan Peoples-Jones,61439,WR,CLV,1,6,0,8,8.5,0,100.0,100.0,1,1,0.0,0,1,0,72.1,68.2,0,37,0.0,0,15,4,86.7,13,113.5,4,66.7,0,45,11,2.8,11.3,3.46,0,7.0,0,100.0,,0,0,0.0,0,0,0,64.7,53.7,0,7,0.0,0,17,1,88.2,15,95.8,1,16.7,0,7,0,0.0,7.0,0.47,7,2022
DeAndre Carter,9859,WR,LAC,1,6,0,27,,0,,,0,0,,0,0,0,,55.6,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,14.8,0,50.0,0.0,0,2,0.0,0,1,0,68.3,59.8,0,22,4.5,1,22,2,95.5,21,76.0,4,66.7,0,31,7,3.5,15.5,1.48,7,2022
Kalif Raymond,11028,WR,DET,1,6,0,11,19.0,0,100.0,,0,0,0.0,0,1,0,64.7,66.0,0,19,0.0,0,10,1,90.0,9,118.8,1,16.7,0,19,0,0.0,19.0,2.11,0,6.0,0,100.0,,0,0,0.0,0,2,0,72.1,74.9,0,20,0.0,0,18,4,100.0,18,118.8,4,66.7,0,56,32,8.0,14.0,3.11,7,2022
Deebo Samuel,48274,WR,SF,1,6,0,28,2.0,0,50.0,0.0,0,1,0.0,0,0,0,64.7,53.9,0,6,0.0,0,17,1,88.2,15,56.3,2,33.3,0,6,7,7.0,6.0,0.4,0,8.0,1,100.0,100.0,2,2,0.0,0,1,0,70.5,73.9,0,22,0.0,0,22,3,95.5,21,115.3,3,50.0,0,35,11,3.7,11.7,1.67,7,2022
Darnell Mooney,48236,WR,CHI,1,6,0,6,11.5,1,50.0,,0,0,0.0,0,1,0,64.7,67.6,0,20,0.0,0,8,1,100.0,8,85.4,2,33.3,0,20,12,12.0,20.0,2.5,0,10.3,0,66.7,100.0,1,1,0.0,0,2,0,68.3,71.4,0,17,0.0,0,15,2,93.3,14,103.5,3,50.0,0,33,0,0.0,16.5,2.36,7,2022
Marquez Callaway,42295,WR,NO,1,6,0,20,20.0,0,0.0,0.0,0,1,,0,0,0,,53.9,0,0,0.0,0,10,0,100.0,10,39.6,1,16.7,0,0,0,,,0.0,0,9.3,0,66.7,,0,0,0.0,0,1,0,68.3,58.6,1,12,0.0,0,21,2,95.2,20,45.8,3,50.0,0,20,11,5.5,10.0,1.0,7,2022
Tyler Conklin,47124,TE,NYJ,1,6,0,22,3.0,0,100.0,,0,0,0.0,0,0,0,64.7,58.3,0,6,0.0,0,4,1,100.0,4,91.7,1,16.7,0,6,3,3.0,6.0,1.5,0,14.0,0,33.3,,0,0,0.0,0,1,0,64.7,60.8,0,8,6.3,1,16,1,87.5,14,42.4,3,50.0,0,8,1,1.0,8.0,0.57,7,2022
Eno Benjamin,57136,HB,ARZ,1,5,0,1,-2.0,1,100.0,,0,0,0.0,0,1,0,68.3,87.0,0,16,11.1,1,9,2,77.8,7,112.5,2,40.0,0,22,26,13.0,11.0,3.14,0,-5.0,1,100.0,,0,0,0.0,0,0,0,68.3,57.4,0,0,6.3,1,16,2,87.5,14,79.2,2,40.0,0,-1,9,4.5,-0.5,-0.07,7,2022
Travis Etienne,57185,HB,JAX,1,5,0,15,0.0,0,0.0,,0,0,,0,0,0,,53.6,0,0,52.6,10,19,0,47.4,9,39.6,1,20.0,0,0,0,,,0.0,0,-6.0,0,0.0,,0,0,,0,0,0,,53.8,0,0,40.0,6,15,0,53.3,8,39.6,1,20.0,0,0,0,,,0.0,7,2022
Cade Otton,61071,TE,TB,1,5,0,30,,0,,,0,0,,0,0,0,,51.1,0,0,0.0,0,7,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0,0,6.8,0,80.0,,0,0,0.0,0,2,0,72.1,65.6,0,35,10.3,3,29,4,89.7,26,118.8,5,100.0,0,64,41,10.3,16.0,2.46,7,2022
Dalton Schultz,47304,TE,DAL,1,5,0,9,12.0,0,100.0,,0,0,0.0,0,1,0,64.7,89.3,0,15,60.0,3,5,1,20.0,1,118.8,1,20.0,0,15,3,3.0,15.0,15.0,0,4.5,0,100.0,,0,0,0.0,0,2,0,68.3,67.4,0,10,9.1,1,11,2,90.9,10,104.2,2,40.0,0,18,9,4.5,9.0,1.8,7,2022
Raheem Mostert,9783,HB,MIA,1,5,0,17,,0,,,0,0,,0,0,0,,53.5,0,0,0.0,0,6,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,0,3.0,2,100.0,100.0,1,1,0.0,0,1,0,70.5,78.0,0,18,0.0,0,18,3,100.0,18,97.2,3,60.0,0,22,13,4.3,7.3,1.22,7,2022
Jaylen Waddle,84088,WR,MIA,1,5,0,17,,0,,,0,0,,0,0,0,,53.0,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,0,11.6,0,80.0,,0,0,0.0,0,4,0,72.1,83.1,0,25,0.0,0,21,4,100.0,21,118.8,5,100.0,0,88,35,8.8,22.0,4.19,7,2022
Brandin Cooks,8655,WR,HST,1,5,0,13,6.0,0,66.7,,0,0,33.3,1,1,0,29.9,66.1,0,24,0.0,0,5,2,100.0,5,95.1,3,60.0,0,27,12,6.0,13.5,5.4,0,7.0,0,100.0,,0,0,0.0,0,1,0,68.3,57.8,0,11,0.0,0,30,2,100.0,30,106.3,2,40.0,0,19,5,2.5,9.5,0.63,7,2022
T.J. Hockenson,40912,TE,DET,1,5,0,11,12.0,0,100.0,100.0,1,1,0.0,0,1,0,68.3,87.8,0,16,10.0,1,10,1,80.0,8,118.8,1,20.0,0,16,4,4.0,16.0,2.0,0,7.0,0,100.0,,0,0,0.0,0,2,0,70.5,71.5,0,14,5.3,1,19,3,94.7,18,111.1,3,60.0,0,32,11,3.7,10.7,1.78,7,2022
Rashod Bateman,84296,WR,BLT,1,5,0,3,5.0,0,100.0,,0,0,0.0,0,0,0,64.7,58.0,0,5,0.0,0,4,1,75.0,3,87.5,1,20.0,0,5,0,0.0,5.0,1.67,0,8.3,2,66.7,,0,0,33.3,1,1,0,29.9,65.0,0,26,0.0,0,11,2,100.0,11,103.5,3,60.0,0,33,14,7.0,16.5,3.0,7,2022
Michael Bandy,91824,WR,LAC,1,5,0,27,,0,,,0,0,,0,0,0,,56.8,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,8.0,0,20.0,0.0,0,1,50.0,1,0,0,28.9,46.2,0,-5,7.7,1,13,1,92.3,12,39.6,5,100.0,0,-5,0,0.0,-5.0,-0.42,7,2022
Russell Gage,44771,WR,TB,1,5,0,30,,0,,,0,0,,0,0,0,,54.8,0,0,0.0,0,5,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0,0,6.0,0,100.0,,0,0,0.0,0,4,0,72.1,76.7,0,20,0.0,0,22,4,100.0,22,107.3,4,80.0,0,39,15,3.8,9.8,1.77,7,2022
Marquise Goodwin,7859,WR,SEA,1,5,0,29,13.3,0,66.7,50.0,1,2,0.0,0,1,0,70.5,59.0,0,23,0.0,0,8,2,75.0,6,133.3,3,60.0,1,26,0,0.0,13.0,4.33,0,19.0,0,100.0,,0,0,0.0,0,2,0,68.3,80.4,0,21,0.0,0,11,2,90.9,10,158.3,2,40.0,1,41,11,5.5,20.5,4.1,7,2022
Juwan Johnson,28305,TE,NO,1,5,0,20,3.5,1,100.0,,0,0,0.0,0,2,0,68.3,81.4,0,17,8.3,1,12,2,91.7,11,143.8,2,40.0,2,18,16,8.0,9.0,1.64,0,3.0,0,100.0,,0,0,0.0,0,0,0,68.3,51.4,0,6,9.1,2,22,2,86.4,19,81.3,2,40.0,0,7,1,0.5,3.5,0.37,7,2022
Nyheim Hines,48103,HB,IND,1,5,0,14,-2.0,0,100.0,,0,0,0.0,0,1,0,64.7,77.3,0,6,18.2,2,11,1,81.8,9,91.7,1,20.0,0,6,8,8.0,6.0,0.67,0,0.3,0,100.0,,0,0,0.0,0,1,0,72.1,77.6,0,14,0.0,0,8,4,100.0,8,103.1,4,80.0,0,35,34,8.5,8.8,4.38,7,2022
Foster Moreau,47043,TE,LV,1,4,0,23,,0,,,0,0,,0,0,0,,59.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,7.3,1,66.7,0.0,0,1,0.0,0,2,0,68.3,70.6,0,17,33.3,8,24,2,62.5,15,96.5,3,75.0,0,28,14,7.0,14.0,1.87,7,2022
Robert Woods,7822,WR,TEN,1,4,0,31,,0,,,0,0,,0,0,0,,57.0,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,0,8.0,0,66.7,50.0,1,2,0.0,0,1,0,68.3,65.8,0,13,0.0,0,10,2,100.0,10,84.0,3,75.0,0,19,0,0.0,9.5,1.9,7,2022
Sammy Watkins,8639,WR,GB,1,4,0,12,,0,,,0,0,,0,0,0,,53.2,0,0,0.0,0,8,0,62.5,5,0.0,0,0.0,0,0,0,,,0.0,0,22.7,0,66.7,100.0,1,1,0.0,0,1,0,68.3,72.2,0,28,0.0,0,11,2,100.0,11,107.6,3,75.0,0,36,8,4.0,18.0,3.27,7,2022
Amari Cooper,9437,WR,CLV,1,4,0,8,13.5,0,50.0,,0,0,0.0,0,1,0,68.3,53.3,0,11,0.0,0,16,1,87.5,14,66.7,2,50.0,0,11,2,2.0,11.0,0.79,0,27.0,0,100.0,,0,0,0.0,0,1,0,68.3,72.8,0,55,0.0,0,19,2,89.5,17,118.8,2,50.0,0,63,9,4.5,31.5,3.71,7,2022
DeVante Parker,9447,WR,NE,1,4,0,19,,0,,,0,0,,0,0,0,,54.8,0,0,0.0,0,6,0,83.3,5,0.0,0,0.0,0,0,0,,,0.0,0,20.7,0,100.0,100.0,1,1,0.0,0,3,0,70.5,76.4,0,43,0.0,0,20,3,90.0,18,118.8,3,75.0,0,68,6,2.0,22.7,3.78,7,2022
Chris Moore,10741,WR,HST,1,4,0,13,6.0,1,100.0,,0,0,0.0,0,1,0,64.7,79.3,0,13,50.0,1,2,1,50.0,1,158.3,1,25.0,1,13,7,7.0,13.0,13.0,0,9.0,0,33.3,0.0,0,1,0.0,0,0,0,64.7,52.1,0,7,0.0,0,24,1,100.0,24,42.4,3,75.0,0,7,2,2.0,7.0,0.29,7,2022
Robert Tonyan,12193,TE,GB,1,4,0,12,,0,,,0,0,,0,0,0,,50.0,0,0,0.0,0,8,0,75.0,6,0.0,0,0.0,0,0,0,,,0.0,0,4.0,0,66.7,,0,0,33.3,1,0,0,30.0,41.5,0,6,0.0,0,17,2,94.1,16,72.9,3,75.0,0,11,4,2.0,5.5,0.69,7,2022
Will Dissly,30762,TE,SEA,1,4,0,29,,0,,,0,0,,0,0,0,,49.5,0,0,10.0,1,10,0,70.0,7,0.0,0,0.0,0,0,0,,,0.0,0,5.8,0,100.0,,0,0,0.0,0,3,0,72.1,89.6,0,16,14.3,2,14,4,64.3,9,113.5,4,100.0,0,45,22,5.5,11.3,5.0,7,2022
Mecole Hardman,42683,WR,KC,1,4,0,16,,0,,,0,0,,0,0,0,,52.4,0,0,0.0,0,9,0,66.7,6,0.0,0,0.0,0,0,0,,,0.0,0,3.7,0,100.0,,0,0,0.0,0,1,0,70.5,64.5,0,18,0.0,0,13,3,100.0,13,100.0,3,75.0,0,24,13,4.3,8.0,1.85,7,2022
Olamide Zaccheaus,44920,WR,ATL,1,4,0,2,11.0,0,100.0,,0,0,0.0,0,1,0,64.7,69.7,0,12,0.0,0,6,1,100.0,6,116.7,1,25.0,0,12,1,1.0,12.0,2.0,0,9.3,0,66.7,,0,0,0.0,0,2,0,68.3,79.0,0,10,0.0,0,7,2,100.0,7,84.0,3,75.0,0,19,0,0.0,9.5,2.71,7,2022
Saquon Barkley,45791,HB,NYG,1,4,0,21,-5.0,1,100.0,,0,0,0.0,0,1,0,64.7,67.0,0,9,36.4,4,11,1,54.5,6,104.2,1,25.0,0,9,14,14.0,9.0,1.5,0,0.7,0,100.0,,0,0,0.0,0,0,0,70.5,61.0,0,6,26.3,5,19,3,68.4,13,88.9,3,75.0,0,16,14,4.7,5.3,1.23,7,2022
Josh Jacobs,45953,HB,LV,1,4,0,23,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,0.0,0,0,0,,,,0,-3.0,2,75.0,,0,0,0.0,0,1,0,70.5,73.7,0,5,26.3,5,19,3,73.7,14,77.1,4,100.0,0,12,21,7.0,4.0,0.86,7,2022
Marquez Valdes-Scantling,47809,WR,KC,1,4,0,16,12.0,0,50.0,100.0,1,1,0.0,0,1,0,64.7,62.7,0,14,0.0,0,13,1,76.9,10,72.9,2,50.0,0,14,1,1.0,14.0,1.4,0,42.0,0,100.0,,0,0,0.0,0,1,0,64.7,70.8,0,57,0.0,0,13,1,100.0,13,118.8,1,25.0,0,57,15,15.0,57.0,4.38,7,2022
Ray-Ray McCloud III,47895,WR,SF,1,4,0,28,13.0,0,100.0,100.0,1,1,0.0,0,1,0,68.3,86.9,0,15,0.0,0,8,2,100.0,8,154.2,2,50.0,1,23,1,0.5,11.5,2.88,0,18.0,0,100.0,,0,0,0.0,0,2,0,68.3,78.6,0,22,0.0,0,8,2,87.5,7,118.8,2,50.0,0,42,6,3.0,21.0,6.0,7,2022
Braxton Berrios,47961,WR,NYJ,1,4,0,22,,0,,,0,0,,0,0,0,,56.9,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,4.0,0,66.7,,0,0,33.3,1,1,0,30.0,54.2,0,7,0.0,0,15,2,93.3,14,70.1,3,75.0,0,7,10,5.0,3.5,0.5,7,2022
