player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,week,year
Marco Wilson,55592,CB,ARZ,1,1,0,60.0,0,0,1,54.8,56.0,78.2,,62.5,45.9,0,0,0,13.0,33.3,1,0,0,82.9,3,0,0,50,40,51,0,0,0,0,0,0,51,0,11,1,0,1,5,0,0,37,10,12.3,4,2022
C.J. Henderson,55593,CB,CAR,1,0,0,100.0,0,0,5,48.6,54.0,74.4,,70.1,77.5,0,0,0,16.0,0.0,0,0,1,94.4,3,0,6,23,20,32,0,0,0,0,0,0,32,0,12,3,2,4,3,0,0,20,5,6.7,4,2022
Amik Robertson,55619,CB,LV,1,1,0,100.0,0,0,23,51.9,57.1,77.2,,78.2,28.6,0,0,0,35.0,33.3,2,0,0,158.3,4,0,3,47,36,53,0,0,0,0,0,0,53,0,17,3,3,3,4,0,1,87,24,21.8,4,2022
DeeJay Dallas,55632,HB,SEA,1,0,0,,0,0,29,,60.0,60.0,60.0,,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,4,2022
Josiah Scott,55634,CB,PHI,1,0,0,60.0,0,0,24,27.9,29.0,74.2,56.0,67.0,34.1,0,1,0,45.0,25.0,1,1,1,143.8,3,0,5,2,24,42,0,0,0,0,0,2,42,2,16,33,0,3,5,1,1,79,43,26.3,4,2022
Jeffrey Okudah,55674,CB,DET,1,0,0,83.3,0,0,11,54.2,58.7,77.8,,70.9,79.1,0,0,0,54.0,0.0,0,1,0,118.8,5,0,8,59,35,67,0,0,0,0,0,0,67,0,32,0,1,4,6,0,0,124,46,24.8,4,2022
Tre Norwood,55675,S,PIT,1,1,0,,0,0,25,60.5,68.8,73.1,,77.0,60.6,0,0,0,,12.5,1,0,0,0.0,0,0,12,1,28,44,0,0,0,0,0,27,44,0,16,4,3,6,0,0,0,0,0,,4,2022
Deommodore Lenoir,55686,CB,SF,1,3,0,91.7,0,0,28,47.6,53.5,78.0,63.8,72.5,44.1,0,0,0,17.0,20.0,2,0,0,100.3,11,1,7,1,50,74,2,0,0,2,0,0,72,7,17,64,1,5,12,1,0,97,43,8.8,4,2022
Darious Williams,55724,CB,JAX,1,0,0,50.0,0,0,15,79.5,77.2,75.6,59.1,66.6,71.6,0,1,0,8.0,0.0,0,1,0,60.4,1,0,0,3,16,34,0,0,0,0,0,0,34,1,17,31,1,1,2,1,0,8,11,8.0,4,2022
Xavier McKinney,55775,S,NYG,1,1,0,0.0,0,0,21,48.5,51.5,76.1,53.5,70.9,79.2,0,0,0,,0.0,0,0,0,39.6,0,0,6,2,32,62,4,0,0,4,0,44,58,4,26,6,1,3,1,0,0,0,0,,4,2022
Kamren Curl,55800,S,WAS,1,1,0,50.0,0,0,32,91.5,92.3,74.9,,76.6,80.8,0,0,0,1.0,0.0,0,0,0,56.3,1,0,36,0,32,60,5,0,0,5,0,12,55,0,28,7,3,6,2,0,0,1,1,1.0,4,2022
Hamsah Nasirildeen,55898,LB,NYJ,1,0,0,,0,0,22,,60.0,64.4,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,,4,2022
Eric Stokes,55912,CB,GB,1,0,0,80.0,0,0,12,49.5,48.7,75.2,,50.8,79.0,0,0,0,21.0,0.0,0,0,0,108.3,4,0,12,46,25,58,0,0,0,0,0,0,58,0,33,0,4,5,5,0,0,50,7,12.5,4,2022
Bryan Cook,55940,S,KC,1,2,0,66.7,0,0,16,71.8,76.4,76.7,69.0,60.0,83.1,1,0,0,8.0,0.0,0,1,0,115.3,2,0,19,0,42,47,1,0,0,1,0,24,46,3,2,3,0,3,3,1,1,13,4,6.5,4,2022
Nate Hobbs,55948,CB,LV,1,2,0,33.3,0,0,23,72.2,76.0,76.7,81.5,66.8,63.2,0,0,0,15.0,20.0,1,1,0,43.1,2,1,4,32,35,53,1,0,0,1,0,0,52,1,17,16,2,2,6,1,0,19,15,9.5,4,2022
Geno Stone,55967,S,BLT,1,0,0,100.0,0,0,3,50.2,44.0,64.4,,,73.0,0,0,0,10.0,0.0,0,0,0,108.3,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,10,0,10.0,4,2022
Benjamin St-Juste,56061,CB,WAS,1,1,0,33.3,0,0,32,62.9,54.6,0.0,,51.9,45.7,0,0,0,11.0,33.3,1,0,1,45.1,1,0,2,0,27,43,0,0,0,0,0,0,43,0,16,41,1,1,3,0,0,11,7,11.0,4,2022
Damarri Mathis,56143,CB,DEN,1,0,0,,0,0,10,78.1,79.4,68.1,,,72.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,3,3,3,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,,4,2022
DaRon Bland,56158,CB,DAL,1,0,0,81.8,0,0,9,61.2,62.3,77.3,59.0,64.8,29.2,0,0,1,31.0,40.0,2,0,0,65.9,9,0,3,1,40,59,5,0,0,5,0,1,54,1,18,49,1,3,11,0,0,98,56,10.9,4,2022
Keisean Nixon,56167,CB,GB,1,1,0,66.7,0,0,12,59.1,61.5,74.4,,66.0,71.6,0,0,0,9.0,0.0,0,0,0,79.9,2,0,0,0,19,31,0,0,0,0,0,0,31,0,12,31,0,0,3,0,0,16,20,8.0,4,2022
Darnay Holmes,56247,CB,NYG,1,0,0,100.0,0,0,21,68.8,70.5,74.0,53.4,71.9,74.3,0,0,0,6.0,0.0,0,0,0,91.7,1,0,2,2,22,30,1,0,0,1,0,1,29,2,6,24,1,2,1,0,0,6,6,6.0,4,2022
Javelin Guidry,56262,CB,LV,1,0,0,100.0,0,0,23,59.8,60.0,73.7,,,,0,0,0,5.0,,0,0,0,127.1,2,0,0,15,18,18,0,0,0,0,0,0,18,0,0,3,0,0,2,0,1,10,0,5.0,4,2022
Chris Rumph II,56345,ED,LAC,1,0,0,,0,0,27,,53.3,76.4,55.9,54.3,23.9,1,2,0,,100.0,2,0,0,0.0,0,0,0,0,0,27,27,0,0,27,0,0,0,20,7,0,0,0,0,3,0,0,0,,4,2022
Victor Dimukeje,56347,ED,ARZ,1,0,0,,0,0,1,60.0,66.7,93.4,62.9,60.0,,0,0,0,,,0,0,0,0.0,0,0,1,0,1,9,7,0,0,7,0,0,2,6,2,0,0,0,0,0,0,0,0,,4,2022
Zachary Carter,56349,DI,CIN,1,0,0,,0,0,7,,39.9,75.1,55.7,41.5,68.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,24,24,0,23,1,0,0,0,13,11,0,1,1,0,0,0,0,0,,4,2022
A.J. Epenesa,56369,ED,BUF,1,0,0,,0,0,4,60.0,58.7,78.2,64.6,53.0,20.9,0,1,0,,100.0,1,0,0,0.0,0,0,1,0,1,19,18,0,0,18,0,0,1,10,8,0,0,0,0,1,0,0,0,,4,2022
Yetur Gross-Matos,56444,ED,CAR,1,0,0,,0,0,5,55.1,53.1,79.6,57.0,62.0,26.1,0,2,0,,0.0,0,0,0,0.0,0,0,0,0,2,53,53,0,8,30,15,0,0,27,24,0,0,2,0,2,0,0,0,,4,2022
Patrick Johnson,56460,ED,PHI,1,0,0,0.0,0,1,24,60.0,94.3,68.7,59.2,76.7,69.9,0,0,0,,0.0,0,0,0,39.6,0,0,1,0,1,4,3,0,0,3,0,0,1,1,2,0,0,1,1,0,0,0,0,,4,2022
Cameron Sample,56462,ED,CIN,1,0,0,,0,0,7,60.0,54.0,73.8,54.5,56.7,69.9,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,1,12,12,0,1,9,2,0,0,6,5,0,0,1,0,1,0,0,0,,4,2022
Matt Henningsen,56484,DI,DEN,1,1,0,,0,0,10,,54.7,73.6,57.2,56.0,67.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,17,17,0,10,1,6,0,0,4,13,0,0,0,0,0,0,0,0,,4,2022
Isaiah Buggs,56503,DI,DET,1,0,0,,0,0,11,,32.6,0.0,59.2,37.6,67.3,0,1,0,,0.0,0,0,1,0.0,0,0,1,0,0,46,45,6,39,0,0,0,1,21,25,0,0,1,0,1,0,0,0,,4,2022
D.J. Davidson,56523,DI,NYG,1,0,0,,0,0,21,60.0,59.4,73.1,59.3,58.8,67.6,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,9,9,1,6,2,0,0,0,3,6,0,0,1,0,0,0,0,0,,4,2022
Tedarrell Slaton,56597,DI,GB,1,0,0,,0,0,12,,47.9,74.1,58.0,50.3,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,14,14,3,11,0,0,0,0,3,11,0,0,0,0,0,0,0,0,,4,2022
Malik Herring,56616,ED,KC,1,0,0,,0,0,16,,56.2,72.8,55.1,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,7,7,0,0,5,2,0,0,5,2,0,0,0,0,0,0,0,0,,4,2022
Payton Turner,56624,ED,NO,1,1,0,,0,0,20,61.6,74.7,75.9,55.0,70.9,71.2,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,20,20,0,1,17,2,0,0,15,5,0,1,1,0,1,0,0,0,,4,2022
Quinton Bohanna,56673,DI,DAL,1,2,0,,0,0,9,,31.2,75.5,54.3,34.9,26.4,0,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,21,21,10,11,0,0,0,0,10,11,0,1,1,0,0,0,0,0,,4,2022
Milton Williams,56682,DI,PHI,1,1,0,,0,0,24,,64.5,72.3,54.9,66.9,66.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,13,13,1,7,0,5,0,0,8,5,0,0,0,0,0,0,0,0,,4,2022
Jonathan Garvin,56703,ED,GB,1,0,0,,0,0,12,,43.2,73.2,63.1,42.3,,1,0,0,,,0,0,0,0.0,0,0,0,0,0,13,13,0,0,13,0,0,0,6,7,0,0,0,0,1,0,0,0,,4,2022
Kwity Paye,56713,ED,IND,1,1,0,,0,0,14,,59.0,79.9,64.7,50.7,73.0,1,1,0,,0.0,0,0,0,0.0,0,1,0,0,0,42,42,0,0,37,5,0,0,26,16,0,2,1,0,3,0,0,0,,4,2022
Jordan Elliott,56734,DI,CLV,1,0,0,,0,0,8,,28.7,78.0,55.5,28.0,32.0,0,2,0,,33.3,1,0,0,0.0,0,1,0,0,0,50,50,4,38,1,7,0,0,18,32,0,1,2,0,3,0,0,0,,4,2022
Kurt Hinish,56787,DI,HST,1,1,0,,0,0,13,,43.8,0.0,52.4,58.0,67.3,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,27,27,0,26,0,1,0,0,16,11,0,0,0,0,0,0,0,0,,4,2022
Isaiah Thomas,56798,ED,CLV,1,0,0,,0,0,8,,53.6,78.3,57.4,53.5,,1,1,0,,,0,0,0,0.0,0,0,0,0,0,24,24,0,0,23,1,0,0,11,13,0,0,0,0,2,0,0,0,,4,2022
Arnold Ebiketie,56862,ED,ATL,1,0,0,,0,0,2,60.0,64.6,77.9,61.2,61.8,69.6,3,3,0,,0.0,0,0,0,0.0,0,0,0,1,1,31,30,1,0,29,0,0,1,21,9,0,0,1,0,6,0,0,0,,4,2022
Ta'Quon Graham,56868,DI,ATL,1,0,0,,1,0,2,,44.1,5.5,53.1,52.1,71.9,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,58,58,3,30,5,20,0,0,33,25,0,3,5,0,1,0,0,0,,4,2022
Micheal Clemons,56872,ED,NYJ,1,1,0,,0,0,22,,59.4,77.1,52.7,64.0,69.2,1,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,16,16,0,0,16,0,0,0,9,7,0,0,0,0,2,0,0,0,,4,2022
Anthony Rush,56895,DI,ATL,1,1,0,,0,0,2,,55.0,75.8,54.5,57.0,71.1,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,28,28,9,15,0,4,0,0,13,15,0,2,2,0,0,0,0,0,,4,2022
Jaelan Phillips,56902,ED,MIA,1,0,0,100.0,0,0,17,76.9,89.8,76.8,78.3,74.2,71.0,1,3,0,0.0,0.0,0,0,0,79.2,1,1,0,0,3,42,41,0,0,34,7,0,1,23,16,1,2,1,1,5,0,0,3,0.0,4,2022
Dayo Odeyingbo,56923,ED,IND,1,0,0,,0,0,14,,63.8,75.7,68.9,57.5,71.4,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,14,14,0,2,10,2,0,0,4,10,0,2,1,0,1,0,0,0,,4,2022
Deangelo Malone,56941,ED,ATL,1,0,0,,0,0,2,,83.0,69.4,60.0,74.2,69.9,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,4,4,0,0,4,0,0,0,1,3,0,1,1,0,0,0,0,0,,4,2022
James Lynch,56962,DI,MIN,1,2,0,,0,0,18,,74.1,73.3,54.0,75.0,68.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,16,16,2,7,1,6,0,0,5,11,0,0,0,0,0,0,0,0,,4,2022
Marlon Tuipulotu,57035,DI,PHI,1,1,0,,0,0,24,,30.4,72.8,54.5,36.5,67.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,12,12,1,4,0,7,0,0,8,4,0,0,0,0,0,0,0,0,,4,2022
Troy Andersen,57317,LB,ATL,1,0,0,100.0,0,0,2,79.1,80.3,66.9,,63.0,75.0,0,0,0,0.0,0.0,0,0,0,79.2,1,0,9,0,4,11,0,0,0,0,0,0,11,0,7,2,1,2,1,0,0,0,7,0.0,4,2022
Jalen Pitre,57737,S,HST,1,2,0,100.0,0,0,13,44.6,44.1,76.8,60.0,57.2,29.4,0,0,0,24.0,33.3,3,0,0,158.3,3,0,28,4,39,70,7,0,0,7,0,25,63,2,29,6,2,4,3,0,1,63,20,21.0,4,2022
Nate Landman,57788,LB,ATL,1,0,0,,0,0,2,60.0,58.6,68.4,59.3,,,0,0,0,,,0,0,0,0.0,0,0,1,0,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,4,2022
Mykal Walker,57834,LB,ATL,1,1,0,100.0,0,0,2,39.1,29.3,77.5,52.2,29.9,30.5,0,1,0,20.0,21.4,3,0,0,102.3,9,0,57,1,36,73,9,0,0,9,0,1,64,4,33,5,3,10,9,1,0,77,28,8.6,4,2022
Del'Shawn Phillips,57868,LB,BLT,1,0,0,,0,0,3,,59.2,64.2,59.0,,,0,0,0,,,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,4,2022
Jamin Davis,57905,LB,WAS,1,1,0,66.7,0,0,32,43.7,56.1,73.2,54.3,70.5,79.4,0,0,0,23.0,0.0,0,0,0,109.7,2,0,44,2,20,49,1,0,0,1,0,0,48,3,26,2,3,4,3,0,0,39,29,19.5,4,2022
Patrick Queen,57941,LB,BLT,1,0,0,100.0,0,0,3,65.1,56.1,77.1,75.9,32.7,79.5,3,0,0,14.0,0.0,0,0,0,111.1,3,0,48,0,32,62,10,0,0,10,0,0,52,10,20,4,2,5,3,3,0,32,30,10.7,4,2022
Jacob Phillips,57942,LB,CLV,1,0,0,100.0,0,0,8,51.2,27.3,77.5,55.3,27.2,83.0,1,0,0,25.0,0.0,0,0,0,118.8,1,0,55,0,18,55,0,0,0,0,0,0,55,2,35,0,3,7,1,1,0,25,6,25.0,4,2022
Jeremiah Owusu-Koramoah,58089,LB,CLV,1,2,0,33.3,0,0,8,65.4,47.2,73.5,40.2,50.4,50.8,0,2,0,20.0,22.2,2,0,0,57.6,1,0,33,0,9,43,10,0,0,10,0,0,33,6,28,0,3,5,3,2,0,20,21,20.0,4,2022
Pete Werner,58093,LB,NO,1,2,0,71.4,0,0,20,38.0,56.9,75.3,69.7,76.6,61.7,0,0,0,16.0,9.1,1,0,0,129.8,5,0,52,0,33,60,2,0,0,2,0,0,58,3,24,6,5,8,7,0,1,48,28,9.6,4,2022
Baron Browning,58095,ED,DEN,1,1,0,100.0,0,0,10,41.4,44.6,0.0,58.8,61.9,72.0,0,1,0,12.0,0.0,0,0,1,116.7,1,0,0,0,8,43,42,0,0,42,0,0,1,11,24,1,0,1,1,1,0,12,12,12.0,4,2022
Kenneth Murray,58099,LB,LAC,1,1,0,100.0,0,0,27,64.2,51.6,0.0,77.1,44.0,45.6,1,1,0,22.0,16.7,1,0,1,93.8,6,0,35,0,21,36,1,0,0,1,0,0,35,4,11,0,3,4,6,2,0,39,14,6.5,4,2022
Derrick Barnes,58120,LB,DET,1,0,0,100.0,0,0,11,50.5,61.9,72.4,53.5,75.1,77.7,0,2,0,5.0,0.0,0,0,0,87.5,1,0,13,0,5,21,6,0,0,6,0,0,15,5,11,2,1,2,1,2,0,5,4,5.0,4,2022
Devin Lloyd,58238,LB,JAX,1,0,0,100.0,0,0,15,50.6,56.4,77.2,59.1,63.3,68.1,0,0,0,31.0,6.7,1,0,0,107.1,7,0,79,0,32,82,1,0,0,1,0,0,81,1,49,2,7,14,7,0,0,68,53,9.7,4,2022
Joe Tryon-Shoyinka,58272,ED,TB,1,0,0,,0,0,30,77.0,53.7,78.7,54.4,40.7,73.6,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,8,49,49,0,0,48,1,0,0,21,20,0,1,3,0,0,0,0,0,,4,2022
Michael Carter II,60644,CB,NYJ,1,0,0,100.0,0,0,22,69.6,66.0,75.7,,49.2,56.9,0,0,1,26.0,20.0,1,0,0,79.2,3,0,2,1,28,39,0,0,0,0,0,0,39,0,11,36,2,4,3,0,0,44,18,14.7,4,2022
Grant Delpit,60685,S,CLV,1,0,0,50.0,0,0,8,69.8,67.1,74.4,44.6,64.5,57.8,0,1,0,22.0,20.0,1,2,0,89.6,1,0,24,0,20,55,2,0,0,2,0,25,53,0,35,4,1,4,2,1,0,22,5,22.0,4,2022
Malcolm Rodriguez,60731,LB,DET,1,2,0,100.0,0,0,11,69.2,83.8,75.1,68.3,81.1,81.5,1,0,0,10.0,0.0,0,0,0,79.2,2,0,46,0,22,52,4,0,0,4,0,0,48,6,24,2,3,8,2,1,0,5,8,2.5,4,2022
Darren Hall,60742,CB,ATL,1,1,0,,0,0,2,66.3,70.8,71.4,,68.9,76.6,0,0,0,,0.0,0,0,0,0.0,0,0,4,11,6,15,0,0,0,0,0,0,15,0,9,0,0,1,0,0,0,0,0,,4,2022
Garret Wallow,60761,LB,HST,1,3,0,0.0,0,0,13,67.8,68.6,70.3,,62.7,77.3,0,0,0,,0.0,0,0,0,39.6,0,0,14,2,9,20,1,0,0,1,0,0,19,0,11,3,1,1,1,0,0,0,0,,4,2022
Dominique Robinson,61436,ED,CHI,1,0,0,,0,0,6,,43.9,78.3,53.5,45.7,71.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,28,28,0,2,23,3,0,0,11,17,0,2,2,0,0,0,0,0,,4,2022
Tariq Woolen,61790,CB,SEA,1,0,0,60.0,2,0,29,68.0,69.5,79.6,,70.7,79.1,0,0,1,26.0,0.0,0,0,3,51.7,3,0,1,64,48,71,2,0,0,2,0,0,69,0,23,3,2,5,5,0,0,47,12,15.7,4,2022
Caleb Farley,61803,CB,TEN,1,0,0,75.0,0,0,31,37.6,39.8,75.5,,60.4,28.7,0,0,0,44.0,33.3,2,0,0,116.7,3,0,0,27,20,27,0,0,0,0,0,0,27,0,7,0,1,4,4,0,0,55,6,18.3,4,2022
Matthew Butler,62931,DI,LV,1,1,0,,0,0,23,,62.9,67.9,60.0,60.3,67.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,4,2022
Akayleb Evans,65033,CB,MIN,1,0,0,100.0,0,0,18,27.8,27.2,67.0,,60.0,26.6,0,0,0,33.0,50.0,1,0,0,118.8,2,0,2,3,3,5,0,0,0,0,0,0,5,0,2,0,0,1,2,0,0,40,6,20.0,4,2022
John Ridgeway,66694,DI,WAS,1,1,0,,0,0,32,,62.3,75.4,55.4,63.6,67.3,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,15,15,6,9,0,0,0,0,7,8,0,0,0,0,0,0,0,0,,4,2022
Zach Sieler,66917,DI,MIA,1,1,0,,0,0,17,,67.4,0.0,59.1,77.4,71.2,0,1,0,,0.0,0,0,1,0.0,0,0,0,0,0,35,35,0,20,1,14,0,0,17,18,0,2,3,0,1,0,0,0,,4,2022
Dennis Gardeck,66928,ED,ARZ,1,0,0,100.0,0,0,1,62.1,71.8,75.0,68.9,63.6,72.4,0,1,1,16.0,0.0,0,0,0,79.2,1,1,2,0,7,21,18,0,0,18,0,0,3,11,3,0,1,1,1,2,0,16,4,16.0,4,2022
Jonathan Owens,66930,S,HST,1,1,0,60.0,0,0,13,67.5,70.7,77.2,,64.8,82.3,0,0,0,50.0,0.0,0,1,0,104.2,3,0,7,0,41,70,1,0,0,1,0,54,69,0,29,8,1,5,5,0,0,89,40,29.7,4,2022
Drake Jackson,70839,ED,SF,1,0,1,,0,0,28,,64.4,78.1,62.9,60.6,69.6,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,26,26,0,5,20,1,0,0,20,6,0,1,1,0,1,0,0,0,,4,2022
Chad Muma,75818,LB,JAX,1,0,0,,0,0,15,60.0,62.4,65.7,,60.0,,0,0,0,,,0,0,0,0.0,0,0,2,0,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,,4,2022
Trey McBride,75916,TE,ARZ,1,0,0,,0,0,1,,60.0,60.0,60.0,,,0,0,0,,,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,4,2022
Asante Samuel Jr.,76625,CB,LAC,1,0,0,75.0,0,0,27,56.4,57.5,77.4,,62.5,80.0,0,0,0,20.0,0.0,0,0,1,126.6,6,0,4,53,43,57,0,0,0,0,0,0,57,0,14,0,3,5,8,0,1,43,11,7.2,4,2022
Andre Cisco,76641,S,JAX,1,1,0,,0,0,15,74.7,70.9,77.2,,49.6,45.6,0,0,1,,25.0,1,0,0,0.0,0,0,12,1,33,82,0,0,0,0,0,56,82,0,49,13,0,2,0,0,0,0,0,,4,2022
Caden Sterns,76725,S,DEN,1,1,0,50.0,0,0,10,62.1,58.1,75.9,,50.7,45.3,0,0,0,8.0,25.0,2,0,0,60.4,1,0,23,0,40,75,4,0,0,4,0,38,71,0,35,10,2,5,2,0,0,8,12,8.0,4,2022
Gregory Rousseau,76889,ED,BUF,1,1,0,100.0,0,0,4,55.6,57.1,79.3,59.2,65.9,41.0,0,4,0,9.0,33.3,1,0,0,104.2,1,1,1,0,1,40,39,0,0,38,1,0,1,25,14,0,1,1,1,5,0,9,4,9.0,4,2022
Travis Jones,76914,DI,BLT,1,0,0,,0,0,3,,73.3,74.3,61.0,70.8,66.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,15,15,0,15,0,0,0,0,12,3,0,1,1,0,0,0,0,0,,4,2022
Logan Hall,76919,DI,TB,1,0,0,,0,0,30,,36.9,75.8,51.2,39.5,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,29,29,2,21,1,5,0,0,17,12,0,0,0,0,0,0,0,0,,4,2022
Alim McNeill,76996,DI,DET,1,0,0,,0,0,11,,66.7,78.2,56.9,68.1,69.0,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,52,52,4,44,0,4,0,0,27,25,0,2,2,0,1,0,0,0,,4,2022
Zaven Collins,77190,LB,ARZ,1,0,0,83.3,0,0,1,59.8,66.8,76.1,73.3,66.5,57.4,0,1,0,13.0,11.1,1,0,0,131.3,5,0,46,0,34,52,5,0,0,5,0,1,47,6,12,0,3,8,6,1,1,36,19,7.2,4,2022
Nik Bonitto,77196,ED,DEN,1,0,0,,0,0,10,60.0,66.0,71.7,57.8,64.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,7,7,0,0,7,0,0,0,2,4,0,0,0,0,0,0,0,0,,4,2022
Joseph Ossai,77205,ED,CIN,1,0,0,,0,0,7,60.0,38.7,0.0,56.2,53.2,70.5,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,1,20,20,0,1,12,7,0,0,16,3,0,0,1,0,0,0,0,0,,4,2022
Trevon Moehrig,77847,S,LV,1,1,0,,0,0,23,70.5,75.3,78.1,,66.9,84.4,0,0,0,,0.0,0,0,0,0.0,0,0,3,3,32,44,0,0,0,0,0,33,44,0,12,5,0,3,0,0,0,0,0,,4,2022
Derion Kendrick,78022,CB,LA,1,1,0,71.4,0,0,26,54.6,57.8,76.6,,67.4,76.8,0,0,0,57.0,0.0,0,1,0,153.3,5,0,4,45,28,49,0,0,0,0,0,0,49,0,21,0,0,2,7,0,1,101,84,20.2,4,2022
Micah McFadden,81246,LB,NYG,1,1,0,100.0,0,0,21,44.7,28.7,0.0,71.4,36.9,41.1,0,1,0,24.0,33.3,1,0,1,118.8,3,0,26,0,16,27,0,0,0,0,0,1,27,3,8,0,0,1,3,1,0,48,25,16.0,4,2022
Nick Bolton,81322,LB,KC,1,2,0,100.0,0,0,16,52.7,53.7,77.7,49.8,70.8,83.0,0,0,0,25.0,0.0,0,0,0,114.2,5,0,55,0,49,64,4,0,0,4,0,2,60,8,7,3,1,7,5,0,0,57,50,11.4,4,2022
Micah Parsons,81360,ED,DAL,1,0,0,0.0,0,0,9,65.1,54.3,78.7,50.9,58.3,49.2,0,3,0,,33.3,2,0,0,39.6,0,0,8,0,4,63,53,0,0,53,0,0,10,38,21,2,3,4,1,3,0,0,0,,4,2022
Ernest Jones,81399,LB,LA,1,2,0,83.3,0,0,26,48.4,60.0,70.7,,73.1,78.4,0,0,0,20.0,0.0,0,0,0,99.3,5,0,32,0,18,36,0,0,0,0,0,0,36,0,18,4,2,3,6,0,0,47,24,9.4,4,2022
Azeez Ojulari,81959,ED,NYG,1,0,0,,0,1,21,50.3,63.6,76.9,68.4,60.7,35.4,0,2,0,,50.0,1,0,0,0.0,0,1,0,0,5,30,30,0,0,30,0,0,0,17,8,0,1,1,0,3,0,0,0,,4,2022
Odafe Oweh,82161,ED,BLT,1,0,0,33.3,0,1,3,54.3,65.8,78.5,54.9,79.7,43.1,1,4,0,10.0,25.0,2,0,0,43.8,1,1,1,0,10,60,59,0,2,55,2,0,1,31,19,0,3,6,3,6,0,10,4,10.0,4,2022
Thomas Booker,82168,DI,HST,1,1,0,,0,0,13,,29.4,74.9,53.2,29.2,69.1,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,23,23,0,12,0,11,0,0,10,13,0,1,0,0,1,0,0,0,,4,2022
Christian Barmore,82198,DI,NE,1,3,0,,0,0,19,,50.5,78.1,53.4,52.5,73.1,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,46,46,5,27,7,7,0,0,28,18,0,3,3,0,1,0,0,0,,4,2022
Teair Tart,82261,DI,TEN,1,0,2,,0,0,31,,82.9,76.4,84.1,67.3,69.6,0,1,1,,0.0,0,0,0,0.0,0,0,0,0,0,31,31,7,24,0,0,0,0,17,14,0,3,3,0,1,0,0,0,,4,2022
