player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception,week,year
Isaiah Oliver,50393,CB,ATL,1,2,0,57.1,0,0,2,49.7,51.6,75.7,,58.6,28.4,0,0,0,39.0,44.4,4,1,0,78.3,4,0,2,1,19,42,0,0,0,0,0,1,42,0,23,38,0,3,7,0,0,48,44,12.0,8,2022
A.J. Green,50394,CB,CLV,1,0,0,100.0,0,0,8,67.7,67.7,75.5,,60.0,,0,0,1,11.0,,0,0,0,72.9,1,0,0,27,23,27,0,0,0,0,0,0,27,0,4,0,0,0,1,0,0,11,0,11.0,8,2022
Jeremy Reaves,50406,S,WAS,1,0,0,,0,0,32,60.6,61.0,71.2,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,3,4,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,,8,2022
Michael Jackson,50437,CB,SEA,1,0,0,45.5,0,0,29,75.8,75.5,78.1,,65.7,80.2,0,0,0,18.0,0.0,0,3,0,52.8,5,0,4,58,40,65,2,0,0,2,0,0,63,0,25,1,2,7,11,0,0,34,6,6.8,8,2022
Amani Oruwariye,50533,CB,DET,1,1,0,100.0,1,0,11,45.1,37.4,0.0,,52.4,59.9,0,0,0,42.0,11.1,1,0,2,158.3,7,0,8,57,42,68,0,0,0,0,0,0,68,0,26,3,1,7,7,0,1,123,11,17.6,8,2022
Mike Ford,50535,CB,ATL,1,0,0,,0,0,2,61.6,62.6,68.1,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,3,2,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,,8,2022
Avonte Maddox,50543,CB,PHI,1,0,0,83.3,0,1,24,73.9,71.7,77.0,54.7,60.3,29.1,0,0,0,25.0,33.3,3,0,0,111.1,5,0,5,6,49,69,1,0,0,1,0,0,68,2,18,57,5,6,6,0,0,64,54,12.8,8,2022
Brandon Facyson,50564,CB,IND,1,0,0,100.0,0,0,14,52.8,54.7,71.6,,61.3,72.5,0,0,0,20.0,0.0,0,0,0,118.8,1,0,2,11,8,14,0,0,0,0,0,0,14,0,6,1,0,1,1,0,0,20,1,20.0,8,2022
Byron Cowart,50588,DI,IND,1,0,0,,0,0,14,,44.8,71.9,53.9,52.9,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,9,9,0,7,0,2,0,0,6,3,0,0,0,0,0,0,0,0,,8,2022
Charles Omenihu,50612,ED,SF,1,1,0,,0,0,28,,77.2,77.7,73.6,66.2,71.4,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,33,33,1,9,16,7,0,0,22,11,0,1,1,0,1,0,0,0,,8,2022
Luke Gifford,50675,LB,DAL,1,1,0,100.0,0,0,9,70.5,76.8,67.3,,,70.2,0,0,0,5.0,0.0,0,0,0,87.5,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5,6,5.0,8,2022
Josey Jewell,50720,LB,DEN,1,1,0,75.0,0,0,10,81.8,69.2,73.4,52.5,51.8,38.8,0,0,0,11.0,20.0,2,0,0,77.1,6,0,68,0,33,72,1,0,0,1,0,0,71,6,33,3,3,7,8,0,0,14,22,2.3,8,2022
Cody Barton,50727,LB,SEA,1,0,0,50.0,0,0,29,49.4,61.0,72.7,73.5,68.7,77.6,0,0,0,18.0,0.0,0,1,0,75.0,2,1,31,0,20,33,0,0,0,0,0,0,33,1,12,2,3,3,4,1,0,30,35,15.0,8,2022
Jordyn Brooks,50851,LB,SEA,1,0,0,100.0,0,0,29,52.2,64.2,75.7,59.0,80.6,78.3,0,0,0,10.0,0.0,0,0,0,106.3,2,0,61,0,39,65,0,0,0,0,0,0,65,1,25,4,3,4,2,0,0,19,17,9.5,8,2022
Roquan Smith,50892,LB,CHI,1,1,0,100.0,0,0,6,40.2,28.5,76.9,56.6,29.0,46.1,0,0,0,30.0,16.7,1,0,0,152.1,4,0,47,0,26,57,3,0,0,3,0,0,54,2,29,7,1,4,4,0,1,44,17,11.0,8,2022
Tremaine Edmunds,50905,LB,BUF,1,2,0,75.0,0,0,4,70.4,64.1,76.4,64.4,50.1,69.7,0,0,0,12.0,6.3,1,1,0,87.5,6,0,65,0,36,66,0,0,0,0,0,0,66,1,29,1,5,13,8,0,0,44,59,7.3,8,2022
Robert Spillane,50918,LB,PIT,1,0,0,100.0,0,0,25,42.9,40.0,73.7,51.6,55.2,76.8,0,1,0,23.0,0.0,0,0,0,118.8,1,0,18,2,10,26,5,0,0,5,0,0,21,6,10,1,0,3,1,1,0,23,22,23.0,8,2022
Leighton Vander Esch,50950,LB,DAL,1,2,0,100.0,0,1,9,78.1,64.1,75.5,,49.0,59.9,0,0,0,0.0,11.1,1,0,0,79.2,1,0,63,0,31,69,0,0,0,0,0,0,69,0,38,6,3,6,1,0,0,0,2,0.0,8,2022
Bobby Okereke,50954,LB,IND,1,2,0,100.0,0,0,14,60.0,67.7,74.6,58.4,75.2,55.4,0,0,0,18.0,12.5,1,0,0,111.5,4,0,27,1,22,37,5,0,0,5,0,0,32,1,14,4,4,5,4,0,0,43,47,10.8,8,2022
Ja'Whaun Bentley,50966,LB,NE,1,2,0,0.0,0,0,19,77.0,78.5,74.3,64.0,65.3,78.4,0,1,1,,0.0,0,0,0,0.0,0,0,32,0,19,38,6,0,0,6,0,0,32,5,14,0,0,1,2,1,0,0,0,,8,2022
Frankie Luvu,51028,LB,CAR,1,0,0,100.0,0,1,5,55.0,75.1,77.5,70.1,79.3,28.8,0,1,0,16.0,37.5,3,0,0,106.3,2,1,19,1,16,50,26,0,0,26,0,0,24,9,25,4,5,5,2,2,0,19,21,9.5,8,2022
Jahlani Tavai,51055,LB,NE,1,2,0,33.3,0,0,19,53.3,58.8,74.7,57.2,65.9,74.8,0,0,0,27.0,0.0,0,0,0,67.4,1,0,15,0,12,26,8,0,0,8,0,0,18,3,11,3,0,0,3,0,0,27,10,27.0,8,2022
Julian Love,51081,S,NYG,1,2,0,75.0,0,0,21,64.1,68.1,76.9,60.0,69.5,84.2,0,0,0,5.0,0.0,0,0,0,116.7,3,0,20,5,40,64,3,0,0,3,0,25,61,1,23,11,2,4,4,0,1,11,9,3.7,8,2022
Ben Niemann,51099,LB,ARZ,1,2,0,100.0,0,0,1,42.4,39.0,74.5,65.8,45.7,42.7,0,1,0,11.0,20.0,1,0,0,100.0,4,0,38,1,16,41,1,0,0,1,0,0,40,6,19,1,0,2,4,1,0,32,27,8.0,8,2022
Taylor Rapp,51172,S,LA,1,1,0,100.0,0,0,26,61.6,61.3,0.0,,70.2,62.4,0,0,0,9.0,12.5,1,0,1,104.2,1,0,17,0,29,53,0,0,0,0,0,34,53,0,24,2,0,6,1,0,0,9,8,9.0,8,2022
P.J. Locke,51189,S,DEN,1,0,0,,0,0,10,60.0,60.0,62.6,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,8,2022
Minkah Fitzpatrick,51206,S,PIT,1,0,0,,0,0,25,61.3,64.1,77.3,60.0,67.7,85.0,0,0,0,,0.0,0,1,0,0.0,0,0,4,1,35,57,0,0,0,0,0,51,57,1,21,1,1,5,0,0,0,0,0,,8,2022
Fred Warner,51222,LB,SF,1,5,0,75.0,0,0,28,66.6,81.4,75.1,87.0,76.9,82.9,1,1,0,7.0,0.0,0,0,0,81.3,3,1,52,0,34,58,1,0,0,1,0,0,57,4,20,5,4,6,4,3,0,16,8,5.3,8,2022
Mike Edwards,51282,S,TB,1,2,0,66.7,0,0,30,47.6,37.1,77.6,,34.2,56.7,0,0,0,12.0,16.7,2,0,0,127.8,2,0,12,0,45,76,0,0,0,0,0,55,76,0,31,9,1,8,3,0,1,22,1,11.0,8,2022
Kristian Welch,51283,LB,BLT,1,0,0,,0,0,3,60.0,61.8,64.1,,,,0,0,0,,,0,0,0,0.0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,8,2022
Sean Chandler,51315,S,CAR,1,1,0,,0,0,5,61.5,70.3,68.0,,68.6,73.0,0,0,0,,0.0,0,0,0,0.0,0,0,1,1,3,5,0,0,0,0,0,1,5,0,2,2,0,0,0,0,0,0,0,,8,2022
Terrell Edmunds,51334,S,PIT,1,1,0,83.3,0,0,25,43.0,42.9,76.1,58.7,57.9,79.1,0,0,0,39.0,0.0,0,0,0,158.3,5,0,17,2,34,56,2,0,0,2,0,16,54,1,21,19,1,2,6,0,2,102,29,20.4,8,2022
Will Harris,51336,CB,DET,1,0,0,100.0,0,0,11,69.7,64.9,75.1,66.0,45.6,80.3,0,1,0,8.0,0.0,0,0,0,85.4,4,0,9,7,21,39,5,0,0,5,0,1,34,1,17,17,2,5,4,1,0,18,13,4.5,8,2022
Amani Hooker,51378,S,TEN,1,0,0,,0,0,31,66.1,63.2,73.6,,55.6,74.5,0,0,0,,0.0,0,0,0,0.0,0,0,7,1,12,22,0,0,0,0,0,5,22,0,10,9,1,1,0,0,0,0,0,,8,2022
Marcus Epps,51391,S,PHI,1,2,0,100.0,0,0,24,59.1,64.0,74.1,,73.9,69.8,0,0,0,8.0,12.5,1,0,0,100.0,1,0,14,0,57,76,0,0,0,0,0,57,76,0,19,5,2,5,1,0,0,8,8,8.0,8,2022
Jaquan Johnson,51433,S,BUF,1,0,0,,0,0,4,65.1,66.3,74.6,,60.0,,0,0,0,,,0,0,0,0.0,0,0,2,0,16,17,1,0,0,1,0,7,16,0,1,7,0,0,0,0,0,0,0,,8,2022
Kaden Elliss,51485,LB,NO,1,0,0,100.0,0,0,20,63.7,80.9,71.9,68.1,65.7,73.3,1,0,0,11.0,0.0,0,0,0,83.3,2,0,2,0,2,8,6,0,0,6,0,0,2,1,5,0,0,1,2,1,0,8,10,4.0,8,2022
Kenny Moore II,51596,CB,IND,1,2,0,100.0,0,0,14,61.7,65.6,75.1,,74.9,64.3,0,0,0,42.0,11.1,1,0,0,118.8,5,0,9,5,39,61,0,0,0,0,0,0,61,0,22,47,2,6,5,0,0,75,64,15.0,8,2022
Nicholas Morrow,51674,LB,CHI,1,0,0,100.0,0,0,6,46.2,36.7,75.2,71.5,36.9,46.1,0,1,0,16.0,16.7,1,0,0,116.7,2,0,52,0,26,57,0,0,0,0,0,0,57,2,29,5,2,5,2,1,0,24,17,12.0,8,2022
Khyiris Tonga,52000,DI,MIN,1,0,0,,0,0,18,,64.4,74.0,59.9,63.5,68.6,1,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,16,16,2,13,0,1,0,0,13,3,0,0,1,0,1,0,0,0,,8,2022
Paulson Adebo,52280,CB,NO,1,1,0,77.8,0,0,20,53.4,52.9,78.0,,52.3,73.4,0,0,0,13.0,0.0,0,1,1,95.4,7,0,1,55,44,59,0,0,0,0,0,0,59,0,15,2,2,7,9,0,0,62,27,8.9,8,2022
Malcolm Koonce,55015,ED,LV,1,1,0,,0,0,23,68.4,57.9,71.3,54.4,48.4,27.4,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,6,6,0,0,6,0,0,0,4,2,0,1,1,0,0,0,0,0,,8,2022
Darrick Forrest,55087,S,WAS,1,0,0,,0,1,32,63.7,72.1,76.9,,73.0,78.0,0,0,0,,0.0,0,0,0,0.0,0,0,8,0,20,39,1,0,0,1,0,29,38,0,19,1,0,2,0,0,0,0,0,,8,2022
Coby Bryant,55088,CB,SEA,1,0,0,75.0,0,0,29,59.9,65.9,75.3,,78.2,50.9,0,0,0,16.0,16.7,1,0,0,97.9,3,0,5,1,32,47,0,0,0,0,0,0,47,0,15,41,2,5,4,0,0,32,8,10.7,8,2022
Boye Mafe,55220,ED,SEA,1,1,0,0.0,0,0,29,62.0,48.8,75.8,58.1,44.6,27.6,0,0,0,,50.0,1,0,0,39.6,0,1,0,0,4,28,27,0,0,27,0,0,1,11,13,1,1,0,1,1,0,0,0,,8,2022
Marco Wilson,55592,CB,ARZ,1,0,0,71.4,0,0,1,30.0,33.4,78.0,66.0,50.3,78.0,1,0,0,18.0,0.0,0,0,1,100.9,5,0,5,62,42,69,0,0,0,0,0,0,69,1,26,2,1,4,7,1,0,66,13,13.2,8,2022
C.J. Henderson,55593,CB,CAR,1,0,0,33.3,0,0,5,92.0,91.1,75.3,60.0,65.2,,0,0,1,47.0,,0,1,0,81.9,1,0,2,29,14,34,0,0,0,0,0,1,34,1,19,2,0,0,3,0,1,47,31,47.0,8,2022
Lonnie Johnson Jr.,55615,S,TEN,1,0,0,,0,0,31,61.4,63.9,79.9,,60.0,77.2,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,16,17,0,0,0,0,0,17,17,0,1,0,0,1,0,0,0,0,0,,8,2022
Amik Robertson,55619,CB,LV,1,0,0,50.0,0,0,23,53.3,55.9,74.4,53.2,69.9,25.8,0,0,0,2.0,50.0,2,0,0,56.3,1,0,1,1,18,28,0,0,0,0,0,0,28,2,8,26,1,2,2,0,0,2,2,2.0,8,2022
Josiah Scott,55634,CB,PHI,1,0,0,,0,0,24,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,8,2022
Jeffrey Okudah,55674,CB,DET,1,0,0,100.0,0,0,11,68.0,69.1,75.6,,66.6,78.8,0,0,0,18.0,0.0,0,0,0,118.8,1,0,18,47,42,67,0,0,0,0,0,0,67,0,25,2,0,5,1,0,0,18,4,18.0,8,2022
Tre Norwood,55675,S,PIT,1,0,0,100.0,0,0,25,45.5,37.2,66.1,,60.0,23.2,0,0,0,8.0,100.0,1,0,0,100.0,1,0,1,2,1,3,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,8,7,8.0,8,2022
Deommodore Lenoir,55686,CB,SF,1,0,0,66.7,0,0,28,67.2,67.7,77.6,,64.4,75.4,0,0,0,23.0,0.0,0,0,0,109.7,2,0,4,51,38,58,0,0,0,0,0,0,58,0,20,3,0,2,3,0,0,43,4,21.5,8,2022
Marcus Jones,55717,CB,NE,1,0,0,100.0,0,0,19,67.7,68.4,70.2,,60.0,72.8,0,0,0,8.0,0.0,0,0,0,100.0,1,0,1,5,5,6,0,0,0,0,0,0,6,0,1,0,0,1,1,0,0,8,8,8.0,8,2022
Darious Williams,55724,CB,JAX,1,3,0,66.7,0,0,15,53.5,50.2,75.7,,45.0,42.0,0,0,0,25.0,20.0,1,1,0,88.9,4,0,6,12,35,57,0,0,0,0,0,1,57,0,22,38,1,1,6,0,0,45,23,11.3,8,2022
Xavier McKinney,55775,S,NYG,1,0,0,100.0,0,0,21,55.3,55.0,75.4,73.3,50.8,29.6,0,0,0,9.0,50.0,1,0,0,104.2,1,1,18,1,36,64,4,0,0,4,0,38,60,5,23,3,1,1,1,1,0,9,7,9.0,8,2022
Kamren Curl,55800,S,WAS,1,0,0,66.7,0,0,32,67.6,69.9,75.8,58.7,66.1,80.5,0,0,0,38.0,0.0,0,0,0,109.7,2,0,26,3,30,58,2,0,0,2,0,18,56,1,27,9,1,4,3,0,0,44,38,22.0,8,2022
Eric Stokes,55912,CB,GB,1,0,0,50.0,0,0,12,68.8,69.2,77.1,,64.8,23.1,0,0,0,7.0,100.0,1,0,0,58.3,1,0,2,55,33,58,0,0,0,0,0,0,58,0,25,1,0,0,2,0,0,7,5,7.0,8,2022
Geno Stone,55967,S,BLT,1,0,0,20.0,0,0,3,67.6,70.8,81.8,,64.9,81.7,0,0,0,7.0,0.0,0,1,0,39.6,1,0,14,0,53,68,3,0,0,3,0,41,65,0,15,10,0,5,5,0,0,7,1,7.0,8,2022
AJ Parker,55983,CB,DET,1,0,0,66.7,0,0,11,28.4,29.4,73.1,58.5,72.9,80.8,0,0,0,36.0,0.0,0,0,0,149.3,4,0,5,0,18,23,1,0,0,1,0,2,22,1,4,15,1,3,6,0,1,84,20,21.0,8,2022
Markquese Bell,56033,S,DAL,1,0,0,,0,0,9,61.9,63.1,68.5,,60.0,,0,0,0,,,0,0,0,0.0,0,0,6,0,10,15,0,0,0,0,0,8,15,0,5,1,0,0,0,0,0,0,0,,8,2022
Ambry Thomas,56058,CB,SF,1,0,0,100.0,0,0,28,44.4,45.3,71.9,,60.0,72.5,0,0,0,6.0,0.0,0,0,1,91.7,1,0,0,7,6,8,1,0,0,1,0,0,7,0,2,0,0,1,1,0,0,6,2,6.0,8,2022
Benjamin St-Juste,56061,CB,WAS,1,1,0,60.0,0,0,32,61.7,66.5,77.4,,78.1,80.2,0,0,0,47.0,0.0,0,0,0,104.2,3,0,3,53,31,58,1,0,0,1,0,0,57,0,27,1,1,6,5,0,0,69,11,23.0,8,2022
Damarri Mathis,56143,CB,DEN,1,0,0,60.0,0,0,10,54.1,57.9,77.0,,68.9,44.7,0,0,0,18.0,20.0,1,0,1,76.3,3,0,14,58,39,72,0,0,0,0,0,0,72,0,33,0,0,4,5,0,0,29,14,9.7,8,2022
DaRon Bland,56158,CB,DAL,1,1,0,80.0,0,0,9,80.9,70.4,75.9,59.8,41.5,42.0,0,0,0,12.0,25.0,1,1,0,87.5,4,0,4,0,26,49,1,0,0,1,0,1,48,1,22,43,1,2,5,0,0,25,9,6.3,8,2022
Keisean Nixon,56167,CB,GB,1,0,0,,0,0,12,60.0,60.3,64.4,,,,0,0,0,,,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,8,2022
Darnay Holmes,56247,CB,NYG,1,0,0,100.0,0,0,21,50.0,50.9,73.8,55.1,61.3,73.3,0,0,0,11.0,0.0,0,0,0,97.9,2,0,4,6,17,29,2,0,0,2,0,0,27,3,9,17,0,1,2,0,0,15,11,7.5,8,2022
Jaylon Johnson,56259,CB,CHI,1,0,0,50.0,0,0,6,70.3,69.9,78.1,,63.6,26.6,0,0,0,12.0,50.0,1,1,0,67.7,2,0,5,44,27,56,7,0,0,7,0,0,49,0,29,0,0,1,4,0,0,23,13,11.5,8,2022
Keith Taylor,56289,CB,CAR,1,0,1,50.0,0,0,5,48.9,61.2,74.5,60.0,60.0,27.1,0,0,0,8.0,50.0,1,1,0,60.4,1,0,0,12,7,14,0,0,0,0,0,1,14,1,6,1,0,1,2,0,0,8,2,8.0,8,2022
Victor Dimukeje,56347,ED,ARZ,1,0,0,,0,0,1,62.1,33.3,76.3,53.2,30.7,69.9,0,0,0,,0.0,0,0,0,0.0,0,0,1,0,3,33,31,0,0,31,0,0,2,11,19,1,0,1,0,0,0,0,0,,8,2022
Zachary Carter,56349,DI,CIN,1,1,0,,0,0,7,59.9,27.3,77.8,52.6,27.0,28.0,0,0,0,,20.0,1,0,0,0.0,0,0,0,0,1,52,52,1,35,5,11,0,0,10,41,0,1,3,0,0,0,0,0,,8,2022
A.J. Epenesa,56369,ED,BUF,1,0,0,,0,0,4,,42.7,77.5,49.0,49.9,24.2,0,1,0,,100.0,1,0,0,0.0,0,0,0,0,0,20,20,0,0,20,0,0,0,16,4,0,0,0,0,1,0,0,0,,8,2022
Neil Farrell Jr.,56401,DI,LV,1,2,0,,0,0,23,,49.7,75.6,65.6,47.6,68.4,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,31,31,1,25,1,4,0,0,9,22,0,0,0,0,0,0,0,0,,8,2022
Yetur Gross-Matos,56444,ED,CAR,1,1,0,,0,0,5,,64.7,79.7,60.3,63.6,74.6,1,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,52,52,0,13,30,9,0,0,22,30,0,4,4,0,2,0,0,0,,8,2022
Patrick Johnson,56460,ED,PHI,1,0,0,,0,0,24,61.1,53.0,75.7,55.5,52.4,,0,1,0,,,0,0,0,0.0,0,0,0,0,2,27,25,0,0,25,0,0,2,15,10,1,0,0,0,1,0,0,0,,8,2022
Cameron Sample,56462,ED,CIN,1,1,0,,0,0,7,60.0,65.1,76.5,52.6,67.9,72.0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,1,27,27,0,1,26,0,0,0,7,19,0,1,1,0,0,0,0,0,,8,2022
Matt Henningsen,56484,DI,DEN,1,0,0,,0,0,10,,61.6,75.0,54.5,63.0,70.8,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,20,20,0,2,6,12,0,0,5,15,0,1,3,0,0,0,0,0,,8,2022
Isaiah Buggs,56503,DI,DET,1,0,0,,0,0,11,,29.5,78.9,52.3,28.6,28.2,0,0,0,,33.3,1,0,0,0.0,0,0,0,0,0,56,56,9,47,0,0,0,0,31,25,0,1,2,0,0,0,0,0,,8,2022
Tedarrell Slaton,56597,DI,GB,1,2,0,,0,0,12,,76.2,75.7,61.5,74.4,68.3,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,22,22,7,15,0,0,0,0,12,10,0,0,0,0,1,0,0,0,,8,2022
Payton Turner,56624,ED,NO,1,1,0,,0,0,20,75.6,80.2,77.5,63.9,75.2,74.7,0,3,0,,0.0,0,0,0,0.0,0,2,0,0,1,33,32,0,0,31,1,0,1,26,6,1,3,1,0,5,0,0,0,,8,2022
Quinton Bohanna,56673,DI,DAL,1,0,0,,0,0,9,,60.9,75.1,54.8,62.8,66.8,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,19,19,4,15,0,0,0,0,9,10,0,1,1,0,1,0,0,0,,8,2022
Milton Williams,56682,DI,PHI,1,0,1,,0,0,24,,62.8,76.0,62.2,59.1,68.1,0,0,0,,,0,0,0,0.0,0,1,0,0,0,30,30,0,13,0,17,0,0,24,6,0,1,0,0,1,0,0,0,,8,2022
Jordan Elliott,56734,DI,CLV,1,0,0,,0,0,8,,51.0,75.2,59.9,46.0,,0,2,0,,,0,0,0,0.0,0,0,0,0,0,28,28,1,16,2,9,0,0,22,6,0,0,0,0,2,0,0,0,,8,2022
Kurt Hinish,56787,DI,HST,1,0,0,,0,0,13,,61.5,76.3,69.1,57.9,67.3,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,27,27,3,24,0,0,0,0,4,23,0,1,1,0,1,0,0,0,,8,2022
Isaiah Thomas,56798,ED,CLV,1,0,1,,0,0,8,,68.2,76.2,72.8,52.6,70.6,0,1,0,,0.0,0,0,0,0.0,0,1,0,0,0,18,18,0,0,13,5,0,0,15,3,0,1,1,0,2,0,0,0,,8,2022
Kingsley Jonathan,56856,ED,CHI,1,0,0,,0,0,6,,55.4,74.1,54.9,59.3,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,8,8,0,0,8,0,0,0,4,4,0,0,0,0,0,0,0,0,,8,2022
Arnold Ebiketie,56862,ED,ATL,1,1,1,,0,0,2,62.8,68.3,78.7,64.4,64.1,72.0,2,1,0,,0.0,0,0,0,0.0,0,0,2,0,4,54,52,0,0,52,0,0,2,29,21,0,1,1,0,3,0,0,0,,8,2022
Ta'Quon Graham,56868,DI,ATL,1,2,0,,0,0,2,61.5,69.7,79.3,49.0,71.6,52.5,0,0,0,,12.5,1,0,0,0.0,0,0,1,0,0,55,54,0,35,12,7,0,1,28,27,0,4,5,0,0,0,0,0,,8,2022
Micheal Clemons,56872,ED,NYJ,1,0,0,,0,0,22,,71.7,76.5,66.1,65.6,69.2,0,1,0,,,0,0,0,0.0,0,1,0,0,0,14,14,0,0,14,0,0,0,9,5,0,1,0,0,2,0,0,0,,8,2022
Jaelan Phillips,56902,ED,MIA,1,0,0,100.0,0,0,17,33.9,71.9,77.8,73.3,77.7,25.2,2,5,0,8.0,50.0,2,0,0,100.0,1,0,0,0,4,49,48,0,1,43,4,0,1,32,13,1,1,2,1,7,0,8,3,8.0,8,2022
Jay Tufele,56913,DI,CIN,1,0,0,,0,0,7,,27.9,77.1,53.9,27.9,19.1,0,0,0,,100.0,1,0,0,0.0,0,0,0,0,0,36,36,12,24,0,0,0,0,8,28,0,0,0,0,0,0,0,0,,8,2022
Dayo Odeyingbo,56923,ED,IND,1,0,0,,0,0,14,60.0,64.0,77.5,61.1,61.9,,0,1,0,,100.0,1,0,0,0.0,0,0,0,0,1,24,24,0,1,19,4,0,0,12,11,0,0,0,0,1,0,0,0,,8,2022
Deangelo Malone,56941,ED,ATL,1,0,0,,0,0,2,63.0,50.9,72.2,56.6,55.4,69.9,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,2,9,9,0,0,9,0,0,0,4,3,0,1,1,0,0,0,0,0,,8,2022
James Lynch,56962,DI,MIN,1,0,0,,0,0,18,60.0,63.0,75.7,51.5,71.6,69.0,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,27,27,1,22,0,4,0,0,20,7,0,1,1,0,0,0,0,0,,8,2022
Larrell Murchison,57004,DI,TEN,1,0,0,,0,0,31,,82.7,71.6,68.3,71.6,66.8,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,7,7,0,3,2,2,0,0,3,4,0,1,1,0,1,0,0,0,,8,2022
Marlon Tuipulotu,57035,DI,PHI,1,1,0,,0,0,24,60.0,51.7,76.0,53.9,53.5,69.4,0,0,0,,0.0,0,0,0,0.0,0,1,0,0,0,36,36,4,23,0,9,0,0,28,8,0,2,1,0,1,0,0,0,,8,2022
Troy Andersen,57317,LB,ATL,1,0,0,100.0,0,0,2,40.6,35.6,67.6,,62.0,74.9,0,0,0,19.0,0.0,0,0,0,118.8,1,0,4,0,5,6,0,0,0,0,0,2,6,0,1,0,0,1,1,0,0,19,8,19.0,8,2022
Tony Fields II,57698,LB,CLV,1,0,0,,0,0,8,60.9,64.5,66.2,,60.0,,0,0,0,,,0,0,0,0.0,0,0,3,0,2,3,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,,8,2022
Jalen Pitre,57737,S,HST,1,1,0,100.0,0,0,13,53.7,52.3,75.6,,54.2,63.1,0,0,0,10.0,14.3,1,0,0,108.3,1,0,16,0,13,51,14,0,0,14,0,10,37,0,38,11,5,5,1,0,0,10,5,10.0,8,2022
Isaiah McDuffie,57754,LB,GB,1,1,0,,0,0,12,59.6,57.5,75.0,52.8,59.8,79.5,0,1,0,,20.0,1,0,0,0.0,0,0,39,0,21,40,0,0,0,0,0,0,40,4,15,1,1,3,0,1,0,0,0,,8,2022
Mykal Walker,57834,LB,ATL,1,4,0,100.0,0,0,2,63.9,63.1,79.5,64.3,58.4,58.4,0,0,0,13.0,14.3,2,0,0,108.3,3,0,69,0,37,80,7,0,0,7,0,2,73,5,38,2,4,8,3,0,0,30,4,10.0,8,2022
Kyron Johnson,57890,ED,PHI,1,0,0,,0,0,24,,46.3,70.4,54.1,53.8,69.9,0,0,0,,0.0,0,0,0,0.0,0,0,0,0,0,7,6,0,0,6,0,0,1,4,3,0,0,1,0,0,0,0,0,,8,2022
Jamin Davis,57905,LB,WAS,1,1,0,100.0,0,0,32,52.0,64.2,76.0,59.0,77.0,61.3,0,1,0,22.0,14.3,1,0,0,103.3,5,0,48,1,30,58,1,0,0,1,0,0,57,1,27,8,3,5,5,1,0,44,22,8.8,8,2022
Josh Paschal,57908,ED,DET,1,1,0,,0,0,11,60.0,51.9,81.2,50.8,55.4,70.6,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,62,62,0,1,55,6,0,0,38,24,0,1,1,0,1,0,0,0,,8,2022
