player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent,week,year
Wil Lutz,11096,K,NO,1,0,0,0,,0,0,,20,66.0,0,0,,2,2,100.0,0,4,4,100.0,4,4,100.0,0,0,,6,2022
Jake Elliott,11908,K,PHI,1,0,1,1,100.0,0,0,,24,69.0,0,0,,2,2,100.0,0,1,1,100.0,2,2,100.0,0,0,,6,2022
Harrison Butker,11988,K,KC,1,0,2,1,50.0,1,1,100.0,16,85.5,0,0,,2,2,100.0,0,0,0,,3,2,66.7,0,0,,6,2022
Younghoe Koo,12042,K,ATL,1,0,0,0,,0,0,,2,64.5,0,0,,4,4,100.0,0,0,0,,0,0,,0,0,,6,2022
Greg Joseph,22842,K,MIN,1,0,0,0,,0,0,,18,45.4,0,0,,2,1,50.0,0,1,1,100.0,1,1,100.0,0,0,,6,2022
Jason Sanders,29578,K,MIA,1,0,1,0,0.0,1,1,100.0,17,52.3,0,0,,1,1,100.0,0,0,0,,2,1,50.0,0,0,,6,2022
Tyler Bass,33010,K,BUF,1,0,0,0,,0,0,,4,64.9,0,0,,3,3,100.0,0,1,1,100.0,1,1,100.0,0,0,,6,2022
Chase McLaughlin,33285,K,IND,1,0,0,0,,1,1,100.0,14,65.7,0,0,,2,2,100.0,0,0,0,,2,2,100.0,1,1,100.0,6,2022
Matt Ammendola,34039,K,ARZ,1,0,0,0,,0,0,,1,43.8,0,0,,1,0,0.0,0,0,0,,1,1,100.0,1,1,100.0,6,2022
Joey Slye,39235,K,WAS,1,0,0,0,,1,0,0.0,32,48.7,0,0,,0,0,,0,1,1,100.0,3,2,66.7,1,1,100.0,6,2022
Eddy Pineiro,44140,K,CAR,1,0,0,0,,1,1,100.0,5,63.9,0,0,,1,1,100.0,0,0,0,,1,1,100.0,0,0,,6,2022
Riley Patterson,57556,K,JAX,1,0,0,0,,0,0,,15,63.5,0,0,,3,3,100.0,0,0,0,,0,0,,0,0,,6,2022
Matt Gay,57643,K,LA,1,0,0,0,,0,0,,26,63.7,0,0,,3,3,100.0,0,0,0,,1,1,100.0,1,1,100.0,6,2022
Evan McPherson,82583,K,CIN,1,0,1,1,100.0,0,0,,7,69.0,0,0,,3,3,100.0,0,0,0,,1,1,100.0,0,0,,6,2022
Cade York,98975,K,CLV,1,0,1,1,100.0,1,1,100.0,8,72.0,0,0,,0,0,,0,1,1,100.0,3,3,100.0,0,0,,6,2022
Robbie Gould,2607,K,SF,1,0,1,1,100.0,1,1,100.0,28,72.4,0,0,,2,2,100.0,0,1,1,100.0,3,3,100.0,0,0,,7,2022
Nick Folk,3794,K,NE,1,0,0,0,,0,0,,19,62.3,0,0,,2,2,100.0,0,0,0,,0,0,,0,0,,7,2022
Mason Crosby,3809,K,GB,1,0,0,0,,0,0,,12,63.5,0,0,,3,3,100.0,0,0,0,,0,0,,0,0,,7,2022
Ryan Succop,5180,K,TB,1,0,0,0,,0,0,,30,60.3,0,0,,0,0,,0,0,0,,1,1,100.0,1,1,100.0,7,2022
Graham Gano,5443,K,NYG,1,0,0,0,,0,0,,21,65.3,0,0,,2,2,100.0,0,3,3,100.0,3,3,100.0,0,0,,7,2022
Randy Bullock,7154,K,TEN,1,0,0,0,,1,1,100.0,31,67.9,0,0,,1,1,100.0,0,1,1,100.0,4,4,100.0,2,2,100.0,7,2022
Greg Zuerlein,7163,K,NYJ,1,0,0,0,,2,2,100.0,22,67.8,0,0,,1,1,100.0,0,1,1,100.0,3,3,100.0,0,0,,7,2022
Justin Tucker,7604,K,BLT,1,0,1,1,100.0,0,0,,3,72.3,0,0,,2,2,100.0,0,2,2,100.0,3,3,100.0,0,0,,7,2022
Brandon McManus,8437,K,DEN,1,0,1,0,0.0,1,1,100.0,10,30.7,0,0,,1,0,0.0,0,0,0,,2,1,50.0,0,0,,7,2022
Brett Maher,8585,K,DAL,1,0,0,0,,0,0,,9,63.8,0,0,,3,3,100.0,0,0,0,,1,1,100.0,1,1,100.0,7,2022
Cairo Santos,8932,K,CHI,1,0,1,1,100.0,1,1,100.0,6,71.1,0,0,,3,3,100.0,0,1,1,100.0,4,4,100.0,1,1,100.0,7,2022
Chris Boswell,8990,K,PIT,1,0,0,0,,1,1,100.0,25,64.8,0,0,,1,1,100.0,0,0,0,,1,1,100.0,0,0,,7,2022
Jason Myers,10207,K,SEA,1,0,1,1,100.0,1,1,100.0,29,72.3,0,0,,4,4,100.0,0,1,1,100.0,3,3,100.0,0,0,,7,2022
Wil Lutz,11096,K,NO,1,0,0,0,,1,1,100.0,20,67.5,0,0,,4,4,100.0,0,0,0,,2,2,100.0,1,1,100.0,7,2022
Ka'imi Fairbairn,11161,K,HST,1,0,1,1,100.0,0,0,,13,56.7,0,0,,2,2,100.0,0,2,1,50.0,3,2,66.7,0,0,,7,2022
Taylor Bertolet,11182,K,LAC,1,0,0,0,,0,0,,27,63.5,0,0,,3,3,100.0,0,0,0,,0,0,,0,0,,7,2022
Harrison Butker,11988,K,KC,1,0,0,0,,0,0,,16,52.5,0,0,,6,6,100.0,0,1,0,0.0,1,0,0.0,0,0,,7,2022
Younghoe Koo,12042,K,ATL,1,0,0,0,,1,1,100.0,2,65.5,0,0,,2,2,100.0,0,0,0,,1,1,100.0,0,0,,7,2022
Daniel Carlson,28121,K,LV,1,0,1,1,100.0,0,0,,23,69.7,0,0,,5,5,100.0,0,0,0,,1,1,100.0,0,0,,7,2022
Jason Sanders,29578,K,MIA,1,0,0,0,,2,2,100.0,17,68.3,0,0,,1,1,100.0,0,0,0,,3,3,100.0,1,1,100.0,7,2022
Chase McLaughlin,33285,K,IND,1,0,1,1,100.0,0,0,,14,66.8,0,0,,1,1,100.0,0,0,0,,1,1,100.0,0,0,,7,2022
Rodrigo Blankenship,34038,K,ARZ,1,0,1,1,100.0,0,0,,1,52.8,0,0,,3,2,66.7,0,0,0,,2,2,100.0,1,1,100.0,7,2022
Joey Slye,39235,K,WAS,1,0,0,0,,1,0,0.0,32,51.8,1,1,100.0,2,2,100.0,0,1,1,100.0,4,3,75.0,1,1,100.0,7,2022
Michael Badgley,39417,K,DET,1,0,1,1,100.0,1,1,100.0,11,68.1,0,0,,0,0,,0,0,0,,2,2,100.0,0,0,,7,2022
Eddy Pineiro,44140,K,CAR,1,0,0,0,,0,0,,5,63.5,0,0,,3,3,100.0,0,0,0,,0,0,,0,0,,7,2022
Riley Patterson,57556,K,JAX,1,0,0,0,,0,0,,15,61.9,0,0,,1,0,0.0,0,0,0,,1,1,100.0,1,1,100.0,7,2022
Evan McPherson,82583,K,CIN,1,0,0,0,,0,0,,7,65.3,0,0,,5,5,100.0,0,0,0,,0,0,,0,0,,7,2022
Cade York,98975,K,CLV,1,0,1,0,0.0,1,1,100.0,8,57.4,0,0,,2,2,100.0,0,1,1,100.0,3,2,66.7,0,0,,7,2022
Robbie Gould,2607,K,SF,1,0,0,0,,0,0,,28,65.0,0,0,,4,4,100.0,0,0,0,,1,1,100.0,1,1,100.0,8,2022
Matt Prater,3471,K,ARZ,1,0,0,0,,1,1,100.0,1,66.6,0,0,,2,2,100.0,0,1,1,100.0,2,2,100.0,0,0,,8,2022
Nick Folk,3794,K,NE,1,0,1,1,100.0,3,3,100.0,19,76.3,0,0,,1,1,100.0,0,1,1,100.0,5,5,100.0,0,0,,8,2022
Mason Crosby,3809,K,GB,1,0,1,0,0.0,0,0,,12,46.5,0,0,,2,2,100.0,0,1,1,100.0,2,1,50.0,0,0,,8,2022
Ryan Succop,5180,K,TB,1,0,0,0,,0,0,,30,63.7,0,0,,1,1,100.0,0,2,2,100.0,3,3,100.0,1,1,100.0,8,2022
Graham Gano,5443,K,NYG,1,0,0,0,,1,1,100.0,21,65.9,0,0,,1,1,100.0,0,1,1,100.0,2,2,100.0,0,0,,8,2022
Randy Bullock,7154,K,TEN,1,0,0,0,,1,0,0.0,31,50.2,0,0,,2,2,100.0,0,0,0,,2,1,50.0,1,1,100.0,8,2022
Greg Zuerlein,7163,K,NYJ,1,0,0,0,,1,0,0.0,22,49.3,0,0,,2,2,100.0,0,0,0,,2,1,50.0,1,1,100.0,8,2022
Justin Tucker,7604,K,BLT,1,0,1,0,0.0,0,0,,3,64.4,0,0,,3,3,100.0,0,1,1,100.0,3,2,66.7,1,1,100.0,8,2022
Brandon McManus,8437,K,DEN,1,0,0,0,,0,0,,10,63.5,0,0,,3,3,100.0,0,0,0,,0,0,,0,0,,8,2022
Brett Maher,8585,K,DAL,1,0,0,0,,0,0,,9,66.5,0,0,,7,7,100.0,0,0,0,,0,0,,0,0,,8,2022
Cairo Santos,8932,K,CHI,1,0,0,0,,0,0,,6,63.8,0,0,,2,2,100.0,0,1,1,100.0,1,1,100.0,0,0,,8,2022
Jason Myers,10207,K,SEA,1,0,1,1,100.0,0,0,,29,69.5,0,0,,3,3,100.0,0,1,1,100.0,2,2,100.0,0,0,,8,2022
Wil Lutz,11096,K,NO,1,0,0,0,,0,0,,20,49.6,0,0,,3,3,100.0,0,2,1,50.0,2,1,50.0,0,0,,8,2022
Ka'imi Fairbairn,11161,K,HST,1,0,0,0,,1,1,100.0,13,64.2,0,0,,1,1,100.0,0,0,0,,1,1,100.0,0,0,,8,2022
Jake Elliott,11908,K,PHI,1,0,0,0,,0,0,,24,65.3,0,0,,5,5,100.0,0,0,0,,0,0,,0,0,,8,2022
Younghoe Koo,12042,K,ATL,1,0,0,0,,1,1,100.0,2,74.6,0,0,,4,4,100.0,0,2,2,100.0,3,3,100.0,0,0,,8,2022
Greg Joseph,22842,K,MIN,1,0,1,0,0.0,0,0,,18,49.1,0,0,,5,4,80.0,0,0,0,,1,0,0.0,0,0,,8,2022
Jason Sanders,29578,K,MIA,1,0,0,0,,1,1,100.0,17,67.5,0,0,,4,4,100.0,0,0,0,,1,1,100.0,0,0,,8,2022
Tyler Bass,33010,K,BUF,1,0,0,0,,1,1,100.0,4,67.0,0,0,,3,3,100.0,0,1,1,100.0,2,2,100.0,0,0,,8,2022
Chase McLaughlin,33285,K,IND,1,0,0,0,,1,1,100.0,14,66.7,0,0,,1,1,100.0,0,1,1,100.0,3,3,100.0,1,1,100.0,8,2022
Joey Slye,39235,K,WAS,1,0,0,0,,0,0,,32,63.2,0,0,,2,2,100.0,0,0,0,,1,1,100.0,1,1,100.0,8,2022
Michael Badgley,39417,K,DET,1,0,0,0,,1,1,100.0,11,66.3,0,0,,3,3,100.0,0,0,0,,2,2,100.0,1,1,100.0,8,2022
Eddy Pineiro,44140,K,CAR,1,0,0,0,,1,1,100.0,5,29.9,0,0,,3,2,66.7,0,2,1,50.0,3,2,66.7,0,0,,8,2022
Riley Patterson,57556,K,JAX,1,0,0,0,,0,0,,15,63.8,0,0,,2,2,100.0,0,1,1,100.0,1,1,100.0,0,0,,8,2022
Matt Gay,57643,K,LA,1,0,0,0,,0,0,,26,62.3,0,0,,2,2,100.0,0,0,0,,0,0,,0,0,,8,2022
Nick Sciba,77043,K,PIT,1,0,0,0,,0,0,,25,63.6,0,0,,1,1,100.0,0,1,1,100.0,2,2,100.0,1,1,100.0,8,2022
Evan McPherson,82583,K,CIN,1,0,0,0,,1,0,0.0,7,30.2,0,0,,2,1,50.0,0,0,0,,1,0,0.0,0,0,,8,2022
Cade York,98975,K,CLV,1,0,2,1,50.0,0,0,,8,72.0,0,0,,3,3,100.0,0,0,0,,2,1,50.0,0,0,,8,2022
