player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,grades_pass_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_pass_block,snap_counts_pass_play,true_pass_set_grades_pass_block,true_pass_set_hits_allowed,true_pass_set_hurries_allowed,true_pass_set_non_spike_pass_block,true_pass_set_non_spike_pass_block_percentage,true_pass_set_pass_block_percent,true_pass_set_pbe,true_pass_set_pressures_allowed,true_pass_set_sacks_allowed,true_pass_set_snap_counts_pass_block,true_pass_set_snap_counts_pass_play,week,year
Josh Wells,8968,T,TB,1,0,30,59.3,0,1,19,100.0,100.0,92.1,0,2,1,19,19,24.1,0,1,6,100.0,100.0,75.0,2,1,6,6,1,2022
Ja'Wuan James,8654,T,BLT,1,0,3,86.0,0,0,17,100.0,100.0,100.0,0,0,0,18,18,81.8,0,0,5,100.0,100.0,100.0,0,0,5,5,1,2022
Patrick Mekari,46219,T,BLT,1,0,3,62.3,0,2,17,100.0,100.0,94.1,0,2,0,17,17,50.3,0,2,10,100.0,100.0,90.0,2,0,10,10,1,2022
Thayer Munford,59994,T,LV,1,0,23,50.8,0,2,15,100.0,100.0,93.3,0,2,0,15,15,57.6,0,2,10,100.0,100.0,90.0,2,0,10,10,1,2022
Wes Schweitzer,10829,C,WAS,1,0,32,24.8,1,0,14,100.0,100.0,96.4,0,1,0,14,14,0.0,1,0,4,100.0,100.0,87.5,1,0,4,4,1,2022
Teven Jenkins,41534,G,CHI,1,0,6,71.7,0,1,12,100.0,100.0,95.8,0,1,0,13,13,63.8,0,1,5,100.0,100.0,90.0,1,0,6,6,1,2022
Parker Hesse,48369,TE,ATL,1,0,2,76.7,0,0,10,45.5,50.0,100.0,0,0,0,12,24,,0,0,0,0.0,0.0,,0,0,0,4,1,2022
Lucas Patrick,11435,G,CHI,1,0,6,71.2,0,1,11,100.0,100.0,95.5,0,1,0,11,11,59.5,0,1,5,100.0,100.0,90.0,1,0,5,5,1,2022
Tony Pollard,27126,HB,DAL,1,0,9,64.0,0,0,10,40.0,40.7,90.0,0,1,1,11,27,54.4,0,0,6,46.2,50.0,83.3,1,1,7,14,1,2022
Quinn Meinerz,112915,G,DEN,1,0,10,80.0,0,0,11,100.0,100.0,100.0,0,0,0,11,11,76.0,0,0,3,100.0,100.0,100.0,0,0,3,3,1,2022
Joshua Ezeudu,77355,G,NYG,1,0,21,0.0,0,1,10,100.0,100.0,85.0,0,2,1,11,11,0.0,0,1,4,100.0,100.0,62.5,2,1,4,4,1,2022
Alvin Kamara,11822,HB,NO,1,0,20,9.8,0,2,10,37.0,39.3,80.0,0,3,1,11,28,18.5,0,1,6,31.6,31.6,91.7,1,0,6,19,1,2022
Donovan Smith,9467,T,TB,1,0,30,5.4,1,1,10,100.0,100.0,80.0,0,3,1,10,10,0.0,1,1,5,100.0,100.0,60.0,3,1,5,5,1,2022
Michael Carter,57337,HB,NYJ,1,0,22,50.8,0,1,10,27.8,26.3,85.0,0,2,1,10,38,56.1,0,1,3,18.8,16.7,83.3,1,0,3,18,1,2022
Patrick Ricard,48862,FB,BLT,1,0,3,77.0,0,0,9,47.4,50.0,100.0,0,0,0,10,20,71.5,0,0,2,40.0,40.0,100.0,0,0,2,5,1,2022
Chris Manhertz,10211,TE,JAX,1,0,15,65.0,1,0,8,80.0,80.0,93.7,0,1,0,8,10,,0,0,0,,,,0,0,0,0,1,2022
Pharaoh Brown,12247,TE,HST,1,0,13,41.0,0,1,7,31.8,34.8,78.6,0,2,1,8,23,,0,0,0,0.0,0.0,,0,0,0,2,1,2022
Rex Burkhead,7971,HB,HST,1,0,13,42.3,0,0,8,24.2,23.5,100.0,0,0,0,8,34,74.1,0,0,1,11.1,10.0,100.0,0,0,1,10,1,2022
David Njoku,11784,TE,CLV,1,0,8,78.2,0,0,8,25.0,21.1,100.0,0,0,0,8,38,71.8,0,0,2,12.5,11.1,100.0,0,0,2,18,1,2022
Austin Jackson,60816,T,MIA,1,0,17,77.9,0,0,8,100.0,100.0,100.0,0,0,0,8,8,74.2,0,0,2,100.0,100.0,100.0,0,0,2,2,1,2022
Ezekiel Elliott,10638,HB,DAL,1,0,9,35.9,0,1,6,25.0,29.6,91.7,0,1,0,8,27,30.1,0,1,6,35.3,35.3,91.7,1,0,6,17,1,2022
Durham Smythe,47257,TE,MIA,1,0,17,79.1,0,0,8,38.1,38.1,100.0,0,0,0,8,21,,0,0,0,0.0,0.0,,0,0,0,5,1,2022
Lecitus Smith,61069,C,ARZ,1,0,1,36.7,1,0,7,100.0,100.0,92.9,0,1,0,7,7,32.4,1,0,6,100.0,100.0,91.7,1,0,6,6,1,2022
Kenneth Gainwell,77737,HB,PHI,1,0,24,37.4,0,1,6,37.5,41.2,75.0,0,2,1,7,17,30.5,0,1,5,50.0,54.5,70.0,2,1,6,11,1,2022
Josh Jacobs,45953,HB,LV,1,0,23,17.6,1,0,6,26.1,28.0,75.0,0,2,1,7,25,15.9,1,0,2,20.0,18.2,75.0,1,0,2,11,1,2022
Kyle Pitts,83964,TE,ATL,1,0,2,77.2,0,0,6,18.2,20.0,100.0,0,0,0,7,35,,0,0,0,0.0,0.0,,0,0,0,10,1,2022
Hassan Haskins,83701,HB,TEN,1,0,31,84.6,0,0,5,100.0,87.5,100.0,0,0,0,7,8,84.1,0,0,3,100.0,100.0,100.0,0,0,5,5,1,2022
Bernhard Raimann,77948,T,IND,1,0,14,81.5,0,0,5,100.0,100.0,100.0,0,0,0,7,7,76.0,0,0,1,100.0,100.0,100.0,0,0,2,2,1,2022
Max Garcia,9566,C,ARZ,1,0,1,36.7,0,1,7,100.0,100.0,92.9,0,1,0,7,7,32.4,0,1,6,100.0,100.0,91.7,1,0,6,6,1,2022
Najee Harris,57121,HB,PIT,1,0,25,69.6,0,1,7,31.8,29.2,92.9,0,1,0,7,24,82.3,0,0,4,40.0,36.4,100.0,0,0,4,11,1,2022
Josh Jones,26634,T,ARZ,1,0,1,40.2,0,2,7,100.0,100.0,85.7,0,2,0,7,7,36.3,0,2,6,100.0,100.0,83.3,2,0,6,6,1,2022
John Bates,42275,TE,WAS,1,0,32,74.1,0,0,7,28.0,26.9,100.0,0,0,0,7,26,69.6,0,0,2,28.6,28.6,100.0,0,0,2,7,1,2022
Dawson Knox,35883,TE,BUF,1,0,4,79.4,0,0,7,21.9,21.9,100.0,0,0,0,7,32,71.3,0,0,1,8.3,8.3,100.0,0,0,1,12,1,2022
Adam Trautman,109795,TE,NO,1,0,20,77.1,0,0,5,55.6,60.0,100.0,0,0,0,6,10,69.3,0,0,1,25.0,25.0,100.0,0,0,1,4,1,2022
Derrick Henry,10679,HB,TEN,1,0,31,82.0,0,0,6,30.0,28.6,100.0,0,0,0,6,21,74.6,0,0,1,25.0,20.0,100.0,0,0,1,5,1,2022
Pat Freiermuth,84085,TE,PIT,1,0,25,74.0,0,0,6,16.7,15.4,100.0,0,0,0,6,39,69.3,0,0,1,6.7,6.3,100.0,0,0,1,16,1,2022
T.J. Hockenson,40912,TE,DET,1,0,11,77.7,0,0,6,16.7,15.8,100.0,0,0,0,6,38,71.6,0,0,1,7.1,6.3,100.0,0,0,1,16,1,2022
Ty Montgomery,9527,HB,NE,1,0,19,82.7,0,0,5,31.3,35.3,100.0,0,0,0,6,17,81.5,0,0,4,36.4,36.4,100.0,0,0,4,11,1,2022
Nick Chubb,45783,HB,CLV,1,0,8,39.1,0,0,5,33.3,33.3,80.0,0,1,1,6,18,74.1,0,0,1,25.0,25.0,100.0,0,0,1,4,1,2022
James Ferentz,9258,G,NE,1,0,19,61.1,0,0,6,100.0,100.0,100.0,0,0,0,6,6,53.9,0,0,4,100.0,100.0,100.0,0,0,4,4,1,2022
Jaylen Warren,98692,HB,PIT,1,0,25,22.9,0,0,6,40.0,37.5,100.0,0,0,0,6,16,74.6,0,0,1,16.7,16.7,100.0,0,0,1,6,1,2022
Kareem Hunt,11841,HB,CLV,1,0,8,67.1,0,0,6,23.1,19.4,100.0,0,0,0,6,31,63.4,0,0,4,28.6,25.0,100.0,0,0,4,16,1,2022
Geoff Swaim,9679,TE,TEN,1,0,31,74.8,0,0,5,26.3,25.0,100.0,0,0,0,5,20,,0,0,0,0.0,0.0,,0,0,0,5,1,2022
Walker Little,52287,T,JAX,1,0,15,77.7,0,0,4,100.0,100.0,100.0,0,0,0,5,5,77.7,0,0,4,100.0,100.0,100.0,0,0,5,5,1,2022
Joe Mixon,11803,HB,CIN,1,0,7,44.8,0,0,5,11.6,11.1,100.0,0,0,0,5,45,32.3,0,0,3,13.0,12.0,100.0,0,0,3,25,1,2022
Saahdiq Charles,59820,G,WAS,1,0,32,0.0,0,1,4,100.0,100.0,87.5,0,1,0,5,5,77.7,0,0,3,100.0,100.0,100.0,0,0,3,3,1,2022
Travis Etienne,57185,HB,JAX,1,0,15,20.0,0,2,4,15.4,17.2,75.0,0,2,0,5,29,53.5,0,0,2,16.7,20.0,100.0,0,0,3,15,1,2022
Yodny Cajuste,46297,T,NE,1,0,19,78.7,0,0,4,100.0,100.0,100.0,0,0,0,5,5,72.6,0,0,1,100.0,100.0,100.0,0,0,1,1,1,2022
Tyler Conklin,47124,TE,NYJ,1,0,22,15.5,0,1,5,9.1,8.5,90.0,0,1,0,5,59,70.6,0,0,1,4.3,3.7,100.0,0,0,1,27,1,2022
Devin Singletary,40485,HB,BUF,1,0,4,42.3,0,1,5,21.7,21.7,90.0,0,1,0,5,23,42.7,0,1,2,25.0,25.0,75.0,1,0,2,8,1,2022
Mo Alie-Cox,12078,TE,IND,1,0,14,74.6,0,0,5,19.2,18.5,100.0,0,0,0,5,27,70.2,0,0,1,10.0,10.0,100.0,0,0,1,10,1,2022
David Montgomery,45719,HB,CHI,1,0,6,80.4,0,0,5,26.3,26.3,100.0,0,0,0,5,19,76.9,0,0,2,22.2,22.2,100.0,0,0,2,9,1,2022
James Conner,11860,HB,ARZ,1,0,1,63.3,0,1,5,15.6,14.7,90.0,0,1,0,5,34,29.0,0,1,1,8.3,7.7,50.0,1,0,1,13,1,2022
Tre' McKitty,60896,TE,LAC,1,0,27,41.5,0,0,4,23.5,27.8,100.0,1,0,0,5,18,,0,0,0,0.0,0.0,,0,0,0,5,1,2022
C.J. Uzomah,9590,TE,NYJ,1,0,22,43.7,1,0,4,26.7,31.3,87.5,0,1,0,5,16,71.7,0,0,0,0.0,10.0,,0,0,1,10,1,2022
Eric Tomlinson,9786,TE,DEN,1,0,10,28.3,0,0,4,36.4,36.4,100.0,0,0,0,4,11,,0,0,0,,,,0,0,0,0,1,2022
Eno Benjamin,57136,HB,ARZ,1,0,1,80.8,0,0,4,25.0,25.0,100.0,0,0,0,4,16,80.5,0,0,3,27.3,27.3,100.0,0,0,3,11,1,2022
Brevin Jordan,77887,TE,HST,1,0,13,58.6,0,0,4,13.8,13.8,100.0,0,0,0,4,29,30.8,0,0,1,12.5,12.5,100.0,0,0,1,8,1,2022
Will Dissly,30762,TE,SEA,1,0,29,81.7,0,0,3,17.6,21.1,100.0,0,0,0,4,19,62.4,0,0,1,14.3,14.3,100.0,0,0,1,7,1,2022
Chase Edmonds,45851,HB,MIA,1,0,17,57.5,0,1,4,16.0,16.0,87.5,0,1,0,4,25,43.3,0,1,2,20.0,20.0,75.0,1,0,2,10,1,2022
Dalvin Cook,11796,HB,MIN,1,0,18,80.3,0,0,4,14.8,14.3,100.0,0,0,0,4,28,78.4,0,0,2,18.2,18.2,100.0,0,0,2,11,1,2022
Jerick McKinnon,8731,HB,KC,1,0,16,31.2,1,0,4,19.0,18.2,87.5,0,1,0,4,22,,0,0,0,0.0,0.0,,0,0,0,9,1,2022
Jeff Wilson Jr.,29413,HB,SF,1,0,28,79.9,0,0,4,19.0,18.2,100.0,0,0,0,4,22,70.4,0,0,1,10.0,9.1,100.0,0,0,1,11,1,2022
Noah Gray,60878,TE,KC,1,0,16,74.7,0,0,4,23.5,23.5,100.0,0,0,0,4,17,,0,0,0,0.0,0.0,,0,0,0,3,1,2022
Alec Ingold,34934,FB,MIA,1,0,17,55.7,0,0,4,36.4,36.4,100.0,0,0,0,4,11,25.0,0,0,1,25.0,25.0,100.0,0,0,1,4,1,2022
J.C. Hassenauer,45600,C,PIT,1,0,25,13.1,0,0,4,100.0,100.0,100.0,0,0,0,4,4,69.3,0,0,1,100.0,100.0,100.0,0,0,1,1,1,2022
Breece Hall,97636,HB,NYJ,1,0,22,62.4,0,0,3,10.3,12.9,100.0,0,0,0,4,31,53.8,0,0,1,8.3,14.3,100.0,0,0,2,14,1,2022
Drew Sample,47259,TE,CIN,1,0,7,74.3,0,0,4,26.7,26.7,100.0,0,0,0,4,15,72.5,0,0,2,25.0,25.0,100.0,0,0,2,8,1,2022
Charlie Woerner,42257,TE,SF,1,0,28,74.9,0,0,4,66.7,66.7,100.0,0,0,0,4,6,,0,0,0,,,,0,0,0,0,1,2022
Marcedes Lewis,2973,TE,GB,1,0,12,56.1,0,1,4,40.0,40.0,87.5,0,1,0,4,10,,0,0,0,0.0,0.0,,0,0,0,2,1,2022
Dameon Pierce,83659,HB,HST,1,0,13,58.8,0,0,3,37.5,44.4,100.0,0,0,0,4,9,,0,0,0,0.0,0.0,,0,0,0,1,1,2022
James Robinson,22425,HB,JAX,1,0,15,58.5,0,1,4,21.1,19.0,87.5,0,1,0,4,21,72.4,0,0,1,12.5,11.1,100.0,0,0,1,9,1,2022
Chris Myarick,47358,TE,NYG,1,1,21,20.9,0,0,3,37.5,44.4,100.0,1,0,0,4,9,,0,0,0,0.0,0.0,,0,0,0,1,1,2022
J.D. McKissic,11047,HB,WAS,1,0,32,78.5,0,0,2,10.5,13.6,100.0,0,0,0,3,22,74.1,0,0,1,7.7,7.1,100.0,0,0,1,14,1,2022
Logan Thomas,8755,TE,WAS,1,0,32,80.3,0,0,2,7.1,8.8,100.0,0,0,0,3,34,,0,0,0,0.0,0.0,,0,0,0,15,1,2022
Keith Smith,9302,FB,ATL,1,0,2,76.6,0,0,2,28.6,37.5,100.0,0,0,0,3,8,,0,0,0,0.0,0.0,,0,0,0,2,1,2022
Austin Hooper,10715,TE,TEN,1,0,31,11.7,1,0,3,12.0,10.3,83.3,0,1,0,3,29,0.0,1,0,1,8.3,6.7,50.0,1,0,1,15,1,2022
Ben Ellefson,27766,TE,MIN,1,0,18,53.5,1,0,3,75.0,75.0,83.3,0,1,0,3,4,,0,0,0,,,,0,0,0,0,1,2022
Connor McGovern,41714,G,DAL,1,0,9,75.7,0,0,3,100.0,100.0,100.0,0,0,0,3,3,74.1,0,0,1,100.0,100.0,100.0,0,0,1,1,1,2022
Jack Stoll,42058,TE,PHI,1,0,24,53.3,0,0,3,37.5,37.5,100.0,0,0,0,3,8,,0,0,0,0.0,0.0,,0,0,0,2,1,2022
Ian Thomas,42130,TE,CAR,1,0,5,29.5,0,0,2,9.1,12.5,100.0,1,0,0,3,24,,0,0,0,0.0,0.0,,0,0,0,6,1,2022
Dontrell Hilliard,45691,HB,TEN,1,0,31,78.7,0,0,3,33.3,30.0,100.0,0,0,0,3,10,78.1,0,0,2,28.6,25.0,100.0,0,0,2,8,1,2022
Saquon Barkley,45791,HB,NYG,1,0,21,52.5,0,1,3,12.5,11.5,83.3,0,1,0,3,26,,0,0,0,0.0,0.0,,0,0,0,11,1,2022
Josh Oliver,47083,TE,BLT,1,0,3,74.6,0,0,2,33.3,42.9,100.0,0,0,0,3,7,,0,0,0,0.0,0.0,,0,0,0,2,1,2022
Mike Gesicki,47153,TE,MIA,1,0,17,55.6,0,0,3,15.8,15.8,100.0,0,0,0,3,19,66.6,0,0,1,20.0,20.0,100.0,0,0,1,5,1,2022
Dalton Schultz,47304,TE,DAL,1,0,9,53.8,0,0,3,6.5,6.0,100.0,0,0,0,3,50,,0,0,0,0.0,0.0,,0,0,0,30,1,2022
A.J. Dillon,57165,HB,GB,1,0,12,80.7,0,0,3,16.7,15.8,100.0,0,0,0,3,19,79.5,0,0,2,33.3,33.3,100.0,0,0,2,6,1,2022
D'Andre Swift,57212,HB,DET,1,0,11,30.5,0,0,3,10.7,10.0,100.0,0,0,0,3,30,25.1,0,0,2,15.4,13.3,100.0,0,0,2,15,1,2022
Clyde Edwards-Helaire,57279,HB,KC,1,0,16,81.1,0,0,3,18.8,16.7,100.0,0,0,0,3,18,74.4,0,0,1,16.7,12.5,100.0,0,0,1,8,1,2022
Antonio Gibson,78050,HB,WAS,1,0,32,78.3,0,0,3,11.5,10.0,100.0,0,0,0,3,30,,0,0,0,0.0,0.0,,0,0,0,6,1,2022
Robert Jones,100786,G,MIA,1,0,17,75.9,0,0,3,100.0,100.0,100.0,0,0,0,3,3,75.3,0,0,2,100.0,100.0,100.0,0,0,2,2,1,2022
Hunter Long,60859,TE,MIA,1,0,17,45.0,0,0,2,33.3,33.3,100.0,0,0,0,2,6,,0,0,0,0.0,0.0,,0,0,0,2,1,2022
Gerald Everett,11799,TE,LAC,1,0,27,46.0,1,0,2,7.7,7.7,75.0,0,1,0,2,26,,0,0,0,0.0,0.0,,0,0,0,9,1,2022
Mark Ingram II,6180,HB,NO,1,0,20,26.3,0,0,2,20.0,15.4,100.0,0,0,0,2,13,26.3,0,0,2,33.3,28.6,100.0,0,0,2,7,1,2022
Evan Engram,11778,TE,JAX,1,0,15,73.7,0,0,2,5.4,4.8,100.0,0,0,0,2,42,,0,0,0,0.0,0.0,,0,0,0,24,1,2022
Christian McCaffrey,11763,HB,CAR,1,0,5,78.1,0,0,2,7.7,7.1,100.0,0,0,0,2,28,74.1,0,0,1,12.5,12.5,100.0,0,0,1,8,1,2022
Khari Blasingame,44889,FB,CHI,1,0,6,73.0,0,0,2,40.0,40.0,100.0,0,0,0,2,5,,0,0,0,0.0,0.0,,0,0,0,1,1,2022
Leonard Fournette,11759,HB,TB,1,0,30,18.5,0,0,2,8.3,8.3,100.0,0,0,0,2,24,,0,0,0,0.0,0.0,,0,0,0,10,1,2022
Harrison Bryant,26394,TE,CLV,1,0,8,69.1,0,0,1,6.3,10.0,100.0,0,0,0,2,20,,0,0,0,0.0,0.0,,0,0,0,6,1,2022
