player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception,week,year
Charvarius Ward,43034,CB,SF,1,41,0,28,0,,,75.0,,,0,0,,63.6,0,,,0,0,0.0,0,3,7.3,4,0,0,0,0,0,0,0.0,,0,2,14.6,57.1,100.0,7.8,4.4,0,1,14.3,62.9,0,19.0,0.0,0,1,75.3,4,32,78.0,32,1,3,7,0,43,4,1.4,10.8,3,2022
Brandon Jones,43049,S,MIA,1,60,0,17,0,4.5,100.0,69.6,7.5,7.5,0,0,0.0,29.4,0,22.0,100.0,1,0,118.8,2,16,26.7,23,0,0,2,0,29,20,1.9,14.5,0,1,9.3,66.7,97.4,9.3,6.2,1,1,16.7,52.0,0,15.0,14.3,1,1,84.7,4,37,61.7,38,0,5,6,0,39,20,1.1,9.8,3,2022
Devin White,43089,LB,TB,1,31,0,30,0,,,81.8,,,0,0,,65.5,0,,,0,0,0.0,0,9,29.0,11,0,0,0,0,0,0,0.0,,0,1,-3.0,0.0,85.0,,16.0,0,0,0.0,40.4,0,,0.0,0,0,39.6,0,17,54.8,20,0,1,1,0,0,0,0.0,,3,2022
Jeremy Chinn,43179,S,CAR,1,41,0,5,0,-1.0,100.0,75.0,6.0,6.0,0,0,0.0,50.6,0,11.0,100.0,1,0,112.5,1,6,14.6,8,1,0,1,0,11,12,1.8,11.0,0,0,21.0,100.0,93.5,8.3,8.3,0,0,0.0,35.3,0,48.0,0.0,0,0,118.8,3,29,70.7,31,0,4,3,0,77,14,3.1,25.7,3,2022
Mack Wilson,43190,LB,NE,1,20,0,19,0,,,86.7,,,0,0,,57.5,0,,100.0,1,0,0.0,0,13,65.0,15,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,62.5,2.5,2.5,0,0,0.0,28.0,0,17.0,,0,0,118.8,2,5,25.0,8,0,0,2,0,28,16,5.6,14.0,3,2022
Richie Grant,43196,S,ATL,1,46,0,2,1,,,100.0,,,0,0,,65.5,0,,0.0,0,0,0.0,0,11,23.9,11,0,0,0,0,0,0,0.0,,0,0,7.0,50.0,96.8,29.0,14.5,0,1,50.0,89.8,1,3.0,0.0,0,1,16.7,1,30,65.2,31,1,2,2,0,3,8,0.1,3.0,3,2022
Damar Hamlin,43291,S,BUF,1,24,0,4,0,,,50.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,4.2,2,1,0,0,0,0,0,0.0,,0,0,12.0,100.0,100.0,15.0,15.0,0,0,0.0,58.8,0,17.0,33.3,1,0,118.8,1,17,70.8,17,0,2,1,0,17,5,1.1,17.0,3,2022
Myles Bryant,43336,CB,NE,1,17,0,19,0,8.0,100.0,100.0,7.5,7.5,0,0,0.0,46.6,0,6.0,,0,0,127.1,2,15,88.2,15,0,0,2,1,10,3,0.7,5.0,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.9,1,0,0,0,0,0,0,0.0,,3,2022
Christian Holmes,43393,CB,WAS,1,1,0,32,0,5.0,100.0,100.0,1.0,1.0,0,0,0.0,46.5,0,10.0,0.0,0,0,108.3,1,1,100.0,1,0,1,1,0,10,5,10.0,10.0,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,3,2022
Josh Metellus,43395,S,MIN,1,45,0,18,0,,,100.0,,,0,0,,64.9,0,,0.0,0,0,0.0,0,8,17.8,8,0,2,0,0,0,0,0.0,,0,0,5.0,100.0,100.0,3.8,3.8,0,0,0.0,72.3,0,7.0,20.0,1,0,90.6,4,17,37.8,17,2,4,4,0,23,3,1.5,5.8,3,2022
Milo Eifler,43421,LB,WAS,1,1,0,32,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,3,2022
Alex Highsmith,43507,ED,PIT,1,14,0,25,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,9,0,0,0,0,0,0,,,0,0,3.0,0.0,61.9,,12.0,0,0,0.0,65.3,0,,,0,0,39.6,0,13,92.9,21,1,0,1,0,0,0,0.0,,3,2022
Byron Murphy Jr.,44027,CB,ARZ,1,27,0,1,0,,,100.0,,,0,0,,66.9,0,,,0,0,0.0,0,6,22.2,6,0,0,0,0,0,0,0.0,,0,0,12.0,100.0,100.0,7.0,7.0,0,0,0.0,30.0,0,26.0,0.0,0,0,118.8,2,14,51.9,14,1,2,2,0,30,6,2.1,15.0,3,2022
Adetokunbo Ogundeji,44047,ED,ATL,1,2,0,2,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,0,,,7.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,13,0,0,0,0,0,0,0.0,,3,2022
Jamir Jones,44287,ED,PIT,1,1,0,25,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,6.0,100.0,25.0,1.0,1.0,0,0,0.0,50.5,0,13.0,0.0,0,0,118.8,1,1,100.0,4,0,1,1,0,13,7,13.0,13.0,3,2022
Kyzir White,44485,LB,PHI,1,47,0,24,0,6.0,100.0,77.8,7.0,7.0,0,0,0.0,51.4,0,9.0,0.0,0,0,104.2,1,7,14.9,9,0,2,1,0,9,3,1.3,9.0,0,0,3.1,62.5,100.0,6.4,4.0,0,0,0.0,45.3,0,8.0,25.0,1,0,67.2,5,33,70.2,33,2,3,8,0,25,10,0.8,5.0,3,2022
Brian Burns,44522,ED,CAR,1,5,0,5,0,,,28.6,,,0,0,,61.1,0,,,0,0,0.0,0,2,40.0,7,0,0,0,0,0,0,0.0,,0,0,,,12.0,,,0,0,,66.9,0,,,0,0,0.0,0,3,60.0,25,0,0,0,0,0,0,0.0,,3,2022
Terrell Burgess,45255,S,LA,1,23,0,26,0,,,100.0,,,0,0,,60.3,0,,,0,0,0.0,0,2,8.7,2,0,0,0,0,0,0,0.0,,0,0,2.0,50.0,100.0,15.0,7.5,0,0,0.0,62.8,0,11.0,,0,0,66.7,1,15,65.2,15,0,0,2,0,11,13,0.7,11.0,3,2022
Essang Bassey,45258,CB,DEN,1,2,0,10,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,,3,2022
Zech McPhearson,45464,CB,PHI,1,9,0,24,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,11.1,1,0,0,0,0,0,0,,,0,0,15.5,100.0,100.0,4.0,4.0,0,0,0.0,45.8,0,16.0,0.0,0,0,118.8,2,8,88.9,8,0,3,2,0,31,0,3.9,15.5,3,2022
Brandon Stephens,45644,CB,BLT,1,12,0,3,0,19.7,33.3,100.0,6.0,2.0,0,1,33.3,62.0,0,0.0,,0,1,42.4,1,6,50.0,6,0,0,3,0,0,0,0.0,0.0,0,0,30.5,100.0,100.0,3.0,3.0,0,0,0.0,27.9,0,36.0,0.0,0,0,118.8,2,6,50.0,6,0,1,2,0,61,0,10.2,30.5,3,2022
Anthony Nelson,48405,ED,TB,1,2,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,3,0,0,0,0,0,0,,,0,0,4.0,100.0,50.0,2.0,2.0,0,0,0.0,39.1,0,9.0,,0,0,104.2,1,2,100.0,4,0,0,1,0,9,5,4.5,9.0,3,2022
Sam Hubbard,48457,ED,CIN,1,3,0,7,0,,,6.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,15,0,0,0,0,0,0,0.0,,0,0,,,9.1,,,0,0,,60.8,0,,,0,0,0.0,0,2,66.7,22,0,0,0,0,0,0,0.0,,3,2022
Justin Hollins,48498,ED,LA,1,4,0,26,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,4,0,0,0,0,0,0,,,0,1,6.0,100.0,18.2,4.0,4.0,0,0,0.0,63.8,0,8.0,0.0,0,0,100.0,1,4,100.0,22,1,2,1,0,8,2,2.0,8.0,3,2022
Bradley Chubb,48526,ED,DEN,1,4,0,10,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,1,0,0,0,0,0,,,0,0,,,18.2,,,0,0,,60.5,0,,,0,0,0.0,0,2,50.0,11,0,0,0,0,0,0,0.0,,3,2022
Oshane Ximines,48538,ED,NYG,1,4,0,21,0,,,14.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,25.0,7,0,0,0,0,0,0,0.0,,0,0,4.0,0.0,42.9,,3.0,0,0,0.0,61.8,0,,,0,0,39.6,0,3,75.0,7,0,0,1,0,0,0,0.0,,3,2022
Malik Reed,48567,ED,PIT,1,9,0,25,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,7,0,0,0,0,0,0,,,0,0,-4.5,100.0,40.9,4.0,4.0,0,0,0.0,65.6,0,12.0,,0,0,114.6,2,9,100.0,22,0,0,2,0,23,32,2.9,11.5,3,2022
Daron Payne,48698,DI,WAS,1,1,0,32,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,14,0,0,0,0,0,0,,,0,0,,,7.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,14,0,0,0,0,0,0,0.0,,3,2022
Vita Vea,48956,DI,TB,1,2,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,8,0,0,0,0,0,0,,,0,0,,,7.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,13,0,0,0,0,0,0,0.0,,3,2022
Nick Scott,49012,S,LA,1,63,0,26,0,4.0,100.0,100.0,5.0,5.0,0,0,0.0,50.8,0,4.0,0.0,0,0,83.3,1,6,9.5,6,0,1,1,0,4,0,0.8,4.0,0,0,3.7,66.7,100.0,23.5,15.7,0,0,0.0,60.8,0,12.0,0.0,0,0,82.6,2,47,74.6,47,0,2,3,0,18,12,0.4,9.0,3,2022
Justin Reid,49048,S,KC,1,41,0,16,1,5.0,100.0,82.4,13.0,13.0,0,0,0.0,65.2,0,5.0,0.0,0,0,87.5,1,14,34.1,17,1,1,1,0,5,0,0.4,5.0,0,0,-2.0,100.0,95.2,20.0,20.0,0,0,0.0,54.1,0,4.0,,0,0,83.3,1,20,48.8,21,0,0,1,0,4,6,0.2,4.0,3,2022
Tre Flowers,49059,CB,CIN,1,21,0,7,0,5.0,100.0,100.0,5.0,5.0,0,0,0.0,66.0,0,4.0,0.0,0,0,83.3,1,5,23.8,5,1,1,1,0,4,-1,0.8,4.0,0,0,,,100.0,,,0,0,,64.2,0,,,0,0,0.0,0,12,57.1,12,0,0,0,0,0,0,0.0,,3,2022
Jalen Thompson,49116,S,ARZ,1,26,0,1,0,,,100.0,,,0,0,,63.3,0,,,0,0,0.0,0,6,23.1,6,0,0,0,0,0,0,0.0,,0,0,31.0,50.0,92.9,13.0,6.5,0,0,0.0,57.3,0,11.0,0.0,0,0,66.7,1,13,50.0,14,1,4,2,0,11,0,0.8,11.0,3,2022
Myles Hartsfield,49159,CB,CAR,1,24,0,5,0,12.0,100.0,62.5,2.5,2.5,0,0,0.0,34.7,0,16.0,0.0,0,0,147.9,2,5,20.8,8,0,1,2,1,20,2,4.0,10.0,0,0,6.3,100.0,86.7,3.7,3.7,0,0,0.0,46.8,0,23.0,0.0,0,0,116.7,3,13,54.2,15,0,1,3,0,36,17,3.3,12.0,3,2022
Jessie Bates III,49162,S,CIN,1,56,0,7,0,1.0,100.0,88.2,14.0,14.0,0,0,0.0,49.7,0,18.0,,0,0,118.8,1,15,26.8,17,0,0,1,0,18,17,1.3,18.0,0,0,21.0,100.0,100.0,33.0,33.0,0,0,0.0,64.6,1,22.0,0.0,0,0,79.2,1,33,58.9,33,0,1,1,0,22,1,0.7,22.0,3,2022
Jordan Whitehead,49196,S,NYJ,1,38,0,22,0,,,80.0,,,0,0,,53.7,0,,50.0,1,0,0.0,0,8,21.1,10,1,1,0,0,0,0,0.0,,0,0,,,95.0,,,0,0,,64.0,0,,,0,0,0.0,0,19,50.0,20,0,0,0,0,0,0,0.0,,3,2022
Demetrius Flannigan-Fowles,49231,LB,SF,1,6,0,28,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,63.3,0,,,0,0,0.0,0,6,100.0,6,0,0,0,0,0,0,0.0,,3,2022
Rashad Fenton,49329,CB,KC,1,43,0,16,0,5.0,100.0,100.0,5.3,5.3,0,0,0.0,54.8,0,8.0,0.0,0,0,97.2,3,17,39.5,17,0,3,3,0,22,7,1.4,7.3,0,0,10.0,100.0,95.2,10.0,10.0,0,0,0.0,54.3,0,17.0,0.0,0,0,118.8,2,20,46.5,21,0,1,2,0,26,6,1.3,13.0,3,2022
Carlton Davis,49335,CB,TB,1,37,0,30,0,14.0,50.0,100.0,11.0,5.5,0,1,50.0,65.1,0,7.0,,0,0,58.3,1,11,29.7,11,0,0,2,0,7,3,0.6,7.0,0,0,4.7,100.0,100.0,6.3,6.3,0,0,0.0,51.6,0,23.0,0.0,0,0,118.8,3,20,54.1,20,1,2,3,0,61,47,3.2,20.3,3,2022
Kindle Vildor,49346,CB,CHI,1,35,0,6,0,10.0,0.0,100.0,,5.7,1,2,66.7,83.4,0,,,0,2,39.6,0,18,51.4,18,0,0,3,0,0,0,0.0,,0,0,14.0,100.0,100.0,3.8,3.8,0,0,0.0,27.3,0,22.0,0.0,0,0,118.8,4,16,45.7,16,0,3,4,0,73,17,4.9,18.3,3,2022
Chandon Sullivan,49349,CB,MIN,1,36,0,18,0,,,100.0,,,0,0,,68.0,0,,,0,0,0.0,0,8,22.2,8,0,0,0,0,0,0,0.0,,0,0,4.0,100.0,91.7,10.0,10.0,0,0,0.0,48.9,0,30.0,,0,0,118.8,1,11,30.6,12,0,0,1,0,30,26,3.0,30.0,3,2022
Jaire Alexander,49350,CB,GB,1,3,0,12,0,12.0,100.0,100.0,3.0,3.0,0,0,0.0,44.4,0,12.0,,0,0,116.7,1,3,100.0,3,0,0,1,0,12,0,4.0,12.0,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,3,2022
Chauncey Gardner-Johnson,49371,S,PHI,1,58,0,24,0,,,100.0,,,0,0,,65.6,0,,,0,0,0.0,0,13,22.4,13,0,0,0,0,0,0,0.0,,0,0,21.5,100.0,100.0,18.5,18.5,0,0,0.0,58.8,0,45.0,0.0,0,0,118.8,2,38,65.5,38,1,2,2,0,49,6,1.3,24.5,3,2022
Jaylon Jones,49374,CB,CHI,1,22,0,6,0,4.0,100.0,100.0,11.0,11.0,0,0,0.0,70.1,0,5.0,0.0,0,0,87.5,1,12,54.5,12,0,1,1,0,5,1,0.5,5.0,0,0,,,100.0,,,0,0,,66.8,0,,,0,0,0.0,0,10,45.5,10,0,0,0,0,0,0,0.0,,3,2022
Donte Jackson,49377,CB,CAR,1,20,0,5,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,5.0,1,0,0,0,0,0,0,0.0,,0,0,17.3,75.0,100.0,5.3,4.0,0,0,0.0,28.4,0,38.0,33.3,1,0,116.7,3,17,85.0,17,0,2,4,0,62,7,3.9,20.7,3,2022
Donovan Wilson,49408,S,DAL,1,49,0,9,0,,,81.8,,,0,0,,50.9,0,,50.0,1,0,0.0,0,9,18.4,11,1,1,0,0,0,0,0.0,,0,1,3.0,50.0,93.0,36.0,18.0,0,0,0.0,56.0,0,6.0,28.6,2,0,56.3,1,40,81.6,43,0,4,2,0,6,3,0.2,6.0,3,2022
Julian Blackmon,49434,S,IND,1,10,0,14,0,,,100.0,,,0,0,,61.4,0,,,0,0,0.0,0,3,30.0,3,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,61.7,0,,,0,0,0.0,0,6,60.0,6,0,0,0,0,0,0,0.0,,3,2022
Keion Crossen,49454,CB,MIA,1,8,0,17,0,,,100.0,,,0,0,,64.6,0,,,0,0,0.0,0,4,50.0,4,0,0,0,0,0,0,0.0,,0,0,,,75.0,,,0,0,,63.1,0,,,0,0,0.0,0,3,37.5,4,0,0,0,0,0,0,0.0,,3,2022
Taron Johnson,49511,CB,BUF,1,25,0,4,0,,,100.0,,,0,0,,60.8,0,,,0,0,0.0,0,2,8.0,2,0,0,0,0,0,0,0.0,,0,2,6.0,75.0,100.0,5.0,3.8,0,0,0.0,49.8,0,22.0,0.0,0,0,107.3,3,17,68.0,17,0,1,4,0,41,14,2.7,13.7,3,2022
Juju Hughes,49545,S,DET,1,39,0,11,0,3.0,100.0,90.3,23.0,23.0,0,0,0.0,70.4,0,5.0,0.0,0,0,87.5,1,28,71.8,31,2,2,1,0,5,2,0.2,5.0,0,1,,,100.0,,,0,0,,55.8,0,,33.3,1,0,0.0,0,7,17.9,7,0,1,0,0,0,0,0.0,,3,2022
Denzel Ward,49558,CB,CLV,1,37,0,8,0,17.0,50.0,100.0,7.0,3.5,0,0,0.0,43.1,0,11.0,0.0,0,0,66.7,1,8,21.6,8,0,1,2,0,11,6,1.6,11.0,0,0,16.1,62.5,100.0,4.4,2.8,0,0,0.0,27.1,0,16.0,0.0,0,0,87.5,5,25,67.6,25,0,3,8,0,64,-1,2.9,12.8,3,2022
Rock Ya-Sin,49564,CB,LV,1,26,0,23,0,9.0,0.0,100.0,,8.0,0,0,0.0,53.2,0,,,0,0,39.6,0,10,38.5,10,0,0,1,0,0,0,0.0,,0,1,19.0,100.0,100.0,15.0,15.0,0,0,0.0,48.0,0,21.0,0.0,0,0,118.8,1,15,57.7,15,0,3,1,0,21,2,1.4,21.0,3,2022
Cole Holcomb,49753,LB,WAS,1,39,0,32,0,,,82.4,,,0,0,,63.7,0,,50.0,1,0,0.0,0,14,35.9,17,1,1,0,0,0,0,0.0,,0,1,2.7,66.7,100.0,8.5,5.7,0,1,33.3,73.8,0,15.0,0.0,0,1,84.0,2,17,43.6,17,1,2,3,0,19,16,1.1,9.5,3,2022
Quincy Williams,49779,LB,NYJ,1,31,0,22,0,-0.5,100.0,75.0,3.0,3.0,0,0,0.0,61.7,0,5.0,50.0,1,0,85.4,2,6,19.4,8,1,1,2,0,9,10,1.5,4.5,0,0,3.3,85.7,84.2,2.7,2.3,0,0,0.0,68.2,0,14.0,0.0,0,0,90.5,6,16,51.6,19,2,3,7,0,40,12,2.5,6.7,3,2022
Azeez Al-Shaair,49792,LB,SF,1,6,0,28,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,1,3.0,100.0,100.0,6.0,6.0,0,0,0.0,40.7,0,22.0,0.0,0,0,118.8,1,6,100.0,6,0,0,1,0,22,19,3.7,22.0,3,2022
Zaire Franklin,49834,LB,IND,1,45,0,14,1,1.5,100.0,93.8,7.0,7.0,0,0,0.0,50.7,0,20.0,50.0,2,0,118.8,2,15,33.3,16,1,1,2,0,36,33,2.6,18.0,0,0,5.3,66.7,100.0,12.0,8.0,0,1,33.3,56.8,0,10.0,0.0,0,1,84.0,2,25,55.6,25,0,4,3,0,19,8,0.8,9.5,3,2022
B.J. Hill,49894,DI,CIN,1,1,0,7,0,,,7.7,,,0,0,,59.9,0,,,0,0,0.0,0,1,100.0,13,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,20,0,0,0,0,0,0,,,3,2022
Derrick Nnadi,49970,DI,KC,1,1,0,16,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,2,0,0,0,0,0,0,,,0,0,,,11.1,,,0,0,,59.7,0,,,0,0,0.0,0,1,100.0,9,0,0,0,0,0,0,0.0,,3,2022
Broderick Washington Jr.,50049,DI,BLT,1,1,0,3,0,,,11.1,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,9,0,0,0,0,0,0,0.0,,0,0,,,0.0,,,0,0,,60.0,0,,0.0,0,0,0.0,0,0,0.0,6,0,1,0,0,0,0,,,3,2022
Uchenna Nwosu,50084,ED,SEA,1,3,0,29,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,7.7,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,13,0,0,0,0,0,0,0.0,,3,2022
Lorenzo Carter,50126,ED,ATL,1,4,0,2,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,6,0,0,0,0,0,0,,,0,0,8.0,100.0,14.8,4.0,4.0,0,0,0.0,43.7,0,8.0,,0,0,100.0,1,4,100.0,27,1,0,1,0,8,0,2.0,8.0,3,2022
Rashaan Evans,50213,LB,ATL,1,42,0,2,0,,,90.9,,,0,0,,67.3,0,,,0,0,0.0,0,10,23.8,11,0,0,0,0,0,0,0.0,,0,0,9.0,77.8,87.1,3.9,3.0,1,2,22.2,60.2,0,10.0,0.0,0,2,87.0,7,27,64.3,31,2,4,9,0,44,10,1.6,6.3,3,2022
Josh Allen,50235,ED,JAX,1,4,0,15,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,9,0,0,0,0,0,0,,,0,0,,,10.7,,,0,0,,61.2,0,,,0,0,0.0,0,3,75.0,28,0,0,0,0,0,0,0.0,,3,2022
Marquis Haynes,50244,ED,CAR,1,7,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,,,0,0,,,33.3,,,0,0,,62.9,0,,,0,0,0.0,0,7,100.0,21,0,0,0,0,0,0,0.0,,3,2022
Nik Needham,50356,CB,MIA,1,69,0,17,0,9.3,33.3,100.0,28.0,9.3,0,1,33.3,71.8,0,11.0,0.0,0,1,45.1,1,29,42.0,29,1,2,3,0,11,1,0.4,11.0,0,0,,,91.9,,,0,0,,72.2,0,,0.0,0,0,0.0,0,34,49.3,37,0,3,0,0,0,0,0.0,,3,2022
Tre Herndon,50380,CB,JAX,1,41,0,15,0,,,100.0,,,0,0,,65.0,0,,,0,0,0.0,0,8,19.5,8,0,0,0,0,0,0,0.0,,0,0,18.0,66.7,100.0,12.0,8.0,1,1,33.3,66.6,0,17.0,0.0,0,1,96.5,2,27,65.9,27,0,3,3,0,28,5,1.2,14.0,3,2022
Jeremy Reaves,50406,S,WAS,1,1,0,32,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,100.0,1,0,0,0,0,0,0,0.0,,0,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,3,2022
Juan Thornhill,50426,S,KC,1,45,0,16,0,9.3,66.7,100.0,8.0,5.3,0,0,0.0,37.0,0,12.0,0.0,0,0,119.4,2,17,37.8,17,0,1,3,1,16,0,1.0,8.0,0,1,6.0,100.0,100.0,10.5,10.5,0,0,0.0,63.9,0,26.0,0.0,0,0,116.7,2,21,46.7,21,1,1,2,0,24,12,1.1,12.0,3,2022
Emmanuel Moseley,50430,CB,SF,1,44,0,28,0,13.0,50.0,100.0,3.0,1.5,0,1,50.0,60.5,0,34.0,0.0,0,1,95.8,1,4,9.1,4,0,1,2,0,34,16,11.3,34.0,0,0,5.3,66.7,100.0,16.0,10.7,0,0,0.0,81.5,0,5.0,0.0,0,0,70.1,2,33,75.0,33,1,3,3,0,5,6,0.2,2.5,3,2022
Michael Jackson,50437,CB,SEA,1,27,0,29,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,26.8,50.0,100.0,9.0,4.5,0,1,25.0,65.5,0,30.0,0.0,0,1,89.6,2,18,66.7,18,0,2,4,0,44,3,2.4,22.0,3,2022
Jace Whittaker,50465,CB,ARZ,1,25,0,1,0,8.0,100.0,100.0,6.0,6.0,0,0,0.0,43.4,0,32.0,,0,0,118.8,1,6,24.0,6,0,0,1,0,32,24,5.3,32.0,0,0,3.0,100.0,100.0,3.3,3.3,0,0,0.0,27.9,0,26.0,50.0,1,0,118.8,4,13,52.0,13,1,1,4,0,67,55,5.2,16.8,3,2022
Grant Haley,50473,CB,LA,1,53,0,26,0,,,100.0,,,0,0,,66.5,0,,,0,0,0.0,0,6,11.3,6,0,0,0,0,0,0,0.0,,0,0,-0.2,80.0,100.0,10.0,8.0,0,0,0.0,74.7,0,20.0,25.0,1,0,104.2,4,40,75.5,40,2,3,5,0,45,47,1.1,11.3,3,2022
Amani Oruwariye,50533,CB,DET,1,47,0,11,0,11.5,66.7,100.0,7.3,4.8,0,0,0.0,26.6,0,15.0,0.0,0,0,116.7,4,34,72.3,34,0,2,6,1,28,9,1.0,7.0,0,0,5.4,100.0,100.0,1.6,1.6,0,0,0.0,36.4,0,14.0,25.0,1,0,109.2,5,8,17.0,8,1,3,5,0,51,24,6.4,10.2,3,2022
Mike Ford,50535,CB,ATL,1,11,0,2,0,,,75.0,,,0,0,,64.2,0,,,0,0,0.0,0,3,27.3,4,0,0,0,0,0,0,0.0,,0,0,,,100.0,,,0,0,,66.4,0,,,0,0,0.0,0,7,63.6,7,0,0,0,0,0,0,0.0,,3,2022
Avonte Maddox,50543,CB,PHI,1,55,0,24,0,-0.5,50.0,100.0,12.0,6.0,0,1,50.0,90.0,0,0.0,0.0,0,1,56.3,1,13,23.6,13,1,1,2,0,0,3,0.0,0.0,0,0,5.0,100.0,97.3,35.0,35.0,0,0,0.0,63.8,0,10.0,0.0,0,0,108.3,1,36,65.5,37,0,1,1,0,10,5,0.3,10.0,3,2022
Brandon Facyson,50564,CB,IND,1,34,0,14,0,,,100.0,,,0,0,,68.7,0,,0.0,0,0,0.0,0,12,35.3,12,0,1,0,0,0,0,0.0,,0,0,6.0,100.0,100.0,17.0,17.0,0,0,0.0,70.6,0,8.0,0.0,0,0,100.0,1,18,52.9,18,0,1,1,0,8,2,0.5,8.0,3,2022
Austin Calitro,50640,LB,NYG,1,3,0,21,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,33.3,1,0,0,0,0,0,0,0.0,,0,1,,,66.7,,,0,0,,63.6,0,,0.0,0,0,0.0,0,2,66.7,3,0,0,0,0,0,0,0.0,,3,2022
Josey Jewell,50720,LB,DEN,1,28,0,10,0,,,80.0,,,0,0,,67.0,0,,,0,0,0.0,0,8,28.6,10,1,0,0,0,0,0,0.0,,0,0,10.0,100.0,85.7,4.0,4.0,0,0,0.0,35.3,0,32.0,33.3,1,0,118.8,3,12,42.9,14,0,2,3,0,44,14,3.7,14.7,3,2022
