player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles,week,year
Tyson Campbell,83217,CB,JAX,1,0,3.0,0,0,15,60.7,64.6,77.8,,76.0,77.8,0.0,0,0,13,14,7.7,1,1,2,2022
Percy Butler,83271,S,WAS,1,0,,0,0,32,60.0,32.3,64.0,,60.0,,,0,0,2,2,0.0,0,0,2,2022
Greg Newsome II,83341,CB,CLV,1,1,4.0,0,0,8,63.5,60.6,76.9,56.5,49.4,41.6,0.0,0,0,17,19,5.9,1,1,2,2022
Jaycee Horn,83375,CB,CAR,1,1,16.0,0,0,5,71.0,73.5,77.4,,75.0,78.0,0.0,0,1,25,25,0.0,0,1,2,2022
Israel Mukuamu,83377,S,DAL,1,1,1.0,0,0,9,66.1,76.5,70.7,,76.2,73.1,0.0,0,0,7,8,14.3,1,1,2,2022
Kyler Gordon,83451,CB,CHI,1,0,3.5,0,0,6,34.4,35.2,75.5,60.0,44.9,35.4,50.0,2,0,37,38,2.7,1,2,2,2022
Alontae Taylor,83469,CB,NO,1,0,,0,0,20,91.4,91.1,73.5,,62.4,,,0,0,9,9,0.0,0,0,2,2022
Jevon Holland,83873,S,MIA,1,0,,0,0,17,63.5,57.0,76.2,59.0,42.3,51.5,,0,0,23,24,0.0,0,0,2,2022
Talanoa Hufanga,83903,S,SF,1,0,2.8,0,0,28,76.5,79.9,75.2,68.3,61.2,63.2,20.0,1,0,14,14,14.3,2,4,2,2022
John Cominsky,88313,DI,DET,1,1,,0,0,11,,78.9,77.5,72.3,66.4,69.9,0.0,0,0,5,5,0.0,0,0,2,2022
Kyle Dugger,90621,S,NE,1,0,2.0,0,0,19,44.2,49.8,71.3,,69.3,71.7,0.0,0,0,8,8,12.5,1,1,2,2022
Bobby Price,91112,CB,DET,1,0,,0,0,11,66.2,66.3,73.0,,60.0,,,0,0,2,2,0.0,0,0,2,2022
E.J. Speed,94351,LB,IND,1,0,1.0,0,0,14,29.6,70.5,72.6,,91.3,79.4,0.0,0,0,17,18,23.5,4,5,2,2022
Jordan Davis,94854,DI,PHI,1,0,,0,0,24,,49.2,74.9,53.6,54.7,,,0,0,4,4,0.0,0,0,2,2022
Nick Cross,97514,S,IND,1,0,4.3,1,0,14,42.9,41.6,0.0,,65.8,42.4,0.0,0,2,20,20,5.0,1,3,2,2022
Martin Emerson,97872,CB,CLV,1,0,,0,0,8,73.0,72.8,78.1,,62.2,78.0,,0,0,10,10,0.0,0,0,2,2022
Derek Stingley Jr.,98253,CB,HST,1,0,,0,0,13,29.0,29.4,78.8,,53.7,81.0,,0,2,27,28,0.0,0,0,2,2022
Alex Wright,98318,ED,CLV,1,0,,0,0,8,60.0,56.1,77.7,52.0,62.8,71.4,,0,0,6,7,0.0,0,0,2,2022
George Karlaftis,98319,ED,KC,1,0,4.0,0,0,16,,51.9,80.4,56.1,49.4,69.6,0.0,0,0,16,16,6.3,1,1,2,2022
Kaiir Elam,98693,CB,BUF,1,0,3.0,0,0,4,79.1,71.1,76.7,,42.5,44.7,50.0,1,0,17,18,0.0,0,1,2,2022
Cordale Flott,98834,CB,NYG,1,0,,0,0,21,64.8,53.1,75.9,,29.0,24.2,100.0,2,0,14,14,0.0,0,0,2,2022
Brandin Echols,98900,CB,NYJ,1,1,,0,0,22,91.6,93.7,69.2,,67.9,72.5,0.0,0,0,2,2,0.0,0,0,2,2022
DeMarvin Leal,98919,ED,PIT,1,0,3.0,0,0,25,67.0,78.7,74.5,51.5,66.0,71.6,0.0,0,0,7,7,14.3,1,1,2,2022
Travon Walker,98940,ED,JAX,1,0,4.0,0,0,15,65.1,68.6,78.2,54.7,78.7,72.4,0.0,0,0,11,12,9.1,1,2,2,2022
Jermaine Johnson II,99015,ED,NYJ,1,0,1.5,0,0,22,,50.9,77.5,60.1,49.1,71.4,0.0,0,0,12,12,16.7,2,2,2,2022
Sam Williams,99106,ED,DAL,1,0,-2.0,1,0,9,60.0,34.8,0.0,54.9,57.8,69.2,0.0,0,1,3,3,33.3,1,1,2,2022
Sauce Gardner,100903,CB,NYJ,1,1,,0,0,22,50.9,54.6,75.8,,66.9,80.2,0.0,0,0,31,32,0.0,0,0,2,2022
Damarion Williams,100904,CB,BLT,1,0,,0,0,3,55.5,55.3,74.1,54.3,60.0,78.6,,0,0,3,3,0.0,0,0,2,2022
Dane Belton,101398,S,NYG,1,0,8.0,0,0,21,62.9,55.7,74.4,,42.5,50.2,50.0,1,0,11,11,0.0,0,1,2,2022
Leo Chenal,101463,LB,KC,1,0,2.0,0,0,16,68.2,59.7,71.9,61.0,43.5,74.9,0.0,0,0,11,11,9.1,1,1,2,2022
Jaquan Brisker,101665,S,CHI,1,2,8.0,0,0,6,64.0,56.9,78.3,,47.6,28.6,37.5,3,0,37,38,0.0,0,3,2,2022
Kyle Hamilton,102684,S,BLT,1,2,3.0,0,0,3,62.4,68.8,73.1,66.0,67.6,80.8,0.0,0,0,10,10,10.0,1,1,2,2022
Michael Hoecht,108840,DI,LA,1,0,,0,0,26,,61.6,64.4,,60.0,,,0,0,1,1,0.0,0,0,2,2022
Dee Alford,110542,CB,ATL,1,0,-35.0,0,0,2,78.1,75.2,71.0,54.7,60.0,82.3,0.0,0,0,2,2,50.0,1,1,2,2022
Jaylen Watson,131960,CB,KC,1,0,,0,0,16,65.5,65.8,77.0,,60.8,31.4,,0,0,11,11,0.0,0,0,2,2022
Kader Kohou,156070,CB,MIA,1,0,,0,0,17,66.7,67.2,73.7,,61.4,75.3,,0,1,6,6,0.0,0,0,2,2022
Calais Campbell,4364,DI,BLT,1,0,5.5,0,0,3,60.0,80.3,80.3,67.8,78.5,29.8,0.0,0,0,22,23,4.5,1,2,3,2022
Tyson Alualu,5535,DI,PIT,1,0,3.7,0,0,25,60.0,30.3,76.4,51.8,36.5,30.0,0.0,0,0,21,21,4.8,1,3,3,2022
Brandon Graham,5538,ED,PHI,1,1,2.0,0,0,24,60.5,90.5,78.3,86.9,72.9,75.1,0.0,0,0,6,6,33.3,2,2,3,2022
Kareem Jackson,5545,S,DEN,1,2,,0,0,10,80.6,77.0,79.3,,46.7,46.4,50.0,2,0,19,21,0.0,0,0,3,2022
Devin McCourty,5552,S,NE,1,0,29.0,0,0,19,43.1,37.5,74.4,,49.3,65.2,33.3,1,0,25,25,0.0,0,2,3,2022
Jerry Hughes,5556,ED,HST,1,1,8.0,1,0,13,,52.5,3.6,59.4,58.0,29.2,0.0,0,1,27,27,0.0,0,1,3,2022
Carlos Dunlap,5579,ED,KC,1,1,,0,0,16,61.1,74.0,78.3,70.6,64.7,73.5,0.0,0,0,12,12,0.0,0,0,3,2022
Al Woods,5646,DI,SEA,1,0,3.5,0,0,29,60.0,62.3,76.4,62.6,59.7,71.4,0.0,0,0,21,21,14.3,3,4,3,2022
Von Miller,6154,ED,BUF,1,0,,0,0,4,60.0,88.1,76.2,78.4,75.3,,,0,0,12,12,0.0,0,0,3,2022
Patrick Peterson,6157,CB,MIN,1,0,2.0,0,0,18,63.6,63.8,77.9,60.0,62.6,78.7,0.0,0,0,33,33,3.0,1,1,3,2022
J.J. Watt,6163,ED,ARZ,1,0,,0,0,1,,71.0,77.7,59.9,73.1,67.4,,0,0,10,11,0.0,0,0,3,2022
Robert Quinn,6166,ED,CHI,1,1,3.0,0,0,6,,58.7,80.6,47.8,71.3,70.3,0.0,0,0,16,16,0.0,0,1,3,2022
Cameron Jordan,6176,ED,NO,1,1,3.0,0,0,20,,65.7,79.6,52.7,72.3,74.2,0.0,0,0,24,25,4.2,1,2,3,2022
Cameron Heyward,6183,DI,PIT,1,2,1.3,0,0,25,,69.9,77.9,61.5,69.0,72.6,0.0,0,0,29,29,6.9,2,3,3,2022
Justin Houston,6222,ED,BLT,1,0,,0,0,3,60.0,56.3,70.3,69.4,54.4,,,0,0,2,2,0.0,0,0,3,2022
Lawrence Guy,6385,DI,NE,1,2,,0,0,19,,67.9,74.1,60.8,66.5,69.1,0.0,0,0,9,9,0.0,0,0,3,2022
Josh Bynes,6503,LB,BLT,1,0,5.5,0,0,3,92.0,91.3,73.5,65.2,62.4,59.9,20.0,1,0,21,22,9.5,2,4,3,2022
Nick Bellore,6515,LB,SEA,1,0,,0,0,29,,60.0,66.5,,60.0,,,0,0,2,2,0.0,0,0,3,2022
Stephon Gilmore,7016,CB,IND,1,0,,0,0,14,70.2,70.4,75.8,,63.5,78.9,,0,0,14,14,0.0,0,0,3,2022
Fletcher Cox,7018,DI,PHI,1,0,,0,0,24,,49.3,76.7,60.3,39.6,69.0,,0,0,9,9,0.0,0,0,3,2022
Michael Brockers,7020,DI,DET,1,0,2.0,0,0,11,,67.6,74.7,71.8,59.1,67.3,0.0,0,0,9,9,11.1,1,1,3,2022
Melvin Ingram III,7024,ED,MIA,1,0,,0,0,17,48.4,78.5,0.0,90.1,69.1,44.1,,0,1,11,11,0.0,0,0,3,2022
Chandler Jones,7027,ED,LV,1,1,,0,0,23,61.9,59.2,76.6,66.2,49.0,70.5,0.0,0,0,17,17,0.0,0,0,3,2022
Bobby Wagner,7050,LB,LA,1,1,4.7,0,0,26,76.0,84.3,78.6,63.7,79.3,82.3,0.0,0,0,19,20,10.5,2,6,3,2022
Lavonte David,7060,LB,TB,1,1,6.0,0,0,30,90.5,85.8,74.8,60.0,55.6,79.8,0.0,0,0,25,25,0.0,0,1,3,2022
Casey Hayward Jr.,7064,CB,ATL,1,0,14.0,0,0,2,51.5,52.2,77.0,,56.6,53.4,0.0,0,0,23,24,0.0,0,1,3,2022
Demario Davis,7079,LB,NO,1,0,4.0,0,0,20,61.1,57.1,77.8,68.9,49.5,27.7,0.0,0,0,30,32,3.3,1,1,3,2022
Rodney McLeod,7271,S,IND,1,0,0.0,0,0,14,70.7,72.2,75.3,60.0,61.0,40.0,0.0,0,0,17,17,5.9,1,1,3,2022
Tashaun Gipson Sr.,7288,S,SF,1,0,9.5,0,0,28,66.9,72.7,77.0,,72.2,83.8,0.0,0,0,29,29,3.4,1,2,3,2022
Darius Slay,7817,CB,PHI,1,0,,0,0,24,54.7,51.5,78.5,,38.1,75.2,,0,0,12,12,0.0,0,0,3,2022
Johnathan Hankins,7830,DI,LV,1,2,0.0,0,0,23,,42.3,75.8,53.6,45.2,26.7,25.0,1,0,18,18,5.6,1,1,3,2022
Jon Bostic,7831,LB,WAS,1,0,,0,0,32,,75.1,69.0,59.1,68.3,,,0,0,5,5,0.0,0,0,3,2022
Tyrann Mathieu,7850,S,NO,1,1,6.0,0,0,20,61.3,57.2,75.6,59.1,51.7,52.7,0.0,0,0,30,32,0.0,0,2,3,2022
John Jenkins,7863,DI,MIA,1,0,1.0,0,0,17,,68.1,76.1,59.1,71.1,67.3,0.0,0,0,8,8,12.5,1,1,3,2022
Logan Ryan,7864,S,TB,1,0,,0,0,30,90.4,91.5,75.9,59.2,60.7,,,0,0,12,12,0.0,0,0,3,2022
Duron Harmon,7872,S,LV,1,1,,0,0,23,71.1,68.5,76.4,59.7,51.4,59.8,50.0,1,0,27,27,0.0,0,0,3,2022
Akeem Spence,7882,DI,SF,1,0,6.0,0,0,28,,52.4,74.9,53.3,55.7,67.3,0.0,0,0,13,13,0.0,0,1,3,2022
William Gholston,7908,DI,TB,1,1,0.0,0,0,30,,60.1,76.4,60.7,58.6,69.9,0.0,0,0,20,20,5.0,1,1,3,2022
Nick Williams,8006,DI,NYG,1,1,3.7,0,0,21,,75.3,76.7,52.7,78.2,71.8,0.0,0,0,19,20,5.3,1,3,3,2022
Brandon Copeland,8378,ED,BLT,1,0,6.0,0,0,3,60.0,59.0,76.6,56.6,61.2,72.0,0.0,0,0,5,5,20.0,1,1,3,2022
Mike Purcell,8530,DI,DEN,1,0,0.3,0,0,10,,88.6,77.2,60.4,87.6,71.3,0.0,0,0,12,14,33.3,4,4,3,2022
Khalil Mack,8640,ED,LAC,1,1,3.7,0,0,27,62.7,79.6,79.6,64.0,80.8,48.9,20.0,1,0,29,29,3.4,1,3,3,2022
Anthony Barr,8644,LB,DAL,1,0,,0,0,9,41.7,43.3,75.0,88.5,39.3,21.7,100.0,1,1,10,10,0.0,0,0,3,2022
Aaron Donald,8648,DI,LA,1,0,1.3,0,0,26,62.9,74.7,78.8,63.9,70.4,72.4,0.0,0,0,19,19,10.5,2,3,3,2022
C.J. Mosley,8652,LB,NYJ,1,3,6.0,0,0,22,72.8,73.4,75.7,52.9,66.6,83.3,0.0,0,0,27,27,0.0,0,2,3,2022
Bradley Roby,8666,CB,NO,1,0,7.0,0,0,20,66.4,62.2,76.7,58.8,50.1,44.2,50.0,1,0,29,31,0.0,0,1,3,2022
Demarcus Lawrence,8669,ED,DAL,1,0,7.0,0,0,9,60.0,86.1,79.0,87.5,53.3,29.7,25.0,1,0,8,8,25.0,2,3,3,2022
Kyle Van Noy,8675,LB,LAC,1,1,0.3,0,0,27,52.4,53.7,0.0,57.8,66.4,58.3,20.0,1,1,19,19,15.8,3,3,3,2022
Lamarcus Joyner,8676,S,NYJ,1,1,,0,0,22,49.4,50.6,0.0,88.1,64.6,83.3,0.0,0,1,27,27,0.0,0,0,3,2022
Christian Kirksey,8706,LB,HST,1,1,4.0,0,0,13,37.9,40.4,77.1,55.0,55.1,80.1,0.0,0,0,37,37,5.4,2,3,3,2022
Justin Ellis,8742,DI,NYG,1,1,3.0,0,0,21,,61.0,76.2,54.1,62.3,70.9,0.0,0,0,18,20,11.1,2,2,3,2022
DaQuan Jones,8747,DI,BUF,1,0,1.0,1,0,4,,57.5,0.0,57.5,68.2,70.1,0.0,0,1,12,13,16.7,2,3,3,2022
Devon Kennard,8809,ED,ARZ,1,0,,0,0,1,60.0,75.9,74.2,66.9,69.5,,,0,0,8,9,0.0,0,0,3,2022
Terrance Mitchell,8888,CB,TEN,1,0,,0,0,31,58.3,58.9,77.0,,60.0,81.0,,0,0,6,6,0.0,0,0,3,2022
Denico Autry,8982,ED,TEN,1,0,,0,0,31,60.0,66.2,79.4,59.5,70.5,,,0,0,6,6,0.0,0,0,3,2022
Shaquil Barrett,9000,ED,TB,1,2,2.7,0,0,30,30.0,60.8,78.5,63.4,71.5,55.8,16.7,1,0,19,19,15.8,3,3,3,2022
Kerry Hyder,9045,ED,SF,1,0,,0,0,28,,61.5,76.5,67.5,51.3,69.2,,0,0,6,6,0.0,0,0,3,2022
Adrian Phillips,9177,S,NE,1,3,11.0,0,0,19,44.5,45.2,75.7,,53.7,81.1,0.0,0,0,25,25,0.0,0,1,3,2022
Joe Thomas,9272,LB,CHI,1,4,,0,0,6,76.7,84.9,70.2,60.0,76.7,62.0,20.0,1,0,13,13,0.0,0,0,3,2022
Mike Pennel,9316,DI,CHI,1,0,,0,0,6,,47.1,74.5,56.2,49.8,66.8,,0,0,12,13,0.0,0,0,3,2022
K'Waun Williams,9332,CB,DEN,1,1,,0,0,10,51.3,52.5,73.8,58.8,60.3,80.1,0.0,0,0,10,11,0.0,0,0,3,2022
Dante Fowler Jr.,9436,ED,DAL,1,0,,0,0,9,61.5,66.0,77.8,57.2,59.3,69.6,,0,0,7,7,0.0,0,0,3,2022
Marcus Peters,9451,CB,BLT,1,0,,0,0,3,91.8,90.5,77.6,,40.7,29.5,100.0,1,0,20,21,0.0,0,0,3,2022
Shaq Thompson,9458,LB,CAR,1,0,2.0,0,0,5,74.0,79.1,76.3,50.0,80.0,80.7,0.0,0,0,11,12,9.1,1,1,3,2022
Preston Smith,9471,ED,GB,1,0,,0,0,12,60.0,55.7,77.9,54.5,59.6,,,0,0,12,12,0.0,0,0,3,2022
Eric Kendricks,9478,LB,MIN,1,5,4.3,0,0,18,36.9,55.8,76.1,68.3,77.5,63.8,10.0,1,1,33,33,12.1,4,4,3,2022
Eric Rowe,9480,S,MIA,1,0,,0,0,17,55.2,55.0,73.8,59.3,60.0,42.0,,0,0,2,2,0.0,0,0,3,2022
Ronald Darby,9483,CB,DEN,1,0,7.0,0,0,10,58.8,61.0,77.5,,67.2,37.7,0.0,0,0,19,21,0.0,0,1,3,2022
Markus Golden,9491,ED,ARZ,1,0,,0,0,1,60.0,66.2,76.6,61.3,64.7,69.6,,0,0,10,11,0.0,0,0,3,2022
Randy Gregory,9493,ED,DEN,1,1,2.5,0,0,10,62.2,89.7,77.7,86.7,73.2,74.7,0.0,0,0,14,15,14.3,2,2,3,2022
Frank Clark,9496,ED,KC,1,2,5.0,0,0,16,47.1,53.2,79.3,55.5,66.7,33.1,0.0,0,0,15,15,6.7,1,1,3,2022
P.J. Williams,9511,S,NO,1,2,18.0,0,0,20,63.4,62.5,74.6,,57.7,65.0,0.0,0,0,30,32,0.0,0,1,3,2022
Jordan Hicks,9517,LB,MIN,1,4,4.0,0,0,18,75.0,74.3,75.4,57.1,64.8,83.6,0.0,0,0,29,29,13.8,4,5,3,2022
Danielle Hunter,9521,ED,MIN,1,0,0.0,0,0,18,90.1,83.9,80.3,74.9,62.4,44.3,50.0,1,0,27,27,3.7,1,1,3,2022
Carl Davis,9523,DI,NE,1,0,,0,0,19,,42.3,74.5,54.4,45.9,,,0,0,9,9,0.0,0,0,3,2022
Henry Anderson,9526,ED,CAR,1,1,2.0,0,0,5,,57.4,76.4,50.6,64.0,70.2,0.0,0,0,7,8,0.0,0,1,3,2022
Steven Nelson,9531,CB,HST,1,2,4.5,0,0,13,58.8,53.8,78.7,,45.3,29.4,33.3,2,0,37,37,2.7,1,2,3,2022
Angelo Blackson,9533,DI,CHI,1,0,2.5,0,0,6,,61.1,76.4,65.1,54.8,68.4,0.0,0,0,13,13,15.4,2,2,3,2022
Trey Flowers,9534,ED,MIA,1,0,,0,0,17,60.0,75.1,76.9,77.0,56.9,26.3,100.0,1,0,8,8,0.0,0,0,3,2022
Za'Darius Smith,9555,ED,MIN,1,0,0.0,0,0,18,63.9,82.7,3.6,79.4,79.3,73.9,0.0,0,1,25,25,8.0,2,3,3,2022
Kwon Alexander,9557,LB,NYJ,1,1,,0,0,22,66.3,78.9,69.4,,76.4,74.9,0.0,0,0,17,17,0.0,0,0,3,2022
Damien Wilson,9560,LB,CAR,1,1,4.5,0,0,5,65.1,70.3,72.5,55.5,68.1,78.4,0.0,0,0,15,15,6.7,1,2,3,2022
Grady Jarrett,9570,DI,ATL,1,0,0.3,0,0,2,60.0,79.7,78.8,71.5,72.8,70.7,0.0,0,0,20,21,10.0,2,3,3,2022
Adrian Amos,9575,S,GB,1,1,,0,0,12,63.3,66.7,76.4,59.1,68.1,79.2,0.0,0,1,14,15,0.0,0,0,3,2022
Bobby McCain,9578,S,WAS,1,1,,0,0,32,62.2,65.7,77.4,58.4,68.8,29.2,0.0,0,0,22,22,0.0,0,0,3,2022
David Mayo,9602,LB,WAS,1,0,,0,0,32,,60.0,61.7,,60.0,,,0,0,1,1,0.0,0,0,3,2022
Quandre Diggs,9633,S,SEA,1,0,9.0,0,0,29,62.1,54.8,0.0,,55.8,28.3,50.0,1,1,29,29,0.0,0,1,3,2022
Rakeem Nunez-Roches,9650,DI,TB,1,1,1.0,0,0,30,59.8,71.6,76.9,55.1,73.6,30.0,25.0,1,0,19,19,10.5,2,2,3,2022
DeShawn Williams,9891,DI,DEN,1,1,2.5,0,0,10,60.0,52.9,76.2,56.5,52.8,70.3,0.0,0,0,12,12,16.7,2,2,3,2022
Bryce Callahan,10000,CB,LAC,1,1,20.0,0,0,27,59.3,53.3,74.4,,36.2,48.7,0.0,0,0,16,16,0.0,0,1,3,2022
Efe Obada,10235,ED,WAS,1,1,,0,0,32,60.1,74.4,79.8,60.8,75.9,72.6,0.0,0,0,17,17,0.0,0,0,3,2022
Joey Bosa,10637,ED,LAC,1,0,6.0,0,0,27,,61.4,75.0,52.7,66.0,69.2,0.0,0,0,6,6,0.0,0,1,3,2022
Jalen Ramsey,10639,CB,LA,1,1,-1.0,0,0,26,88.9,90.4,78.8,65.7,87.6,81.3,0.0,0,0,19,20,5.3,1,1,3,2022
DeForest Buckner,10641,DI,IND,1,2,2.0,0,0,14,60.0,76.3,78.0,54.3,81.1,71.0,0.0,0,0,12,12,16.7,2,2,3,2022
Leonard Floyd,10643,ED,LA,1,2,1.0,1,0,26,43.2,51.8,10.9,55.0,69.9,48.6,20.0,1,1,16,17,6.3,1,2,3,2022
Eli Apple,10644,CB,CIN,1,1,,0,0,7,65.0,67.3,78.4,69.4,66.8,27.3,0.0,0,0,20,20,0.0,0,0,3,2022
Sheldon Rankins,10646,DI,NYJ,1,1,2.8,0,0,22,,76.9,76.8,68.0,72.0,72.7,0.0,0,0,15,15,20.0,3,4,3,2022
Shaq Lawson,10653,ED,BUF,1,1,9.0,0,0,4,,47.5,0.0,52.5,69.2,72.8,0.0,0,1,5,6,0.0,0,1,3,2022
Kenny Clark,10661,DI,GB,1,0,1.5,0,0,12,,87.4,77.3,78.7,73.7,71.0,0.0,0,0,10,10,10.0,1,2,3,2022
Emmanuel Ogbah,10666,ED,MIA,1,0,3.0,0,0,17,,57.8,81.3,55.6,61.5,28.1,0.0,0,0,12,12,0.0,0,1,3,2022
Myles Jack,10670,LB,PIT,1,2,4.4,0,0,25,49.5,42.2,74.0,55.3,45.8,58.4,10.0,1,0,35,35,11.4,4,7,3,2022
Chris Jones,10671,DI,KC,1,0,-1.0,0,0,16,60.9,61.5,4.3,60.4,61.9,69.1,0.0,0,1,16,16,6.3,1,1,3,2022
Xavien Howard,10672,CB,MIA,1,0,,0,0,17,72.6,69.4,0.0,,63.9,49.6,,0,1,15,15,0.0,0,0,3,2022
Austin Johnson,10677,DI,LAC,1,1,1.0,0,0,27,,68.8,1.1,59.8,77.4,36.2,33.3,2,1,22,22,9.1,2,3,3,2022
Jihad Ward,10678,ED,NYG,1,1,3.3,0,0,21,64.1,63.8,0.0,59.2,70.8,51.1,20.0,1,1,23,25,8.7,2,3,3,2022
A'Shawn Robinson,10680,DI,LA,1,0,3.0,0,0,26,60.0,46.8,76.4,51.7,49.4,70.8,0.0,0,0,13,13,15.4,2,2,3,2022
Jarran Reed,10683,DI,GB,1,0,5.0,0,0,12,60.0,61.2,76.4,52.6,64.1,67.3,0.0,0,0,4,4,0.0,0,1,3,2022
Vonn Bell,10695,S,CIN,1,0,1.5,0,0,7,60.4,61.2,75.5,52.5,64.3,82.8,0.0,0,0,20,20,10.0,2,2,3,2022
James Bradberry,10696,CB,PHI,1,0,,0,0,24,76.7,76.5,78.5,,64.8,49.8,,0,0,19,19,0.0,0,0,3,2022
Adam Gotsis,10697,DI,JAX,1,1,,0,0,15,,65.1,74.2,64.3,60.2,67.3,0.0,0,0,4,4,0.0,0,0,3,2022
Kevin Byard,10698,S,TEN,1,2,,0,0,31,62.6,63.4,75.0,,60.5,80.7,0.0,0,0,17,17,0.0,0,0,3,2022
Carl Nassib,10699,ED,TB,1,0,3.0,0,0,30,60.5,64.7,74.6,55.4,65.6,69.6,0.0,0,0,6,6,0.0,0,1,3,2022
Maliek Collins,10701,DI,HST,1,0,-1.0,0,0,13,,58.7,77.3,72.3,47.9,66.8,0.0,0,0,22,22,4.5,1,1,3,2022
Yannick Ngakoue,10703,ED,IND,1,0,,0,0,14,60.0,55.4,80.8,53.4,59.4,72.0,,0,0,9,9,0.0,0,0,3,2022
Jonathan Bullard,10706,DI,MIN,1,1,-0.5,0,0,18,60.0,60.1,76.8,62.4,56.8,70.9,0.0,0,0,18,18,11.1,2,2,3,2022
Kendall Fuller,10718,CB,WAS,1,0,6.0,0,0,32,33.5,38.4,79.1,,65.4,79.9,0.0,0,0,22,22,0.0,0,1,3,2022
Nick Vigil,10721,LB,ARZ,1,1,3.0,0,0,1,43.0,47.7,73.2,58.8,61.9,76.9,0.0,0,0,8,9,12.5,1,1,3,2022
Javon Hargrave,10723,DI,PHI,1,0,,0,0,24,60.0,64.2,76.4,70.8,48.9,68.4,,0,0,10,10,0.0,0,0,3,2022
Miles Killebrew,10745,LB,PIT,1,0,,0,0,25,61.8,73.4,65.5,,61.8,,,0,0,3,3,0.0,0,0,3,2022
De'Vondre Campbell,10749,LB,GB,1,2,2.5,0,0,12,70.0,65.5,78.1,53.0,53.0,51.5,20.0,1,0,14,15,7.1,1,2,3,2022
Hassan Ridgeway,10750,DI,SF,1,3,3.5,0,0,28,,68.2,76.4,73.0,59.8,71.3,0.0,0,0,15,15,13.3,2,2,3,2022
David Onyemata,10754,DI,NO,1,1,4.0,0,0,20,,62.6,76.5,58.4,62.4,37.1,25.0,1,0,20,22,10.0,2,2,3,2022
Andrew Billings,10756,DI,LV,1,0,4.3,0,0,23,,42.6,76.7,64.2,37.0,70.4,0.0,0,0,20,20,5.0,1,3,3,2022
Dean Lowry,10771,DI,GB,1,1,1.0,0,0,12,,71.5,75.9,69.1,64.1,70.4,0.0,0,0,13,14,7.7,1,2,3,2022
Matthew Judon,10780,ED,NE,1,0,,0,0,19,60.0,59.4,78.1,66.4,46.7,26.0,,0,0,19,19,0.0,0,0,3,2022
Quinton Jefferson,10781,DI,SEA,1,1,,0,0,29,,47.4,75.3,59.5,45.4,68.4,0.0,0,0,16,16,0.0,0,0,3,2022
Matt Ioannidis,10786,DI,CAR,1,0,-1.0,0,0,5,60.0,56.9,77.4,54.4,60.7,69.2,0.0,0,0,17,18,5.9,1,1,3,2022
D.J. Reader,10800,DI,CIN,1,1,1.0,0,0,7,,86.5,74.0,84.1,68.3,69.5,0.0,0,0,7,7,14.3,1,1,3,2022
DeAndre Houston-Carson,10819,S,CHI,1,0,,0,0,6,60.7,68.0,70.0,60.0,62.1,,,0,0,4,4,0.0,0,0,3,2022
Anthony Brown,10823,CB,DAL,1,0,6.0,0,0,9,64.6,66.1,78.0,,68.2,80.4,0.0,0,0,18,18,0.0,0,2,3,2022
Kamu Grugier-Hill,10842,LB,HST,1,0,1.0,0,0,13,58.2,38.3,77.2,,33.4,26.1,60.0,3,0,34,34,5.9,2,2,3,2022
Elandon Roberts,10848,LB,MIA,1,2,1.0,0,0,17,34.8,53.2,74.9,55.9,84.7,57.8,0.0,0,0,16,16,12.5,2,3,3,2022
Will Parks,10853,S,NYJ,1,0,,0,0,22,,60.0,61.7,,60.0,,,0,0,1,1,0.0,0,0,3,2022
Jalen Mills,10867,CB,NE,1,0,2.0,0,0,19,37.7,30.9,75.9,,29.6,29.3,50.0,1,0,13,13,7.7,1,1,3,2022
Mike Hilton,10898,CB,CIN,1,1,1.7,0,0,7,67.0,70.5,78.2,68.8,71.4,52.9,20.0,1,0,19,19,15.8,3,3,3,2022
Michael Pierce,11101,DI,BLT,1,0,,0,0,3,,67.0,72.4,54.6,69.0,67.3,,0,0,3,4,0.0,0,0,3,2022
Morgan Fox,11184,DI,LAC,1,0,,0,0,27,,63.8,75.9,64.9,57.2,,,0,0,10,10,0.0,0,0,3,2022
Cory Littleton,11190,LB,CAR,1,0,1.0,0,0,5,66.9,65.7,71.5,60.0,60.4,76.2,0.0,0,0,11,11,9.1,1,1,3,2022
Jonathan Jones,11217,CB,NE,1,0,34.0,0,0,19,93.5,93.1,76.4,,66.1,78.2,0.0,0,0,25,25,0.0,0,1,3,2022
Brandin Bryant,11280,DI,BUF,1,0,,0,0,4,,32.1,73.6,55.4,38.1,,,0,0,6,6,0.0,0,0,3,2022
Roy Robertson-Harris,11341,DI,JAX,1,0,-0.5,0,0,15,,71.5,75.6,55.6,77.6,28.2,33.3,1,0,7,7,28.6,2,2,3,2022
Myles Garrett,11756,ED,CLV,1,1,4.0,0,0,8,60.0,81.2,81.5,76.9,68.1,71.2,0.0,0,0,18,18,5.6,1,1,3,2022
