player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles,week,year
Joe Tryon-Shoyinka,58272,ED,TB,1,0,-2.0,0,0,30,60.0,76.3,79.4,75.4,63.3,69.2,0.0,0,0,18,18,5.6,1,1,3,2022
Michael Carter II,60644,CB,NYJ,1,0,,0,0,22,43.2,45.6,75.5,60.0,62.0,71.6,,0,0,11,11,0.0,0,0,3,2022
Grant Delpit,60685,S,CLV,1,3,1.5,0,0,8,57.6,58.3,74.7,,61.0,44.6,16.7,1,0,22,22,9.1,2,2,3,2022
Malcolm Rodriguez,60731,LB,DET,1,1,7.0,0,0,11,57.1,35.8,75.0,49.4,32.0,80.0,0.0,0,0,23,23,0.0,0,3,3,2022
Garret Wallow,60761,LB,HST,1,1,,0,0,13,62.3,57.7,68.5,,54.9,73.0,0.0,0,0,10,10,0.0,0,0,3,2022
Dominique Robinson,61436,ED,CHI,1,0,,0,0,6,,61.5,76.8,60.6,59.7,69.2,,0,0,6,7,0.0,0,0,3,2022
Tariq Woolen,61790,CB,SEA,1,1,0.0,0,0,29,69.1,66.7,77.5,,56.3,43.1,33.3,1,0,29,29,3.4,1,1,3,2022
Matthew Butler,62931,DI,LV,1,1,,0,0,23,,55.0,71.2,57.6,57.8,69.2,0.0,0,0,3,3,0.0,0,0,3,2022
John Ridgeway,66694,DI,WAS,1,0,,0,0,32,,28.1,75.6,54.5,28.2,,,0,0,11,11,0.0,0,0,3,2022
Zach Sieler,66917,DI,MIA,1,2,1.0,0,0,17,60.0,53.9,78.1,51.6,67.3,24.7,25.0,1,0,12,12,8.3,1,1,3,2022
Dennis Gardeck,66928,ED,ARZ,1,0,,0,0,1,45.7,41.6,74.3,50.9,60.0,72.4,,0,0,2,2,0.0,0,0,3,2022
Jonathan Owens,66930,S,HST,1,3,11.8,0,0,13,64.8,62.4,75.5,,55.6,68.5,12.5,1,0,37,37,2.7,1,4,3,2022
Drake Jackson,70839,ED,SF,1,0,,0,0,28,,61.0,78.2,56.3,64.4,69.2,,0,0,6,6,0.0,0,0,3,2022
Asante Samuel Jr.,76625,CB,LAC,1,0,,0,0,27,59.6,56.9,78.7,,44.9,50.3,,0,0,35,35,0.0,0,0,3,2022
Andre Cisco,76641,S,JAX,1,0,,0,0,15,64.4,66.3,77.8,59.1,62.6,82.8,,0,0,11,11,0.0,0,0,3,2022
Caden Sterns,76725,S,DEN,1,0,12.0,0,0,10,53.5,56.2,74.6,,67.7,82.4,0.0,0,0,17,19,5.9,1,2,3,2022
Gregory Rousseau,76889,ED,BUF,1,0,-1.0,0,0,4,55.3,82.1,77.2,80.4,72.5,73.9,0.0,0,0,10,11,10.0,1,1,3,2022
Travis Jones,76914,DI,BLT,1,0,,0,0,3,,61.2,76.4,53.5,64.6,,,0,0,14,14,0.0,0,0,3,2022
Logan Hall,76919,DI,TB,1,0,,0,0,30,,68.0,75.9,65.6,61.4,67.4,,0,0,4,4,0.0,0,0,3,2022
Alim McNeill,76996,DI,DET,1,0,,0,0,11,60.9,69.5,78.3,79.2,42.6,67.4,,0,0,18,18,0.0,0,0,3,2022
Zaven Collins,77190,LB,ARZ,1,0,1.0,0,0,1,78.3,69.6,78.1,52.7,56.1,53.0,0.0,0,0,14,16,7.1,1,1,3,2022
Nik Bonitto,77196,LB,DEN,1,0,,0,0,10,63.7,51.4,72.5,56.5,51.5,69.9,,0,0,3,4,0.0,0,0,3,2022
Joseph Ossai,77205,ED,CIN,1,0,9.0,0,0,7,60.0,43.7,77.6,54.6,39.5,70.5,0.0,0,0,11,11,0.0,0,1,3,2022
Derion Kendrick,78022,CB,LA,1,0,,0,0,26,50.2,52.1,78.7,,64.9,81.7,,0,0,19,20,0.0,0,0,3,2022
Christian Benford,79181,CB,BUF,1,0,,0,0,4,36.7,40.8,73.3,,62.0,72.8,,0,1,8,9,0.0,0,0,3,2022
Micah McFadden,81246,LB,NYG,1,0,2.5,0,0,21,67.7,64.1,75.3,68.4,54.4,28.5,33.3,1,0,15,16,6.7,1,2,3,2022
Nick Bolton,81322,LB,KC,1,2,2.3,0,0,16,63.2,63.8,76.8,72.7,55.2,60.8,0.0,0,0,26,26,3.8,1,3,3,2022
Micah Parsons,81360,ED,DAL,1,1,,0,0,9,49.2,73.9,78.2,69.5,79.7,26.2,0.0,0,0,13,13,0.0,0,0,3,2022
Ernest Jones,81399,LB,LA,1,0,4.5,0,0,26,60.5,59.6,77.1,56.0,58.7,43.7,33.3,1,0,11,12,0.0,0,2,3,2022
Azeez Ojulari,81959,ED,NYG,1,0,2.0,0,0,21,32.9,40.8,77.4,58.7,51.5,70.5,0.0,0,0,9,10,11.1,1,1,3,2022
Odafe Oweh,82161,ED,BLT,1,0,4.3,0,0,3,65.2,58.1,78.9,58.7,53.6,38.2,20.0,1,0,18,19,16.7,3,4,3,2022
Thomas Booker,82168,DI,HST,1,0,,0,0,13,,51.7,74.7,56.5,53.4,,,0,0,12,12,0.0,0,0,3,2022
Christian Barmore,82198,DI,NE,1,0,9.3,0,0,19,,67.2,77.1,62.7,65.0,71.1,0.0,0,0,12,12,8.3,1,3,3,2022
Teair Tart,82261,DI,TEN,1,0,3.0,0,0,31,,74.6,75.7,74.2,62.6,67.3,0.0,0,0,9,9,11.1,1,1,3,2022
Devonte Wyatt,82268,DI,GB,1,0,,0,0,12,,90.7,71.3,90.7,60.0,,,0,0,2,2,0.0,0,0,3,2022
Marquan McCall,82301,DI,CAR,1,0,-1.0,0,0,5,,55.2,74.6,54.8,57.9,67.3,0.0,0,0,7,7,14.3,1,1,3,2022
Aidan Hutchinson,82330,ED,DET,1,0,,0,0,11,60.1,52.0,81.0,61.4,41.2,24.0,100.0,1,0,17,17,0.0,0,0,3,2022
Cameron Thomas,82387,ED,ARZ,1,0,7.0,0,0,1,,44.1,68.7,58.7,54.1,69.9,0.0,0,0,2,2,0.0,0,1,3,2022
Kingsley Enagbare,82409,ED,GB,1,0,,0,0,12,60.0,65.1,75.4,63.1,60.0,,,0,0,3,3,0.0,0,0,3,2022
Otito Ogbonnia,82450,DI,LAC,1,1,3.3,0,0,27,,54.7,76.5,63.4,52.7,28.9,16.7,1,0,26,26,7.7,2,4,3,2022
Daviyon Nixon,82488,DI,CAR,1,0,-2.0,0,0,5,,76.6,72.3,55.9,75.2,66.8,0.0,0,0,4,4,25.0,1,1,3,2022
Tommy Togiai,82501,DI,CLV,1,0,,0,0,8,,28.3,72.7,56.0,29.9,,,0,0,5,5,0.0,0,0,3,2022
Quay Walker,82547,LB,GB,1,0,5.0,0,0,12,45.1,36.3,75.5,63.7,33.9,79.5,0.0,0,0,13,14,0.0,0,4,3,2022
Jack Sanborn,82566,LB,CHI,1,0,,0,0,6,,61.2,64.1,,60.0,,,0,0,1,1,0.0,0,0,3,2022
Kelvin Joseph,83051,CB,DAL,1,0,,0,0,9,63.5,45.9,0.0,,60.0,,,0,1,1,1,0.0,0,0,3,2022
Rachad Wildgoose,83111,CB,WAS,1,1,,0,0,32,41.6,42.0,75.4,54.5,54.5,53.0,0.0,0,2,12,12,0.0,0,0,3,2022
Patrick Surtain II,83119,CB,DEN,1,0,37.0,0,0,10,80.1,78.9,76.1,58.8,66.7,72.5,0.0,0,0,19,21,0.0,0,1,3,2022
Jalyn Armour-Davis,83120,CB,BLT,1,0,,0,0,3,29.5,29.9,71.9,,60.0,27.1,,0,0,4,4,0.0,0,0,3,2022
Roger McCreary,83176,CB,TEN,1,1,8.5,1,0,31,49.8,46.1,0.0,74.6,41.8,49.3,0.0,0,2,17,17,5.9,1,4,3,2022
Tyson Campbell,83217,CB,JAX,1,0,-5.0,0,0,15,72.2,69.7,78.1,,49.3,28.7,0.0,0,0,11,11,9.1,1,1,3,2022
Percy Butler,83271,S,WAS,1,0,,0,0,32,,62.1,67.1,,60.9,,,0,0,6,6,0.0,0,0,3,2022
Greg Newsome II,83341,CB,CLV,1,0,,0,0,8,66.5,66.8,76.7,55.7,66.1,73.9,,0,0,22,22,0.0,0,0,3,2022
Jaycee Horn,83375,CB,CAR,1,0,6.5,0,0,5,92.4,92.6,75.8,82.4,66.1,74.2,0.0,0,0,20,21,0.0,0,2,3,2022
Israel Mukuamu,83377,S,DAL,1,1,,0,0,9,46.3,42.5,73.7,,48.9,74.3,0.0,0,0,6,6,0.0,0,0,3,2022
Kyler Gordon,83451,CB,CHI,1,1,,0,0,6,47.3,51.8,76.5,60.0,55.7,27.1,50.0,1,0,23,24,0.0,0,0,3,2022
Jevon Holland,83873,S,MIA,1,0,43.0,0,0,17,73.4,90.1,79.7,95.3,64.9,69.1,0.0,0,0,17,17,0.0,0,1,3,2022
Talanoa Hufanga,83903,S,SF,1,0,-0.3,0,0,28,55.1,52.0,78.8,56.4,53.6,26.6,40.0,2,0,30,30,10.0,3,3,3,2022
E.J. Speed,94351,LB,IND,1,1,,0,0,14,45.9,58.1,86.2,61.7,68.3,71.7,0.0,0,0,5,5,0.0,0,0,3,2022
Jonathan Harris,94361,DI,DEN,1,0,,0,0,10,,56.8,74.8,62.0,54.6,,,0,0,11,13,0.0,0,0,3,2022
Jordan Davis,94854,DI,PHI,1,0,7.5,0,0,24,,90.2,75.1,90.9,68.9,28.3,0.0,0,0,10,10,0.0,0,2,3,2022
Nick Cross,97514,S,IND,1,0,,0,0,14,,60.0,65.6,,60.0,,,0,0,1,1,0.0,0,0,3,2022
Daxton Hill,97519,S,CIN,1,0,,0,0,7,60.8,60.2,68.2,58.5,60.0,,,0,0,1,1,0.0,0,0,3,2022
Martin Emerson,97872,CB,CLV,1,0,9.0,0,0,8,56.7,56.8,76.7,,58.1,42.8,0.0,0,0,12,12,0.0,0,2,3,2022
Derek Stingley Jr.,98253,CB,HST,1,0,30.5,0,0,13,62.1,60.1,78.5,63.6,52.3,77.0,0.0,0,0,37,37,0.0,0,2,3,2022
Alex Wright,98318,ED,CLV,1,0,6.0,0,0,8,60.8,48.8,79.5,51.8,49.7,69.2,0.0,0,0,16,16,0.0,0,1,3,2022
George Karlaftis,98319,ED,KC,1,1,0.0,0,0,16,43.8,47.4,80.2,54.4,54.1,71.2,0.0,0,0,22,22,4.5,1,1,3,2022
Kayvon Thibodeaux,98444,ED,NYG,1,0,1.0,0,0,21,63.1,73.2,76.5,71.6,64.0,70.5,0.0,0,0,11,13,9.1,1,1,3,2022
Kaiir Elam,98693,CB,BUF,1,0,9.0,0,0,4,70.1,65.7,77.2,,48.5,45.1,50.0,1,0,17,18,0.0,0,1,3,2022
Cordale Flott,98834,CB,NYG,1,1,2.0,0,0,21,63.3,68.8,71.9,,73.2,43.1,0.0,0,0,7,8,14.3,1,1,3,2022
DeMarvin Leal,98919,ED,PIT,1,1,8.0,0,0,25,,61.5,73.0,79.9,46.9,68.7,0.0,0,0,6,6,0.0,0,1,3,2022
Travon Walker,98940,ED,JAX,1,0,3.0,0,0,15,86.4,64.9,78.4,49.6,70.5,27.5,50.0,1,0,8,8,12.5,1,1,3,2022
Jermaine Johnson II,99015,ED,NYJ,1,0,0.5,0,0,22,,86.4,77.0,54.0,87.7,74.0,0.0,0,0,11,11,27.3,3,4,3,2022
Sam Williams,99106,ED,DAL,1,0,,1,0,9,60.8,48.0,0.0,51.7,65.8,72.8,,0,1,7,7,0.0,0,0,3,2022
Sauce Gardner,100903,CB,NYJ,1,0,-1.0,0,0,22,70.6,71.4,76.1,,66.6,77.8,0.0,0,0,27,27,3.7,1,1,3,2022
Damarion Williams,100904,CB,BLT,1,0,,0,0,3,34.7,35.4,73.7,59.5,60.0,75.8,,0,0,3,3,0.0,0,0,3,2022
Dane Belton,101398,S,NYG,1,0,,0,0,21,30.7,27.1,71.8,,60.0,78.5,,0,0,1,1,0.0,0,0,3,2022
Leo Chenal,101463,LB,KC,1,0,,0,0,16,60.8,40.6,70.7,58.8,44.4,,,0,0,8,8,0.0,0,0,3,2022
Jaquan Brisker,101665,S,CHI,1,3,3.0,0,0,6,77.2,78.2,76.9,53.1,69.3,83.2,0.0,0,0,24,25,0.0,0,1,3,2022
Kyle Hamilton,102684,S,BLT,1,0,,0,0,3,91.1,92.6,73.2,58.4,60.0,77.2,,0,0,1,1,0.0,0,0,3,2022
Prince Emili,106599,DI,BUF,1,0,,0,0,4,,46.3,70.9,57.3,52.6,,,0,0,4,4,0.0,0,0,3,2022
Rodney Thomas II,108389,S,IND,1,0,,0,0,14,60.9,62.6,88.3,60.0,61.7,77.3,,0,0,15,15,0.0,0,0,3,2022
Michael Hoecht,108840,DI,LA,1,0,,0,0,26,,60.0,68.8,57.9,60.0,,,0,0,0,1,,0,0,3,2022
Dee Alford,110542,CB,ATL,1,0,,0,0,2,69.0,73.3,72.6,72.8,60.0,26.6,,0,0,2,2,0.0,0,0,3,2022
Perrion Winfrey,122952,DI,CLV,1,0,,0,0,8,,60.2,73.8,51.1,67.6,,,0,0,6,6,0.0,0,0,3,2022
Jaylen Watson,131960,CB,KC,1,0,,0,0,16,70.5,64.8,78.3,60.0,35.2,54.5,100.0,2,0,18,18,0.0,0,0,3,2022
Sam Webb,134606,CB,LV,1,0,,0,0,23,53.5,55.4,73.0,,61.1,,,0,0,9,9,0.0,0,0,3,2022
Kader Kohou,156070,CB,MIA,1,0,5.0,0,0,17,63.4,64.0,78.2,63.2,60.3,79.9,0.0,0,0,11,11,0.0,0,1,3,2022
